Battery,Motor,Propeller,Battery_Weight,Battery_Capacity,Motor_Weight,Propeller_Weight,MV_omega_rad,MV_omega_RPM,MV_Voltage,MV_Thrust,MV_Torque,MV_Power,MV_Current,MV_Efficiency,MP_omega_rad,MP_omega_RPM,MP_Voltage,MP_Thrust,MP_Torque,MP_Power,MP_Current,MP_Efficiency,MC_omega_rad,MC_omega_RPM,MC_Voltage,MC_Thrust,MC_Torque,MC_Power,MC_Current,MC_Efficiency,MaxPower,MaxCur,PeakCur,ContCur,Aircraft_Weight,Aircraft_Thrust,Aircraft_Thrust2Weight,Aircraft_FlightTime
Tattu 22Ah Li,KDE5215XF-435,27x10_2_2000_51_80,8.74,22,0.36,0.172,1125.74,10749.99,828.80,2330.37,570.6,NaN,2.99,1595.00,95.88,915.61,8.16,28.65,4.27,1678.95,205.69,25.66,57.74,551.36,3.50,28.63,1.55,265.22,75.79,35.59,1595.00,72.00,1.10,0.55,0.532,28.63,5.485809324534577,0.05805515239477504
Tattu 22Ah Li,KDE5215XF-435,27x10_3_2000_51_80,8.74,22,0.36,0.218,1105.51,10556.83,828.80,2328.35,570.9,NaN,2.93,1595.00,94.22,899.71,8.14,30.08,4.28,1678.95,206.22,25.28,56.65,540.97,3.48,30.08,1.55,263.41,75.79,35.16,1595.00,72.00,1.10,0.55,0.578,30.08,5.3049462274566235,0.021336436815051887
Tattu 22Ah Li,KDE5215XF-435,27x10_4_2000_51_80,8.74,22,0.36,0.265,1092.67,10434.25,828.80,2343.18,571.1,NaN,2.90,1595.00,93.43,892.14,8.13,30.99,4.28,1678.95,206.47,25.10,56.13,536.03,3.46,30.99,1.55,262.55,75.79,34.95,1595.00,72.00,1.10,0.55,0.625,30.99,5.054434250764525,0.021310602024507193
Tattu 22Ah Li,KDE5215XF-435,27x10_5_2000_51_90,8.74,22,0.36,0.321,1025.57,9793.49,828.80,2359.21,572.1,NaN,2.72,1595.00,87.61,836.57,8.06,35.42,4.32,1678.95,208.34,23.75,52.40,500.37,3.38,35.42,1.55,256.34,75.79,33.42,1595.00,72.00,1.10,0.55,0.681,35.42,5.301911053032582,0.021119324181626188
Tattu 22Ah Li,KDE5215XF-435,27x10_6_2000_51_90,8.74,22,0.36,0.368,1024.87,9786.76,828.80,2416.27,572.1,NaN,2.72,1595.00,87.27,833.39,8.05,35.98,4.33,1678.95,208.45,23.67,52.17,498.17,3.38,35.96,1.55,255.96,75.79,33.32,1595.00,72.00,1.10,0.55,0.728,35.96,5.0352298058720075,0.05805515239477504
