weight,propeller_diameter,propeller_rpm_max,propeller_rpm_min,omega_rpm,voltage,thrust,torque,power,current,max_omega_rpm,max_voltage,max_thrust,max_torque,max_power,max_current,thrust_per_weight,power_per_weight,thrust_per_power,motor_name,propeller_name
0.998,0.6858,2400.0,800.0,818.59,8.0,13.35,4.14,451.06,56.38,1098.61,11.25,5.63,7.44,1124.51,100.0,13.376754,451.96393,0.029596949,U12II KV120,27x12_3_1600_51_50
0.998,0.6858,2400.0,800.0,907.34,9.0,16.4,5.09,619.6,68.84,1098.61,11.25,9.68,7.44,1124.51,100.0,16.432865,620.8417,0.026468689,U12II KV120,27x12_3_1600_51_50
0.953,0.6858,1800.0,600.0,631.53,6.0,7.47,2.55,211.66,35.28,1081.59,11.1,6.75,7.44,1110.32,100.0,7.838405,222.09863,0.03529245,U12II KV120,27x13_2_1200_41_30
0.953,0.6858,1800.0,600.0,724.84,7.0,9.84,3.35,321.42,45.92,1081.59,11.1,6.75,7.44,1110.32,100.0,10.325289,337.27176,0.030614149,U12II KV120,27x13_2_1200_41_30
1.0,0.6858,1800.0,600.0,627.97,6.0,7.78,2.65,220.18,36.7,1053.83,10.87,9.58,7.44,1087.19,100.0,7.78,220.18,0.035334725,U12II KV120,27x13_3_1200_41_30
1.0,0.6858,1800.0,600.0,720.33,7.0,10.24,3.49,334.0,47.71,1053.83,10.87,9.58,7.44,1087.19,100.0,10.24,334.0,0.030658683,U12II KV120,27x13_3_1200_41_30
1.047,0.6858,1800.0,600.0,626.0,6.0,7.99,2.71,224.87,37.48,1039.45,10.75,8.91,7.44,1075.21,100.0,7.6313276,214.77554,0.03553164,U12II KV120,27x13_4_1200_41_30
1.047,0.6858,1800.0,600.0,717.85,7.0,10.51,3.56,340.94,48.71,1039.45,10.75,8.91,7.44,1075.21,100.0,10.038204,325.63516,0.030826539,U12II KV120,27x13_4_1200_41_30
1.094,0.6858,1800.0,600.0,624.79,6.0,8.14,2.75,227.79,37.96,1030.69,10.68,8.3,7.44,1067.91,100.0,7.440585,208.21754,0.03573467,U12II KV120,27x13_5_1200_41_30
1.094,0.6858,1800.0,600.0,716.3,7.0,10.71,3.61,345.24,49.32,1030.69,10.68,8.3,7.44,1067.91,100.0,9.7897625,315.57587,0.031021899,U12II KV120,27x13_5_1200_41_30
1.141,0.6858,1800.0,600.0,623.9,6.0,8.26,2.78,229.89,38.32,1024.63,10.63,7.77,7.44,1062.86,100.0,7.239264,201.48116,0.035930227,U12II KV120,27x13_6_1200_41_30
1.141,0.6858,1800.0,600.0,715.21,7.0,10.86,3.64,348.3,49.76,1024.63,10.63,7.77,7.44,1062.86,100.0,9.517966,305.25854,0.031180017,U12II KV120,27x13_6_1200_41_30
0.948,0.6858,2100.0,700.0,726.1,7.0,9.02,3.31,317.9,45.41,1089.56,11.17,7.22,7.44,1116.97,100.0,9.514768,335.33755,0.028373701,U12II KV120,27x14_2_1400_51_40
0.906,0.6858,6900.0,2300.0,2808.73,25.0,72.9,5.65,1906.62,76.26,3208.49,28.83,19.45,7.44,2882.74,100.0,80.46358,2104.437,0.038235202,U12II KV120,27x3_2_4600_41_140
0.938,0.6858,3600.0,1200.0,1291.26,12.5,28.56,6.17,1040.39,83.23,1418.49,13.91,14.63,7.44,1391.08,100.0,30.447762,1109.1578,0.027451245,U12II KV120,27x8_2_2400_51_100
0.984,0.6858,3600.0,1200.0,1287.05,12.5,29.57,6.3,1061.34,84.91,1399.63,13.75,13.47,7.44,1375.36,100.0,30.050814,1078.5975,0.027861007,U12II KV120,27x8_3_2400_51_100
1.029,0.8636,1800.0,600.0,628.53,7.0,18.1,6.25,590.22,84.32,685.79,7.8,7.79,7.44,780.49,100.0,17.589893,573.586,0.030666532,U12II KV120,34x13_2_1200_41_70
1.108,0.8636,1800.0,600.0,623.44,7.0,18.71,6.41,604.43,86.35,672.06,7.69,6.86,7.44,769.05,100.0,16.886282,545.51447,0.030954784,U12II KV120,34x13_3_1200_41_70
1.201,0.8636,1800.0,600.0,602.56,7.0,20.48,7.04,662.71,94.67,619.66,7.25,8.14,7.44,725.38,100.0,17.052456,551.7985,0.030903412,U12II KV120,34x13_4_1200_41_80
1.281,0.8636,1800.0,600.0,601.03,7.0,20.8,7.08,666.98,95.28,616.07,7.22,7.3,7.44,722.39,100.0,16.237314,520.6713,0.031185342,U12II KV120,34x13_5_1200_41_80
1.038,0.8636,1500.0,500.0,534.91,6.0,13.55,5.46,442.79,73.8,624.84,7.3,9.93,7.44,729.7,100.0,13.05395,426.57996,0.030601414,U12II KV120,34x15_2_1000_41_50
1.118,0.8636,1500.0,500.0,529.53,6.0,13.97,5.62,455.67,75.95,609.59,7.17,9.3,7.44,716.99,100.0,12.495527,407.57602,0.030658152,U12II KV120,34x15_3_1000_41_50
1.219,0.8636,1500.0,500.0,505.72,6.0,15.65,6.34,512.62,85.44,548.11,6.66,4.66,7.44,665.76,100.0,12.838392,420.52502,0.030529438,U12II KV120,34x15_4_1000_41_60
1.298,0.8636,1500.0,500.0,503.96,6.0,15.9,6.39,516.85,86.14,543.92,6.62,8.28,7.44,662.27,100.0,12.249615,398.1895,0.030763278,U12II KV120,34x15_5_1000_41_60
1.378,0.8636,1500.0,500.0,502.74,6.0,16.09,6.43,519.76,86.63,541.07,6.6,7.81,7.44,659.89,100.0,11.676343,377.18433,0.030956596,U12II KV120,34x15_6_1000_41_60
0.822,0.6858,2400.0,800.0,801.9,10.0,12.18,3.79,434.43,43.44,973.74,12.62,6.35,5.58,796.89,63.16,14.817518,528.50366,0.028036738,P80III KV100,27x12_2_1600_51_50
0.822,0.6858,2400.0,800.0,966.27,12.5,17.69,5.49,777.78,62.22,973.74,12.62,13.97,5.58,796.89,63.16,21.520681,946.2044,0.022744222,P80III KV100,27x12_2_1600_51_50
0.824,0.6858,1800.0,600.0,654.73,8.0,8.03,2.74,254.87,31.86,935.9,12.24,4.39,5.58,772.99,63.16,9.745146,309.30826,0.03150626,P80III KV100,27x13_2_1200_41_30
0.824,0.6858,1800.0,600.0,724.15,9.0,9.82,3.35,347.07,38.56,935.9,12.24,4.39,5.58,772.99,63.16,11.917476,421.20145,0.028294004,P80III KV100,27x13_2_1200_41_30
0.871,0.6858,1800.0,600.0,649.58,8.0,8.32,2.84,263.89,32.99,911.82,12.0,7.57,5.58,757.78,63.16,9.552238,302.9736,0.031528287,P80III KV100,27x13_3_1200_41_30
0.871,0.6858,1800.0,600.0,718.09,9.0,10.17,3.47,359.04,39.89,911.82,12.0,7.57,5.58,757.78,63.16,11.676234,412.21585,0.028325535,P80III KV100,27x13_3_1200_41_30
0.918,0.6858,1800.0,600.0,646.76,8.0,8.53,2.9,268.84,33.61,899.22,11.87,7.03,5.58,749.83,63.16,9.291939,292.85403,0.03172891,P80III KV100,27x13_4_1200_41_30
0.918,0.6858,1800.0,600.0,714.76,9.0,10.42,3.53,365.6,40.62,899.22,11.87,7.03,5.58,749.83,63.16,11.350762,398.25708,0.028501093,P80III KV100,27x13_4_1200_41_30
0.965,0.6858,1800.0,600.0,645.01,8.0,8.68,2.93,271.9,33.99,891.59,11.8,6.55,5.58,745.0,63.16,8.994819,281.76166,0.031923503,P80III KV100,27x13_5_1200_41_30
0.965,0.6858,1800.0,600.0,712.71,9.0,10.6,3.57,369.66,41.07,891.59,11.8,6.55,5.58,745.0,63.16,10.984456,383.06735,0.028675,P80III KV100,27x13_5_1200_41_30
1.012,0.6858,1800.0,600.0,643.76,8.0,8.79,2.96,274.11,34.26,886.29,11.74,6.13,5.58,741.66,63.16,8.685771,270.85968,0.032067418,P80III KV100,27x13_6_1200_41_30
1.012,0.6858,1800.0,600.0,711.25,9.0,10.74,3.6,372.53,41.39,886.29,11.74,6.19,5.58,741.66,63.16,10.612648,368.11264,0.028829893,P80III KV100,27x13_6_1200_41_30
0.777,0.6858,6900.0,2300.0,2301.51,25.0,48.77,3.8,1088.21,43.53,2792.0,30.8,10.22,5.58,1945.26,63.16,62.76705,1400.5277,0.044816718,P80III KV100,27x3_2_4600_41_140
0.777,0.6858,6900.0,2300.0,2725.38,30.0,68.61,5.31,1806.72,60.22,2792.0,30.8,19.33,5.58,1945.26,63.16,88.301155,2325.251,0.037974894,P80III KV100,27x3_2_4600_41_140
0.809,0.6858,3600.0,1200.0,1216.67,15.0,25.35,5.48,932.02,62.13,1226.98,15.15,10.3,5.58,956.83,63.16,31.334982,1152.0643,0.027198987,P80III KV100,27x8_2_2400_51_100
0.909,0.8636,1500.0,500.0,526.46,8.0,13.13,5.29,479.89,59.99,540.64,8.29,7.29,5.58,523.35,63.16,14.444445,527.93176,0.027360437,P80III KV100,34x15_2_1000_41_50
0.989,0.8636,1500.0,500.0,519.88,8.0,13.46,5.42,491.43,61.43,527.39,8.15,6.83,5.58,514.98,63.16,13.609707,496.89584,0.027389456,P80III KV100,34x15_3_1000_41_50
0.822,0.6858,2400.0,800.0,835.37,9.0,13.22,4.11,508.23,56.47,959.12,10.65,4.73,5.41,784.93,73.68,16.082726,618.28467,0.026011845,P80III KV120,27x12_2_1600_51_50
0.822,0.6858,2400.0,800.0,911.0,10.0,15.72,4.88,667.12,66.71,959.12,10.65,7.58,5.41,784.93,73.68,19.124088,811.5815,0.023563977,P80III KV120,27x12_2_1600_51_50
0.869,0.6858,2400.0,800.0,828.0,9.0,13.66,4.24,523.54,58.17,936.12,10.46,4.13,5.41,770.81,73.68,15.719217,602.4626,0.026091607,P80III KV120,27x12_3_1600_51_50
0.869,0.6858,2400.0,800.0,902.54,10.0,16.23,5.03,686.65,68.67,936.12,10.46,7.11,5.41,770.81,73.68,18.67664,790.16113,0.023636496,P80III KV120,27x12_3_1600_51_50
0.871,0.6858,1800.0,600.0,661.94,7.0,8.64,2.95,287.72,41.1,898.13,10.14,7.56,5.41,747.48,73.68,9.919633,330.33295,0.030029194,P80III KV120,27x13_3_1200_41_30
0.871,0.6858,1800.0,600.0,740.0,8.0,10.8,3.68,406.27,50.78,898.13,10.14,7.62,5.41,747.48,73.68,12.399541,466.4409,0.026583306,P80III KV120,27x13_3_1200_41_30
0.918,0.6858,1800.0,600.0,658.76,7.0,8.85,3.0,292.86,41.84,885.71,10.04,7.03,5.41,739.86,73.68,9.640523,319.01962,0.030219218,P80III KV120,27x13_4_1200_41_30
0.918,0.6858,1800.0,600.0,736.21,8.0,11.05,3.75,413.28,51.66,885.71,10.04,7.08,5.41,739.86,73.68,12.037037,450.19608,0.026737321,P80III KV120,27x13_4_1200_41_30
0.965,0.6858,1800.0,600.0,656.8,7.0,9.0,3.04,296.03,42.29,878.18,9.98,6.55,5.41,735.23,73.68,9.326425,306.76685,0.030402323,P80III KV120,27x13_5_1200_41_30
0.965,0.6858,1800.0,600.0,733.86,8.0,11.24,3.79,417.61,52.2,878.18,9.98,6.6,5.41,735.23,73.68,11.647669,432.75647,0.026915064,P80III KV120,27x13_5_1200_41_30
1.012,0.6858,1800.0,600.0,655.39,7.0,9.11,3.06,298.31,42.62,872.96,9.93,6.13,5.41,732.03,73.68,9.001976,294.77274,0.0305387,P80III KV120,27x13_6_1200_41_30
1.012,0.6858,1800.0,600.0,806.16,9.0,13.8,4.62,568.92,63.21,872.96,9.93,6.18,5.41,732.03,73.68,13.636364,562.1739,0.024256486,P80III KV120,27x13_6_1200_41_30
0.777,0.6858,6900.0,2300.0,2693.58,25.0,67.01,5.19,1768.38,70.74,2751.27,25.59,14.29,5.41,1885.38,73.68,86.24196,2275.9072,0.03789344,P80III KV120,27x3_2_4600_41_140
0.909,0.8636,1500.0,500.0,527.09,7.0,13.16,5.3,505.63,72.23,532.53,7.1,7.29,5.41,522.99,73.68,14.4774475,556.2486,0.026026936,P80III KV120,34x15_2_1000_41_50
0.526,0.6858,1800.0,600.0,650.77,9.0,7.93,2.7,277.78,30.86,764.21,11.04,3.33,3.72,464.93,42.11,15.076046,528.0989,0.028547771,Antigravity MN8012 KV100,27x13_2_1200_41_30
0.526,0.6858,1800.0,600.0,707.32,10.0,9.37,3.19,362.45,36.25,764.21,11.04,3.33,3.72,464.93,42.11,17.813688,689.0684,0.025851842,Antigravity MN8012 KV100,27x13_2_1200_41_30
0.573,0.6858,1800.0,600.0,643.45,9.0,8.16,2.79,285.93,31.77,744.46,10.84,5.78,3.72,456.61,42.11,14.240838,499.00525,0.028538454,Antigravity MN8012 KV100,27x13_3_1200_41_30
0.573,0.6858,1800.0,600.0,699.03,10.0,9.64,3.29,372.72,37.27,744.46,10.84,5.81,3.72,456.61,42.11,16.823734,650.4712,0.02586392,Antigravity MN8012 KV100,27x13_3_1200_41_30
0.62,0.6858,1800.0,600.0,639.48,9.0,8.33,2.83,290.37,32.26,734.03,10.74,5.37,3.72,452.22,42.11,13.435484,468.3387,0.028687537,Antigravity MN8012 KV100,27x13_4_1200_41_30
0.62,0.6858,1800.0,600.0,694.52,10.0,9.83,3.34,378.3,37.83,734.03,10.74,5.41,3.72,452.22,42.11,15.854838,610.1613,0.02598467,Antigravity MN8012 KV100,27x13_4_1200_41_30
0.667,0.6858,1800.0,600.0,637.03,9.0,8.46,2.86,293.1,32.57,727.7,10.68,5.0,3.72,449.56,42.11,12.683659,439.4303,0.02886387,Antigravity MN8012 KV100,27x13_5_1200_41_30
0.667,0.6858,1800.0,600.0,691.75,10.0,9.98,3.37,381.74,38.17,727.7,10.68,5.04,3.72,449.56,42.11,14.962519,572.32385,0.026143448,Antigravity MN8012 KV100,27x13_5_1200_41_30
0.714,0.6858,1800.0,600.0,635.27,9.0,8.56,2.88,295.06,32.78,723.28,10.63,4.68,3.72,447.7,42.11,11.988795,413.2493,0.029011048,Antigravity MN8012 KV100,27x13_6_1200_41_30
0.521,0.6858,2100.0,700.0,709.67,10.0,8.61,3.17,359.54,35.95,769.89,11.1,4.05,3.72,467.32,42.11,16.525911,690.09595,0.023947267,Antigravity MN8012 KV100,27x14_2_1400_51_40
0.567,0.6858,1800.0,600.0,622.43,8.0,7.25,2.47,230.05,28.76,870.96,12.09,4.34,4.83,661.75,54.74,12.786596,405.73193,0.031514887,Antigravity MN8014 KV100,27x13_2_1200_41_30
0.567,0.6858,1800.0,600.0,686.27,9.0,8.82,3.01,311.51,34.61,870.96,12.09,4.34,4.83,661.75,54.74,15.555555,549.4003,0.028313698,Antigravity MN8014 KV100,27x13_2_1200_41_30
0.567,0.6858,1800.0,600.0,748.0,10.0,10.48,3.57,408.1,40.81,870.96,12.09,4.41,4.83,661.75,54.74,18.483246,719.7531,0.02567998,Antigravity MN8014 KV100,27x13_2_1200_41_30
0.614,0.6858,1800.0,600.0,616.63,8.0,7.5,2.56,237.57,29.7,848.5,11.87,7.55,4.83,649.45,54.74,12.214984,386.9218,0.03156964,Antigravity MN8014 KV100,27x13_3_1200_41_30
0.614,0.6858,1800.0,600.0,679.5,9.0,9.11,3.11,321.38,35.71,848.5,11.87,7.55,4.83,649.45,54.74,14.837133,523.42017,0.028346505,Antigravity MN8014 KV100,27x13_3_1200_41_30
0.614,0.6858,1800.0,600.0,740.25,10.0,10.81,3.68,420.65,42.07,848.5,11.87,7.59,4.83,649.45,54.74,17.605864,685.0977,0.025698325,Antigravity MN8014 KV100,27x13_3_1200_41_30
0.661,0.6858,1800.0,600.0,613.46,8.0,7.67,2.61,241.68,30.21,836.71,11.75,5.4,4.83,643.0,54.74,11.603631,365.62784,0.03173618,Antigravity MN8014 KV100,27x13_4_1200_41_30
0.661,0.6858,1800.0,600.0,675.8,9.0,9.31,3.16,326.76,36.31,836.71,11.75,5.4,4.83,643.0,54.74,14.08472,494.34192,0.02849186,Antigravity MN8014 KV100,27x13_4_1200_41_30
0.661,0.6858,1800.0,600.0,736.03,10.0,11.05,3.74,427.49,42.75,836.71,11.75,5.46,4.83,643.0,54.74,16.717094,646.73224,0.025848558,Antigravity MN8014 KV100,27x13_4_1200_41_30
0.708,0.6858,1800.0,600.0,611.5,8.0,7.8,2.64,244.21,30.53,829.57,11.68,5.03,4.83,639.09,54.74,11.016949,344.92938,0.031939723,Antigravity MN8014 KV100,27x13_5_1200_41_30
0.708,0.6858,1800.0,600.0,673.52,9.0,9.46,3.19,330.09,36.68,829.57,11.68,5.03,4.83,639.09,54.74,13.361582,466.22882,0.02865885,Antigravity MN8014 KV100,27x13_5_1200_41_30
0.708,0.6858,1800.0,600.0,733.42,10.0,11.22,3.78,431.7,43.17,829.57,11.68,5.09,4.83,639.09,54.74,15.847458,609.7458,0.025990272,Antigravity MN8014 KV100,27x13_5_1200_41_30
0.755,0.6858,1800.0,600.0,610.09,8.0,7.9,2.66,246.04,30.76,824.6,11.63,4.71,4.83,636.37,54.74,10.463576,325.8808,0.0321086,Antigravity MN8014 KV100,27x13_6_1200_41_30
0.755,0.6858,1800.0,600.0,671.89,9.0,9.58,3.22,332.46,36.94,824.6,11.63,4.71,4.83,636.37,54.74,12.688742,440.34436,0.028815497,Antigravity MN8014 KV100,27x13_6_1200_41_30
0.755,0.6858,1800.0,600.0,731.58,10.0,11.36,3.81,434.68,43.47,824.6,11.63,4.77,4.83,636.37,54.74,15.046357,575.7351,0.026134167,Antigravity MN8014 KV100,27x13_6_1200_41_30
0.562,0.6858,2100.0,700.0,750.17,10.0,9.62,3.54,404.58,40.46,877.37,12.15,5.5,4.83,665.25,54.74,17.117437,719.89325,0.023777746,Antigravity MN8014 KV100,27x14_2_1400_51_40
0.626,0.6858,2400.0,800.0,808.79,9.0,12.39,3.85,475.81,52.87,950.58,11.01,4.72,5.32,794.93,72.21,19.792332,760.0799,0.026039805,Antigravity MN8017 KV120,27x12_2_1600_51_50
0.626,0.6858,2400.0,800.0,880.55,10.0,14.69,4.56,622.72,62.27,950.58,11.01,7.57,5.32,794.93,72.21,23.466454,994.7604,0.023590056,Antigravity MN8017 KV120,27x12_2_1600_51_50
0.673,0.6858,2400.0,800.0,801.02,9.0,12.78,3.97,489.43,54.38,927.79,10.82,4.13,5.32,781.21,72.21,18.9896,727.23627,0.026112007,Antigravity MN8017 KV120,27x12_3_1600_51_50
0.673,0.6858,2400.0,800.0,871.68,10.0,15.14,4.7,640.01,64.0,927.79,10.82,7.11,5.32,781.21,72.21,22.496284,950.9807,0.02365588,Antigravity MN8017 KV120,27x12_3_1600_51_50
0.736,0.6858,2400.0,800.0,831.73,10.0,16.91,5.28,717.87,71.79,834.26,10.04,9.03,5.32,724.94,72.21,22.975544,975.3668,0.023555797,Antigravity MN8017 KV120,27x12_4_1600_51_60
0.628,0.6858,1800.0,600.0,648.2,7.0,7.87,2.68,261.72,37.39,913.66,10.7,4.38,5.32,772.71,72.21,12.531847,416.7516,0.030070305,Antigravity MN8017 KV120,27x13_2_1200_41_30
0.628,0.6858,1800.0,600.0,723.6,8.0,9.81,3.34,368.66,46.08,913.66,10.7,4.38,5.32,772.71,72.21,15.621019,587.0382,0.026609885,Antigravity MN8017 KV120,27x13_2_1200_41_30
0.675,0.6858,1800.0,600.0,642.02,7.0,8.13,2.77,270.15,38.59,890.14,10.5,7.56,5.32,758.56,72.21,12.044444,400.22223,0.030094393,Antigravity MN8017 KV120,27x13_3_1200_41_30
0.675,0.6858,1800.0,600.0,716.26,8.0,10.12,3.45,380.11,47.51,890.14,10.5,7.56,5.32,758.56,72.21,14.992593,563.1259,0.026623871,Antigravity MN8017 KV120,27x13_3_1200_41_30
0.722,0.6858,1800.0,600.0,638.65,7.0,8.31,2.82,274.75,39.25,877.82,10.4,7.03,5.32,751.14,72.21,11.509695,380.54016,0.030245678,Antigravity MN8017 KV120,27x13_4_1200_41_30
0.722,0.6858,1800.0,600.0,712.25,8.0,10.34,3.51,386.35,48.29,877.82,10.4,7.08,5.32,751.14,72.21,14.32133,535.1108,0.026763298,Antigravity MN8017 KV120,27x13_4_1200_41_30
0.769,0.6858,1800.0,600.0,636.56,7.0,8.45,2.85,277.59,39.66,870.36,10.34,6.54,5.32,746.65,72.21,10.9882965,360.97528,0.030440578,Antigravity MN8017 KV120,27x13_5_1200_41_30
0.769,0.6858,1800.0,600.0,709.78,8.0,10.51,3.54,390.21,48.78,870.36,10.34,6.6,5.32,746.65,72.21,13.6671,507.42523,0.026934216,Antigravity MN8017 KV120,27x13_5_1200_41_30
0.816,0.6858,1800.0,600.0,635.07,7.0,8.56,2.88,279.64,39.95,865.17,10.3,6.12,5.32,743.54,72.21,10.490196,342.69608,0.030610785,Antigravity MN8017 KV120,27x13_6_1200_41_30
0.816,0.6858,1800.0,600.0,708.03,8.0,10.64,3.57,392.94,49.12,865.17,10.3,6.18,5.32,743.54,72.21,13.039216,481.54413,0.027077924,Antigravity MN8017 KV120,27x13_6_1200_41_30
0.816,0.6858,1800.0,600.0,778.09,9.0,12.86,4.31,529.66,58.85,865.17,10.3,6.18,5.32,743.54,72.21,15.759804,649.09314,0.024279727,Antigravity MN8017 KV120,27x13_6_1200_41_30
0.816,0.6858,1800.0,600.0,845.6,10.0,15.19,5.08,690.83,69.08,865.17,10.3,10.25,5.32,743.54,72.21,18.615196,846.6054,0.021988044,Antigravity MN8017 KV120,27x13_6_1200_41_30
0.623,0.6858,2100.0,700.0,798.5,9.0,10.91,4.01,493.86,54.87,920.41,10.76,8.59,5.32,776.77,72.21,17.51204,792.7127,0.02209128,Antigravity MN8017 KV120,27x14_2_1400_51_40
0.623,0.6858,2100.0,700.0,868.77,10.0,12.91,4.74,645.68,64.57,920.41,10.76,11.43,5.32,776.77,72.21,20.722311,1036.4045,0.019994425,Antigravity MN8017 KV120,27x14_2_1400_51_40
0.581,0.6858,6900.0,2300.0,2649.54,25.0,64.81,5.02,1707.88,68.32,2726.71,25.81,14.29,5.32,1863.72,72.21,111.54906,2939.5525,0.037947632,Antigravity MN8017 KV120,27x3_2_4600_41_140
0.713,0.8636,1500.0,500.0,502.8,7.0,11.97,4.83,460.11,65.73,527.79,7.49,7.29,5.32,540.52,72.21,16.78822,645.31555,0.026015518,Antigravity MN8017 KV120,34x15_2_1000_41_50
15.202,0.8636,7200.0,2400.0,6248.66,300.0,909.22,85.39,79190.17,263.97,8126.0,420.07,0.0,171.46,210526.31,501.17,59.809235,5209.1943,0.011481475,HPDM250,34x4_2_4800_51_370
15.202,0.8636,7200.0,2400.0,7106.75,350.0,1174.7,115.39,121323.92,346.64,8126.0,420.07,0.0,171.46,210526.31,501.17,77.27273,7980.7866,0.009682344,HPDM250,34x4_2_4800_51_370
15.288,0.8636,6600.0,2200.0,6010.17,300.0,1009.12,103.64,94282.78,314.28,7451.99,398.3,0.0,181.4,210526.31,528.56,66.007324,6167.1104,0.010703121,HPDM250,34x4_3_4400_51_370
15.209,0.8636,6300.0,2100.0,5986.29,300.0,971.21,105.47,95794.35,319.31,7319.4,394.08,0.0,183.46,210526.31,534.23,63.857586,6298.5303,0.010138489,HPDM250,34x5_2_4200_51_340
15.291,0.8636,6300.0,2100.0,5910.45,300.0,1030.66,111.28,100593.92,335.31,7160.81,389.04,0.0,185.96,210526.31,541.14,67.403046,6578.6357,0.010245749,HPDM250,34x5_3_4200_51_360
15.3,1.0414,6900.0,2300.0,4903.47,250.0,975.97,92.67,71011.72,284.05,6555.74,370.09,1554.38,196.02,210526.31,568.85,63.788887,4641.289,0.013743788,HPDM250,41x4_2_4600_51_580
15.3,1.0414,6900.0,2300.0,5666.57,300.0,1311.23,129.94,116027.51,386.76,6555.74,370.09,1690.39,196.02,210526.31,568.85,85.70131,7583.4976,0.011301027,HPDM250,41x4_2_4600_51_580
15.3,1.0414,6900.0,2300.0,6315.89,350.0,1625.87,175.92,179714.69,513.47,6555.74,370.09,1939.52,196.02,210526.31,568.85,106.266014,11746.058,0.009046951,HPDM250,41x4_2_4600_51_580
15.306,1.0414,6300.0,2100.0,4698.54,250.0,1023.51,108.36,81819.44,327.28,6145.24,357.48,1515.64,203.3,210526.31,588.92,66.86986,5345.5796,0.012509374,HPDM250,41x5_2_4200_51_560
15.306,1.0414,6300.0,2100.0,5434.14,300.0,1374.27,147.74,130736.6,435.79,6145.24,357.48,1748.56,203.3,210526.31,588.92,89.78636,8541.526,0.010511747,HPDM250,41x5_2_4200_51_560
15.306,1.0414,6300.0,2100.0,6061.2,350.0,1706.69,195.42,198518.66,567.2,6145.24,357.48,1820.46,203.3,210526.31,588.92,111.50464,12969.989,0.008597127,HPDM250,41x5_2_4200_51_560
15.319,1.0414,5100.0,1700.0,4219.24,250.0,1075.35,145.05,107096.12,428.38,5178.07,328.61,0.0,222.08,210526.31,640.67,70.19714,6991.0645,0.01004098,HPDM250,41x6_2_3400_51_500
15.319,1.0414,5100.0,1700.0,4853.58,300.0,1423.0,192.18,167477.12,558.26,5178.07,328.61,0.0,222.08,210526.31,640.67,92.89118,10932.642,0.008496682,HPDM250,41x6_2_3400_51_500
15.432,1.2192,6000.0,2000.0,3781.92,200.0,874.57,82.84,51390.52,256.95,5458.28,336.84,1339.57,216.39,210526.31,625.0,56.6725,3330.127,0.017018119,HPDM250,48x4_2_4000_46_670
15.432,1.2192,6000.0,2000.0,4483.42,250.0,1272.39,124.83,93164.14,372.66,5458.28,336.84,1565.72,216.39,210526.31,625.0,82.4514,6037.0747,0.013657508,HPDM250,48x4_2_4000_46_670
15.432,1.2192,6000.0,2000.0,5081.39,300.0,1641.65,174.74,153060.16,510.2,5458.28,336.84,1767.92,216.39,210526.31,625.0,106.3796,9918.361,0.010725522,HPDM250,48x4_2_4000_46_670
15.44,1.2192,6000.0,2000.0,3570.47,200.0,932.35,99.03,60311.36,301.56,5040.14,324.59,1375.1,224.96,210526.31,648.59,60.385365,3906.1763,0.015458945,HPDM250,48x5_2_4000_51_810
15.44,1.2192,6000.0,2000.0,4215.37,250.0,1333.64,145.35,107300.09,429.2,5040.14,324.59,1657.38,224.96,210526.31,648.59,86.37565,6949.488,0.012429067,HPDM250,48x5_2_4000_51_810
15.44,1.2192,6000.0,2000.0,4797.51,300.0,1742.74,196.47,171025.53,570.09,5040.14,324.59,1808.15,224.96,210526.31,648.59,112.871765,11076.783,0.01018994,HPDM250,48x5_2_4000_51_810
15.452,1.2192,5100.0,1700.0,3780.34,250.0,1356.46,178.65,130242.3,520.97,4355.39,305.07,1548.56,240.02,210526.31,690.09,87.7854,8428.831,0.010414896,HPDM250,48x6_2_3400_51_760
15.452,1.2192,5100.0,1700.0,4303.98,300.0,1764.89,234.25,202258.36,674.19,4355.39,305.07,1709.01,240.02,210526.31,690.09,114.217575,13089.462,0.008725919,HPDM250,48x6_2_3400_51_760
15.617,1.397,5400.0,1800.0,2511.87,150.0,737.97,84.38,39177.25,261.18,4013.43,295.59,1115.8,248.05,210526.31,712.23,47.254272,2508.6284,0.018836698,HPDM250,55x5_2_3600_51_1080
15.617,1.397,5400.0,1800.0,3106.81,200.0,1158.91,134.52,79873.1,399.37,4013.43,295.59,1552.78,248.05,210526.31,712.23,74.20824,5114.497,0.01450939,HPDM250,55x5_2_3600_51_1080
15.617,1.397,5400.0,1800.0,3610.95,250.0,1606.92,191.61,139175.48,556.7,4013.43,295.59,1688.28,248.05,210526.31,712.23,102.89556,8911.794,0.011545999,HPDM250,55x5_2_3600_51_1080
15.622,1.397,5100.0,1700.0,2399.63,150.0,750.08,92.97,42728.69,284.86,3771.8,289.0,1252.61,253.94,210526.31,728.46,48.01434,2735.1614,0.017554482,HPDM250,55x6_2_3400_51_1070
15.622,1.397,5100.0,1700.0,2959.92,200.0,1164.58,145.76,86070.24,430.35,3771.8,289.0,1527.95,253.94,210526.31,728.46,74.54743,5509.553,0.013530577,HPDM250,55x6_2_3400_51_1070
15.831,1.5748,4800.0,1600.0,2333.66,150.0,857.65,98.02,44816.1,298.77,3529.75,282.5,1137.29,260.02,210526.31,745.23,54.175354,2830.9077,0.019137096,HPDM250,62x5_2_3200_46_1150
