weight,propeller_diameter,propeller_rpm_max,propeller_rpm_min,omega_rpm,voltage,thrust,torque,power,current,max_omega_rpm,max_voltage,max_thrust,max_torque,max_power,max_current,thrust_per_weight,power_per_weight,thrust_per_power,motor_name,propeller_name
38.793,2.1082,3300.0,1100.0,1625.44,600.0,1304.66,194.38,55233.57,92.06,1771.2,673.54,801.95,233.11,73684.21,109.4,33.631325,1423.8025,0.02362078,750R,83x7_2_2200_41_1710
38.793,2.1082,3300.0,1100.0,1725.64,650.0,1479.51,220.43,67419.59,103.72,1771.2,673.54,936.69,233.11,73684.21,109.4,38.13858,1737.9319,0.021944808,750R,83x7_2_2200_41_1710
38.803,2.1082,3300.0,1100.0,1115.49,400.0,709.52,117.79,23103.24,57.76,1585.73,640.24,371.74,245.81,73684.21,115.09,18.285185,595.3983,0.030710844,750R,83x8_2_2200_46_2000
38.803,2.1082,3300.0,1100.0,1512.87,600.0,1327.52,222.87,62889.7,104.82,1585.73,640.24,914.54,245.81,73684.21,115.09,34.21179,1620.7433,0.021108704,750R,83x8_2_2200_46_2000
39.228,2.286,3000.0,1000.0,1073.87,400.0,790.1,128.33,24990.65,62.48,1485.95,622.71,445.95,253.04,73684.21,118.33,20.141226,637.0615,0.031615824,750R,90x8_2_2000_41_2000
39.228,2.286,3000.0,1000.0,1173.03,450.0,946.18,154.64,33417.73,74.26,1485.95,622.71,445.95,253.04,73684.21,118.33,24.120016,851.88464,0.028313713,750R,90x8_2_2000_41_2000
39.228,2.286,3000.0,1000.0,1268.42,500.0,1112.01,181.91,43237.19,86.47,1485.95,622.71,589.56,253.04,73684.21,118.33,28.347353,1102.2023,0.02571883,750R,90x8_2_2000_41_2000
39.228,2.286,3000.0,1000.0,1360.13,550.0,1285.73,210.12,54507.36,99.1,1485.95,622.71,729.21,253.04,73684.21,118.33,32.77582,1389.5013,0.02358819,750R,90x8_2_2000_41_2000
39.228,2.286,3000.0,1000.0,1447.59,600.0,1464.46,239.4,67330.2,112.22,1485.95,622.71,729.21,253.04,73684.21,118.33,37.33201,1716.3811,0.021750418,750R,90x8_2_2000_41_2000
10.193,0.8636,6900.0,2300.0,4453.77,750.0,338.51,25.36,16133.63,21.51,5612.39,979.67,384.63,42.35,33684.21,34.38,33.210045,1582.8147,0.02098164,MAGiDRIVE40,34x3_2_4600_41_250
10.193,0.8636,6900.0,2300.0,4714.51,800.0,381.64,28.72,19242.57,24.05,5612.39,979.67,433.44,42.35,33684.21,34.38,37.44138,1887.822,0.01983311,MAGiDRIVE40,34x3_2_4600_41_250
10.193,0.8636,6900.0,2300.0,4972.47,850.0,427.38,32.18,22678.26,26.68,5612.39,979.67,433.44,42.35,33684.21,34.38,41.928776,2224.8857,0.01884536,MAGiDRIVE40,34x3_2_4600_41_250
10.3,1.0414,6900.0,2300.0,2490.93,450.0,235.95,21.34,8306.78,18.46,3883.21,772.07,206.32,54.55,33684.21,43.63,22.907766,806.4835,0.028404508,MAGiDRIVE40,41x4_2_4600_51_580
10.3,1.0414,6900.0,2300.0,2727.54,500.0,284.15,25.67,10870.26,21.74,3883.21,772.07,251.94,54.55,33684.21,43.63,27.58738,1055.365,0.02614013,MAGiDRIVE40,41x4_2_4600_51_580
10.3,1.0414,6900.0,2300.0,2953.86,550.0,334.92,30.41,13934.92,25.34,3883.21,772.07,294.2,54.55,33684.21,43.63,32.516506,1352.9049,0.024034584,MAGiDRIVE40,41x4_2_4600_51_580
10.3,1.0414,6900.0,2300.0,3172.55,600.0,388.24,35.46,17499.56,29.17,3883.21,772.07,345.36,54.55,33684.21,43.63,37.693203,1698.9865,0.0221857,MAGiDRIVE40,41x4_2_4600_51_580
10.3,1.0414,6900.0,2300.0,3386.86,650.0,444.73,40.69,21534.22,33.13,3883.21,772.07,385.85,54.55,33684.21,43.63,43.17767,2090.701,0.020652246,MAGiDRIVE40,41x4_2_4600_51_580
10.3,1.0414,6900.0,2300.0,3596.02,700.0,503.9,46.13,26075.82,37.25,3883.21,772.07,425.25,54.55,33684.21,43.63,48.92233,2531.633,0.019324416,MAGiDRIVE40,41x4_2_4600_51_580
10.3,1.0414,6900.0,2300.0,3797.07,750.0,565.07,51.9,31215.64,41.62,3883.21,772.07,433.09,54.55,33684.21,43.63,54.861164,3030.6448,0.018102143,MAGiDRIVE40,41x4_2_4600_51_580
10.306,1.0414,6300.0,2100.0,2157.85,400.0,205.45,20.9,7253.19,18.13,3527.31,731.73,197.98,57.72,33684.21,46.03,19.93499,703.7832,0.028325468,MAGiDRIVE40,41x5_2_4200_51_560
10.306,1.0414,6300.0,2100.0,2385.54,450.0,251.88,25.59,9759.08,21.69,3527.31,731.73,241.94,57.72,33684.21,46.03,24.440132,946.9319,0.02580981,MAGiDRIVE40,41x5_2_4200_51_560
10.306,1.0414,6300.0,2100.0,2605.38,500.0,301.48,30.6,12740.56,25.48,3527.31,731.73,287.28,57.72,33684.21,46.03,29.252863,1236.2274,0.02366301,MAGiDRIVE40,41x5_2_4200_51_560
10.306,1.0414,6300.0,2100.0,2817.74,550.0,354.08,35.91,16227.47,29.5,3527.31,731.73,327.92,57.72,33684.21,46.03,34.356686,1574.5653,0.02181979,MAGiDRIVE40,41x5_2_4200_51_560
10.306,1.0414,6300.0,2100.0,3022.11,600.0,408.84,41.54,20263.55,33.77,3527.31,731.73,381.26,57.72,33684.21,46.03,39.670094,1966.1896,0.02017613,MAGiDRIVE40,41x5_2_4200_51_560
10.306,1.0414,6300.0,2100.0,3217.89,650.0,465.09,47.52,24897.51,38.3,3527.31,731.73,381.26,57.72,33684.21,46.03,45.128082,2415.8267,0.018680181,MAGiDRIVE40,41x5_2_4200_51_560
10.306,1.0414,6300.0,2100.0,3408.21,700.0,523.63,53.72,30101.55,43.0,3527.31,731.73,421.73,57.72,33684.21,46.03,50.808266,2920.779,0.01739545,MAGiDRIVE40,41x5_2_4200_51_560
10.432,1.2192,6000.0,2000.0,2099.62,400.0,253.55,23.26,7966.41,19.92,3286.2,704.96,155.53,60.03,33684.21,47.78,24.305023,763.65125,0.031827386,MAGiDRIVE40,48x4_2_4000_46_670
10.432,1.2192,6000.0,2000.0,2315.48,450.0,309.94,28.42,10724.45,23.83,3286.2,704.96,266.66,60.03,33684.21,47.78,29.710506,1028.0339,0.028900316,MAGiDRIVE40,48x4_2_4000_46_670
10.432,1.2192,6000.0,2000.0,2522.87,500.0,370.13,33.93,14003.92,28.01,3286.2,704.96,319.64,60.03,33684.21,47.78,35.48025,1342.4003,0.026430456,MAGiDRIVE40,48x4_2_4000_46_670
10.432,1.2192,6000.0,2000.0,2722.54,550.0,433.79,39.76,17830.86,32.42,3286.2,704.96,322.84,60.03,33684.21,47.78,41.58263,1709.2466,0.024328047,MAGiDRIVE40,48x4_2_4000_46_670
10.432,1.2192,6000.0,2000.0,2912.81,600.0,499.7,45.96,22271.9,37.12,3286.2,704.96,376.2,60.03,33684.21,47.78,47.900692,2134.9597,0.022436343,MAGiDRIVE40,48x4_2_4000_46_670
10.432,1.2192,6000.0,2000.0,3094.6,650.0,567.55,52.5,27351.57,42.08,3286.2,704.96,429.26,60.03,33684.21,47.78,54.404716,2621.8914,0.02075018,MAGiDRIVE40,48x4_2_4000_46_670
10.432,1.2192,6000.0,2000.0,3269.32,700.0,637.75,59.33,33078.69,47.26,3286.2,704.96,435.55,60.03,33684.21,47.78,61.13401,3170.8867,0.019279784,MAGiDRIVE40,48x4_2_4000_46_670
10.44,1.2192,6000.0,2000.0,2171.73,450.0,330.41,34.23,12705.28,28.23,2927.72,666.07,271.7,63.71,33684.21,50.57,31.648468,1216.9808,0.026005724,MAGiDRIVE40,48x5_2_4000_51_810
10.44,1.2192,6000.0,2000.0,2359.52,500.0,391.79,40.54,16504.94,33.01,2927.72,666.07,323.97,63.71,33684.21,50.57,37.52778,1580.933,0.023737742,MAGiDRIVE40,48x5_2_4000_51_810
10.44,1.2192,6000.0,2000.0,2539.32,550.0,456.04,47.16,20916.7,38.03,2927.72,666.07,323.97,63.71,33684.21,50.57,43.68199,2003.5154,0.021802675,MAGiDRIVE40,48x5_2_4000_51_810
10.44,1.2192,6000.0,2000.0,2712.31,600.0,522.87,54.06,25955.58,43.26,2927.72,666.07,370.56,63.71,33684.21,50.57,50.083332,2486.1667,0.020144802,MAGiDRIVE40,48x5_2_4000_51_810
10.44,1.2192,6000.0,2000.0,2876.92,650.0,591.14,61.3,31684.21,48.74,2927.72,666.07,423.21,63.71,33684.21,50.57,56.622604,3034.886,0.018657243,MAGiDRIVE40,48x5_2_4000_51_810
10.617,1.397,5400.0,1800.0,1880.96,450.0,405.77,45.98,16712.17,37.14,2309.27,601.77,231.99,70.84,33684.21,55.97,38.218895,1574.0953,0.024279911,MAGiDRIVE40,55x5_2_3600_51_1080
10.617,1.397,5400.0,1800.0,2027.99,500.0,473.65,53.93,21581.06,43.16,2309.27,601.77,287.2,70.84,33684.21,55.97,44.612415,2032.6891,0.021947486,MAGiDRIVE40,55x5_2_3600_51_1080
10.617,1.397,5400.0,1800.0,2168.2,550.0,543.57,62.16,27167.13,49.39,2309.27,601.77,329.43,70.84,33684.21,55.97,51.19808,2558.833,0.02000837,MAGiDRIVE40,55x5_2_3600_51_1080
10.831,1.5748,4800.0,1600.0,1731.25,450.0,460.49,52.03,18775.16,41.72,2047.7,575.75,222.51,74.18,33684.21,58.51,42.515926,1733.4651,0.024526555,MAGiDRIVE40,62x5_2_3200_46_1150
10.831,1.5748,4800.0,1600.0,1860.89,500.0,534.42,60.68,24139.46,48.28,2047.7,575.75,277.85,74.18,33684.21,58.51,49.341705,2228.7378,0.022138854,MAGiDRIVE40,62x5_2_3200_46_1150
10.831,1.5748,4800.0,1600.0,1985.28,550.0,611.16,69.55,30247.85,55.0,2047.7,575.75,325.16,74.18,33684.21,58.51,56.42692,2792.7107,0.020205073,MAGiDRIVE40,62x5_2_3200_46_1150
19.932,1.2192,6000.0,2000.0,3938.28,800.0,956.18,91.1,53644.93,67.06,4125.42,848.61,818.71,101.79,63157.89,74.43,47.972107,2691.3972,0.017824238,MAGiDRIVE75,48x4_2_4000_46_670
20.117,1.397,5400.0,1800.0,2813.08,650.0,937.1,108.3,51291.83,78.91,2989.85,705.25,789.65,123.75,63157.89,89.55,46.582493,2549.6758,0.018269965,MAGiDRIVE75,55x5_2_3600_51_1080
20.117,1.397,5400.0,1800.0,2973.26,700.0,1054.54,122.27,61971.46,88.53,2989.85,705.25,808.49,123.75,63157.89,89.55,52.42034,3080.5518,0.017016543,MAGiDRIVE75,55x5_2_3600_51_1080
20.122,1.397,5100.0,1700.0,2698.63,650.0,958.36,118.8,55990.46,86.14,2794.38,681.78,774.15,128.23,63157.89,92.64,47.627472,2782.5496,0.017116487,MAGiDRIVE75,55x6_2_3400_51_1070
20.331,1.5748,4800.0,1600.0,1623.97,350.0,403.69,45.43,12456.93,35.59,2662.35,666.16,269.03,131.38,63157.89,94.81,19.855885,612.70624,0.032406863,MAGiDRIVE75,62x5_2_3200_46_1150
20.331,1.5748,4800.0,1600.0,1985.6,450.0,611.36,69.57,23501.25,52.22,2662.35,666.16,458.69,131.38,63157.89,94.81,30.070335,1155.9319,0.026013935,MAGiDRIVE75,62x5_2_3200_46_1150
20.331,1.5748,4800.0,1600.0,2317.13,550.0,844.81,96.47,38917.95,70.76,2662.35,666.16,646.81,131.38,63157.89,94.81,41.552803,1914.2172,0.021707464,MAGiDRIVE75,62x5_2_3200_46_1150
20.331,1.5748,4800.0,1600.0,2468.98,600.0,966.8,111.2,48543.86,80.91,2662.35,666.16,738.38,131.38,63157.89,94.81,47.552998,2387.677,0.01991601,MAGiDRIVE75,62x5_2_3200_46_1150
20.331,1.5748,4800.0,1600.0,2615.62,650.0,1093.99,126.41,59398.09,91.38,2662.35,666.16,759.58,131.38,63157.89,94.81,53.80896,2921.5527,0.018417932,MAGiDRIVE75,62x5_2_3200_46_1150
20.34,1.5748,4800.0,1600.0,2282.78,600.0,994.3,128.27,55599.82,92.67,2366.4,631.85,724.45,138.85,63157.89,99.96,48.883972,2733.5212,0.017883152,MAGiDRIVE75,62x6_2_3200_51_1390
20.604,1.7526,4500.0,1500.0,1933.54,550.0,981.69,131.64,52242.77,94.99,2038.91,595.09,587.25,147.82,63157.89,106.13,47.645603,2535.5645,0.018790925,MAGiDRIVE75,69x6_2_3000_51_1700
20.918,1.9304,3600.0,1200.0,1291.76,350.0,562.78,75.88,19800.5,56.57,1810.56,570.26,316.1,154.52,63157.89,110.75,26.904102,946.5771,0.028422514,MAGiDRIVE75,76x6_2_2400_41_1420
20.918,1.9304,3600.0,1200.0,1423.28,400.0,686.98,92.47,27201.46,68.0,1810.56,570.26,400.32,154.52,63157.89,110.75,32.84157,1300.3853,0.025255263,MAGiDRIVE75,76x6_2_2400_41_1420
20.918,1.9304,3600.0,1200.0,1544.08,450.0,813.07,110.05,36049.78,80.11,1810.56,570.26,527.46,154.52,63157.89,110.75,38.869396,1723.3856,0.02255409,MAGiDRIVE75,76x6_2_2400_41_1420
20.918,1.9304,3600.0,1200.0,1657.65,500.0,942.05,128.28,46337.37,92.67,1810.56,570.26,527.46,154.52,63157.89,110.75,45.035378,2215.1912,0.020330243,MAGiDRIVE75,76x6_2_2400_41_1420
20.918,1.9304,3600.0,1200.0,1767.35,550.0,1077.29,146.87,58015.84,105.48,1810.56,570.26,619.72,154.52,63157.89,110.75,51.50062,2773.4888,0.018568894,MAGiDRIVE75,76x6_2_2400_41_1420
21.293,2.1082,3300.0,1100.0,1434.03,500.0,1004.78,148.78,53399.0,106.8,1501.22,537.74,488.08,164.25,63157.89,117.45,47.18828,2507.8196,0.018816458,MAGiDRIVE75,83x7_2_2200_41_1710
35.306,1.0414,6300.0,2100.0,5624.98,1200.0,1472.04,160.56,121807.27,101.51,5685.56,1214.69,1579.23,164.85,126315.79,103.99,41.693764,3450.0444,0.012084993,MAGiDRIVE150,41x5_2_4200_51_560
35.432,1.2192,6000.0,2000.0,5055.21,1100.0,1625.01,172.19,119062.56,108.24,5133.93,1120.66,1544.28,179.93,126315.79,112.72,45.862778,3360.3115,0.013648371,MAGiDRIVE150,48x4_2_4000_46_670
35.44,1.2192,6000.0,2000.0,4530.46,1000.0,1552.27,172.13,108201.42,108.2,4748.5,1055.99,1488.85,191.85,126315.79,119.62,43.799942,3053.0874,0.014346115,MAGiDRIVE150,48x5_2_4000_51_810
35.617,1.397,5400.0,1800.0,3472.33,800.0,1475.16,174.24,87539.46,109.42,3856.17,910.28,1443.35,224.94,126315.79,138.77,41.4173,2457.8,0.016851371,MAGiDRIVE150,55x5_2_3600_51_1080
35.617,1.397,5400.0,1800.0,3648.94,850.0,1643.86,196.56,103988.46,122.34,3856.17,910.28,1582.33,224.94,126315.79,138.77,46.153805,2919.63,0.0158081,MAGiDRIVE150,55x5_2_3600_51_1080
35.617,1.397,5400.0,1800.0,3821.26,900.0,1817.46,219.99,122310.63,135.9,3856.17,910.28,1582.33,224.94,126315.79,138.77,51.02788,3434.052,0.014859379,MAGiDRIVE150,55x5_2_3600_51_1080
35.622,1.397,5100.0,1700.0,3383.96,800.0,1549.69,197.2,98170.56,122.71,3642.67,876.41,1431.56,234.21,126315.79,144.13,43.503735,2755.897,0.01578569,MAGiDRIVE150,55x6_2_3400_51_1070
35.622,1.397,5100.0,1700.0,3554.4,850.0,1722.28,221.12,116073.52,136.56,3642.67,876.41,1570.23,234.21,126315.79,144.13,48.348774,3258.4785,0.014837837,MAGiDRIVE150,55x6_2_3400_51_1070
35.831,1.5748,4800.0,1600.0,1608.96,350.0,396.06,44.54,12028.26,34.37,3442.84,845.1,258.2,243.43,126315.79,149.47,11.053557,335.69424,0.032927457,MAGiDRIVE150,62x5_2_3200_46_1150
35.831,1.5748,4800.0,1600.0,2971.07,700.0,1444.34,168.07,74098.07,105.85,3442.84,845.1,1422.26,243.43,126315.79,149.47,40.309788,2067.9878,0.019492276,MAGiDRIVE150,62x5_2_3200_46_1150
35.831,1.5748,4800.0,1600.0,3141.11,750.0,1634.15,192.09,89818.18,119.76,3442.84,845.1,1422.26,243.43,126315.79,149.47,45.607155,2506.717,0.018193979,MAGiDRIVE150,62x5_2_3200_46_1150
35.831,1.5748,4800.0,1600.0,3302.9,800.0,1829.58,218.26,107921.98,134.9,3442.84,845.1,1582.81,243.43,126315.79,149.47,51.06137,3011.9724,0.016952801,MAGiDRIVE150,62x5_2_3200_46_1150
35.84,1.5748,4800.0,1600.0,2828.27,700.0,1569.84,205.18,89129.99,127.33,3127.64,796.6,1404.46,259.16,126315.79,158.57,43.80134,2486.886,0.017612927,MAGiDRIVE150,62x6_2_3200_51_1390
35.84,1.5748,4800.0,1600.0,2986.12,750.0,1766.27,232.37,107298.53,143.06,3127.64,796.6,1537.89,259.16,126315.79,158.57,49.282085,2993.8206,0.01646127,MAGiDRIVE150,62x6_2_3200_51_1390
36.104,1.7526,4500.0,1500.0,1671.03,400.0,725.09,96.62,25802.74,64.51,2723.91,736.18,874.32,281.65,126315.79,171.58,20.08337,714.67816,0.028101278,MAGiDRIVE150,69x6_2_3000_51_1700
36.104,1.7526,4500.0,1500.0,1846.9,450.0,891.98,119.13,34890.53,77.53,2723.91,736.18,1039.24,281.65,126315.79,171.58,24.70585,966.3896,0.025565103,MAGiDRIVE150,69x6_2_3000_51_1700
36.104,1.7526,4500.0,1500.0,2014.07,500.0,1069.26,143.9,45934.64,91.87,2723.91,736.18,1191.17,281.65,126315.79,171.58,29.61611,1272.2867,0.023277858,MAGiDRIVE150,69x6_2_3000_51_1700
36.104,1.7526,4500.0,1500.0,2175.76,550.0,1258.8,170.1,58865.37,107.03,2723.91,736.18,1377.71,281.65,126315.79,171.58,34.865944,1630.439,0.02138439,MAGiDRIVE150,69x6_2_3000_51_1700
36.104,1.7526,4500.0,1500.0,2332.8,600.0,1461.06,197.5,73732.28,122.89,2723.91,736.18,1480.58,281.65,126315.79,171.58,40.468094,2042.2191,0.019815745,MAGiDRIVE150,69x6_2_3000_51_1700
36.104,1.7526,4500.0,1500.0,2482.2,650.0,1670.25,226.89,90931.28,139.89,2723.91,736.18,1525.55,281.65,126315.79,171.58,46.262188,2518.593,0.018368267,MAGiDRIVE150,69x6_2_3000_51_1700
36.104,1.7526,4500.0,1500.0,2624.44,700.0,1885.07,258.14,110585.63,157.98,2723.91,736.18,1660.67,281.65,126315.79,171.58,52.21222,3062.9744,0.017046247,MAGiDRIVE150,69x6_2_3000_51_1700
36.113,1.7526,4200.0,1400.0,1762.67,450.0,954.78,141.02,40590.32,90.2,2487.42,701.78,886.38,296.18,126315.79,179.99,26.438679,1123.9808,0.023522357,MAGiDRIVE150,69x7_2_2800_51_1730
36.113,1.7526,4200.0,1400.0,1919.56,500.0,1139.47,168.46,53040.81,106.08,2487.42,701.78,1020.65,296.18,126315.79,179.99,31.552904,1468.7456,0.021482892,MAGiDRIVE150,69x7_2_2800_51_1730
36.113,1.7526,4200.0,1400.0,2068.21,550.0,1331.61,198.05,67761.14,123.2,2487.42,701.78,1142.69,296.18,126315.79,179.99,36.873425,1876.3641,0.019651528,MAGiDRIVE150,69x7_2_2800_51_1730
36.113,1.7526,4200.0,1400.0,2210.23,600.0,1530.79,229.35,84791.58,141.32,2487.42,701.78,1266.11,296.18,126315.79,179.99,42.38889,2347.9517,0.018053561,MAGiDRIVE150,69x7_2_2800_51_1730
36.113,1.7526,4200.0,1400.0,2348.58,650.0,1741.93,261.61,103992.33,159.99,2487.42,701.78,1404.22,296.18,126315.79,179.99,48.23554,2879.637,0.016750563,MAGiDRIVE150,69x7_2_2800_51_1730
36.113,1.7526,4200.0,1400.0,2482.71,700.0,1961.94,294.97,125503.69,179.29,2487.42,701.78,1404.22,296.18,126315.79,179.99,54.327805,3475.305,0.015632529,MAGiDRIVE150,69x7_2_2800_51_1730
36.418,1.9304,3600.0,1200.0,1246.38,300.0,522.93,70.55,14825.14,49.42,2435.07,694.28,402.67,299.54,126315.79,181.94,14.359108,407.08276,0.03527319,MAGiDRIVE150,76x6_2_2400_41_1420
36.418,1.9304,3600.0,1200.0,1424.09,350.0,687.79,92.58,21758.56,62.17,2435.07,694.28,594.09,299.54,126315.79,181.94,18.88599,597.46716,0.031610087,MAGiDRIVE150,76x6_2_2400_41_1420
36.418,1.9304,3600.0,1200.0,1591.07,400.0,865.21,117.4,30612.24,76.53,2435.07,694.28,768.1,299.54,126315.79,181.94,23.757757,840.57996,0.028263532,MAGiDRIVE150,76x6_2_2400_41_1420
36.418,1.9304,3600.0,1200.0,1751.04,450.0,1056.52,144.04,41377.19,91.95,2435.07,694.28,994.08,299.54,126315.79,181.94,29.01093,1136.1742,0.025533875,MAGiDRIVE150,76x6_2_2400_41_1420
36.418,1.9304,3600.0,1200.0,1905.6,500.0,1262.21,172.09,54089.97,108.18,2435.07,694.28,1187.83,299.54,126315.79,181.94,34.65896,1485.2537,0.02333538,MAGiDRIVE150,76x6_2_2400_41_1420
36.418,1.9304,3600.0,1200.0,2049.64,550.0,1473.96,202.87,69296.84,125.99,2435.07,694.28,1342.14,299.54,126315.79,181.94,40.473392,1902.8184,0.021270234,MAGiDRIVE150,76x6_2_2400_41_1420
36.418,1.9304,3600.0,1200.0,2187.6,600.0,1694.98,235.23,86832.84,144.72,2435.07,694.28,1553.25,299.54,126315.79,181.94,46.54237,2384.3386,0.019520035,MAGiDRIVE150,76x6_2_2400_41_1420
36.418,1.9304,3600.0,1200.0,2322.23,650.0,1930.61,268.46,106567.39,163.95,2435.07,694.28,1553.25,299.54,126315.79,181.94,53.01252,2926.2285,0.01811633,MAGiDRIVE150,76x6_2_2400_41_1420
36.428,1.9304,3900.0,1300.0,1343.72,350.0,736.77,113.46,25988.5,74.25,2171.96,657.17,704.22,317.29,126315.79,192.21,20.225376,713.421,0.028349847,MAGiDRIVE150,76x7_2_2600_51_2000
36.428,1.9304,3900.0,1300.0,1640.0,450.0,1110.64,172.89,48890.65,108.65,2171.96,657.17,1005.56,317.29,126315.79,192.21,30.488636,1342.1173,0.022716818,MAGiDRIVE150,76x7_2_2600_51_2000
36.428,1.9304,3900.0,1300.0,1779.39,500.0,1316.83,204.89,63580.04,127.16,2171.96,657.17,1151.78,317.29,126315.79,192.21,36.14884,1745.3618,0.020711374,MAGiDRIVE150,76x7_2_2600_51_2000
36.428,1.9304,3900.0,1300.0,1910.39,550.0,1528.58,239.05,80813.25,146.93,2171.96,657.17,1318.17,317.29,126315.79,192.21,41.961678,2218.4377,0.018914968,MAGiDRIVE150,76x7_2_2600_51_2000
36.428,1.9304,3900.0,1300.0,2034.69,600.0,1745.75,274.97,100629.46,167.72,2171.96,657.17,1467.23,317.29,126315.79,192.21,47.9233,2762.4207,0.017348299,MAGiDRIVE150,76x7_2_2600_51_2000
36.428,1.9304,3900.0,1300.0,2154.99,650.0,1973.35,311.92,122914.76,189.1,2171.96,657.17,1501.43,317.29,126315.79,192.21,54.17124,3374.1836,0.016054623,MAGiDRIVE150,76x7_2_2600_51_2000
36.793,2.1082,3300.0,1100.0,1154.35,300.0,642.46,94.46,18976.67,63.26,2053.64,640.84,401.13,325.76,126315.79,197.11,17.461473,515.7685,0.033855256,MAGiDRIVE150,83x7_2_2200_41_1710
36.793,2.1082,3300.0,1100.0,1309.27,350.0,832.31,122.42,27801.56,79.43,2053.64,640.84,594.39,325.76,126315.79,197.11,22.621422,755.6209,0.029937528,MAGiDRIVE150,83x7_2_2200_41_1710
36.793,2.1082,3300.0,1100.0,1453.44,400.0,1033.18,153.16,38890.58,97.23,2053.64,640.84,800.01,325.76,126315.79,197.11,28.080885,1057.0103,0.02656633,MAGiDRIVE150,83x7_2_2200_41_1710
36.793,2.1082,3300.0,1100.0,1590.59,450.0,1246.65,185.74,52234.71,116.08,2053.64,640.84,992.27,325.76,126315.79,197.11,33.882805,1419.6915,0.023866314,MAGiDRIVE150,83x7_2_2200_41_1710
36.793,2.1082,3300.0,1100.0,1722.66,500.0,1474.12,219.63,67845.45,135.69,2053.64,640.84,1163.75,325.76,126315.79,197.11,40.06523,1843.9772,0.021727618,MAGiDRIVE150,83x7_2_2200_41_1710
36.793,2.1082,3300.0,1100.0,1845.48,550.0,1706.09,255.92,86181.8,156.69,2053.64,640.84,1335.83,325.76,126315.79,197.11,46.36996,2342.3423,0.019796407,MAGiDRIVE150,83x7_2_2200_41_1710
36.793,2.1082,3300.0,1100.0,1961.24,600.0,1942.73,294.05,107256.84,178.76,2053.64,640.84,1335.83,325.76,126315.79,197.11,52.80162,2915.1426,0.018112877,MAGiDRIVE150,83x7_2_2200_41_1710
36.803,2.1082,3300.0,1100.0,1357.38,400.0,1060.79,178.12,44668.62,111.67,1847.9,612.99,804.94,341.23,126315.79,206.06,28.823465,1213.7223,0.023747992,MAGiDRIVE150,83x8_2_2200_46_2000
36.803,2.1082,3300.0,1100.0,1482.69,450.0,1273.26,213.77,59535.74,132.3,1847.9,612.99,990.32,341.23,126315.79,206.06,34.596638,1617.6871,0.021386482,MAGiDRIVE150,83x8_2_2200_46_2000
36.803,2.1082,3300.0,1100.0,1601.76,500.0,1495.25,251.04,76935.05,153.87,1847.9,612.99,1159.74,341.23,126315.79,206.06,40.628483,2090.456,0.019435225,MAGiDRIVE150,83x8_2_2200_46_2000
36.803,2.1082,3300.0,1100.0,1715.26,550.0,1725.67,289.76,96952.34,176.28,1847.9,612.99,1298.36,341.23,126315.79,206.06,46.889385,2634.3596,0.017799158,MAGiDRIVE150,83x8_2_2200_46_2000
36.803,2.1082,3300.0,1100.0,1821.5,600.0,1958.81,330.36,119864.93,199.77,1847.9,612.99,1317.17,341.23,126315.79,206.06,53.224194,3256.9336,0.016341811,MAGiDRIVE150,83x8_2_2200_46_2000
37.228,2.286,3000.0,1000.0,1048.39,300.0,752.34,122.0,23757.02,79.19,1726.04,596.85,378.01,350.86,126315.79,211.64,20.208982,638.14923,0.03166811,MAGiDRIVE150,90x8_2_2000_41_2000
37.228,2.286,3000.0,1000.0,1178.91,350.0,955.9,156.29,34662.48,99.04,1726.04,596.85,749.15,350.86,126315.79,211.64,25.67691,931.0863,0.027577369,MAGiDRIVE150,90x8_2_2000_41_2000
37.228,2.286,3000.0,1000.0,1302.93,400.0,1175.79,192.27,47944.21,119.86,1726.04,596.85,759.5,350.86,126315.79,211.64,31.583485,1287.8535,0.02452413,MAGiDRIVE150,90x8_2_2000_41_2000
37.228,2.286,3000.0,1000.0,1420.36,450.0,1407.36,229.97,63753.86,141.68,1726.04,596.85,930.28,350.86,126315.79,211.64,37.803802,1712.5244,0.022074899,MAGiDRIVE150,90x8_2_2000_41_2000
37.228,2.286,3000.0,1000.0,1530.73,500.0,1646.47,269.5,82276.27,164.55,1726.04,596.85,1092.9,350.86,126315.79,211.64,44.226658,2210.0642,0.02001148,MAGiDRIVE150,90x8_2_2000_41_2000
37.228,2.286,3000.0,1000.0,1634.79,550.0,1891.52,310.67,103607.27,188.38,1726.04,596.85,1270.94,350.86,126315.79,211.64,50.809067,2783.0469,0.018256634,MAGiDRIVE150,90x8_2_2000_41_2000
37.241,2.286,2700.0,900.0,965.79,300.0,774.49,143.46,27483.31,91.61,1517.77,569.87,534.01,368.18,126315.79,221.66,20.796703,737.9853,0.028180376,MAGiDRIVE150,90x9_2_1800_41_1940
60.617,1.397,5400.0,1800.0,4444.45,1100.0,2472.99,322.97,195126.19,177.39,4750.93,1190.19,2925.56,393.28,252631.58,212.26,40.79697,3219.001,0.012673799,MAGiDRIVE300,55x5_2_3600_51_1080
60.622,1.397,5100.0,1700.0,4033.71,1000.0,2240.64,295.2,163609.05,163.61,4561.88,1152.57,2726.52,407.25,252631.58,219.19,36.96084,2698.8394,0.013695086,MAGiDRIVE300,55x6_2_3400_51_1070
