Motor.Weight,Propeller.Weight,MaxPower.OmegaRpm,MaxPower.Voltage,MaxPower.Thrust,MaxPower.Torque,MaxPower.Power,MaxPower.Current,MaxPower.MaxPower,MaxPower.MaxCurrent,MaxAmps.OmegaRpm,MaxAmps.Voltage,MaxAmps.Thrust,MaxAmps.Torque,MaxAmps.Power,MaxAmps.Current,MaxAmps.MaxPower,MaxAmps.MaxCurrent,Combined.Weight,Combined.MaxOmegaRpm,Combined.MaxVoltage,Combined.MaxThrust,Combined.MaxTorque,Combined.MaxPower,Combined.MaxCurrent,Combined.MaxThrustPerWeight,Combined.MaxPowerPerWeight,Motor.Name,Propeller.Name
12.35,2.145,853.21,494.32,1015.87,112.01,31578.95,63.88,30000.0,75.0,951.15,590.23,1017.97,139.34,46597.07,78.95,30000.0,75.0,14.495,853.21,494.32,1015.87,112.01,31578.95,63.88,70.08417,2178.6099,Reb30,76x10_3_2000_51_2000
11.7,2.145,592.14,430.7,1010.27,53.81,26315.79,61.1,25000.0,62.5,615.04,461.5,1010.77,58.06,30362.08,65.79,25000.0,62.5,13.845,592.14,430.7,1010.27,53.81,26315.79,61.1,72.970024,1900.7433,Ret60,76x10_3_2000_51_2000
12.2,2.145,670.37,447.18,1011.95,69.02,26315.79,58.85,25000.0,62.5,709.83,494.64,1012.8,77.41,32542.39,65.79,25000.0,62.5,14.345,670.37,447.18,1011.95,69.02,26315.79,58.85,70.54375,1834.4922,Rex50,76x10_3_2000_51_2000
6.43,2.145,558.44,438.96,1009.55,47.84,17894.74,40.77,17000.0,42.5,585.72,478.1,1010.14,52.64,21388.51,44.74,17000.0,42.5,8.575,558.44,438.96,1009.55,47.84,17894.74,40.77,117.73178,2086.85,Rex30,76x10_3_2000_51_2000
6.43,3.363,349.56,423.98,1009.98,49.58,17894.74,42.21,17000.0,42.5,360.19,448.03,1010.2,52.64,20043.26,44.74,17000.0,42.5,9.793,349.56,423.98,1009.98,49.58,17894.74,42.21,103.13285,1827.2991,Rex30,90x12_3_1400_46_2000
3.49,0.831,2353.08,463.13,1006.26,99.85,105263.16,227.29,100000.0,250.0,2517.02,525.85,1011.95,116.12,138381.84,263.16,100000.0,250.0,4.321,2353.08,463.13,1006.26,99.85,105263.16,227.29,232.87665,24360.834,Ret20,62x5_2_3200_46_1150
3.49,2.145,845.47,421.69,1015.7,109.98,105263.16,249.62,100000.0,250.0,868.65,443.43,1016.2,116.12,116692.72,263.16,100000.0,250.0,5.635,845.47,421.69,1015.7,109.98,105263.16,249.62,180.24844,18680.242,Ret20,76x10_3_2000_51_2000
37.0,1.428,1866.1,690.92,1765.55,226.96,73684.21,106.65,70000.0,175.0,2409.05,993.0,2760.96,400.17,182920.7,184.21,70000.0,175.0,38.428,1866.1,690.92,1765.55,226.96,73684.21,106.65,45.944363,1917.4614,750R,76x7_2_2600_51_2000
37.0,1.793,1771.2,673.54,1886.44,233.11,73684.21,109.4,70000.0,175.0,2248.37,953.45,2822.81,400.17,175634.75,184.21,70000.0,175.0,38.793,1771.2,673.54,1886.44,233.11,73684.21,109.4,48.62836,1899.4203,750R,83x7_2_2200_41_1710
6.0,3.363,240.66,407.84,1007.68,23.5,16842.11,41.3,16000.0,40.0,243.07,415.68,1007.74,23.97,17502.4,42.11,16000.0,40.0,9.363,240.66,407.84,1007.68,23.5,16842.11,41.3,107.62363,1798.7942,MAGiDRIVE20,90x12_3_1400_46_2000
10.0,2.145,779.64,460.7,1014.29,93.46,33684.21,73.12,32000.0,80.0,838.23,521.92,1015.55,108.1,43951.58,84.21,32000.0,80.0,12.145,779.64,460.7,1014.29,93.46,33684.21,73.12,83.51503,2773.5044,MAGiDRIVE40,76x10_3_2000_51_2000
19.5,0.617,2989.85,705.25,1204.95,123.75,63157.89,89.55,60000.0,150.0,3842.18,1014.75,1806.71,222.95,160223.58,157.89,60000.0,150.0,20.117,2989.85,705.25,1204.95,123.75,63157.89,89.55,59.897102,3139.5283,MAGiDRIVE75,55x5_2_3600_51_1080
19.5,0.831,2662.35,666.16,1273.08,131.38,63157.89,94.81,60000.0,150.0,3329.72,932.75,1903.56,222.95,147277.03,157.89,60000.0,150.0,20.331,2662.35,666.16,1273.08,131.38,63157.89,94.81,62.617676,3106.4822,MAGiDRIVE75,62x5_2_3200_46_1150
19.5,1.428,1586.94,546.62,1350.82,161.48,63157.89,115.54,60000.0,150.0,1851.11,696.18,1764.6,222.95,109922.76,157.89,60000.0,150.0,20.928,1586.94,546.62,1350.82,161.48,63157.89,115.54,64.54607,3017.8655,MAGiDRIVE75,76x7_2_2600_51_2000
19.5,1.803,1327.21,520.03,1351.87,170.05,63157.89,121.45,60000.0,150.0,1513.12,642.1,1361.57,222.95,101384.16,157.89,60000.0,150.0,21.303,1327.21,520.03,1351.87,170.05,63157.89,121.45,63.459137,2964.7417,MAGiDRIVE75,83x8_2_2200_46_2000
35.0,0.452,4120.39,952.77,1784.28,214.25,126315.79,132.58,120000.0,300.0,5880.61,1520.12,0.0,530.83,480036.44,315.79,120000.0,300.0,35.452,4120.39,952.77,1784.28,214.25,126315.79,132.58,50.32946,3563.0088,MAGiDRIVE150,48x6_2_3400_51_760
35.0,0.617,3856.17,910.28,1807.42,224.94,126315.79,138.77,120000.0,300.0,5283.4,1406.36,3359.71,530.83,444114.3,315.79,120000.0,300.0,35.617,3856.17,910.28,1807.42,224.94,126315.79,138.77,50.74599,3546.5027,MAGiDRIVE150,55x5_2_3600_51_1080
35.0,0.831,3442.84,845.1,1910.98,243.43,126315.79,149.47,120000.0,300.0,4510.2,1259.08,3527.53,530.83,397605.75,315.79,120000.0,300.0,35.831,3442.84,845.1,1910.98,243.43,126315.79,149.47,53.33315,3525.3213,MAGiDRIVE150,62x5_2_3200_46_1150
35.0,0.84,3127.64,796.6,1922.47,259.16,126315.79,158.57,120000.0,300.0,4118.07,1184.39,3252.07,530.83,374019.03,315.79,120000.0,300.0,35.84,3127.64,796.6,1922.47,259.16,126315.79,158.57,53.640347,3524.436,MAGiDRIVE150,62x6_2_3200_51_1390
35.0,1.104,2723.91,736.18,2324.28,281.65,126315.79,171.58,120000.0,300.0,3481.64,1063.17,3366.65,530.83,335737.72,315.79,120000.0,300.0,36.104,2723.91,736.18,2324.28,281.65,126315.79,171.58,64.37736,3498.6648,MAGiDRIVE150,69x6_2_3000_51_1700
35.0,1.418,2435.07,694.28,2345.0,299.54,126315.79,181.94,120000.0,300.0,3035.8,978.25,3291.9,530.83,308920.22,315.79,120000.0,300.0,36.418,2435.07,694.28,2345.0,299.54,126315.79,181.94,64.391235,3468.4988,MAGiDRIVE150,76x6_2_2400_41_1420
60.0,0.617,4750.93,1190.19,2912.48,393.28,252631.58,212.26,240000.0,600.0,7040.76,1964.61,0.0,1238.61,1240809.0,631.58,240000.0,600.0,60.617,4750.93,1190.19,2912.48,393.28,252631.58,212.26,48.04725,4167.669,MAGiDRIVE300,55x5_2_3600_51_1080
60.0,0.638,3975.55,1037.65,3023.0,456.18,252631.58,243.47,240000.0,600.0,5650.35,1655.63,0.0,1238.61,1045663.06,631.58,240000.0,600.0,60.638,3975.55,1037.65,3023.0,456.18,252631.58,243.47,49.853226,4166.2256,MAGiDRIVE300,55x7_2_2800_51_970
60.0,0.831,4217.45,1084.72,3075.76,434.89,252631.58,232.9,240000.0,600.0,6019.91,1737.76,0.0,1238.61,1097531.8,631.58,240000.0,600.0,60.831,4217.45,1084.72,3075.76,434.89,252631.58,232.9,50.562378,4153.0073,MAGiDRIVE300,62x5_2_3200_46_1150
60.0,0.84,3927.59,1028.38,3232.67,460.61,252631.58,245.66,240000.0,600.0,5513.76,1625.28,0.0,1238.61,1026492.3,631.58,240000.0,600.0,60.84,3927.59,1028.38,3232.67,460.61,252631.58,245.66,53.133957,4152.393,MAGiDRIVE300,62x6_2_3200_51_1390
60.0,1.104,3432.83,934.13,3360.56,510.58,252631.58,270.45,240000.0,600.0,4685.74,1441.28,0.0,1238.61,910280.0,631.58,240000.0,600.0,61.104,3432.83,934.13,3360.56,510.58,252631.58,270.45,54.997383,4134.4526,MAGiDRIVE300,69x6_2_3000_51_1700
60.0,1.113,3198.48,890.46,3438.92,537.32,252631.58,283.71,240000.0,600.0,4320.13,1360.03,0.0,1238.61,858965.3,631.58,240000.0,600.0,61.113,3198.48,890.46,3438.92,537.32,252631.58,283.71,56.271496,4133.8438,MAGiDRIVE300,69x7_2_2800_51_1730
60.0,1.793,2644.85,790.22,3934.77,609.87,252631.58,319.7,240000.0,600.0,3371.27,1149.17,0.0,1238.61,725792.25,631.58,240000.0,600.0,61.793,2644.85,790.22,3934.77,609.87,252631.58,319.7,63.676632,4088.3528,MAGiDRIVE300,83x7_2_2200_41_1710
60.0,1.803,2432.71,753.07,3973.7,641.66,252631.58,335.47,240000.0,600.0,3123.12,1094.03,6216.19,1238.61,690964.1,631.58,240000.0,600.0,61.803,2432.71,753.07,3973.7,641.66,252631.58,335.47,64.296234,4087.6912,MAGiDRIVE300,83x8_2_2200_46_2000
100.0,0.84,4519.15,1257.07,4297.28,694.71,421052.62,334.95,400000.0,1000.0,6863.98,2115.99,0.0,2322.39,2227362.0,1052.63,400000.0,1000.0,100.84,4519.15,1257.07,4297.28,694.71,421052.62,334.95,42.614834,4175.4526,MAGiDRIVE500,62x6_2_3200_51_1390
100.0,1.104,3964.62,1132.44,4562.51,778.31,421052.62,371.81,400000.0,1000.0,5789.07,1847.27,0.0,2322.39,1944493.4,1052.63,400000.0,1000.0,101.104,3964.62,1132.44,4562.51,778.31,421052.62,371.81,45.1269,4164.55,MAGiDRIVE500,69x6_2_3000_51_1700
100.0,1.113,3739.32,1082.62,4677.71,817.12,421052.62,388.92,400000.0,1000.0,5335.24,1733.81,0.0,2322.39,1825064.2,1052.63,400000.0,1000.0,101.113,3739.32,1082.62,4677.71,817.12,421052.62,388.92,46.262203,4164.179,MAGiDRIVE500,69x7_2_2800_51_1730
100.0,1.129,3372.75,1002.75,5026.93,887.38,421052.62,419.9,400000.0,1000.0,4695.31,1573.83,0.0,2322.39,1656659.6,1052.63,400000.0,1000.0,101.129,3372.75,1002.75,5026.93,887.38,421052.62,419.9,49.708096,4163.52,MAGiDRIVE500,69x8_2_2400_51_1610
100.0,1.452,2861.32,894.25,5381.91,1002.92,421052.62,470.84,400000.0,1000.0,3880.55,1370.14,0.0,2322.39,1442248.9,1052.63,400000.0,1000.0,101.452,2861.32,894.25,5381.91,1002.92,421052.62,470.84,53.048832,4150.2646,MAGiDRIVE500,76x9_2_2200_51_1980
100.0,1.815,2606.77,841.77,5488.44,1069.5,421052.62,500.2,400000.0,1000.0,3458.91,1264.73,0.0,2322.39,1331292.9,1052.63,400000.0,1000.0,101.815,2606.77,841.77,5488.44,1069.5,421052.62,500.2,53.906006,4135.468,MAGiDRIVE500,83x10_2_2000_51_2000
100.0,1.803,2899.58,902.23,5414.26,993.47,421052.62,466.68,400000.0,1000.0,3854.12,1363.53,0.0,2322.39,1435295.0,1052.63,400000.0,1000.0,101.803,2899.58,902.23,5414.26,993.47,421052.62,466.68,53.183697,4135.955,MAGiDRIVE500,83x8_2_2200_46_2000
100.0,2.242,2392.41,798.48,5500.93,1131.0,421052.62,527.32,400000.0,1000.0,3115.25,1178.81,0.0,2322.39,1240855.5,1052.63,400000.0,1000.0,102.242,2392.41,798.48,5500.93,1131.0,421052.62,527.32,53.803036,4118.1963,MAGiDRIVE500,90x10_2_1800_46_2000
