Motor.Weight,Propeller.Weight,MaxPower.OmegaRpm,MaxPower.Voltage,MaxPower.Thrust,MaxPower.Torque,MaxPower.Power,MaxPower.Current,MaxPower.MaxPower,MaxPower.MaxCurrent,MaxAmps.OmegaRpm,MaxAmps.Voltage,MaxAmps.Thrust,MaxAmps.Torque,MaxAmps.Power,MaxAmps.Current,MaxAmps.MaxPower,MaxAmps.MaxCurrent,Combined.Weight,Combined.MaxOmegaRpm,Combined.MaxVoltage,Combined.MaxThrust,Combined.MaxTorque,Combined.MaxPower,Combined.MaxCurrent,Combined.MaxThrustPerWeight,Combined.MaxPowerPerWeight,Motor.Name,Propeller.Name
0.053,0.617,237.94,10.29,510.26,0.66,227.37,22.11,216.0,9.0,158.74,4.6,509.06,0.28,43.55,9.47,216.0,9.0,0.67,158.74,4.6,509.06,0.28,43.55,9.47,759.791,65.0,Antigravity MN4004 KV300,55x5_2_3600_51_1080
0.053,0.622,208.94,10.24,512.87,0.67,227.37,22.21,216.0,9.0,138.68,4.53,511.96,0.28,42.92,9.47,216.0,9.0,0.675,138.68,4.53,511.96,0.28,42.92,9.47,758.4593,63.585186,Antigravity MN4004 KV300,55x6_2_3400_51_1070
0.053,0.638,158.8,10.15,474.53,0.67,227.37,22.4,216.0,9.0,105.59,4.42,474.16,0.28,41.87,9.47,216.0,9.0,0.691,105.59,4.42,474.16,0.28,41.87,9.47,686.1939,60.59334,Antigravity MN4004 KV300,55x7_2_2800_51_970
0.053,0.652,130.54,10.1,426.82,0.67,227.37,22.51,216.0,9.0,86.96,4.36,426.68,0.28,41.28,9.47,216.0,9.0,0.705,86.96,4.36,426.68,0.28,41.28,9.47,605.21985,58.553192,Antigravity MN4004 KV300,55x8_2_2400_51_880
0.053,0.66,117.78,10.08,396.13,0.68,227.37,22.56,216.0,9.0,78.53,4.33,396.06,0.28,41.02,9.47,216.0,9.0,0.713,78.53,4.33,396.06,0.28,41.02,9.47,555.4839,57.531555,Antigravity MN4004 KV300,55x9_2_2200_51_830
0.053,0.886,90.05,10.03,517.33,0.68,227.37,22.66,216.0,9.0,61.86,4.27,517.22,0.28,40.49,9.47,216.0,9.0,0.939,61.86,4.27,517.22,0.28,40.49,9.47,550.82,43.120342,Antigravity MN4004 KV300,62x10_2_2000_51_1080
0.053,0.831,207.63,10.23,536.62,0.67,227.37,22.22,216.0,9.0,138.61,4.53,535.28,0.28,42.92,9.47,216.0,9.0,0.884,138.61,4.53,535.28,0.28,42.92,9.47,605.5204,48.552036,Antigravity MN4004 KV300,62x5_2_3200_46_1150
0.053,0.84,177.03,10.18,655.84,0.67,227.37,22.33,216.0,9.0,120.47,4.47,654.61,0.28,42.34,9.47,216.0,9.0,0.893,120.47,4.47,654.61,0.28,42.34,9.47,733.0459,47.413216,Antigravity MN4004 KV300,62x6_2_3200_51_1390
0.053,0.852,138.77,10.11,639.51,0.67,227.37,22.48,216.0,9.0,94.25,4.38,638.84,0.28,41.52,9.47,216.0,9.0,0.905,94.25,4.38,638.84,0.28,41.52,9.47,705.9006,45.878452,Antigravity MN4004 KV300,62x7_2_2800_51_1320
0.053,0.868,116.16,10.08,599.11,0.68,227.37,22.56,216.0,9.0,80.16,4.34,598.88,0.28,41.07,9.47,216.0,9.0,0.921,80.16,4.34,598.88,0.28,41.07,9.47,650.24976,44.592834,Antigravity MN4004 KV300,62x8_2_2400_51_1220
0.053,0.876,101.19,10.05,559.51,0.68,227.37,22.62,216.0,9.0,69.35,4.3,559.32,0.28,40.73,9.47,216.0,9.0,0.929,69.35,4.3,559.32,0.28,40.73,9.47,602.0667,43.842842,Antigravity MN4004 KV300,62x9_2_2200_51_1150
0.053,1.15,78.25,10.01,703.98,0.68,227.37,22.71,216.0,9.0,55.91,4.25,703.75,0.28,40.3,9.47,216.0,9.0,1.203,55.91,4.25,703.75,0.28,40.3,9.47,584.99585,33.499584,Antigravity MN4004 KV300,69x10_2_2000_51_1450
0.053,1.104,143.67,10.12,793.67,0.67,227.37,22.46,216.0,9.0,99.24,4.4,792.28,0.28,41.67,9.47,216.0,9.0,1.157,99.24,4.4,792.28,0.28,41.67,9.47,684.77094,36.015556,Antigravity MN4004 KV300,69x6_2_3000_51_1700
0.053,1.113,124.47,10.09,819.13,0.68,227.37,22.53,216.0,9.0,86.87,4.36,818.03,0.28,41.28,9.47,216.0,9.0,1.166,86.87,4.36,818.03,0.28,41.28,9.47,701.56946,35.403088,Antigravity MN4004 KV300,69x7_2_2800_51_1730
0.053,1.129,100.06,10.05,782.09,0.68,227.37,22.63,216.0,9.0,70.72,4.3,781.5,0.28,40.77,9.47,216.0,9.0,1.182,70.72,4.3,781.5,0.28,40.77,9.47,661.16754,34.492386,Antigravity MN4004 KV300,69x8_2_2400_51_1610
0.053,1.139,88.57,10.03,749.54,0.68,227.37,22.67,216.0,9.0,63.01,4.28,749.13,0.28,40.53,9.47,216.0,9.0,1.192,63.01,4.28,749.13,0.28,40.53,9.47,628.4648,34.00168,Antigravity MN4004 KV300,69x9_2_2200_51_1540
0.053,1.463,69.6,10.0,918.03,0.68,227.37,22.74,216.0,9.0,52.05,4.24,917.7,0.28,40.18,9.47,216.0,9.0,1.516,52.05,4.24,917.7,0.28,40.18,9.47,605.343,26.503958,Antigravity MN4004 KV300,76x10_2_2000_51_1880
0.053,2.145,66.83,9.99,999.02,0.68,227.37,22.75,216.0,9.0,50.79,4.24,998.67,0.28,40.14,9.47,216.0,9.0,2.198,50.79,4.24,998.67,0.28,40.14,9.47,454.35397,18.262056,Antigravity MN4004 KV300,76x10_3_2000_51_2000
0.053,1.476,61.08,9.98,848.57,0.68,227.37,22.78,216.0,9.0,45.99,4.22,848.36,0.28,39.99,9.47,216.0,9.0,1.529,45.99,4.22,848.36,0.28,39.99,9.47,554.8463,26.154348,Antigravity MN4004 KV300,76x11_2_1800_51_1750
0.053,1.428,109.91,10.07,948.84,0.68,227.37,22.59,216.0,9.0,79.91,4.33,947.76,0.28,41.06,9.47,216.0,9.0,1.481,79.91,4.33,947.76,0.28,41.06,9.47,639.946,27.72451,Antigravity MN4004 KV300,76x7_2_2600_51_2000
0.053,1.439,91.73,10.03,956.64,0.68,227.37,22.66,216.0,9.0,66.79,4.29,955.72,0.28,40.65,9.47,216.0,9.0,1.492,66.79,4.29,955.72,0.28,40.65,9.47,640.563,27.245308,Antigravity MN4004 KV300,76x8_2_2400_51_2000
0.053,1.452,79.37,10.01,964.42,0.68,227.37,22.7,216.0,9.0,58.82,4.26,963.93,0.28,40.4,9.47,216.0,9.0,1.505,58.82,4.26,963.93,0.28,40.4,9.47,640.48505,26.843853,Antigravity MN4004 KV300,76x9_2_2200_51_1980
0.053,1.815,69.19,10.0,983.58,0.68,227.37,22.74,216.0,9.0,52.0,4.24,983.13,0.28,40.18,9.47,216.0,9.0,1.868,52.0,4.24,983.13,0.28,40.18,9.47,526.30084,21.509636,Antigravity MN4004 KV300,83x10_2_2000_51_2000
0.053,1.833,57.85,9.98,981.95,0.68,227.37,22.79,216.0,9.0,44.6,4.22,981.69,0.28,39.95,9.47,216.0,9.0,1.886,44.6,4.22,981.69,0.28,39.95,9.47,520.51434,21.182396,Antigravity MN4004 KV300,83x11_2_1800_51_2000
0.053,1.857,47.64,9.96,971.15,0.68,227.37,22.83,216.0,9.0,37.85,4.19,971.05,0.28,39.73,9.47,216.0,9.0,1.91,37.85,4.19,971.05,0.28,39.73,9.47,508.40314,20.801046,Antigravity MN4004 KV300,83x12_2_1600_51_2000
0.053,2.716,47.46,9.96,999.19,0.68,227.37,22.83,216.0,9.0,37.78,4.19,999.06,0.28,39.73,9.47,216.0,9.0,2.769,37.78,4.19,999.06,0.28,39.73,9.47,360.80173,14.34814,Antigravity MN4004 KV300,83x12_3_1600_51_2000
0.053,3.363,41.08,9.95,1003.48,0.68,227.37,22.85,216.0,9.0,32.94,4.18,1003.31,0.28,39.58,9.47,216.0,9.0,3.416,32.94,4.18,1003.31,0.28,39.58,9.47,293.709,11.586651,Antigravity MN4004 KV300,90x12_3_1400_46_2000
0.053,0.288,501.34,11.02,186.83,0.64,315.79,28.65,300.0,12.0,332.36,5.14,186.61,0.28,64.91,12.63,300.0,12.0,0.341,332.36,5.14,186.61,0.28,64.91,12.63,547.2434,190.35191,Antigravity MN4004 KV400,34x4_3_4400_51_370
0.053,0.622,209.37,10.64,512.87,0.67,315.79,29.67,300.0,12.0,139.04,4.66,511.97,0.28,58.81,12.63,300.0,12.0,0.675,139.04,4.66,511.97,0.28,58.81,12.63,758.47406,87.12592,Antigravity MN4004 KV400,55x6_2_3400_51_1070
0.053,0.84,177.26,10.6,655.84,0.67,315.79,29.79,300.0,12.0,120.75,4.61,654.62,0.28,58.23,12.63,300.0,12.0,0.893,120.75,4.61,654.62,0.28,58.23,12.63,733.0571,65.20717,Antigravity MN4004 KV400,62x6_2_3200_51_1390
0.053,1.104,143.74,10.56,793.67,0.67,315.79,29.91,300.0,12.0,99.46,4.56,792.29,0.28,57.56,12.63,300.0,12.0,1.157,99.46,4.56,792.29,0.28,57.56,12.63,684.7796,49.74935,Antigravity MN4004 KV400,69x6_2_3000_51_1700
0.053,1.113,124.47,10.53,819.13,0.68,315.79,29.98,300.0,12.0,87.05,4.53,818.04,0.28,57.17,12.63,300.0,12.0,1.166,87.05,4.53,818.04,0.28,57.17,12.63,701.57806,49.030876,Antigravity MN4004 KV400,69x7_2_2800_51_1730
0.053,1.428,109.87,10.52,948.83,0.68,315.79,30.03,300.0,12.0,80.06,4.51,947.77,0.28,56.94,12.63,300.0,12.0,1.481,80.06,4.51,947.77,0.28,56.94,12.63,639.95276,38.446995,Antigravity MN4004 KV400,76x7_2_2600_51_2000
0.053,1.439,91.66,10.49,956.64,0.68,315.79,30.1,300.0,12.0,66.92,4.48,955.73,0.28,56.53,12.63,300.0,12.0,1.492,66.92,4.48,955.73,0.28,56.53,12.63,640.5697,37.88874,Antigravity MN4004 KV400,76x8_2_2400_51_2000
0.053,1.452,79.29,10.48,964.42,0.68,315.79,30.14,300.0,12.0,58.92,4.46,963.94,0.28,56.28,12.63,300.0,12.0,1.505,58.92,4.46,963.94,0.28,56.28,12.63,640.4917,37.395348,Antigravity MN4004 KV400,76x9_2_2200_51_1980
0.068,0.137,918.36,9.88,97.02,0.96,400.0,40.49,380.0,16.0,588.37,4.65,96.91,0.39,78.36,16.84,380.0,16.0,0.205,588.37,4.65,96.91,0.39,78.36,16.84,472.73172,382.2439,Antigravity MN4006 KV380,27x4_2_4800_51_200
0.068,0.202,720.75,9.59,182.76,0.99,400.0,41.72,380.0,16.0,457.24,4.31,182.37,0.39,72.54,16.84,380.0,16.0,0.27,457.24,4.31,182.37,0.39,72.54,16.84,675.44446,268.66666,Antigravity MN4006 KV380,34x4_2_4800_51_370
0.068,0.3,550.68,9.34,279.26,1.01,400.0,42.82,380.0,16.0,344.02,4.01,278.16,0.39,67.53,16.84,380.0,16.0,0.368,344.02,4.01,278.16,0.39,67.53,16.84,755.86957,183.50543,Antigravity MN4006 KV380,41x4_2_4600_51_580
0.068,0.44,384.46,9.11,386.1,1.04,400.0,43.92,380.0,16.0,237.57,3.73,384.67,0.39,62.81,16.84,380.0,16.0,0.508,237.57,3.73,384.67,0.39,62.81,16.84,757.2244,123.64173,Antigravity MN4006 KV380,48x5_2_4000_51_810
0.068,0.622,263.66,8.94,513.57,1.06,400.0,44.74,380.0,16.0,162.49,3.53,512.27,0.39,59.48,16.84,380.0,16.0,0.69,162.49,3.53,512.27,0.39,59.48,16.84,742.4203,86.202896,Antigravity MN4006 KV380,55x6_2_3400_51_1070
0.068,0.84,223.2,8.88,656.84,1.07,400.0,45.02,380.0,16.0,139.45,3.47,655.02,0.39,58.46,16.84,380.0,16.0,0.908,139.45,3.47,655.02,0.39,58.46,16.84,721.3877,64.38326,Antigravity MN4006 KV380,62x6_2_3200_51_1390
0.068,1.113,157.24,8.8,820.08,1.08,400.0,45.48,380.0,16.0,99.43,3.37,818.4,0.39,56.68,16.84,380.0,16.0,1.181,99.43,3.37,818.4,0.39,56.68,16.84,692.97205,47.993225,Antigravity MN4006 KV380,69x7_2_2800_51_1730
0.068,2.145,84.52,8.7,999.39,1.09,400.0,45.99,380.0,16.0,56.59,3.25,998.8,0.39,54.79,16.84,380.0,16.0,2.213,56.59,3.25,998.8,0.39,54.79,16.84,451.33304,24.758247,Antigravity MN4006 KV380,76x10_3_2000_51_2000
0.068,1.452,100.35,8.72,964.91,1.09,400.0,45.88,380.0,16.0,66.0,3.28,964.1,0.39,55.2,16.84,380.0,16.0,1.52,66.0,3.28,964.1,0.39,55.2,16.84,634.2763,36.31579,Antigravity MN4006 KV380,76x9_2_2200_51_1980
0.068,1.815,87.49,8.7,984.06,1.09,400.0,45.97,380.0,16.0,58.11,3.26,983.29,0.39,54.85,16.84,380.0,16.0,1.883,58.11,3.26,983.29,0.39,54.85,16.84,522.1933,29.12905,Antigravity MN4006 KV380,83x10_2_2000_51_2000
0.068,3.363,51.97,8.65,1003.71,1.1,400.0,46.22,380.0,16.0,36.22,3.2,1003.38,0.39,53.88,16.84,380.0,16.0,3.431,36.22,3.2,1003.38,0.39,53.88,16.84,292.44534,15.7038765,Antigravity MN4006 KV380,90x12_3_1400_46_2000
0.108,0.202,925.18,9.6,183.06,1.64,526.32,54.84,500.0,20.0,570.99,4.4,182.54,0.62,92.7,21.05,500.0,20.0,0.31,570.99,4.4,182.54,0.62,92.7,21.05,588.8387,299.03226,Antigravity MN5006 KV300,34x4_2_4800_51_370
0.108,0.3,714.74,9.19,280.15,1.71,526.32,57.29,500.0,20.0,429.97,3.93,278.62,0.62,82.81,21.05,500.0,20.0,0.408,429.97,3.93,278.62,0.62,82.81,21.05,682.89215,202.96568,Antigravity MN5006 KV300,41x4_2_4600_51_580
0.108,0.44,503.83,8.79,387.26,1.79,526.32,59.88,500.0,20.0,296.46,3.49,385.24,0.62,73.44,21.05,500.0,20.0,0.548,296.46,3.49,385.24,0.62,73.44,21.05,702.9927,134.0146,Antigravity MN5006 KV300,48x5_2_4000_51_810
0.108,0.622,348.11,8.51,514.65,1.85,526.32,61.87,500.0,20.0,201.79,3.17,512.77,0.62,66.79,21.05,500.0,20.0,0.73,201.79,3.17,512.77,0.62,66.79,21.05,702.4247,91.49315,Antigravity MN5006 KV300,55x6_2_3400_51_1070
0.108,0.84,294.87,8.41,658.4,1.87,526.32,62.56,500.0,20.0,171.46,3.07,655.72,0.62,64.66,21.05,500.0,20.0,0.948,171.46,3.07,655.72,0.62,64.66,21.05,691.68774,68.20675,Antigravity MN5006 KV300,62x6_2_3200_51_1390
0.108,1.113,209.01,8.26,821.59,1.91,526.32,63.71,500.0,20.0,121.05,2.9,819.03,0.62,61.13,21.05,500.0,20.0,1.221,121.05,2.9,819.03,0.62,61.13,21.05,670.78625,50.06552,Antigravity MN5006 KV300,69x7_2_2800_51_1730
0.108,2.145,112.92,8.1,1000.0,1.95,526.32,65.01,500.0,20.0,66.95,2.72,999.02,0.62,57.33,21.05,500.0,20.0,2.253,66.95,2.72,999.02,0.62,57.33,21.05,443.41766,25.446072,Antigravity MN5006 KV300,76x10_3_2000_51_2000
0.108,1.452,133.91,8.13,965.71,1.94,526.32,64.72,500.0,20.0,78.71,2.76,964.4,0.62,58.15,21.05,500.0,20.0,1.56,78.71,2.76,964.4,0.62,58.15,21.05,618.20514,37.275642,Antigravity MN5006 KV300,76x9_2_2200_51_1980
0.108,1.815,116.85,8.1,984.82,1.95,526.32,64.95,500.0,20.0,68.98,2.73,983.57,0.62,57.47,21.05,500.0,20.0,1.923,68.98,2.73,983.57,0.62,57.47,21.05,511.47687,29.885595,Antigravity MN5006 KV300,83x10_2_2000_51_2000
0.108,3.363,69.59,8.02,1004.08,1.96,526.32,65.6,500.0,20.0,42.17,2.64,1003.5,0.62,55.59,21.05,500.0,20.0,3.471,42.17,2.64,1003.5,0.62,55.59,21.05,289.10977,16.015558,Antigravity MN5006 KV300,90x12_3_1400_46_2000
0.106,0.202,978.87,7.43,183.14,1.84,684.21,92.13,650.0,26.0,530.64,2.74,182.48,0.53,74.97,27.37,650.0,26.0,0.308,530.64,2.74,182.48,0.53,74.97,27.37,592.4675,243.40909,Antigravity MN5006 KV450,34x4_2_4800_51_370
0.106,0.3,754.96,7.14,280.36,1.91,684.21,95.83,650.0,26.0,399.44,2.45,278.45,0.53,66.99,27.37,650.0,26.0,0.406,399.44,2.45,278.45,0.53,66.99,27.37,685.83746,165.0,Antigravity MN5006 KV450,41x4_2_4600_51_580
0.106,0.44,530.99,6.86,387.53,1.99,684.21,99.7,650.0,26.0,275.49,2.17,385.04,0.53,59.45,27.37,650.0,26.0,0.546,275.49,2.17,385.04,0.53,59.45,27.37,705.2015,108.88278,Antigravity MN5006 KV450,48x5_2_4000_51_810
0.106,0.622,366.25,6.67,514.89,2.05,684.21,102.65,650.0,26.0,187.72,1.98,512.59,0.53,54.11,27.37,650.0,26.0,0.728,187.72,1.98,512.59,0.53,54.11,27.37,704.1071,74.32692,Antigravity MN5006 KV450,55x6_2_3400_51_1070
0.106,0.84,309.92,6.6,658.72,2.07,684.21,103.69,650.0,26.0,159.92,1.92,655.47,0.53,52.42,27.37,650.0,26.0,0.946,159.92,1.92,655.47,0.53,52.42,27.37,692.88586,55.412262,Antigravity MN5006 KV450,62x6_2_3200_51_1390
0.106,1.113,219.55,6.49,821.9,2.11,684.21,105.37,650.0,26.0,113.2,1.81,818.8,0.53,49.58,27.37,650.0,26.0,1.219,113.2,1.81,818.8,0.53,49.58,27.37,671.6981,40.672684,Antigravity MN5006 KV450,69x7_2_2800_51_1730
0.106,2.145,118.48,6.38,1000.12,2.14,684.21,107.28,650.0,26.0,63.14,1.7,998.94,0.53,46.54,27.37,650.0,26.0,2.251,63.14,1.7,998.94,0.53,46.54,27.37,443.7761,20.675255,Antigravity MN5006 KV450,76x10_3_2000_51_2000
0.106,1.452,140.54,6.4,965.86,2.14,684.21,106.86,650.0,26.0,74.05,1.72,964.29,0.53,47.2,27.37,650.0,26.0,1.558,74.05,1.72,964.29,0.53,47.2,27.37,618.9281,30.29525,Antigravity MN5006 KV450,76x9_2_2200_51_1980
0.106,1.815,122.62,6.38,984.97,2.14,684.21,107.2,650.0,26.0,64.99,1.7,983.47,0.53,46.65,27.37,650.0,26.0,1.921,64.99,1.7,983.47,0.53,46.65,27.37,511.9573,24.284227,Antigravity MN5006 KV450,83x10_2_2000_51_2000
0.106,2.716,84.29,6.34,999.71,2.16,684.21,107.93,650.0,26.0,46.0,1.66,999.17,0.53,45.49,27.37,650.0,26.0,2.822,46.0,1.66,999.17,0.53,45.49,27.37,354.06448,16.119774,Antigravity MN5006 KV450,83x12_3_1600_51_2000
0.106,3.363,72.98,6.33,1004.15,2.16,684.21,108.15,650.0,26.0,39.97,1.65,1003.45,0.53,45.13,27.37,650.0,26.0,3.469,39.97,1.65,1003.45,0.53,45.13,27.37,289.26202,13.009513,Antigravity MN5006 KV450,90x12_3_1400_46_2000
0.128,0.202,1089.97,17.51,183.3,2.29,757.89,43.28,720.0,15.0,657.13,7.92,182.67,0.82,124.98,15.79,720.0,15.0,0.33,657.13,7.92,182.67,0.82,124.98,15.79,553.5455,378.72726,Antigravity MN5008 KV170,34x4_2_4800_51_370
0.128,0.3,846.22,16.65,280.85,2.41,757.89,45.51,720.0,15.0,495.26,6.96,278.97,0.82,109.95,15.79,720.0,15.0,0.428,495.26,6.96,278.97,0.82,109.95,15.79,651.7991,256.89252,Antigravity MN5008 KV170,41x4_2_4600_51_580
0.128,0.44,598.83,15.81,388.19,2.53,757.89,47.92,720.0,15.0,341.4,6.06,385.68,0.82,95.66,15.79,720.0,15.0,0.568,341.4,6.06,385.68,0.82,95.66,15.79,679.0141,168.4155,Antigravity MN5008 KV170,48x5_2_4000_51_810
0.128,0.622,415.04,15.22,515.51,2.64,757.89,49.81,720.0,15.0,232.12,5.42,513.16,0.82,85.51,15.79,720.0,15.0,0.75,232.12,5.42,513.16,0.82,85.51,15.79,684.2133,114.013336,Antigravity MN5008 KV170,55x6_2_3400_51_1070
0.128,0.84,351.41,15.01,659.62,2.67,757.89,50.48,720.0,15.0,196.52,5.21,656.26,0.82,82.2,15.79,720.0,15.0,0.968,196.52,5.21,656.26,0.82,82.2,15.79,677.9545,84.91736,Antigravity MN5008 KV170,62x6_2_3200_51_1390
0.128,1.113,249.9,14.7,822.78,2.73,757.89,51.57,720.0,15.0,138.27,4.86,819.53,0.82,76.79,15.79,720.0,15.0,1.241,138.27,4.86,819.53,0.82,76.79,15.79,660.3787,61.877518,Antigravity MN5008 KV170,69x7_2_2800_51_1730
0.128,2.145,135.32,14.35,1000.48,2.8,757.89,52.83,720.0,15.0,75.48,4.49,999.2,0.82,70.96,15.79,720.0,15.0,2.273,75.48,4.49,999.2,0.82,70.96,15.79,439.59525,31.218655,Antigravity MN5008 KV170,76x10_3_2000_51_2000
0.128,1.452,160.39,14.42,966.33,2.78,757.89,52.55,720.0,15.0,89.08,4.57,964.65,0.82,72.22,15.79,720.0,15.0,1.58,89.08,4.57,964.65,0.82,72.22,15.79,610.53796,45.708862,Antigravity MN5008 KV170,76x9_2_2200_51_1980
0.128,1.815,140.02,14.36,985.43,2.79,757.89,52.78,720.0,15.0,77.9,4.51,983.81,0.82,71.18,15.79,720.0,15.0,1.943,77.9,4.51,983.81,0.82,71.18,15.79,506.33557,36.63407,Antigravity MN5008 KV170,83x10_2_2000_51_2000
0.128,2.716,96.39,14.23,999.87,2.82,757.89,53.26,720.0,15.0,54.35,4.37,999.29,0.82,69.0,15.79,720.0,15.0,2.844,54.35,4.37,999.29,0.82,69.0,15.79,351.3678,24.261604,Antigravity MN5008 KV170,83x12_3_1600_51_2000
0.128,3.363,83.48,14.19,1004.37,2.83,757.89,53.41,720.0,15.0,47.14,4.33,1003.61,0.82,68.33,15.79,720.0,15.0,3.491,47.14,4.33,1003.61,0.82,68.33,15.79,287.48495,19.573189,Antigravity MN5008 KV170,90x12_3_1400_46_2000
0.135,0.3,891.74,7.91,281.1,2.67,800.0,101.16,760.0,35.0,535.05,3.5,279.18,0.96,128.9,36.84,760.0,35.0,0.435,535.05,3.5,279.18,0.96,128.9,36.84,641.7931,296.32184,Antigravity MN5008 KV340,41x4_2_4600_51_580
0.135,0.44,633.09,7.46,388.52,2.83,800.0,107.2,760.0,35.0,368.83,3.01,385.95,0.96,110.89,36.84,760.0,35.0,0.575,368.83,3.01,385.95,0.96,110.89,36.84,671.2174,192.85217,Antigravity MN5008 KV340,48x5_2_4000_51_810
0.135,0.622,439.93,7.14,515.83,2.96,800.0,111.97,760.0,35.0,250.69,2.66,513.4,0.96,98.09,36.84,760.0,35.0,0.757,250.69,2.66,513.4,0.96,98.09,36.84,678.2034,129.57729,Antigravity MN5008 KV340,55x6_2_3400_51_1070
0.135,0.84,372.63,7.04,660.08,3.01,800.0,113.69,760.0,35.0,211.95,2.55,656.6,0.96,93.89,36.84,760.0,35.0,0.975,211.95,2.55,656.6,0.96,93.89,36.84,673.4359,96.29744,Antigravity MN5008 KV340,62x6_2_3200_51_1390
0.135,1.113,265.54,6.87,823.24,3.08,800.0,116.49,760.0,35.0,148.97,2.36,819.84,0.96,87.06,36.84,760.0,35.0,1.248,148.97,2.36,819.84,0.96,87.06,36.84,656.9231,69.75961,Antigravity MN5008 KV340,69x7_2_2800_51_1730
0.135,2.145,144.06,6.68,1000.67,3.17,800.0,119.75,760.0,35.0,80.88,2.16,999.32,0.96,79.68,36.84,760.0,35.0,2.28,80.88,2.16,999.32,0.96,79.68,36.84,438.29825,34.94737,Antigravity MN5008 KV340,76x10_3_2000_51_2000
0.135,1.452,170.67,6.72,966.57,3.15,800.0,119.03,760.0,35.0,95.61,2.21,964.8,0.96,81.28,36.84,760.0,35.0,1.587,95.61,2.21,964.8,0.96,81.28,36.84,607.9395,51.21613,Antigravity MN5008 KV340,76x9_2_2200_51_1980
0.135,1.815,149.05,6.69,985.67,3.17,800.0,119.61,760.0,35.0,83.53,2.17,983.95,0.96,79.97,36.84,760.0,35.0,1.95,83.53,2.17,983.95,0.96,79.97,36.84,504.58975,41.010258,Antigravity MN5008 KV340,83x10_2_2000_51_2000
0.135,3.363,88.95,6.6,1004.49,3.21,800.0,121.26,760.0,35.0,50.32,2.07,1003.67,0.96,76.37,36.84,760.0,35.0,3.498,50.32,2.07,1003.67,0.96,76.37,36.84,286.92682,21.832476,Antigravity MN5008 KV340,90x12_3_1400_46_2000
0.132,0.3,865.96,7.5,280.96,2.52,842.11,112.3,800.0,35.0,492.0,2.98,278.95,0.81,109.79,36.84,800.0,35.0,0.432,492.0,2.98,278.95,0.81,109.79,36.84,645.7176,254.14352,Antigravity MN5008 KV400,41x4_2_4600_51_580
0.18,0.44,666.63,16.24,388.85,3.15,909.47,56.0,864.0,18.0,385.1,6.49,386.11,1.04,123.02,18.95,864.0,18.0,0.62,385.1,6.49,386.11,1.04,123.02,18.95,622.75806,198.41936,Antigravity MN6007 KV160,48x5_2_4000_51_810
0.18,0.622,463.59,15.53,516.14,3.29,909.47,58.57,864.0,18.0,261.73,5.72,513.54,1.04,108.41,18.95,864.0,18.0,0.802,261.73,5.72,513.54,1.04,108.41,18.95,640.3242,135.17456,Antigravity MN6007 KV160,55x6_2_3400_51_1070
0.18,0.84,392.57,15.28,660.52,3.34,909.47,59.5,864.0,18.0,221.15,5.47,656.8,1.04,103.61,18.95,864.0,18.0,1.02,221.15,5.47,656.8,1.04,103.61,18.95,643.9216,101.57843,Antigravity MN6007 KV160,62x6_2_3200_51_1390
0.18,1.113,280.02,14.91,823.66,3.43,909.47,61.01,864.0,18.0,155.37,5.06,820.03,1.04,95.82,18.95,864.0,18.0,1.293,155.37,5.06,820.03,1.04,95.82,18.95,634.2073,74.10673,Antigravity MN6007 KV160,69x7_2_2800_51_1730
0.18,2.145,152.01,14.49,1000.84,3.53,909.47,62.78,864.0,18.0,84.13,4.61,999.39,1.04,87.38,18.95,864.0,18.0,2.325,84.13,4.61,999.39,1.04,87.38,18.95,429.84515,37.582794,Antigravity MN6007 KV160,76x10_3_2000_51_2000
0.18,1.452,180.05,14.58,966.79,3.51,909.47,62.38,864.0,18.0,99.55,4.71,964.89,1.04,89.21,18.95,864.0,18.0,1.632,99.55,4.71,964.89,1.04,89.21,18.95,591.2316,54.66299,Antigravity MN6007 KV160,76x9_2_2200_51_1980
0.18,1.815,157.26,14.5,985.88,3.53,909.47,62.7,864.0,18.0,86.93,4.63,984.04,1.04,87.71,18.95,864.0,18.0,1.995,86.93,4.63,984.04,1.04,87.71,18.95,493.25314,43.964912,Antigravity MN6007 KV160,83x10_2_2000_51_2000
0.18,3.363,93.88,14.3,1004.59,3.58,909.47,63.6,864.0,18.0,52.25,4.41,1003.71,1.04,83.61,18.95,864.0,18.0,3.543,52.25,4.41,1003.71,1.04,83.61,18.95,283.29382,23.598646,Antigravity MN6007 KV160,90x12_3_1400_46_2000
0.18,0.44,697.25,8.02,389.15,3.44,985.26,122.9,936.0,39.0,399.09,3.2,386.24,1.12,131.25,41.05,936.0,39.0,0.62,399.09,3.2,386.24,1.12,131.25,41.05,622.9677,211.69354,Antigravity MN6007 KV320,48x5_2_4000_51_810
0.18,0.622,485.66,7.64,516.42,3.61,985.26,128.93,936.0,39.0,271.23,2.8,513.67,1.12,114.85,41.05,936.0,39.0,0.802,271.23,2.8,513.67,1.12,114.85,41.05,640.48627,143.20448,Antigravity MN6007 KV320,55x6_2_3400_51_1070
0.18,0.84,411.3,7.51,660.92,3.68,985.26,131.13,936.0,39.0,229.07,2.67,656.97,1.12,109.44,41.05,936.0,39.0,1.02,229.07,2.67,656.97,1.12,109.44,41.05,644.08826,107.29412,Antigravity MN6007 KV320,62x6_2_3200_51_1390
