BATTERY_VOLUME,BATTERY_WEIGHT,BATTERY_CAPACITY,BATTERY_CONT_DISCHARGE_RATE,SERIES_COUNT,PAR_COUNT,TOTAL_VOLUME,TOTAL_WEIGHT,TOTAL_ENERGY,TOTAL_VOLTAGE,TOTAL_CAPACITY,TOTAL_MAX_CURRENT,NAME
8.75e-05,0.004,1.0,25.0,65.0,333.0,1.8939375,86.58,240259.5,721.5,333.0,8325.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,334.0,1.899625,86.84,240981.0,721.5,334.0,8350.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,335.0,1.9053125,87.1,241702.5,721.5,335.0,8375.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,336.0,1.911,87.36,242424.0,721.5,336.0,8400.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,337.0,1.9166875,87.62,243145.5,721.5,337.0,8425.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,338.0,1.922375,87.88,243867.0,721.5,338.0,8450.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,339.0,1.9280626,88.14,244588.5,721.5,339.0,8475.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,340.0,1.93375,88.4,245310.0,721.5,340.0,8500.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,341.0,1.9394375,88.66,246031.5,721.5,341.0,8525.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,342.0,1.945125,88.92,246753.0,721.5,342.0,8550.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,343.0,1.9508125,89.18,247474.5,721.5,343.0,8575.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,344.0,1.9565,89.44,248196.0,721.5,344.0,8600.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,345.0,1.9621875,89.7,248917.5,721.5,345.0,8625.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,346.0,1.967875,89.96,249639.0,721.5,346.0,8650.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,347.0,1.9735625,90.22,250360.5,721.5,347.0,8675.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,348.0,1.97925,90.48,251082.0,721.5,348.0,8700.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,349.0,1.9849375,90.74,251803.5,721.5,349.0,8725.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,350.0,1.990625,91.0,252525.0,721.5,350.0,8750.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,351.0,1.9963125,91.26,253246.5,721.5,351.0,8775.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,352.0,2.002,91.52,253968.0,721.5,352.0,8800.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,353.0,2.0076876,91.78,254689.5,721.5,353.0,8825.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,354.0,2.013375,92.04,255411.0,721.5,354.0,8850.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,355.0,2.0190625,92.3,256132.5,721.5,355.0,8875.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,356.0,2.02475,92.56,256854.0,721.5,356.0,8900.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,357.0,2.0304375,92.82,257575.5,721.5,357.0,8925.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,358.0,2.036125,93.08,258297.0,721.5,358.0,8950.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,359.0,2.0418124,93.34,259018.5,721.5,359.0,8975.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,360.0,2.0475,93.6,259740.0,721.5,360.0,9000.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,361.0,2.0531876,93.86,260461.5,721.5,361.0,9025.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,362.0,2.058875,94.12,261183.0,721.5,362.0,9050.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,363.0,2.0645626,94.38,261904.5,721.5,363.0,9075.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,364.0,2.07025,94.64,262626.0,721.5,364.0,9100.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,365.0,2.0759375,94.9,263347.5,721.5,365.0,9125.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,366.0,2.081625,95.16,264069.0,721.5,366.0,9150.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,367.0,2.0873125,95.42,264790.5,721.5,367.0,9175.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,368.0,2.093,95.68,265512.0,721.5,368.0,9200.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,369.0,2.0986874,95.94,266233.5,721.5,369.0,9225.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,370.0,2.104375,96.2,266955.0,721.5,370.0,9250.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,371.0,2.1100626,96.46,267676.5,721.5,371.0,9275.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,372.0,2.11575,96.72,268398.0,721.5,372.0,9300.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,373.0,2.1214375,96.98,269119.5,721.5,373.0,9325.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,374.0,2.127125,97.24,269841.0,721.5,374.0,9350.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,375.0,2.1328125,97.5,270562.5,721.5,375.0,9375.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,376.0,2.1385,97.76,271284.0,721.5,376.0,9400.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,377.0,2.1441875,98.02,272005.5,721.5,377.0,9425.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,378.0,2.149875,98.28,272727.0,721.5,378.0,9450.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,379.0,2.1555624,98.54,273448.5,721.5,379.0,9475.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,380.0,2.16125,98.8,274170.0,721.5,380.0,9500.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,381.0,2.1669376,99.06,274891.5,721.5,381.0,9525.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,382.0,2.172625,99.32,275613.0,721.5,382.0,9550.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,383.0,2.1783125,99.58,276334.5,721.5,383.0,9575.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,385.0,2.1896875,100.1,277777.5,721.5,385.0,9625.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,386.0,2.195375,100.36,278499.0,721.5,386.0,9650.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,387.0,2.2010624,100.62,279220.5,721.5,387.0,9675.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,388.0,2.20675,100.88,279942.0,721.5,388.0,9700.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,389.0,2.2124374,101.14,280663.5,721.5,389.0,9725.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,390.0,2.218125,101.4,281385.0,721.5,390.0,9750.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,391.0,2.2238126,101.66,282106.5,721.5,391.0,9775.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,392.0,2.2295,101.92,282828.0,721.5,392.0,9800.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,393.0,2.2351875,102.18,283549.5,721.5,393.0,9825.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,394.0,2.240875,102.44,284271.0,721.5,394.0,9850.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,395.0,2.2465625,102.7,284992.5,721.5,395.0,9875.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,396.0,2.25225,102.96,285714.0,721.5,396.0,9900.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,397.0,2.2579374,103.22,286435.5,721.5,397.0,9925.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,398.0,2.263625,103.48,287157.0,721.5,398.0,9950.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,399.0,2.2693124,103.74,287878.5,721.5,399.0,9975.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,400.0,2.275,104.0,288600.0,721.5,400.0,10000.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,401.0,2.2806876,104.26,289321.5,721.5,401.0,10025.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,402.0,2.286375,104.52,290043.0,721.5,402.0,10050.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,403.0,2.2920625,104.78,290764.5,721.5,403.0,10075.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,404.0,2.29775,105.04,291486.0,721.5,404.0,10100.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,405.0,2.3034375,105.3,292207.5,721.5,405.0,10125.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,406.0,2.309125,105.56,292929.0,721.5,406.0,10150.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,407.0,2.3148124,105.82,293650.5,721.5,407.0,10175.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,408.0,2.3205,106.08,294372.0,721.5,408.0,10200.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,409.0,2.3261876,106.34,295093.5,721.5,409.0,10225.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,410.0,2.331875,106.6,295815.0,721.5,410.0,10250.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,411.0,2.3375626,106.86,296536.5,721.5,411.0,10275.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,412.0,2.34325,107.12,297258.0,721.5,412.0,10300.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,413.0,2.3489375,107.38,297979.5,721.5,413.0,10325.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,414.0,2.354625,107.64,298701.0,721.5,414.0,10350.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,415.0,2.3603125,107.9,299422.5,721.5,415.0,10375.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,416.0,2.366,108.16,300144.0,721.5,416.0,10400.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,417.0,2.3716874,108.42,300865.5,721.5,417.0,10425.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,418.0,2.377375,108.68,301587.0,721.5,418.0,10450.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,419.0,2.3830626,108.94,302308.5,721.5,419.0,10475.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,420.0,2.38875,109.2,303030.0,721.5,420.0,10500.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,421.0,2.3944376,109.46,303751.5,721.5,421.0,10525.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,422.0,2.400125,109.72,304473.0,721.5,422.0,10550.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,423.0,2.4058125,109.98,305194.5,721.5,423.0,10575.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,424.0,2.4115,110.24,305916.0,721.5,424.0,10600.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,425.0,2.4171875,110.5,306637.5,721.5,425.0,10625.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,426.0,2.422875,110.76,307359.0,721.5,426.0,10650.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,427.0,2.4285624,111.02,308080.5,721.5,427.0,10675.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,428.0,2.43425,111.28,308802.0,721.5,428.0,10700.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,429.0,2.4399376,111.54,309523.5,721.5,429.0,10725.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,430.0,2.445625,111.8,310245.0,721.5,430.0,10750.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,431.0,2.4513125,112.06,310966.5,721.5,431.0,10775.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,432.0,2.457,112.32,311688.0,721.5,432.0,10800.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,433.0,2.4626875,112.58,312409.5,721.5,433.0,10825.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,434.0,2.468375,112.84,313131.0,721.5,434.0,10850.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,435.0,2.4740624,113.1,313852.5,721.5,435.0,10875.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,436.0,2.47975,113.36,314574.0,721.5,436.0,10900.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,437.0,2.4854374,113.62,315295.5,721.5,437.0,10925.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,438.0,2.491125,113.88,316017.0,721.5,438.0,10950.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,439.0,2.4968126,114.14,316738.5,721.5,439.0,10975.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,440.0,2.5025,114.4,317460.0,721.5,440.0,11000.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,441.0,2.5081875,114.66,318181.5,721.5,441.0,11025.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,442.0,2.513875,114.92,318903.0,721.5,442.0,11050.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,443.0,2.5195625,115.18,319624.5,721.5,443.0,11075.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,444.0,2.52525,115.44,320346.0,721.5,444.0,11100.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,445.0,2.5309374,115.7,321067.5,721.5,445.0,11125.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,446.0,2.536625,115.96,321789.0,721.5,446.0,11150.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,447.0,2.5423124,116.22,322510.5,721.5,447.0,11175.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,449.0,2.5536876,116.74,323953.5,721.5,449.0,11225.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,450.0,2.559375,117.0,324675.0,721.5,450.0,11250.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,451.0,2.5650625,117.26,325396.5,721.5,451.0,11275.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,452.0,2.57075,117.52,326118.0,721.5,452.0,11300.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,453.0,2.5764375,117.78,326839.5,721.5,453.0,11325.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,454.0,2.582125,118.04,327561.0,721.5,454.0,11350.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,455.0,2.5878124,118.3,328282.5,721.5,455.0,11375.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,456.0,2.5935,118.56,329004.0,721.5,456.0,11400.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,457.0,2.5991876,118.82,329725.5,721.5,457.0,11425.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,458.0,2.604875,119.08,330447.0,721.5,458.0,11450.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,459.0,2.6105626,119.34,331168.5,721.5,459.0,11475.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,460.0,2.61625,119.6,331890.0,721.5,460.0,11500.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,461.0,2.6219375,119.86,332611.5,721.5,461.0,11525.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,462.0,2.627625,120.12,333333.0,721.5,462.0,11550.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,463.0,2.6333125,120.38,334054.5,721.5,463.0,11575.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,464.0,2.639,120.64,334776.0,721.5,464.0,11600.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,465.0,2.6446874,120.9,335497.5,721.5,465.0,11625.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,466.0,2.650375,121.16,336219.0,721.5,466.0,11650.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,467.0,2.6560626,121.42,336940.5,721.5,467.0,11675.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,468.0,2.66175,121.68,337662.0,721.5,468.0,11700.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,469.0,2.6674376,121.94,338383.5,721.5,469.0,11725.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,470.0,2.673125,122.2,339105.0,721.5,470.0,11750.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,471.0,2.6788125,122.46,339826.5,721.5,471.0,11775.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,472.0,2.6845,122.72,340548.0,721.5,472.0,11800.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,473.0,2.6901875,122.98,341269.5,721.5,473.0,11825.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,474.0,2.695875,123.24,341991.0,721.5,474.0,11850.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,475.0,2.7015624,123.5,342712.5,721.5,475.0,11875.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,476.0,2.70725,123.76,343434.0,721.5,476.0,11900.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,477.0,2.7129376,124.02,344155.5,721.5,477.0,11925.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,478.0,2.718625,124.28,344877.0,721.5,478.0,11950.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,479.0,2.7243125,124.54,345598.5,721.5,479.0,11975.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,480.0,2.73,124.8,346320.0,721.5,480.0,12000.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,481.0,2.7356875,125.06,347041.5,721.5,481.0,12025.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,482.0,2.741375,125.32,347763.0,721.5,482.0,12050.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,483.0,2.7470624,125.58,348484.5,721.5,483.0,12075.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,484.0,2.75275,125.84,349206.0,721.5,484.0,12100.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,485.0,2.7584374,126.1,349927.5,721.5,485.0,12125.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,486.0,2.764125,126.36,350649.0,721.5,486.0,12150.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,487.0,2.7698126,126.62,351370.5,721.5,487.0,12175.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,488.0,2.7755,126.88,352092.0,721.5,488.0,12200.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,489.0,2.7811875,127.14,352813.5,721.5,489.0,12225.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,490.0,2.786875,127.4,353535.0,721.5,490.0,12250.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,491.0,2.7925625,127.66,354256.5,721.5,491.0,12275.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,492.0,2.79825,127.92,354978.0,721.5,492.0,12300.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,493.0,2.8039374,128.18,355699.5,721.5,493.0,12325.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,494.0,2.809625,128.44,356421.0,721.5,494.0,12350.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,495.0,2.8153124,128.7,357142.5,721.5,495.0,12375.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,496.0,2.821,128.96,357864.0,721.5,496.0,12400.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,497.0,2.8266876,129.22,358585.5,721.5,497.0,12425.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,498.0,2.832375,129.48,359307.0,721.5,498.0,12450.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,499.0,2.8380625,129.74,360028.5,721.5,499.0,12475.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,65.0,500.0,2.84375,130.0,360750.0,721.5,500.0,12500.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,66.0,137.0,0.791175,36.168,100366.2,732.6,137.0,3425.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,66.0,138.0,0.79695,36.432,101098.8,732.6,138.0,3450.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,66.0,139.0,0.802725,36.696,101831.4,732.6,139.0,3475.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,66.0,140.0,0.8085,36.96,102564.0,732.6,140.0,3500.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,66.0,141.0,0.814275,37.224,103296.6,732.6,141.0,3525.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,66.0,142.0,0.82005,37.488,104029.2,732.6,142.0,3550.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,66.0,143.0,0.825825,37.752,104761.8,732.6,143.0,3575.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,66.0,144.0,0.8316,38.016,105494.4,732.6,144.0,3600.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,66.0,145.0,0.837375,38.28,106227.0,732.6,145.0,3625.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,66.0,146.0,0.84315,38.544,106959.6,732.6,146.0,3650.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,66.0,147.0,0.848925,38.808,107692.2,732.6,147.0,3675.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,66.0,148.0,0.8547,39.072,108424.8,732.6,148.0,3700.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,66.0,149.0,0.860475,39.336,109157.4,732.6,149.0,3725.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,66.0,150.0,0.86625,39.6,109890.0,732.6,150.0,3750.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,66.0,151.0,0.872025,39.864,110622.6,732.6,151.0,3775.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,66.0,152.0,0.8778,40.128,111355.2,732.6,152.0,3800.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,66.0,153.0,0.883575,40.392,112087.8,732.6,153.0,3825.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,66.0,154.0,0.88935,40.656,112820.4,732.6,154.0,3850.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,66.0,155.0,0.895125,40.92,113553.0,732.6,155.0,3875.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,66.0,156.0,0.9009,41.184,114285.6,732.6,156.0,3900.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,66.0,157.0,0.906675,41.448,115018.2,732.6,157.0,3925.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,66.0,158.0,0.91245,41.712,115750.8,732.6,158.0,3950.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,66.0,159.0,0.918225,41.976,116483.4,732.6,159.0,3975.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,66.0,161.0,0.929775,42.504,117948.6,732.6,161.0,4025.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,66.0,162.0,0.93555,42.768,118681.2,732.6,162.0,4050.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,66.0,163.0,0.941325,43.032,119413.8,732.6,163.0,4075.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,66.0,164.0,0.9471,43.296,120146.4,732.6,164.0,4100.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,66.0,165.0,0.952875,43.56,120879.0,732.6,165.0,4125.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,66.0,166.0,0.95865,43.824,121611.6,732.6,166.0,4150.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,66.0,167.0,0.964425,44.088,122344.2,732.6,167.0,4175.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,66.0,168.0,0.9702,44.352,123076.8,732.6,168.0,4200.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,66.0,169.0,0.975975,44.616,123809.4,732.6,169.0,4225.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,66.0,170.0,0.98175,44.88,124542.0,732.6,170.0,4250.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,66.0,171.0,0.987525,45.144,125274.6,732.6,171.0,4275.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,66.0,172.0,0.9933,45.408,126007.2,732.6,172.0,4300.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,66.0,173.0,0.999075,45.672,126739.8,732.6,173.0,4325.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,66.0,174.0,1.00485,45.936,127472.4,732.6,174.0,4350.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,66.0,175.0,1.010625,46.2,128205.0,732.6,175.0,4375.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,66.0,176.0,1.0164,46.464,128937.6,732.6,176.0,4400.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,66.0,177.0,1.022175,46.728,129670.2,732.6,177.0,4425.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,66.0,178.0,1.02795,46.992,130402.8,732.6,178.0,4450.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,66.0,179.0,1.033725,47.256,131135.4,732.6,179.0,4475.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,66.0,180.0,1.0395,47.52,131868.0,732.6,180.0,4500.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,66.0,181.0,1.045275,47.784,132600.6,732.6,181.0,4525.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,66.0,182.0,1.05105,48.048,133333.2,732.6,182.0,4550.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,66.0,183.0,1.056825,48.312,134065.8,732.6,183.0,4575.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,66.0,184.0,1.0626,48.576,134798.4,732.6,184.0,4600.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,66.0,185.0,1.068375,48.84,135531.0,732.6,185.0,4625.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,66.0,186.0,1.07415,49.104,136263.6,732.6,186.0,4650.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,66.0,187.0,1.079925,49.368,136996.2,732.6,187.0,4675.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,66.0,188.0,1.0857,49.632,137728.8,732.6,188.0,4700.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,66.0,189.0,1.091475,49.896,138461.4,732.6,189.0,4725.0,Vitaly Beta
