weight,propeller_diameter,voltage,thrust,power,current,thrust_at40,power_at40,current_at40,max_voltage,max_thrust,max_power,max_current,thrust_per_weight,power_per_weight,thrust_per_power,motor_name,propeller_name
1.083,1.397,0.5,0.39,0.67,1.34,0.32,2.06,4.11,9.45,476.17,576.96,61.05,0.3601108,0.61865187,0.58208954,KDE7208XF-135,55x7_2_2800_51_970
1.276,1.5748,0.5,0.4,0.52,1.04,1.17,2.28,4.55,10.31,93.48,629.62,61.05,0.31347963,0.4075235,0.7692308,KDE7208XF-135,62x5_2_3200_46_1150
1.285,1.5748,0.5,0.44,0.6,1.21,1.01,2.28,4.56,9.76,75.93,595.77,61.05,0.34241244,0.46692607,0.73333335,KDE7208XF-135,62x6_2_3200_51_1390
1.297,1.5748,0.5,0.47,0.75,1.51,1.03,2.29,4.59,9.08,68.16,554.29,61.05,0.36237472,0.5782575,0.62666667,KDE7208XF-135,62x7_2_2800_51_1320
1.697,1.5748,0.5,0.53,0.82,1.65,0.83,2.3,4.6,8.8,59.21,537.49,61.05,0.31231585,0.48320565,0.64634144,KDE7208XF-135,62x7_3_2600_51_1360
1.313,1.5748,0.5,0.51,0.87,1.74,0.78,2.3,4.61,8.65,54.75,528.41,61.05,0.38842344,0.66260475,0.5862069,KDE7208XF-135,62x8_2_2400_51_1220
1.549,1.7526,0.5,0.52,0.73,1.46,0.9,2.09,4.17,9.16,800.17,559.32,61.05,0.33570045,0.47127178,0.7123288,KDE7208XF-135,69x6_2_3000_51_1700
1.558,1.7526,0.5,0.55,0.83,1.65,12.13,1.09,2.17,8.81,824.39,538.1,61.05,0.35301667,0.5327343,0.6626506,KDE7208XF-135,69x7_2_2800_51_1730
1.574,1.7526,0.5,0.58,0.98,1.96,0.25,2.14,4.28,8.37,784.98,510.91,61.05,0.36848792,0.62261754,0.59183675,KDE7208XF-135,69x8_2_2400_51_1610
1.863,1.9304,0.5,0.6,0.83,1.66,0.95,2.32,4.63,8.8,62.62,537.47,61.05,0.32206118,0.445518,0.72289157,KDE7208XF-135,76x6_2_2400_41_1420
1.873,1.9304,0.5,0.66,0.91,1.82,0.85,2.31,4.62,8.54,103.52,521.14,61.05,0.35237586,0.4858516,0.72527474,KDE7208XF-135,76x7_2_2600_51_2000
2.238,2.1082,0.5,0.7,0.98,1.95,0.83,2.32,4.64,8.37,78.47,510.96,61.05,0.31277928,0.43789098,0.71428573,KDE7208XF-135,83x7_2_2200_41_1710
2.673,2.286,0.5,0.81,1.12,2.24,0.74,2.32,4.65,8.04,86.71,490.71,61.05,0.3030303,0.41900486,0.72321427,KDE7208XF-135,90x8_2_2000_41_2000
0.842,0.8636,17.5,58.7,1357.67,77.58,0.82,173.88,9.94,19.21,17.04,1718.71,89.47,69.714966,1612.4347,0.04323584,KDE7215XF-135,34x4_2_4800_51_370
0.94,1.0414,15.0,59.07,1207.84,80.52,-7.04,-115.61,-7.71,16.13,30.15,1443.49,89.47,62.840427,1284.9362,0.048905484,KDE7215XF-135,41x4_2_4600_51_580
1.257,1.397,0.5,0.36,0.54,1.09,1.97,3.36,6.72,11.5,58.21,1029.19,89.47,0.28639618,0.42959428,0.6666667,KDE7215XF-135,55x5_2_3600_51_1080
1.262,1.397,0.5,0.38,0.62,1.23,0.81,2.72,5.45,10.91,518.2,976.16,89.47,0.30110934,0.49128368,0.61290324,KDE7215XF-135,55x6_2_3400_51_1070
1.278,1.397,0.5,0.46,0.8,1.61,0.54,2.91,5.83,9.8,476.75,876.6,89.47,0.3599374,0.6259781,0.575,KDE7215XF-135,55x7_2_2800_51_970
1.471,1.5748,0.5,0.45,0.62,1.23,1.87,3.43,6.86,10.82,92.18,968.44,89.47,0.30591434,0.421482,0.7258065,KDE7215XF-135,62x5_2_3200_46_1150
1.471,1.5748,3.0,9.57,47.03,15.68,15.32,122.62,40.87,10.82,92.18,968.44,89.47,6.5057783,31.971449,0.20348714,KDE7215XF-135,62x5_2_3200_46_1150
1.48,1.5748,0.5,0.51,0.72,1.44,1.61,3.44,6.88,10.16,76.12,908.89,89.47,0.3445946,0.4864865,0.7083333,KDE7215XF-135,62x6_2_3200_51_1390
1.492,1.5748,0.5,0.57,0.92,1.83,1.7,3.47,6.94,9.35,68.3,836.3,89.47,0.38203752,0.616622,0.6195652,KDE7215XF-135,62x7_2_2800_51_1320
1.744,1.7526,0.5,0.63,0.88,1.77,1.5,2.98,5.97,9.44,802.47,844.92,89.47,0.36123854,0.5045872,0.71590906,KDE7215XF-135,69x6_2_3000_51_1700
1.753,1.7526,0.5,0.67,1.02,2.03,-17.66,0.22,0.43,9.02,95.67,807.48,89.47,0.38220194,0.58185965,0.65686274,KDE7215XF-135,69x7_2_2800_51_1730
2.058,1.9304,0.5,0.74,1.02,2.04,1.54,3.52,7.05,9.01,62.81,806.33,89.47,0.3595724,0.49562684,0.7254902,KDE7215XF-135,76x6_2_2400_41_1420
2.068,1.9304,0.5,0.82,1.14,2.27,1.34,3.51,7.03,8.68,103.75,776.98,89.47,0.39651838,0.55125725,0.71929824,KDE7215XF-135,76x7_2_2600_51_2000
2.092,1.9304,0.5,0.85,1.49,2.99,0.34,3.33,6.66,8.03,968.09,718.45,89.47,0.40630975,0.7122371,0.5704698,KDE7215XF-135,76x9_2_2200_51_1980
2.433,2.1082,0.5,0.89,1.23,2.47,1.34,3.53,7.07,8.49,78.57,759.26,89.47,0.36580354,0.5055487,0.72357726,KDE7215XF-135,83x7_2_2200_41_1710
2.443,2.1082,0.5,0.95,1.36,2.72,1.28,3.47,6.94,8.23,104.81,736.5,89.47,0.38886616,0.5566926,0.6985294,KDE7215XF-135,83x8_2_2200_46_2000
2.868,2.286,0.5,1.05,1.45,2.9,1.16,3.54,7.08,8.08,86.96,723.19,89.47,0.36610878,0.5055788,0.7241379,KDE7215XF-135,90x8_2_2000_41_2000
0.973,0.6858,30.0,91.41,2855.59,95.19,30.36,1886.61,62.89,33.52,48.45,3880.7,115.79,93.946556,2934.8303,0.032010898,KDE8218XF-120,27x3_2_4600_41_140
1.038,0.8636,20.0,70.04,1393.53,69.68,-8.73,-219.84,-10.99,26.87,18.03,3111.54,115.79,67.475914,1342.5144,0.05026085,KDE8218XF-120,34x3_2_4600_41_250
1.038,0.8636,25.0,103.94,2559.64,102.39,15.2,989.34,39.57,26.87,17.62,3111.54,115.79,100.13487,2465.9346,0.040607274,KDE8218XF-120,34x3_2_4600_41_250
1.047,0.8636,17.5,66.16,1367.7,78.15,-7.98,-233.13,-13.32,22.06,17.15,2554.23,115.79,63.190067,1306.3037,0.04837318,KDE8218XF-120,34x4_2_4800_51_370
1.047,0.8636,20.0,82.88,1962.84,98.14,4.5,372.13,18.61,22.06,17.15,2554.23,115.79,79.1595,1874.7278,0.04222453,KDE8218XF-120,34x4_2_4800_51_370
1.145,1.0414,15.0,71.43,1300.67,86.71,-20.26,-617.01,-41.13,17.95,30.31,2078.64,115.79,62.38428,1135.9563,0.05491785,KDE8218XF-120,41x4_2_4600_51_580
1.145,1.0414,17.5,91.86,1945.5,111.17,-5.41,-37.99,-2.17,17.95,30.31,2078.64,115.79,80.22707,1699.1266,0.047216654,KDE8218XF-120,41x4_2_4600_51_580
1.151,1.0414,15.0,74.94,1532.67,102.18,-11.18,-333.11,-22.21,16.25,27.75,1881.55,115.79,65.108604,1331.5986,0.048895065,KDE8218XF-120,41x5_2_4200_51_560
1.277,1.2192,6.0,19.97,150.53,25.09,-59.66,-845.32,-140.89,15.42,49.85,1785.02,115.79,15.638214,117.87784,0.13266459,KDE8218XF-120,48x4_2_4000_46_670
1.277,1.2192,7.0,26.05,227.33,32.48,-55.9,-917.6,-131.09,15.42,49.85,1785.02,115.79,20.399374,178.0188,0.11459112,KDE8218XF-120,48x4_2_4000_46_670
1.277,1.2192,9.0,39.81,442.6,49.18,-47.1,-970.98,-107.89,15.42,49.85,1785.02,115.79,31.174627,346.59357,0.08994578,KDE8218XF-120,48x4_2_4000_46_670
1.277,1.2192,12.5,68.03,1042.77,83.42,-28.97,-744.92,-59.59,15.42,49.85,1785.02,115.79,53.273296,816.57794,0.0652397,KDE8218XF-120,48x4_2_4000_46_670
1.277,1.2192,15.0,90.75,1664.84,110.99,-14.62,-315.9,-21.06,15.42,49.85,1785.02,115.79,71.064995,1303.7118,0.054509744,KDE8218XF-120,48x4_2_4000_46_670
1.462,1.397,3.0,9.37,42.34,14.11,38.55,192.84,64.28,11.66,58.42,1350.23,115.79,6.4090285,28.96033,0.22130373,KDE8218XF-120,55x5_2_3600_51_1080
1.462,1.397,4.0,15.22,89.92,22.48,59.1,340.49,85.12,11.66,58.42,1350.23,115.79,10.410397,61.504787,0.16926156,KDE8218XF-120,55x5_2_3600_51_1080
1.462,1.397,5.0,21.92,160.45,32.09,85.8,528.36,105.67,11.66,58.42,1350.23,115.79,14.99316,109.746925,0.13661577,KDE8218XF-120,55x5_2_3600_51_1080
1.462,1.397,6.0,29.3,256.27,42.71,-6.54,667.4,111.23,11.66,519.44,1350.23,115.79,20.04104,175.28728,0.11433254,KDE8218XF-120,55x5_2_3600_51_1080
1.467,1.397,3.0,9.69,50.04,16.68,17.86,129.14,43.05,10.88,519.84,1260.03,115.79,6.605317,34.110428,0.19364509,KDE8218XF-120,55x6_2_3400_51_1070
1.676,1.5748,3.0,11.38,50.57,16.86,38.13,203.05,67.68,10.74,90.65,1243.89,115.79,6.789976,30.17303,0.22503461,KDE8218XF-120,62x5_2_3200_46_1150
1.676,1.5748,9.0,62.33,809.81,89.98,4624.09,1094.09,121.57,10.74,636.72,1243.89,115.79,37.18974,483.18018,0.07696867,KDE8218XF-120,62x5_2_3200_46_1150
1.676,1.5748,10.0,72.41,1046.19,104.62,-31.74,-677.21,-67.72,10.74,90.65,1243.89,115.79,43.204056,624.2184,0.06921305,KDE8218XF-120,62x5_2_3200_46_1150
1.685,1.5748,2.5,9.14,38.42,15.37,22.21,143.19,57.28,9.85,76.35,1140.39,115.79,5.424332,22.801188,0.23789693,KDE8218XF-120,62x6_2_3200_51_1390
1.685,1.5748,3.0,12.28,61.19,20.4,28.09,205.81,68.6,9.85,76.35,1140.39,115.79,7.2878337,36.31454,0.20068638,KDE8218XF-120,62x6_2_3200_51_1390
1.685,1.5748,4.0,19.29,126.6,31.65,41.56,364.63,91.16,9.85,76.35,1140.39,115.79,11.4480715,75.13353,0.15236966,KDE8218XF-120,62x6_2_3200_51_1390
1.958,1.7526,0.5,0.7,1.12,2.24,12.4,5.72,11.44,8.33,95.89,964.26,115.79,0.35750765,0.57201225,0.625,KDE8218XF-120,69x7_2_2800_51_1730
1.974,1.7526,0.5,0.82,1.39,2.79,1.08,4.57,9.15,7.6,787.23,879.9,115.79,0.4154002,0.704154,0.58992803,KDE8218XF-120,69x8_2_2400_51_1610
2.308,1.9304,0.5,1.07,1.98,3.97,0.73,5.54,11.09,6.69,921.31,774.59,115.79,0.46360487,0.8578856,0.540404,KDE8218XF-120,76x10_2_2000_51_1880
2.263,1.9304,0.5,0.78,1.12,2.25,3.34,6.13,12.27,8.31,63.03,962.15,115.79,0.3446752,0.49491826,0.6964286,KDE8218XF-120,76x6_2_2400_41_1420
2.273,1.9304,0.5,0.89,1.27,2.53,2.77,6.1,12.19,7.86,104.01,909.91,115.79,0.391553,0.5587329,0.7007874,KDE8218XF-120,76x7_2_2600_51_2000
2.284,1.9304,0.5,0.95,1.52,3.04,2.71,6.09,12.18,7.35,101.17,850.77,115.79,0.41593695,0.66549915,0.625,KDE8218XF-120,76x8_2_2400_51_2000
2.297,1.9304,0.5,1.03,1.75,3.51,0.77,5.37,10.74,6.98,969.22,808.17,115.79,0.44841096,0.7618633,0.5885714,KDE8218XF-120,76x9_2_2200_51_1980
2.638,2.1082,0.5,1.0,1.39,2.78,2.87,6.18,12.35,7.6,78.69,879.45,115.79,0.37907505,0.52691436,0.7194245,KDE8218XF-120,83x7_2_2200_41_1710
2.648,2.1082,0.5,1.11,1.56,3.12,2.65,5.92,11.83,7.25,106.72,839.17,115.79,0.4191843,0.58912385,0.71153843,KDE8218XF-120,83x8_2_2200_46_2000
2.662,2.1082,0.5,1.17,1.91,3.81,0.8,5.47,10.95,6.78,976.61,785.03,115.79,0.43951917,0.71750563,0.61256546,KDE8218XF-120,83x9_2_2000_46_2000
3.073,2.286,0.5,1.27,1.69,3.38,2.38,6.21,12.41,7.05,87.26,815.88,115.79,0.41327694,0.5499512,0.75147927,KDE8218XF-120,90x8_2_2000_41_2000
3.086,2.286,0.5,1.36,1.98,3.97,2.48,6.04,12.09,6.67,150.14,772.52,115.79,0.44069993,0.6416073,0.68686867,KDE8218XF-120,90x9_2_1800_41_1940
1.308,0.6858,40.0,141.74,5150.78,128.77,72.99,4549.78,113.74,43.3,110.54,6472.58,149.47,108.363914,3937.9053,0.027518163,KDE10218XF-105,27x3_2_4600_41_140
1.365,0.6858,30.0,105.77,3507.12,116.9,39.84,2436.79,81.23,34.34,53.56,5132.96,149.47,77.48718,2569.3186,0.030158648,KDE10218XF-105,27x4_3_4800_51_210
1.322,0.6858,30.0,106.93,4210.52,140.35,56.95,3642.24,121.41,31.08,65.19,4645.11,149.47,80.885025,3184.9622,0.025395913,KDE10218XF-105,27x5_2_4200_51_180
1.371,0.6858,30.0,114.71,4479.63,149.32,58.69,3762.69,125.42,30.02,68.27,4486.78,149.47,83.66885,3267.418,0.025607025,KDE10218XF-105,27x5_3_4200_51_190
1.373,0.8636,30.0,137.48,3545.69,118.19,31.07,1875.24,62.51,34.07,51.0,5091.98,149.47,100.1311,2582.44,0.038773835,KDE10218XF-105,34x3_2_4600_41_250
1.382,0.8636,25.0,121.53,3177.52,127.1,21.53,1332.44,53.3,27.31,30.88,4082.43,149.47,87.937775,2299.2185,0.03824681,KDE10218XF-105,34x4_2_4800_51_370
1.48,1.0414,20.0,122.09,2586.24,129.31,-5.94,-56.1,-2.81,21.72,30.52,3247.13,149.47,82.49324,1747.4595,0.04720753,KDE10218XF-105,41x4_2_4600_51_580
1.486,1.0414,15.0,80.12,1438.63,95.91,-33.98,-1176.78,-78.45,19.39,27.91,2897.8,149.47,53.916553,968.1225,0.05569187,KDE10218XF-105,41x5_2_4200_51_560
1.486,1.0414,17.5,105.12,2193.71,125.35,-13.2,-426.42,-24.37,19.39,27.91,2897.8,149.47,70.74024,1476.2517,0.047918823,KDE10218XF-105,41x5_2_4200_51_560
1.612,1.2192,7.0,25.06,193.89,27.7,-66.43,-968.41,-138.34,18.2,48.05,2720.59,149.47,15.545906,120.27916,0.12924854,KDE10218XF-105,48x4_2_4000_46_670
1.612,1.2192,9.0,39.88,391.11,43.46,-64.57,-1208.1,-134.23,18.2,48.05,2720.59,149.47,24.739454,242.62407,0.1019662,KDE10218XF-105,48x4_2_4000_46_670
1.612,1.2192,12.5,72.26,973.32,77.87,-50.75,-1282.63,-102.61,18.2,48.05,2720.59,149.47,44.8263,603.7965,0.074240744,KDE10218XF-105,48x4_2_4000_46_670
1.612,1.2192,15.0,99.79,1606.59,107.11,-35.21,-997.11,-66.47,18.2,48.05,2720.59,149.47,61.904465,996.6439,0.062112924,KDE10218XF-105,48x4_2_4000_46_670
1.612,1.2192,17.5,130.52,2445.69,139.75,-16.31,-386.96,-22.11,18.2,48.05,2720.59,149.47,80.96774,1517.1774,0.053367354,KDE10218XF-105,48x4_2_4000_46_670
1.62,1.2192,12.5,80.54,1231.18,98.49,-52.5,-1568.89,-125.51,16.01,43.4,2393.08,149.47,49.71605,759.9877,0.06541692,KDE10218XF-105,48x5_2_4000_51_810
1.62,1.2192,15.0,110.08,2010.78,134.05,-29.65,-959.78,-63.99,16.01,43.4,2393.08,149.47,67.950615,1241.2222,0.054744925,KDE10218XF-105,48x5_2_4000_51_810
1.797,1.397,6.0,31.74,244.83,40.8,-104.29,-1555.46,-259.24,12.98,58.68,1940.48,149.47,17.662771,136.24374,0.12964098,KDE10218XF-105,55x5_2_3600_51_1080
1.797,1.397,7.0,41.54,372.53,53.22,-94.93,-1799.31,-257.04,12.98,58.68,1940.48,149.47,23.116304,207.30663,0.111507796,KDE10218XF-105,55x5_2_3600_51_1080
1.797,1.397,8.0,52.25,534.76,66.84,-85.38,-1830.85,-228.86,12.98,58.68,1940.48,149.47,29.076239,297.58487,0.09770738,KDE10218XF-105,55x5_2_3600_51_1080
1.797,1.397,9.0,63.78,734.16,81.57,-75.67,-1801.87,-200.21,12.98,58.68,1940.48,149.47,35.49249,408.54758,0.0868748,KDE10218XF-105,55x5_2_3600_51_1080
1.797,1.397,10.0,76.06,973.11,97.31,-65.81,-1711.59,-171.16,12.98,58.68,1940.48,149.47,42.3261,541.5192,0.07816177,KDE10218XF-105,55x5_2_3600_51_1080
1.797,1.397,12.5,109.58,1756.96,140.56,-40.67,-1213.63,-97.09,12.98,58.68,1940.48,149.47,60.97941,977.71844,0.062369093,KDE10218XF-105,55x5_2_3600_51_1080
1.802,1.397,4.0,16.38,97.93,24.48,108.29,244.52,61.13,11.94,521.89,1785.27,149.47,9.0899,54.345173,0.16726233,KDE10218XF-105,55x6_2_3400_51_1070
1.802,1.397,9.0,65.93,856.33,95.15,-66.94,-1689.78,-187.75,11.94,56.48,1785.27,149.47,36.587124,475.21088,0.07699135,KDE10218XF-105,55x6_2_3400_51_1070
2.011,1.5748,3.0,11.46,45.51,15.17,118.42,310.58,103.53,11.71,88.75,1750.73,149.47,5.6986575,22.630531,0.2518128,KDE10218XF-105,62x5_2_3200_46_1150
2.011,1.5748,4.0,19.28,99.57,24.89,210.03,541.1,135.28,11.71,88.75,1750.73,149.47,9.58727,49.51268,0.19363262,KDE10218XF-105,62x5_2_3200_46_1150
2.011,1.5748,5.0,28.58,182.59,36.52,-10.7,618.7,123.74,11.71,549.89,1750.73,149.47,14.211835,90.79562,0.15652555,KDE10218XF-105,62x5_2_3200_46_1150
2.011,1.5748,6.0,39.15,298.8,49.8,-10.99,902.62,150.44,11.71,549.89,1750.73,149.47,19.467926,148.5828,0.13102409,KDE10218XF-105,62x5_2_3200_46_1150
2.011,1.5748,7.0,50.84,451.8,64.54,-102.19,-1631.59,-233.08,11.71,88.75,1750.73,149.47,25.280954,224.66435,0.11252767,KDE10218XF-105,62x5_2_3200_46_1150
2.011,1.5748,8.0,63.49,644.66,80.58,-92.53,-1946.87,-243.36,11.71,88.75,1750.73,149.47,31.571358,320.5669,0.09848602,KDE10218XF-105,62x5_2_3200_46_1150
2.011,1.5748,9.0,77.01,880.08,97.79,-81.49,-1891.12,-210.12,11.71,88.75,1750.73,149.47,38.29438,437.63303,0.08750341,KDE10218XF-105,62x5_2_3200_46_1150
2.011,1.5748,10.0,91.3,1160.4,116.04,-70.38,-1767.03,-176.7,11.71,88.75,1750.73,149.47,45.4003,577.02637,0.07867976,KDE10218XF-105,62x5_2_3200_46_1150
2.02,1.5748,3.0,13.08,57.9,19.3,83.62,322.53,107.51,10.49,76.64,1567.63,149.47,6.4752474,28.663366,0.22590673,KDE10218XF-105,62x6_2_3200_51_1390
2.02,1.5748,4.0,21.67,125.52,31.38,136.4,566.38,141.59,10.49,76.64,1567.63,149.47,10.727723,62.138615,0.17264181,KDE10218XF-105,62x6_2_3200_51_1390
2.02,1.5748,5.0,31.71,227.83,45.57,-8.45,756.81,151.36,10.49,668.45,1567.63,149.47,15.69802,112.78713,0.13918272,KDE10218XF-105,62x6_2_3200_51_1390
2.02,1.5748,6.0,42.95,369.16,61.53,-8.76,1106.95,184.49,10.49,668.45,1567.63,149.47,21.262377,182.75247,0.11634522,KDE10218XF-105,62x6_2_3200_51_1390
2.02,1.5748,7.0,55.23,553.12,79.02,-75.9,-1286.85,-183.84,10.49,76.64,1567.63,149.47,27.341583,273.82178,0.09985175,KDE10218XF-105,62x6_2_3200_51_1390
2.02,1.5748,8.0,68.38,782.7,97.84,-68.82,-1650.23,-206.28,10.49,76.64,1567.63,149.47,33.851486,387.47525,0.08736425,KDE10218XF-105,62x6_2_3200_51_1390
2.02,1.5748,9.0,82.31,1060.48,117.83,-58.76,-1547.07,-171.9,10.49,76.64,1567.63,149.47,40.747524,524.9901,0.0776158,KDE10218XF-105,62x6_2_3200_51_1390
2.02,1.5748,10.0,96.92,1388.69,138.87,-48.62,-1373.28,-137.33,10.49,76.64,1567.63,149.47,47.980198,687.4703,0.0697924,KDE10218XF-105,62x6_2_3200_51_1390
2.284,1.7526,2.5,11.74,47.86,19.14,73.88,119.6,47.84,9.18,808.57,1372.36,149.47,5.1401052,20.954466,0.24529879,KDE10218XF-105,69x6_2_3000_51_1700
2.284,1.7526,3.0,16.09,77.54,25.85,84.92,180.61,60.2,9.18,808.57,1372.36,149.47,7.0446587,33.94921,0.2075058,KDE10218XF-105,69x6_2_3000_51_1700
2.284,1.7526,4.0,26.1,165.14,41.29,106.1,345.33,86.33,9.18,808.57,1372.36,149.47,11.4273205,72.30298,0.15804772,KDE10218XF-105,69x6_2_3000_51_1700
2.284,1.7526,5.0,37.57,294.79,58.96,126.45,569.59,113.92,9.18,808.57,1372.36,149.47,16.449211,129.06743,0.12744665,KDE10218XF-105,69x6_2_3000_51_1700
2.284,1.7526,8.0,78.28,973.83,121.73,-62.2,-1471.18,-183.9,9.18,90.87,1372.36,149.47,34.273205,426.3704,0.08038364,KDE10218XF-105,69x6_2_3000_51_1700
2.284,1.7526,9.0,93.45,1306.12,145.12,-52.09,-1339.57,-148.84,9.18,90.87,1372.36,149.47,40.915062,571.8564,0.07154779,KDE10218XF-105,69x6_2_3000_51_1700
2.293,1.7526,5.0,39.28,345.8,69.16,368.2,397.89,79.58,8.41,831.22,1256.41,149.47,17.130398,150.80681,0.11359167,KDE10218XF-105,69x7_2_2800_51_1730
2.598,1.9304,2.5,14.06,58.31,23.32,98.44,262.89,105.16,8.38,63.31,1252.43,149.47,5.411855,22.444187,0.24112502,KDE10218XF-105,76x6_2_2400_41_1420
2.598,1.9304,3.0,19.08,93.79,31.26,150.78,375.31,125.1,8.38,63.31,1252.43,149.47,7.344111,36.100845,0.2034332,KDE10218XF-105,76x6_2_2400_41_1420
2.598,1.9304,4.0,30.47,197.02,49.25,1973.04,611.38,152.85,8.38,63.31,1252.43,149.47,11.728252,75.83526,0.15465435,KDE10218XF-105,76x6_2_2400_41_1420
2.598,1.9304,6.0,57.3,549.33,91.55,5314.38,200.2,33.37,8.38,677.16,1252.43,149.47,22.055428,211.44342,0.10430889,KDE10218XF-105,76x6_2_2400_41_1420
2.608,1.9304,2.0,10.8,38.16,19.08,32.82,169.16,84.58,7.74,104.33,1157.31,149.47,4.141104,14.631902,0.28301886,KDE10218XF-105,76x7_2_2600_51_2000
2.608,1.9304,2.5,15.65,68.09,27.24,44.18,263.65,105.46,7.74,104.33,1157.31,149.47,6.0007668,26.10813,0.22984286,KDE10218XF-105,76x7_2_2600_51_2000
2.608,1.9304,3.0,21.03,108.91,36.3,57.04,378.75,126.25,7.74,104.33,1157.31,149.47,8.06365,41.759968,0.19309522,KDE10218XF-105,76x7_2_2600_51_2000
2.608,1.9304,4.0,33.04,226.48,56.62,87.96,670.2,167.55,7.74,104.33,1157.31,149.47,12.668712,86.84049,0.14588484,KDE10218XF-105,76x7_2_2600_51_2000
2.608,1.9304,5.0,46.33,396.16,79.23,127.56,1042.32,208.46,7.74,104.33,1157.31,149.47,17.76457,151.90184,0.116947696,KDE10218XF-105,76x7_2_2600_51_2000
2.619,1.9304,0.5,0.96,1.5,3.0,6.35,10.65,21.29,7.05,101.68,1053.48,149.47,0.3665521,0.5727377,0.64,KDE10218XF-105,76x8_2_2400_51_2000
2.632,1.9304,0.5,1.09,1.76,3.52,2.3,7.6,15.2,6.54,970.65,977.36,149.47,0.41413373,0.668693,0.6193182,KDE10218XF-105,76x9_2_2200_51_1980
2.995,2.1082,0.5,1.27,2.05,4.11,15.35,10.51,21.02,6.12,77.96,914.52,149.47,0.42404008,0.6844741,0.6195122,KDE10218XF-105,83x10_2_2000_51_2000
2.973,2.1082,0.5,0.98,1.36,2.72,6.74,11.03,22.06,7.39,78.83,1104.19,149.47,0.32963336,0.4574504,0.7205882,KDE10218XF-105,83x7_2_2200_41_1710
2.973,2.1082,2.0,11.94,42.67,21.34,50.8,174.12,87.06,7.39,78.83,1104.19,149.47,4.016145,14.352506,0.2798219,KDE10218XF-105,83x7_2_2200_41_1710
2.973,2.1082,2.5,17.19,75.64,30.25,76.19,270.91,108.37,7.39,78.83,1104.19,149.47,5.782038,25.442314,0.22726071,KDE10218XF-105,83x7_2_2200_41_1710
