        83x22_5_800_46_1140                                 (83x22_5_800_46_1140.dat)

         PROP RPM =       400

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        67.1        1.33      0.7731      0.3310      0.5712      47.432    4670.539     204.868  
        71.6        1.42      0.7987      0.3131      0.5579      46.319    4560.789     193.785  
        76.1        1.51      0.8215      0.2934      0.5400      44.830    4414.752     181.578  
        80.5        1.60      0.8428      0.2724      0.5175      42.966    4231.542     168.629  
        85.0        1.69      0.8591      0.2498      0.4912      40.780    4016.469     154.579  
        89.5        1.78      0.8738      0.2267      0.4615      38.313    3773.073     140.281  
        94.0        1.87      0.8866      0.2032      0.4280      35.537    3499.585     125.736  
        98.4        1.96      0.8974      0.1793      0.3909      32.453    3195.119     110.943  
       102.9        2.05      0.9059      0.1549      0.3498      29.046    2859.676      95.881  
       107.4        2.13      0.9111      0.1301      0.3049      25.318    2492.370      80.549  
       111.8        2.22      0.9115      0.1050      0.2559      21.255    2093.201      64.947  



         PROP RPM =       720

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3396      0.4614      54.539    4774.092     265.949  
         4.5        0.08      0.0582      0.3434      0.4663      55.129    4825.427     268.872  
         8.9        0.16      0.1162      0.3477      0.4729      55.907    4893.577     272.244  
        13.4        0.24      0.1737      0.3526      0.4814      56.913    4982.085     276.290  
        17.9        0.32      0.2301      0.3581      0.4922      58.173    5092.719     280.562  
        22.4        0.40      0.2866      0.3645      0.5028      59.434    5202.468     285.507  
        26.8        0.47      0.3425      0.3708      0.5136      60.721    5314.873     290.453  
        31.3        0.55      0.3931      0.3755      0.5286      62.492    5469.761     294.050  
        35.8        0.63      0.4446      0.3797      0.5401      63.846    5589.246     297.422  
        40.3        0.71      0.4935      0.3825      0.5515      65.187    5706.961     299.670  
        44.7        0.79      0.5434      0.3845      0.5592      66.112    5787.503     301.244  
        49.2        0.87      0.5858      0.3833      0.5691      67.266    5888.401     300.345  
        53.7        0.95      0.6246      0.3799      0.5770      68.218    5971.598     297.647  
        58.2        1.03      0.6601      0.3744      0.5829      68.902    6031.783     293.151  
        62.6        1.11      0.6954      0.3672      0.5845      69.103    6048.600     287.756  
        67.1        1.19      0.7242      0.3567      0.5841      69.049    6044.174     279.438  
        71.6        1.26      0.7526      0.3447      0.5793      68.486    5995.495     269.996  
        76.1        1.34      0.7759      0.3300      0.5715      67.561    5914.068     258.530  
        80.5        1.42      0.7990      0.3140      0.5594      66.126    5787.503     245.941  
        85.0        1.50      0.8193      0.2965      0.5437      64.262    5625.534     232.228  
        89.5        1.58      0.8392      0.2783      0.5244      61.995    5426.392     218.042  
        94.0        1.66      0.8542      0.2582      0.5019      59.327    5193.618     202.283  
        98.4        1.74      0.8679      0.2378      0.4766      56.336    4931.636     186.299  
       102.9        1.82      0.8802      0.2170      0.4484      53.011    4640.446     170.046  
       107.4        1.90      0.8910      0.1960      0.4173      49.336    4318.279     153.522  
       111.8        1.98      0.9003      0.1746      0.3832      45.300    3966.019     136.751  



         PROP RPM =       800

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3397      0.4609      74.748    5888.401     328.446  
         4.5        0.07      0.0524      0.3430      0.4654      75.459    5944.161     331.818  
         8.9        0.14      0.1048      0.3468      0.4710      76.384    6017.622     335.415  
        13.4        0.21      0.1567      0.3511      0.4783      77.551    6109.670     339.462  
        17.9        0.28      0.2079      0.3559      0.4872      78.986    6222.960     344.183  
        22.4        0.36      0.2581      0.3611      0.4979      80.743    6361.031     349.353  
        26.8        0.43      0.3084      0.3669      0.5079      82.352    6488.482     354.749  
        31.3        0.50      0.3583      0.3725      0.5177      83.961    6614.162     360.144  
        35.8        0.57      0.4069      0.3774      0.5280      85.624    6745.154     365.090  
        40.3        0.64      0.4496      0.3804      0.5418      87.864    6922.168     368.012  
        44.7        0.71      0.4938      0.3830      0.5518      89.486    7049.619     370.485  
        49.2        0.78      0.5355      0.3841      0.5613      91.028    7170.874     371.384  
        53.7        0.85      0.5746      0.3836      0.5701      92.437    7282.394     370.935  
        58.2        0.92      0.6109      0.3814      0.5775      93.657    7378.867     368.912  
        62.6        1.00      0.6479      0.3782      0.5814      94.287    7427.546     365.764  
        67.1        1.07      0.6784      0.3720      0.5852      94.904    7476.225     359.694  
        71.6        1.14      0.7063      0.3639      0.5865      95.119    7493.927     352.051  
        76.1        1.21      0.7317      0.3540      0.5852      94.904    7476.225     342.384  
        80.5        1.28      0.7572      0.3428      0.5798      94.019    7407.189     331.593  
        85.0        1.35      0.7799      0.3299      0.5718      92.732    7305.406     319.004  
        89.5        1.42      0.7991      0.3151      0.5611      90.975    7167.334     304.616  
        94.0        1.49      0.8177      0.2994      0.5471      88.722    6989.434     289.554  
        98.4        1.57      0.8349      0.2829      0.5304      86.000    6776.131     273.593  
       102.9        1.64      0.8500      0.2653      0.5107      82.808    6523.885     256.507  
       107.4        1.71      0.8628      0.2470      0.4888      79.254    6244.201     238.747  
       111.8        1.78      0.8745      0.2284      0.4645      75.325    5934.425     220.852  



         PROP RPM =       880

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3397      0.4605      99.410    7119.540     397.462  
         4.5        0.06      0.0477      0.3427      0.4645     100.255    7180.610     401.059  
         8.9        0.13      0.0954      0.3461      0.4695     101.341    7257.612     405.106  
        13.4        0.19      0.1427      0.3499      0.4757     102.682    7354.085     409.602  
        17.9        0.26      0.1896      0.3541      0.4833     104.318    7470.915     414.323  
        22.4        0.32      0.2357      0.3587      0.4924     106.276    7610.756     419.718  
        26.8        0.39      0.2806      0.3637      0.5030     108.569    7776.265     425.563  
        31.3        0.45      0.3260      0.3689      0.5124     110.594    7920.533     431.633  
        35.8        0.52      0.3711      0.3739      0.5214     112.525    8059.489     437.478  
        40.3        0.58      0.4151      0.3784      0.5306     114.523    8202.871     442.649  
        44.7        0.65      0.4536      0.3811      0.5434     117.286    8400.243     446.021  
        49.2        0.71      0.4940      0.3835      0.5523     119.203    8537.430     448.719  
        53.7        0.78      0.5324      0.3847      0.5608     121.054    8670.191     450.292  
        58.2        0.84      0.5686      0.3847      0.5689     122.784    8794.101     450.068  
        62.6        0.91      0.6025      0.3832      0.5759     124.313    8903.850     448.494  
        67.1        0.97      0.6339      0.3801      0.5818     125.573    8992.358     444.897  
        71.6        1.03      0.6631      0.3755      0.5860     126.485    9063.164     439.502  
        76.1        1.10      0.6900      0.3692      0.5885     127.008    9098.567     432.083  
        80.5        1.16      0.7175      0.3621      0.5876     126.820    9080.865     423.765  
        85.0        1.23      0.7400      0.3525      0.5854     126.351    9045.462     412.525  
        89.5        1.29      0.7607      0.3415      0.5807     125.332    8974.656     399.486  
        94.0        1.36      0.7815      0.3296      0.5730     123.669    8859.597     385.772  
        98.4        1.42      0.7991      0.3162      0.5630     121.523    8703.824     370.036  
       102.9        1.49      0.8163      0.3021      0.5505     118.828    8509.992     353.400  
       107.4        1.55      0.8314      0.2869      0.5358     115.623    8280.758     335.640  
       111.8        1.62      0.8464      0.2713      0.5183     111.868    8011.695     317.430  



         PROP RPM =       960

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3398      0.4603     128.966    8466.624     473.223  
         4.5        0.06      0.0438      0.3425      0.4638     129.972    8533.004     477.045  
         8.9        0.12      0.0875      0.3456      0.4683     131.219    8614.431     481.316  
        13.4        0.18      0.1310      0.3490      0.4738     132.748    8715.330     486.037  
        17.9        0.24      0.1742      0.3527      0.4803     134.638    8835.700     491.208  
        22.4        0.30      0.2167      0.3568      0.4880     136.784    8974.656     497.053  
        26.8        0.36      0.2585      0.3613      0.4972     139.332    9142.821     503.123  
        31.3        0.42      0.3009      0.3663      0.5054     141.612    9293.283     510.092  
        35.8        0.47      0.3405      0.3707      0.5164     144.696    9496.850     516.161  
        40.3        0.53      0.3816      0.3751      0.5245     146.976    9647.313     522.456  
        44.7        0.59      0.4218      0.3792      0.5331     149.390    9806.627     528.076  
        49.2        0.65      0.4570      0.3818      0.5449     152.742   10027.895     531.673  
        53.7        0.71      0.4942      0.3841      0.5529     154.888   10169.507     534.821  
        58.2        0.77      0.5298      0.3854      0.5608     157.168   10319.970     536.844  
        62.6        0.83      0.5635      0.3857      0.5683     159.179   10452.731     537.294  
        67.1        0.89      0.5952      0.3849      0.5751     161.191   10576.641     535.945  
        71.6        0.95      0.6249      0.3827      0.5809     162.800   10682.850     532.797  
        76.1        1.01      0.6526      0.3791      0.5854     164.007   10771.358     527.852  
        80.5        1.07      0.6784      0.3741      0.5886     164.945   10824.462     520.882  
        85.0        1.13      0.7022      0.3677      0.5899     165.348   10851.015     512.115  
        89.5        1.19      0.7243      0.3599      0.5893     165.080   10842.164     501.324  
        94.0        1.25      0.7447      0.3509      0.5868     164.409   10797.910     488.735  
        98.4        1.30      0.7635      0.3406      0.5820     163.068   10709.403     474.347  
       102.9        1.36      0.7827      0.3298      0.5745     160.922   10567.791     459.285  
       107.4        1.42      0.7990      0.3174      0.5653     158.374   10399.627     441.974  
       111.8        1.48      0.8138      0.3042      0.5540     155.290   10196.059     423.540  



         PROP RPM =       1040

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3398      0.4600     163.873    9930.537     555.278  
         4.5        0.05      0.0404      0.3423      0.4633     165.080   10001.343     559.550  
         8.9        0.11      0.0808      0.3451      0.4672     166.421   10089.850     564.046  
        13.4        0.16      0.1211      0.3482      0.4721     168.164   10196.059     569.216  
        17.9        0.22      0.1611      0.3516      0.4779     170.310   10319.970     574.612  
        22.4        0.27      0.2006      0.3553      0.4846     172.723   10461.582     580.682  
        26.8        0.33      0.2395      0.3592      0.4925     175.405   10629.746     587.201  
        31.3        0.38      0.2777      0.3635      0.5015     178.624   10824.462     593.945  
        35.8        0.44      0.3165      0.3681      0.5093     181.440   10992.627     601.589  
        40.3        0.49      0.3526      0.3722      0.5199     185.195   11222.746     608.333  
        44.7        0.55      0.3904      0.3763      0.5275     187.877   11390.910     614.853  
        49.2        0.60      0.4275      0.3801      0.5353     190.693   11559.074     621.147  
        53.7        0.66      0.4597      0.3824      0.5463     194.582   11798.044     624.969  
        58.2        0.71      0.4943      0.3846      0.5536     197.264   11957.358     628.566  
        62.6        0.77      0.5274      0.3861      0.5610     199.812   12107.821     631.039  
        67.1        0.82      0.5590      0.3868      0.5681     202.360   12267.134     632.163  
        71.6        0.88      0.5850      0.3855      0.5770     205.578   12461.850     630.140  
        76.1        0.93      0.6133      0.3838      0.5823     207.456   12568.059     627.217  
        80.5        0.99      0.6399      0.3811      0.5866     209.065   12665.418     622.946  
        85.0        1.04      0.6648      0.3772      0.5901     210.138   12736.223     616.426  
        89.5        1.09      0.6880      0.3721      0.5920     210.942   12780.477     608.108  
        94.0        1.15      0.7096      0.3658      0.5925     211.077   12789.328     597.992  
        98.4        1.20      0.7297      0.3584      0.5914     210.674   12771.626     585.627  
       102.9        1.26      0.7484      0.3498      0.5884     209.601   12700.821     571.689  
       107.4        1.31      0.7677      0.3408      0.5831     207.724   12585.761     557.077  
       111.8        1.37      0.7836      0.3301      0.5764     205.310   12444.149     539.542  



         PROP RPM =       1120

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3398      0.4598     204.506   11514.821     644.078  
         4.5        0.05      0.0376      0.3422      0.4627     205.847   11585.627     648.574  
         8.9        0.10      0.0751      0.3447      0.4663     207.590   11674.134     653.520  
        13.4        0.15      0.1126      0.3475      0.4707     209.467   11789.194     658.690  
        17.9        0.20      0.1498      0.3506      0.4758     211.747   11913.104     664.535  
        22.4        0.25      0.1867      0.3540      0.4818     214.429   12063.567     670.830  
        26.8        0.30      0.2231      0.3575      0.4888     217.513   12240.582     677.799  
        31.3        0.36      0.2589      0.3613      0.4965     221.000   12435.298     684.993  
        35.8        0.41      0.2939      0.3654      0.5054     224.889   12656.567     692.637  
        40.3        0.46      0.3297      0.3697      0.5130     228.242   12842.432     700.730  
        44.7        0.51      0.3656      0.3742      0.5202     231.460   13028.298     709.272  
        49.2        0.56      0.3978      0.3773      0.5301     235.885   13276.119     715.117  
        53.7        0.61      0.4323      0.3809      0.5373     239.104   13453.134     721.862  
        58.2        0.66      0.4620      0.3831      0.5478     243.797   13718.656     726.133  
        62.6        0.71      0.4943      0.3853      0.5546     246.748   13886.820     730.404  
        67.1        0.76      0.5253      0.3870      0.5616     249.832   14063.835     733.552  
        71.6        0.81      0.5511      0.3869      0.5708     253.989   14293.955     733.327  
        76.1        0.86      0.5795      0.3867      0.5765     256.537   14435.567     732.877  
        80.5        0.91      0.6063      0.3856      0.5818     258.951   14568.328     730.854  
        85.0        0.97      0.6317      0.3836      0.5864     260.962   14683.388     727.257  
        89.5        1.02      0.6555      0.3806      0.5902     262.572   14780.746     721.412  
        94.0        1.07      0.6747      0.3758      0.5943     264.449   14886.955     712.195  
        98.4        1.12      0.6959      0.3706      0.5954     264.986   14913.507     702.528  
       102.9        1.17      0.7157      0.3644      0.5953     264.851   14904.656     690.838  
       107.4        1.22      0.7342      0.3573      0.5936     264.181   14860.403     677.350  
       111.8        1.27      0.7536      0.3498      0.5897     262.438   14763.044     662.962  



         PROP RPM =       1200

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3398      0.4595     251.441   13205.313     739.397  
         4.5        0.05      0.0351      0.3420      0.4623     253.050   13284.970     744.118  
         8.9        0.09      0.0702      0.3444      0.4656     254.794   13382.328     749.513  
        13.4        0.14      0.1052      0.3470      0.4696     256.939   13497.388     755.133  
        17.9        0.19      0.1400      0.3498      0.4741     259.487   13630.149     761.203  
        22.4        0.24      0.1745      0.3529      0.4795     262.438   13780.612     767.723  
        26.8        0.28      0.2087      0.3561      0.4856     265.790   13957.626     774.917  
        31.3        0.33      0.2424      0.3596      0.4925     269.545   14161.194     782.335  
        35.8        0.38      0.2755      0.3632      0.5003     273.836   14382.462     790.428  
        40.3        0.43      0.3078      0.3671      0.5091     278.664   14630.283     798.746  
        44.7        0.47      0.3410      0.3711      0.5163     282.553   14842.701     807.514  
        49.2        0.52      0.3744      0.3753      0.5231     286.308   15037.417     816.731  
        53.7        0.57      0.4042      0.3782      0.5326     291.538   15311.791     823.026  
        58.2        0.62      0.4363      0.3817      0.5394     295.159   15506.507     830.444  
        62.6        0.66      0.4640      0.3837      0.5491     300.523   15789.731     834.941  
        67.1        0.71      0.4942      0.3860      0.5556     304.143   15975.597     839.886  
        71.6        0.76      0.5234      0.3880      0.5623     307.764   16161.462     843.933  
        76.1        0.81      0.5477      0.3880      0.5709     312.458   16409.283     843.708  
        80.5        0.85      0.5745      0.3880      0.5765     315.542   16568.597     844.158  
        85.0        0.90      0.6000      0.3874      0.5819     318.492   16727.910     843.034  
        89.5        0.95      0.6207      0.3851      0.5886     322.113   16913.776     837.863  
        94.0        1.00      0.6438      0.3826      0.5920     323.990   17019.985     832.693  
        98.4        1.04      0.6656      0.3794      0.5948     325.466   17099.641     825.499  
       102.9        1.09      0.6860      0.3752      0.5966     326.538   17152.746     816.506  
       107.4        1.14      0.7053      0.3701      0.5974     326.941   17170.447     805.266  
       111.8        1.19      0.7233      0.3641      0.5970     326.672   17161.596     792.227  



