        34x7_5_2800_51_290                                 (34x7_5_2800_51_290.dat)

         PROP RPM =       1400

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        40.3        0.45      0.4131      0.2980      0.3222      25.841     581.671      99.411  
        44.7        0.50      0.4545      0.2977      0.3250      26.069     586.716      99.321  
        49.2        0.55      0.4943      0.2968      0.3279      26.297     591.849      99.028  
        53.7        0.60      0.5320      0.2953      0.3306      26.512     596.717      98.511  
        58.2        0.65      0.5677      0.2931      0.3330      26.713     601.231      97.769  
        62.6        0.69      0.5977      0.2894      0.3364      26.981     607.338      96.555  
        67.1        0.74      0.6293      0.2855      0.3376      27.075     609.551      95.229  
        71.6        0.79      0.6587      0.2806      0.3383      27.129     610.613      93.610  
        76.1        0.84      0.6861      0.2749      0.3381      27.115     610.259      91.722  
        80.5        0.89      0.7115      0.2684      0.3369      27.022     608.223      89.541  
        85.0        0.94      0.7349      0.2610      0.3348      26.847     604.417      87.046  
        89.5        0.99      0.7587      0.2530      0.3309      26.539     597.514      84.393  
        94.0        1.04      0.7783      0.2438      0.3264      26.177     589.283      81.336  
        98.4        1.09      0.7965      0.2339      0.3207      25.721     578.839      78.031  
       102.9        1.14      0.8147      0.2237      0.3134      25.144     565.828      74.637  
       107.4        1.19      0.8299      0.2125      0.3050      24.460     550.693      70.905  
       111.8        1.24      0.8457      0.2012      0.2951      23.669     532.726      67.105  



         PROP RPM =       3080

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2851      0.2875      30.683     627.872     115.057  
         4.5        0.05      0.0445      0.2866      0.2905      31.004     634.598     115.664  
         8.9        0.09      0.0884      0.2882      0.2941      31.380     642.210     116.339  
        13.4        0.14      0.1317      0.2900      0.2980      31.809     650.884     117.058  
        17.9        0.18      0.1752      0.2920      0.3008      32.104     656.991     117.867  
        22.4        0.23      0.2169      0.2937      0.3054      32.600     667.081     118.542  
        26.8        0.27      0.2597      0.2955      0.3081      32.882     672.922     119.284  
        31.3        0.32      0.2993      0.2968      0.3132      33.418     683.986     119.801  
        35.8        0.36      0.3406      0.2979      0.3157      33.700     689.562     120.250  
        40.3        0.41      0.3811      0.2989      0.3185      33.995     695.669     120.655  
        44.7        0.45      0.4168      0.2989      0.3234      34.531     706.467     120.633  
        49.2        0.50      0.4547      0.2987      0.3261      34.799     712.131     120.588  
        53.7        0.54      0.4912      0.2982      0.3286      35.081     717.884     120.363  
        58.2        0.59      0.5223      0.2965      0.3330      35.550     727.443     119.711  
        62.6        0.63      0.5555      0.2947      0.3351      35.765     731.780     118.946  
        67.1        0.68      0.5870      0.2922      0.3368      35.953     735.763     117.935  
        71.6        0.72      0.6167      0.2891      0.3384      36.114     739.037     116.676  
        76.1        0.77      0.6446      0.2852      0.3393      36.221     741.250     115.125  
        80.5        0.81      0.6677      0.2802      0.3408      36.368     744.348     113.101  
        85.0        0.86      0.6923      0.2748      0.3402      36.315     743.197     110.921  
        89.5        0.90      0.7153      0.2687      0.3390      36.181     740.453     108.470  
        94.0        0.95      0.7366      0.2619      0.3369      35.953     735.763     105.705  
        98.4        0.99      0.7585      0.2547      0.3333      35.577     727.974     102.805  
       102.9        1.04      0.7766      0.2464      0.3292      35.148     719.123      99.456  
       107.4        1.08      0.7934      0.2375      0.3241      34.598     707.971      95.859  
       111.8        1.13      0.8090      0.2281      0.3179      33.941     694.430      92.059  



         PROP RPM =       3360

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2851      0.2870      39.775     746.206     136.954  
         4.5        0.04      0.0409      0.2865      0.2899      40.164     753.464     137.628  
         8.9        0.08      0.0813      0.2880      0.2931      40.606     761.695     138.325  
        13.4        0.12      0.1211      0.2896      0.2966      41.102     770.900     139.112  
        17.9        0.17      0.1604      0.2913      0.3005      41.652     781.255     139.944  
        22.4        0.21      0.1999      0.2932      0.3033      42.028     788.336     140.820  
        26.8        0.25      0.2377      0.2948      0.3077      42.644     799.930     141.585  
        31.3        0.29      0.2766      0.2965      0.3104      43.007     806.657     142.439  
        35.8        0.33      0.3125      0.2977      0.3151      43.677     819.225     143.001  
        40.3        0.37      0.3502      0.2988      0.3176      44.012     825.421     143.541  
        44.7        0.41      0.3873      0.2998      0.3202      44.374     832.324     144.035  
        49.2        0.45      0.4199      0.2998      0.3249      45.018     844.273     144.013  
        53.7        0.50      0.4547      0.2999      0.3273      45.353     850.734     144.058  
        58.2        0.54      0.4848      0.2991      0.3318      45.970     862.328     143.698  
        62.6        0.58      0.5171      0.2982      0.3337      46.252     867.727     143.226  
        67.1        0.62      0.5481      0.2968      0.3358      46.547     873.038     142.551  
        71.6        0.66      0.5777      0.2949      0.3378      46.815     878.083     141.675  
        76.1        0.70      0.6022      0.2918      0.3407      47.204     885.075     140.168  
        80.5        0.74      0.6289      0.2886      0.3417      47.351     887.730     138.662  
        85.0        0.79      0.6541      0.2849      0.3423      47.432     889.500     136.864  
        89.5        0.83      0.6777      0.2805      0.3424      47.445     890.385     134.773  
        94.0        0.87      0.6999      0.2755      0.3419      47.378     888.615     132.368  
        98.4        0.91      0.7181      0.2694      0.3414      47.311     887.730     129.423  
       102.9        0.95      0.7377      0.2631      0.3392      47.016     881.977     126.410  
       107.4        0.99      0.7560      0.2562      0.3364      46.614     874.454     123.083  
       111.8        1.03      0.7731      0.2487      0.3327      46.104     864.718     119.486  



         PROP RPM =       3640

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2851      0.2867      50.516     874.631     160.761  
         4.5        0.04      0.0378      0.2864      0.2893      50.972     882.508     161.458  
         8.9        0.08      0.0752      0.2878      0.2921      51.482     891.270     162.245  
        13.4        0.11      0.1122      0.2892      0.2954      52.045     901.006     163.076  
        17.9        0.15      0.1486      0.2908      0.2989      52.662     911.627     163.953  
        22.4        0.19      0.1844      0.2925      0.3028      53.359     924.018     164.920  
        26.8        0.23      0.2206      0.2942      0.3055      53.842     931.984     165.887  
        31.3        0.27      0.2550      0.2958      0.3099      54.606     945.260     166.741  
        35.8        0.31      0.2907      0.2975      0.3124      55.049     953.225     167.708  
        40.3        0.34      0.3236      0.2986      0.3171      55.853     967.387     168.337  
        44.7        0.38      0.3582      0.2998      0.3194      56.283     974.467     168.989  
        49.2        0.42      0.3892      0.3004      0.3240      57.101     988.628     169.326  
        53.7        0.46      0.4223      0.3008      0.3263      57.490     995.709     169.596  
        58.2        0.50      0.4546      0.3012      0.3288      57.932    1002.790     169.798  
        62.6        0.53      0.4824      0.3005      0.3329      58.656    1015.181     169.394  
        67.1        0.57      0.5126      0.2999      0.3350      59.018    1022.261     169.056  
        71.6        0.61      0.5380      0.2984      0.3387      59.689    1033.767     168.247  
        76.1        0.65      0.5659      0.2968      0.3403      59.970    1038.193     167.325  
        80.5        0.69      0.5925      0.2948      0.3419      60.239    1042.618     166.179  
        85.0        0.73      0.6145      0.2918      0.3445      60.695    1050.584     164.538  
        89.5        0.76      0.6387      0.2887      0.3451      60.802    1053.239     162.762  
        94.0        0.80      0.6616      0.2851      0.3454      60.855    1054.124     160.716  
        98.4        0.84      0.6832      0.2809      0.3453      60.842    1053.239     158.378  
       102.9        0.88      0.7035      0.2762      0.3447      60.735    1051.469     155.725  
       107.4        0.92      0.7202      0.2705      0.3441      60.641    1049.698     152.510  
       111.8        0.95      0.7383      0.2647      0.3421      60.279    1043.503     149.228  



         PROP RPM =       3920

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2852      0.2864      63.028    1013.410     186.457  
         4.5        0.04      0.0351      0.2863      0.2888      63.551    1021.376     187.221  
         8.9        0.07      0.0700      0.2876      0.2914      64.128    1031.112     188.053  
        13.4        0.11      0.1044      0.2889      0.2943      64.771    1041.733     188.929  
        17.9        0.14      0.1384      0.2904      0.2976      65.482    1052.354     189.874  
        22.4        0.18      0.1719      0.2919      0.3011      66.260    1065.630     190.885  
        26.8        0.21      0.2047      0.2936      0.3049      67.105    1078.906     191.942  
        31.3        0.25      0.2381      0.2953      0.3077      67.708    1088.642     193.043  
        35.8        0.28      0.2698      0.2967      0.3120      68.633    1103.688     194.010  
        40.3        0.32      0.3027      0.2984      0.3145      69.210    1112.539     195.112  
        44.7        0.35      0.3329      0.2995      0.3189      70.176    1128.470     195.831  
        49.2        0.39      0.3650      0.3007      0.3213      70.712    1136.436     196.640  
        53.7        0.43      0.3935      0.3013      0.3257      71.664    1152.367     197.000  
        58.2        0.46      0.4243      0.3020      0.3280      72.174    1160.333     197.450  
        62.6        0.50      0.4510      0.3020      0.3323      73.112    1175.379     197.450  
        67.1        0.53      0.4801      0.3019      0.3344      73.568    1183.345     197.405  
        71.6        0.57      0.5084      0.3017      0.3365      74.065    1191.310     197.270  
        76.1        0.60      0.5322      0.3004      0.3401      74.829    1202.816     196.393  
        80.5        0.64      0.5585      0.2992      0.3419      75.231    1209.897     195.651  
        85.0        0.67      0.5803      0.2972      0.3448      75.888    1220.518     194.302  
        89.5        0.71      0.6045      0.2951      0.3460      76.143    1224.058     192.931  
        94.0        0.74      0.6276      0.2926      0.3470      76.371    1227.598     191.312  
        98.4        0.78      0.6466      0.2892      0.3488      76.760    1233.794     189.087  
       102.9        0.82      0.6676      0.2857      0.3488      76.773    1234.679     186.771  
       107.4        0.85      0.6875      0.2817      0.3486      76.720    1233.794     184.208  
       111.8        0.89      0.7063      0.2773      0.3480      76.572    1231.139     181.308  



         PROP RPM =       4200

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2852      0.2861      77.444    1162.103     214.063  
         4.5        0.03      0.0328      0.2863      0.2883      78.047    1170.954     214.872  
         8.9        0.07      0.0654      0.2875      0.2908      78.704    1180.690     215.772  
        13.4        0.10      0.0976      0.2887      0.2934      79.429    1192.195     216.693  
        17.9        0.13      0.1295      0.2900      0.2964      80.220    1203.701     217.705  
        22.4        0.17      0.1609      0.2915      0.2995      81.091    1216.978     218.762  
        26.8        0.20      0.1919      0.2929      0.3031      82.030    1231.139     219.886  
        31.3        0.23      0.2223      0.2945      0.3068      83.063    1246.185     221.055  
        35.8        0.26      0.2531      0.2962      0.3098      83.827    1257.691     222.336  
        40.3        0.30      0.2824      0.2976      0.3138      84.927    1274.507     223.370  
        44.7        0.33      0.3110      0.2991      0.3182      86.107    1292.209     224.472  
        49.2        0.36      0.3409      0.3004      0.3207      86.804    1302.830     225.483  
        53.7        0.40      0.3707      0.3018      0.3233      87.502    1313.451     226.607  
        58.2        0.43      0.3972      0.3023      0.3274      88.615    1329.382     226.832  
        62.6        0.46      0.4258      0.3033      0.3299      89.285    1340.003     227.732  
        67.1        0.50      0.4508      0.3032      0.3339      90.371    1355.934     227.507  
        71.6        0.53      0.4780      0.3036      0.3362      90.988    1365.670     227.732  
        76.1        0.56      0.5013      0.3029      0.3398      91.994    1380.716     227.282  
        80.5        0.60      0.5269      0.3024      0.3418      92.517    1388.682     227.057  
        85.0        0.63      0.5485      0.3011      0.3452      93.429    1401.958     226.158  
        89.5        0.66      0.5724      0.2999      0.3467      93.831    1408.154     225.034  
        94.0        0.69      0.5954      0.2984      0.3481      94.233    1414.349     223.955  
        98.4        0.73      0.6144      0.2958      0.3504      94.837    1423.200     221.999  
       102.9        0.76      0.6356      0.2933      0.3512      95.051    1426.740     220.178  
       107.4        0.79      0.6529      0.2901      0.3527      95.481    1432.936     217.728  
       111.8        0.83      0.6724      0.2867      0.3527      95.454    1432.051     215.187  



