surface_area,density,mass,coordIxx,coordIxy,coordIxz,coordIyx,coordIyy,coordIyz,coordIzx,coordIzy,coordIzz,cgIxx,cgIxy,cgIxz,cgIyx,cgIyy,cgIyz,cgIzx,cgIzy,cgIzz,Component,Component_param_THICKNESS,Component_param_CHORD_1,Component_param_SPAN,Component_param_TAPER_OFFSET,Component_param_CHORD_2,Component_param_LOAD
129123908.09561685,1.0780109023996256e-10,0.5637181837785025,24099239.921522293,0.0,-351246.4082145783,0.0,1629137.0419660492,0.0,-351246.4082145783,0.0,25423968.955436025,23985086.991651583,0.0,0.0,0.0,434205.5588469546,0.0,0.0,0.0,24343190.402187638,naca_wing,750.0,3100.0,900.0,1.0,3100.0,8448.85
153128453.82234547,1.0780109023996256e-10,0.7443576648815118,36277569.63344314,0.0,-566867.3030501127,0.0,2250428.3082037065,0.0,-566867.3030501127,0.0,37927549.05047539,36052401.43981648,0.0,0.0,0.0,598155.628407444,0.0,0.0,0.0,36500444.56430578,naca_wing,800.0,3100.0,1100.0,1.0,3100.0,9357.112
381067481.7544502,1.0780109023996256e-10,2.5125655093122616,182846843.73484603,0.0,-6086644.23736628,0.0,16435292.783944134,0.0,-6086644.23736628,0.0,183184974.41636872,176810405.0987233,0.0,0.0,0.0,4261586.744725606,0.0,0.0,0.0,177047707.01327288,naca_wing,850.0,3500.0,3100.0,1.0,3500.0,9642.015
172586969.02333164,1.0780109023996256e-10,4.815377476525485,68237057.31159803,0.0,-12783338.222939255,0.0,38017026.89300302,0.0,-12783338.222939255,0.0,52289768.19741288,48000433.466499664,0.0,0.0,0.0,9705254.872353561,0.0,0.0,0.0,44214620.02186179,naca_wing,360.0,2900.0,4100.0,1.0,2900.0,9995.76
199806333.26763746,1.0780109023996256e-10,1.6664070951634335,64414458.55724928,0.0,-2265841.2108915774,0.0,6268318.210749209,0.0,-2265841.2108915774,0.0,65783542.70933184,62577244.84293809,0.0,0.0,0.0,1636635.7690010157,0.0,0.0,0.0,62989073.981894836,naca_wing,750.0,2900.0,2100.0,1.0,2900.0,9768.97
167603220.05176908,1.0780109023996256e-10,0.7462084317182482,41171672.457654044,0.0,-604939.7756947003,0.0,2516426.2211592365,0.0,-604939.7756947003,0.0,43086156.83478096,40945944.407059275,0.0,0.0,0.0,669490.1228570197,0.0,0.0,0.0,41464948.787073515,naca_wing,800.0,3300.0,1100.0,1.0,3300.0,9357.112
233978173.37107995,1.0780109023996256e-10,1.533536554639846,76375307.76487459,0.0,-2301489.3878141427,0.0,6535537.820285494,0.0,-2301489.3878141427,0.0,78402245.27348803,74684583.71338417,0.0,0.0,0.0,1711923.219594105,0.0,0.0,0.0,75269354.72428706,naca_wing,775.0,3200.0,2100.0,1.0,3200.0,8693.509
180326579.40143183,1.0780109023996256e-10,0.5375807020167762,33464031.686443266,0.0,-448896.33591549756,0.0,1910146.8671339308,0.0,-448896.33591549756,0.0,34940530.32815175,33301413.52408319,0.0,0.0,0.0,508381.013803318,0.0,0.0,0.0,33701382.63718121,naca_wing,825.0,3400.0,1100.0,1.0,3400.0,5716.086
167603220.05176908,1.0780109023996256e-10,0.7462084317182482,41171672.457654044,0.0,-604939.7756947003,0.0,2516426.2211592365,0.0,-604939.7756947003,0.0,43086156.83478096,40945944.407059275,0.0,0.0,0.0,669490.1228570197,0.0,0.0,0.0,41464948.787073515,naca_wing,800.0,3300.0,1100.0,1.0,3300.0,9357.112
268630358.0342622,1.0780109023996256e-10,1.110656683408846,78604468.60811499,0.0,-1649044.0808843407,0.0,5043759.046931582,0.0,-1649044.0808843407,0.0,80975248.50016363,77602100.9513385,0.0,0.0,0.0,1328468.2802406903,0.0,0.0,0.0,78262325.39024922,naca_wing,850.0,3500.0,1900.0,1.0,3500.0,6619.815
116994116.8889163,1.0780109023996256e-10,0.4004492819358863,14998706.307603065,0.0,-233356.06839480172,0.0,1025781.843909221,0.0,-233356.06839480172,0.0,15808245.662854621,14917615.332571113,0.0,0.0,0.0,273160.4891886869,0.0,0.0,0.0,15136715.28316604,naca_wing,750.0,2900.0,900.0,1.0,2900.0,4994.4243
340712587.0634545,1.0836046894072143e-10,2.676325895994445,155860155.08523154,0.0,-6483355.019504663,0.0,17506494.571943,0.0,-6483355.019504663,0.0,156220331.55754367,149430282.48081103,0.0,0.0,0.0,4539339.862299759,0.0,0.0,0.0,149683049.45232093,naca_wing,756.0,3500.0,3100.0,1.0,3500.0,9964.674
329234172.9161161,1.0836046894072143e-10,3.839983639886709,152475569.41823685,0.0,-10899856.857971493,0.0,31577430.640246306,0.0,-10899856.857971493,0.0,141019555.03368953,136338038.17161298,0.0,0.0,0.0,8077752.252985665,0.0,0.0,0.0,133657407.89305277,naca_wing,672.0,3100.0,4100.0,1.0,3100.0,9905.226
204729428.87234774,1.0836046894072143e-10,0.5662976452234117,44395095.36420307,0.0,-486802.3896804077,0.0,2118744.425338282,0.0,-486802.3896804077,0.0,46057026.54494142,44223790.32652299,0.0,0.0,0.0,564079.2144383244,0.0,0.0,0.0,44673666.37172154,naca_wing,900.0,3500.0,1100.0,1.0,3500.0,6490.3647
259420978.40177998,1.0836046894072143e-10,1.7153044954186276,96920343.57252917,0.0,-2895303.622928651,0.0,8578875.915543467,0.0,-2895303.622928651,0.0,100456227.03158113,95029220.36633013,0.0,0.0,0.0,2255052.0574433208,0.0,0.0,0.0,96023526.37968002,naca_wing,735.0,3600.0,2100.0,1.0,3600.0,9969.425
415283707.920095,1.0836046894072143e-10,1.3331660786077137,178070094.918098,0.0,-2563559.5843529208,0.0,8069738.105021524,0.0,-2563559.5843529208,0.0,182220322.76588163,176600279.31643298,0.0,0.0,0.0,2128723.711424269,0.0,0.0,0.0,177749123.97394937,naca_wing,1000.0,4100.0,2100.0,1.0,4100.0,7937.2153
331713232.2323608,1.0836046894072143e-10,2.4799028227551734,143771107.5704017,0.0,-5494036.187007081,0.0,14867199.31114227,0.0,-5494036.187007081,0.0,142750386.50909498,137813141.03873238,0.0,0.0,0.0,3843001.966711713,0.0,0.0,0.0,137684155.69633374,naca_wing,825.0,3200.0,3100.0,1.0,3200.0,9344.969
338257013.1449281,1.0836046894072143e-10,5.219240180789261,172487599.79979685,0.0,-19413909.347048678,0.0,58211332.00100841,0.0,-19413909.347048678,0.0,147156361.96423745,141159110.61460936,0.0,0.0,0.0,14852263.431430195,0.0,0.0,0.0,135125782.5798467,naca_wing,525.0,3400.0,4900.0,1.0,3400.0,9999.383
150916440.74112624,1.0836046894072143e-10,0.4171013534284278,22957742.467973318,0.0,-276658.1143898756,0.0,1350970.3750058226,0.0,-276658.1143898756,0.0,24083477.971505694,22873279.44390406,0.0,0.0,0.0,360315.4036176796,0.0,0.0,0.0,23177286.02418681,naca_wing,800.0,3300.0,900.0,1.0,3300.0,5469.773
227576779.43060234,1.0836046894072143e-10,3.218174784511614,82301093.65152073,0.0,-8243656.231277184,0.0,22320217.204105854,0.0,-8243656.231277184,0.0,84003524.44934711,74569428.73173156,0.0,0.0,0.0,5799000.64641045,0.0,0.0,0.0,75213972.81144086,naca_wing,456.0,3700.0,3100.0,1.0,3700.0,9986.91
174932755.52590734,1.0836046894072143e-10,0.49166130162564925,34337445.36416358,0.0,-345785.9677720735,0.0,1773868.5183646393,0.0,-345785.9677720735,0.0,35845816.90522784,34237883.95058438,0.0,0.0,0.0,473360.56124363956,0.0,0.0,0.0,34644870.361686036,naca_wing,850.0,3500.0,900.0,1.0,3500.0,7271.722
199806333.26763746,1.0836046894072143e-10,1.5084851707128613,58310034.6818788,0.0,-2051112.1656528935,0.0,5674282.768999606,0.0,-2051112.1656528935,0.0,59549373.58464072,56646929.87902933,0.0,0.0,0.0,1481535.211030855,0.0,0.0,0.0,57019730.82952143,naca_wing,750.0,2900.0,2100.0,1.0,2900.0,8372.529
