        83x22_2_800_46_960                                 (83x22_2_800_46_960.dat)

         PROP RPM =       400

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2653      0.3700       7.502    1181.575      64.138  
         4.5        0.14      0.1023      0.2709      0.3769       7.638    1203.701      65.509  
         8.9        0.28      0.2039      0.2784      0.3887       7.877    1240.875      67.308  
        13.4        0.43      0.3058      0.2877      0.4017       8.141    1282.473      69.578  
        17.9        0.57      0.4012      0.2955      0.4192       8.498    1339.118      71.444  
        22.4        0.71      0.4921      0.3016      0.4360       8.839    1392.222      72.906  
        26.8        0.85      0.5731      0.3037      0.4525       9.173    1445.327      73.423  
        31.3        1.00      0.6428      0.3006      0.4659       9.443    1487.810      72.681  
        35.8        1.14      0.7016      0.2917      0.4734       9.595    1511.707      70.523  
        40.3        1.28      0.7532      0.2772      0.4713       9.555    1505.512      67.016  
        44.7        1.42      0.7961      0.2573      0.4599       9.321    1469.224      62.205  
        49.2        1.57      0.8355      0.2339      0.4383       8.886    1400.188      56.562  
        53.7        1.71      0.8617      0.2058      0.4079       8.269    1302.830      49.773  
        58.2        1.85      0.8835      0.1769      0.3703       7.507    1182.460      42.759  
        62.6        1.99      0.9007      0.1470      0.3251       6.590    1038.193      35.542  
        67.1        2.13      0.9118      0.1162      0.2719       5.512     868.435      28.079  
        71.6        2.28      0.9126      0.0844      0.2105       4.266     672.214      20.397  
        76.1        2.42      0.8885      0.0516      0.1405       2.848     448.733      12.477  
        80.5        2.56      0.7401      0.0178      0.0618       1.252     197.195       4.314  



         PROP RPM =       480

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2653      0.3695      12.945    1699.343      92.374  
         4.5        0.12      0.0854      0.2699      0.3748      13.130    1724.125      93.970  
         8.9        0.24      0.1706      0.2758      0.3835      13.437    1763.954      96.016  
        13.4        0.36      0.2553      0.2831      0.3944      13.813    1814.403      98.556  
        17.9        0.47      0.3380      0.2904      0.4075      14.282    1874.588     101.097  
        22.4        0.59      0.4164      0.2968      0.4226      14.805    1943.624     103.322  
        26.8        0.71      0.4929      0.3019      0.4358      15.261    2004.694     105.121  
        31.3        0.83      0.5585      0.3036      0.4512      15.811    2075.500     105.683  
        35.8        0.95      0.6204      0.3025      0.4626      16.200    2126.834     105.301  
        40.3        1.07      0.6743      0.2974      0.4707      16.495    2164.892     103.547  
        44.7        1.19      0.7207      0.2881      0.4740      16.602    2179.939     100.310  
        49.2        1.30      0.7628      0.2751      0.4704      16.481    2163.122      95.769  
        53.7        1.42      0.7968      0.2578      0.4605      16.132    2117.984      89.766  
        58.2        1.54      0.8281      0.2381      0.4433      15.529    2039.212      82.910  
        62.6        1.66      0.8542      0.2158      0.4195      14.698    1929.463      75.154  
        67.1        1.78      0.8740      0.1920      0.3907      13.678    1796.701      66.836  
        71.6        1.90      0.8908      0.1675      0.3566      12.494    1640.928      58.293  
        76.1        2.02      0.9042      0.1423      0.3173      11.114    1459.488      49.548  
        80.5        2.13      0.9134      0.1165      0.2724       9.539    1252.381      40.578  
        85.0        2.25      0.9158      0.0901      0.2216       7.762    1018.721      31.361  
        89.5        2.37      0.9049      0.0629      0.1649       5.777     758.509      21.908  
        94.0        2.49      0.8551      0.0351      0.1022       3.579     469.886      12.214  
        98.4        2.61      0.5136      0.0065      0.0332       1.163     152.675       2.275  



         PROP RPM =       560

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2654      0.3692      20.531    2310.930     125.758  
         4.5        0.10      0.0733      0.2693      0.3734      20.772    2338.367     127.579  
         8.9        0.20      0.1465      0.2740      0.3803      21.148    2379.966     129.850  
