        83x48_4_400_51_380                                 (83x48_4_400_51_380.dat)

         PROP RPM =       200

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        44.7        2.37      0.7292      0.5531      1.7984       7.876    2068.419      48.132  
        49.2        2.61      0.7578      0.5174      1.7814       7.799    2048.063      45.029  
        53.7        2.85      0.7835      0.4810      1.7461       7.646    2008.234      41.837  
        58.2        3.08      0.8065      0.4430      1.6937       7.413    1946.279      38.555  
        62.6        3.32      0.8271      0.4039      1.6206       7.095    1863.082      35.138  
        67.1        3.56      0.8452      0.3630      1.5281       6.689    1756.873      31.586  
        71.6        3.79      0.8605      0.3208      1.4149       6.194    1626.767      27.921  
        76.1        4.03      0.8724      0.2771      1.2809       5.607    1472.764      24.122  
        80.5        4.27      0.8794      0.2318      1.1251       4.926    1293.979      20.172  
        85.0        4.51      0.8784      0.1847      0.9477       4.149    1089.527      16.081  
        89.5        4.74      0.8625      0.1360      0.7480       3.275     860.027      11.838  
        94.0        4.98      0.8100      0.0855      0.5259       2.303     604.594       7.443  
        98.4        5.22      0.6176      0.0332      0.2809       1.230     322.964       2.893  



         PROP RPM =       280

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3405      1.0633       7.393    1663.940      40.353  
         4.5        0.20      0.0680      0.3543      1.0594       7.366    1657.745      41.972  
         8.9        0.41      0.1419      0.3742      1.0722       7.455    1678.101      44.332  
        13.4        0.61      0.2204      0.4000      1.1073       7.699    1732.976      47.390  
        17.9        0.81      0.2997      0.4306      1.1685       8.125    1828.564      51.032  
        22.4        1.02      0.3753      0.4647      1.2578       8.749    1969.291      55.033  
        26.8        1.22      0.4454      0.5004      1.3698       9.527    2144.536      59.282  
        31.3        1.42      0.5117      0.5349      1.4879      10.345    2328.631      63.374  
        35.8        1.63      0.5656      0.5597      1.6097      11.188    2518.037      66.296  
        40.3        1.83      0.6194      0.5775      1.7059      11.860    2669.385      68.432  
        44.7        2.03      0.6648      0.5806      1.7753      12.344    2778.249      68.792  
        49.2        2.24      0.7096      0.5717      1.8021      12.528    2819.848      67.735  
        53.7        2.44      0.7385      0.5438      1.7960      12.489    2810.997      64.430  
        58.2        2.64      0.7624      0.5132      1.7789      12.366    2783.560      60.788  
        62.6        2.85      0.7842      0.4818      1.7473      12.151    2734.881      57.057  
        67.1        3.05      0.8042      0.4492      1.7034      11.841    2665.845      53.212  
        71.6        3.25      0.8223      0.4159      1.6450      11.435    2573.797      49.256  
        76.1        3.46      0.8387      0.3814      1.5719      10.927    2459.622      45.187  
        80.5        3.66      0.8533      0.3459      1.4831      10.314    2321.551      40.983  
        85.0        3.86      0.8657      0.3093      1.3796       9.595    2159.582      36.644  
        89.5        4.07      0.8755      0.2716      1.2614       8.769    1973.716      32.170  
        94.0        4.27      0.8817      0.2327      1.1264       7.832    1763.069      27.562  
        98.4        4.47      0.8825      0.1925      0.9756       6.783    1526.754      22.796  
       102.9        4.68      0.8738      0.1510      0.8083       5.620    1264.772      17.897  
       107.4        4.88      0.8465      0.1083      0.6245       4.342     977.122      12.837  
       111.8        5.08      0.7711      0.0643      0.4240       2.948     663.452       7.621  



         PROP RPM =       320

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3406      1.0627      11.030    2171.973      52.695  
         4.5        0.18      0.0592      0.3523      1.0585      10.986    2164.007      54.516  
         8.9        0.36      0.1230      0.3688      1.0664      11.067    2179.939      57.057  
        13.4        0.53      0.1908      0.3899      1.0905      11.317    2228.618      60.339  
        17.9        0.71      0.2605      0.4151      1.1337      11.766    2317.125      64.228  
        22.4        0.89      0.3292      0.4434      1.1979      12.433    2449.001      68.612  
        26.8        1.07      0.3936      0.4736      1.2846      13.330    2625.131      73.288  
        31.3        1.25      0.4539      0.5050      1.3856      14.376    2831.354      78.121  
        35.8        1.42      0.5124      0.5356      1.4867      15.435    3039.346      82.865  
        40.3        1.60      0.5607      0.5577      1.5926      16.535    3256.189      86.327  
        44.7        1.78      0.6062      0.5740      1.6840      17.473    3442.940      88.822  
        49.2        1.96      0.6495      0.5821      1.7534      18.198    3584.552      90.081  
        53.7        2.13      0.6895      0.5794      1.7948      18.627    3667.749      89.676  
        58.2        2.31      0.7231      0.5635      1.8021      18.707    3683.680      87.203  
        62.6        2.49      0.7453      0.5368      1.7948      18.627    3667.749      83.089  
        67.1        2.67      0.7658      0.5101      1.7765      18.439    3631.461      78.908  
        71.6        2.85      0.7848      0.4821      1.7497      18.157    3575.701      74.637  
        76.1        3.02      0.8023      0.4539      1.7107      17.755    3497.815      70.253  
        80.5        3.20      0.8185      0.4248      1.6620      17.246    3397.801      65.757  
        85.0        3.38      0.8335      0.3953      1.6024      16.629    3275.661      61.148  
        89.5        3.56      0.8470      0.3646      1.5318      15.891    3129.624      56.405  
        94.0        3.74      0.8592      0.3331      1.4490      15.033    2960.575      51.549  
        98.4        3.91      0.8696      0.3008      1.3540      14.054    2766.743      46.558  
       102.9        4.09      0.8780      0.2676      1.2468      12.942    2549.015      41.410  
       107.4        4.27      0.8836      0.2335      1.1281      11.708    2305.619      36.127  
       111.8        4.45      0.8852      0.1984      0.9969      10.346    2037.442      30.709  



         PROP RPM =       360

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3407      1.0622      15.690    2748.157      66.723  
         4.5        0.16      0.0524      0.3509      1.0579      15.636    2736.651      68.724  
         8.9        0.32      0.1085      0.3648      1.0629      15.703    2749.927      71.444  
        13.4        0.47      0.1680      0.3825      1.0799      15.958    2793.295      74.906  
        17.9        0.63      0.2297      0.4035      1.1113      16.427    2874.722      79.043  
        22.4        0.79      0.2917      0.4275      1.1588      17.125    2997.748      83.741  
        26.8        0.95      0.3517      0.4535      1.2237      18.077    3165.027      88.822  
        31.3        1.11      0.4075      0.4810      1.3065      19.297    3378.330      94.172  
        35.8        1.26      0.4604      0.5085      1.3966      20.638    3613.760      99.590  
        40.3        1.42      0.5130      0.5360      1.4867      21.966    3845.649     104.941  
        44.7        1.58      0.5564      0.5562      1.5805      23.347    4088.160     108.920  
        49.2        1.74      0.5990      0.5728      1.6633      24.581    4304.118     112.225  
        53.7        1.90      0.6366      0.5814      1.7327      25.613    4483.788     113.888  
        58.2        2.06      0.6725      0.5825      1.7814      26.311    4606.813     114.091  
        62.6        2.21      0.7061      0.5752      1.8033      26.646    4664.343     112.629  
        67.1        2.37      0.7312      0.5554      1.8021      26.619    4660.803     108.785  
        71.6        2.53      0.7504      0.5318      1.7923      26.485    4637.791     104.154  
        76.1        2.69      0.7684      0.5077      1.7753      26.244    4594.422      99.411  
        80.5        2.85      0.7852      0.4829      1.7509      25.868    4529.812      94.600  
        85.0        3.00      0.8008      0.4581      1.7181      25.386    4443.960      89.676  
        89.5        3.16      0.8155      0.4321      1.6767      24.769    4335.980      84.641  
        94.0        3.32      0.8291      0.4058      1.6255      24.018    4205.874      79.492  
        98.4        3.48      0.8417      0.3791      1.5671      23.146    4052.757      74.232  
       102.9        3.64      0.8533      0.3515      1.4977      22.140    3875.742      68.837  
       107.4        3.79      0.8636      0.3233      1.4210      20.987    3674.830      63.306  
       111.8        3.95      0.8726      0.2943      1.3333      19.700    3449.136      57.641  



         PROP RPM =       400

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3407      1.0618      21.523    3391.606      82.370  
         4.5        0.14      0.0471      0.3498      1.0575      21.429    3377.445      84.573  
         8.9        0.28      0.0971      0.3618      1.0604      21.497    3387.180      87.473  
        13.4        0.43      0.1500      0.3769      1.0728      21.751    3426.124      91.138  
        17.9        0.57      0.2050      0.3949      1.0963      22.221    3501.355      95.476  
        22.4        0.71      0.2610      0.4155      1.1324      22.958    3616.415     100.445  
        26.8        0.85      0.3164      0.4380      1.1821      23.964    3774.843     105.885  
        31.3        1.00      0.3693      0.4620      1.2456      25.251    3978.410     111.663  
        35.8        1.14      0.4207      0.4880      1.3199      26.753    4216.495     117.935  
        40.3        1.28      0.4690      0.5132      1.4015      28.403    4475.822     124.095  
        44.7        1.42      0.5134      0.5364      1.4867      30.133    4746.655     129.647  
        49.2        1.57      0.5532      0.5550      1.5707      31.836    5016.603     134.211  
        53.7        1.71      0.5890      0.5694      1.6499      33.458    5270.619     137.651  
        58.2        1.85      0.6250      0.5798      1.7156      34.773    5479.497     140.146  
        62.6        1.99      0.6570      0.5825      1.7668      35.819    5643.236     140.888  
        67.1        2.13      0.6881      0.5794      1.7972      36.436    5740.594     140.078  
        71.6        2.28      0.7193      0.5701      1.8057      36.596    5765.376     137.875  
        76.1        2.42      0.7374      0.5492      1.8021      36.516    5753.870     132.772  
        80.5        2.56      0.7544      0.5279      1.7923      36.315    5722.892     127.602  
        85.0        2.70      0.7704      0.5058      1.7753      35.993    5671.558     122.341  
        89.5        2.85      0.7854      0.4837      1.7534      35.537    5598.982     116.968  
        94.0        2.99      0.7996      0.4612      1.7241      34.947    5505.164     111.505  
        98.4        3.13      0.8129      0.4384      1.6876      34.209    5390.104     105.952  
       102.9        3.27      0.8255      0.4147      1.6438      33.324    5251.148     100.265  
       107.4        3.42      0.8372      0.3907      1.5939      32.305    5090.064      94.465  
       111.8        3.56      0.8481      0.3661      1.5354      31.138    4905.969      88.530  



         PROP RPM =       440

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3408      1.0614      28.631    4102.321      99.680  
         4.5        0.13      0.0427      0.3489      1.0573      28.523    4085.504     102.063  
         8.9        0.26      0.0878      0.3594      1.0588      28.564    4091.700     105.143  
        13.4        0.39      0.1354      0.3726      1.0680      28.819    4127.103     108.987  
        17.9        0.52      0.1850      0.3884      1.0860      29.301    4197.024     113.551  
        22.4        0.65      0.2357      0.4058      1.1139      30.052    4305.003     118.767  
        26.8        0.78      0.2866      0.4256      1.1527      31.098    4454.580     124.522  
        31.3        0.91      0.3362      0.4469      1.2030      32.453    4649.297     130.681  
        35.8        1.03      0.3835      0.4686      1.2651      34.129    4889.152     137.133  
        40.3        1.16      0.4297      0.4926      1.3345      36.006    5156.445     144.058  
        44.7        1.29      0.4733      0.5155      1.4088      38.005    5444.094     150.779  
        49.2        1.42      0.5138      0.5364      1.4867      40.096    5743.249     156.984  
        53.7        1.55      0.5505      0.5542      1.5634      42.162    6039.749     162.132  
        58.2        1.68      0.5840      0.5682      1.6353      44.133    6321.203     166.179  
        62.6        1.81      0.6182      0.5798      1.6986      45.823    6562.828     169.573  
        67.1        1.94      0.6448      0.5821      1.7521      47.271    6770.821     170.338  
        71.6        2.07      0.6754      0.5829      1.7862      48.196    6903.582     170.540  
        76.1        2.20      0.7030      0.5771      1.8057      48.706    6977.043     168.809  
        80.5        2.33      0.7263      0.5635      1.8069      48.733    6980.583     164.830  
        85.0        2.46      0.7424      0.5442      1.8021      48.599    6961.997     159.187  
        89.5        2.59      0.7576      0.5244      1.7911      48.330    6923.054     153.477  
        94.0        2.72      0.7720      0.5046      1.7765      47.928    6864.639     147.655  
        98.4        2.85      0.7856      0.4845      1.7558      47.365    6784.097     141.765  
       102.9        2.98      0.7985      0.4639      1.7290      46.654    6683.198     135.762  
       107.4        3.10      0.8108      0.4434      1.6974      45.796    6559.288     129.670  
       111.8        3.23      0.8223      0.4221      1.6596      44.777    6413.251     123.443  



         PROP RPM =       480

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3408      1.0612      37.173    4880.301     118.654  
         4.5        0.12      0.0391      0.3482      1.0571      37.026    4861.715     121.217  
         8.9        0.24      0.0802      0.3575      1.0577      37.052    4865.255     124.477  
        13.4        0.36      0.1234      0.3691      1.0646      37.294    4896.233     128.523  
        17.9        0.47      0.1684      0.3828      1.0784      37.777    4959.958     133.267  
        22.4        0.59      0.2146      0.3984      1.1006      38.554    5061.742     138.707  
        26.8        0.71      0.2614      0.4159      1.1315      39.627    5204.239     144.732  
        31.3        0.83      0.3077      0.4345      1.1718      41.049    5389.219     151.229  
        35.8        0.95      0.3526      0.4542      1.2225      42.805    5619.339     158.108  
        40.3        1.07      0.3951      0.4744      1.2821      44.897    5895.482     165.212  
        44.7        1.19      0.4370      0.4961      1.3467      47.164    6192.867     172.766  
        49.2        1.30      0.4768      0.5174      1.4149      49.564    6507.954     180.094  
        53.7        1.42      0.5141      0.5368      1.4855      52.045    6834.546     186.929  
        58.2        1.54      0.5483      0.5535      1.5561      54.512    7158.483     192.729  
        62.6        1.66      0.5797      0.5670      1.6243      56.873    7467.374     197.405  
        67.1        1.78      0.6080      0.5759      1.6852      59.032    7751.483     200.575  
        71.6        1.90      0.6377      0.5833      1.7351      60.788    7981.603     203.070  
        76.1        2.02      0.6645      0.5849      1.7741      62.156    8161.273     203.632  
        80.5        2.13      0.6886      0.5806      1.7996      63.055    8279.873     202.193  
        85.0        2.25      0.7152      0.5744      1.8094      63.377    8320.586     199.945  
        89.5        2.37      0.7319      0.5577      1.8069      63.310    8312.621     194.190  
        94.0        2.49      0.7464      0.5399      1.8021      63.108    8286.953     188.030  
        98.4        2.61      0.7602      0.5221      1.7923      62.760    8240.930     181.781  
       102.9        2.73      0.7732      0.5039      1.7777      62.250    8174.549     175.441  
       107.4        2.85      0.7857      0.4852      1.7582      61.593    8086.927     168.989  
       111.8        2.96      0.7976      0.4666      1.7351      60.762    7977.177     162.469  



         PROP RPM =       520

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3408      1.0609      47.244    5726.433     139.269  
         4.5        0.11      0.0360      0.3476      1.0570      47.070    5705.191     142.012  
         8.9        0.22      0.0737      0.3560      1.0570      47.070    5705.191     145.474  
        13.4        0.33      0.1133      0.3663      1.0621      47.298    5732.628     149.678  
        17.9        0.44      0.1544      0.3784      1.0731      47.781    5791.928     154.624  
        22.4        0.55      0.1968      0.3922      1.0907      48.572    5887.516     160.289  
        26.8        0.66      0.2400      0.4077      1.1157      49.685    6022.048     166.561  
        31.3        0.77      0.2831      0.4244      1.1485      51.147    6199.062     173.350  
        35.8        0.88      0.3254      0.4418      1.1895      52.970    6420.331     180.589  
        40.3        0.99      0.3662      0.4604      1.2383      55.170    6686.739     188.143  
        44.7        1.09      0.4047      0.4794      1.2968      57.744    6999.170     195.921  
        49.2        1.20      0.4431      0.4996      1.3576      60.440    7325.762     204.059  
        53.7        1.31      0.4798      0.5190      1.4210      63.256    7667.401     211.995  
        58.2        1.42      0.5144      0.5372      1.4855      66.179    8021.431     219.504  
        62.6        1.53      0.5463      0.5531      1.5512      69.089    8372.806     225.933  
        67.1        1.64      0.5760      0.5663      1.6133      71.879    8710.904     231.328  
        71.6        1.75      0.6029      0.5756      1.6718      74.453    9027.761     235.150  
        76.1        1.86      0.6278      0.5814      1.7229      76.733    9302.134     237.623  
        80.5        1.97      0.6542      0.5852      1.7631      78.503    9514.552     239.197  
        85.0        2.08      0.6773      0.5837      1.7923      79.804    9673.865     238.522  
        89.5        2.19      0.7009      0.5790      1.8082      80.528    9762.373     236.499  
        94.0        2.30      0.7226      0.5694      1.8118      80.662    9780.074     232.677  
        98.4        2.41      0.7365      0.5531      1.8082      80.555    9762.373     225.933  
       102.9        2.52      0.7497      0.5368      1.8021      80.273    9726.970     219.324  
       107.4        2.63      0.7622      0.5201      1.7923      79.831    9673.865     212.534  
       111.8        2.74      0.7742      0.5035      1.7789      79.227    9603.059     205.655  



         PROP RPM =       560

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3409      1.0607      58.991    6638.945     161.525  
         4.5        0.10      0.0334      0.3471      1.0569      58.777    6615.933     164.470  
         8.9        0.20      0.0683      0.3548      1.0564      58.763    6613.277     168.112  
        13.4        0.30      0.1047      0.3640      1.0602      58.978    6637.174     172.496  
        17.9        0.41      0.1426      0.3749      1.0689      59.461    6691.164     177.644  
        22.4        0.51      0.1817      0.3872      1.0833      60.252    6781.442     183.489  
        26.8        0.61      0.2215      0.4008      1.1038      61.392    6908.892     190.009  
        31.3        0.71      0.2617      0.4159      1.1308      62.894    7078.827     197.090  
        35.8        0.81      0.3015      0.4318      1.1646      64.785    7291.245     204.644  
        40.3        0.91      0.3404      0.4488      1.2058      67.064    7547.916     212.602  
        44.7        1.02      0.3777      0.4659      1.2541      69.760    7850.612     220.830  
        49.2        1.12      0.4129      0.4837      1.3102      72.858    8200.216     229.305  
        53.7        1.22      0.4483      0.5023      1.3662      76.009    8553.361     238.073  
        58.2        1.32      0.4823      0.5201      1.4258      79.281    8921.552     246.615  
        62.6        1.42      0.5107      0.5352      1.4916      82.955    9337.537     253.585  
        67.1        1.52      0.5406      0.5500      1.5512      86.254    9709.268     260.554  
        71.6        1.63      0.5687      0.5628      1.6085      89.486   10072.149     266.623  
        76.1        1.73      0.5944      0.5725      1.6633      92.544   10417.328     271.120  
        80.5        1.83      0.6223      0.5814      1.7095      95.078   10700.552     275.616  
        85.0        1.93      0.6439      0.5841      1.7521      97.425   10966.074     276.740  
        89.5        2.03      0.6674      0.5852      1.7826      99.155   11160.791     277.414  
        94.0        2.13      0.6888      0.5821      1.8045     100.349   11293.552     275.841  
        98.4        2.24      0.7102      0.5759      1.8142     100.885   11355.507     272.918  
       102.9        2.34      0.7277      0.5643      1.8130     100.872   11355.507     267.523  
       107.4        2.44      0.7403      0.5492      1.8106     100.684   11328.955     260.329  
       111.8        2.54      0.7524      0.5341      1.8033     100.322   11293.552     253.135  



         PROP RPM =       600

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3409      1.0604      72.549    7619.607     185.445  
         4.5        0.09      0.0311      0.3467      1.0568      72.294    7593.940     188.570  
         8.9        0.19      0.0635      0.3537      1.0560      72.241    7588.630     192.392  
        13.4        0.28      0.0973      0.3621      1.0588      72.442    7608.986     196.955  
        17.9        0.38      0.1324      0.3718      1.0659      72.911    7659.436     202.283  
        22.4        0.47      0.1686      0.3830      1.0776      73.716    7743.518     208.353  
        26.8        0.57      0.2056      0.3953      1.0945      74.883    7864.773     215.075  
        31.3        0.66      0.2431      0.4089      1.1170      76.411    8026.742     222.404  
        35.8        0.76      0.2805      0.4232      1.1454      78.356    8231.194     230.204  
        40.3        0.85      0.3173      0.4387      1.1800      80.716    8479.015     238.522  
        44.7        0.95      0.3532      0.4546      1.2213      83.519    8772.859     247.290  
        49.2        1.04      0.3875      0.4709      1.2675      86.751    9116.268     256.057  
        53.7        1.14      0.4199      0.4876      1.3211      90.412    9496.850     265.275  
        58.2        1.23      0.4527      0.5046      1.3747      94.046    9877.433     274.492  
        62.6        1.33      0.4845      0.5213      1.4295      97.787   10275.716     283.709  
        67.1        1.42      0.5110      0.5356      1.4916     102.025   10718.253     291.352  
        71.6        1.52      0.5391      0.5492      1.5464     105.806   11116.537     298.771  
        76.1        1.61      0.5659      0.5616      1.6012     109.521   11505.970     305.515  
        80.5        1.71      0.5904      0.5713      1.6523     113.061   11877.701     310.911  
        85.0        1.80      0.6136      0.5787      1.7010     116.333   12222.880     314.957  
        89.5        1.90      0.6381      0.5849      1.7388     118.975   12497.253     318.105  
        94.0        1.99      0.6580      0.5856      1.7741     121.322   12745.074     318.554  
        98.4        2.09      0.6785      0.5845      1.7972     122.972   12913.238     317.880  
       102.9        2.18      0.6978      0.5798      1.8130     124.018   13028.298     315.407  
       107.4        2.28      0.7197      0.5744      1.8167     124.286   13054.850     312.485  
       111.8        2.37      0.7319      0.5604      1.8155     124.219   13046.000     304.841  



