        83x22_4_800_46_1080                                 (83x22_4_800_46_1080.dat)

         PROP RPM =       400

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3166      0.4343       8.805    1386.912      76.547  
         4.5        0.14      0.1037      0.3232      0.4433       8.988    1416.119      78.144  
         8.9        0.28      0.2061      0.3317      0.4581       9.285    1463.028      80.189  
        13.4        0.43      0.3060      0.3418      0.4767       9.663    1522.328      82.617  
        17.9        0.57      0.4043      0.3511      0.4942      10.019    1578.973      84.888  
        22.4        0.71      0.4955      0.3571      0.5129      10.396    1638.273      86.349  
        26.8        0.85      0.5763      0.3578      0.5300      10.744    1693.148      86.507  
        31.3        1.00      0.6458      0.3518      0.5426      10.999    1732.976      85.068  
        35.8        1.14      0.7043      0.3388      0.5476      11.101    1748.907      81.898  
        40.3        1.28      0.7553      0.3193      0.5414      10.974    1729.436      77.199  
        44.7        1.42      0.7973      0.2936      0.5241      10.622    1673.676      70.995  
        49.2        1.57      0.8338      0.2640      0.4956      10.044    1582.513      63.823  
        53.7        1.71      0.8607      0.2304      0.4571       9.266    1460.373      55.708  
        58.2        1.85      0.8822      0.1957      0.4103       8.318    1310.795      47.322  
        62.6        1.99      0.8983      0.1600      0.3548       7.192    1132.895      38.690  
        67.1        2.13      0.9072      0.1233      0.2902       5.882     926.673      29.810  
        71.6        2.28      0.9023      0.0857      0.2161       4.381     690.181      20.705  
        76.1        2.42      0.8577      0.0470      0.1325       2.685     423.066      11.355  
        80.5        2.56      0.4763      0.0072      0.0390       0.790     124.530       1.753  



         PROP RPM =       480

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3167      0.4336      15.180    1994.073     110.269  
         4.5        0.12      0.0867      0.3221      0.4407      15.435    2026.821     112.135  
