        83x7_2_2200_41_1710                                 (83x7_2_2200_41_1710.dat)

         PROP RPM =       1100

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.0795      0.0285      12.030     689.208     145.429  
         4.5        0.05      0.1371      0.0780      0.0294      12.414     711.246     142.596  
         8.9        0.10      0.2630      0.0762      0.0300      12.644     724.522     139.359  
        13.4        0.16      0.3765      0.0742      0.0306      12.893     738.683     135.627  
        17.9        0.21      0.4770      0.0718      0.0312      13.138     752.756     131.311  
        22.4        0.26      0.5644      0.0691      0.0317      13.353     765.058     126.343  
        26.8        0.31      0.6393      0.0660      0.0320      13.517     774.175     120.677  
        31.3        0.36      0.7062      0.0625      0.0321      13.517     774.529     114.315  
        35.8        0.41      0.7586      0.0586      0.0320      13.464     771.608     107.054  
        40.3        0.47      0.8041      0.0541      0.0314      13.221     757.535      99.006  
        44.7        0.52      0.8444      0.0492      0.0302      12.717     728.593      90.014  
        49.2        0.57      0.8707      0.0436      0.0285      12.022     688.854      79.762  
        53.7        0.62      0.8914      0.0379      0.0264      11.128     637.608      69.286  
        58.2        0.67      0.9067      0.0320      0.0238      10.021     574.148      58.585  
        62.6        0.72      0.9161      0.0261      0.0206       8.692     498.031      47.682  
        67.1        0.78      0.9177      0.0200      0.0169       7.132     408.639      36.576  
        71.6        0.83      0.9052      0.0138      0.0127       5.332     305.528      25.291  
        76.1        0.88      0.8534      0.0076      0.0078       3.285     188.255      13.826  
        80.5        0.93      0.4792      0.0012      0.0023       0.986      56.477       2.200  



         PROP RPM =       1320

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.0803      0.0288      20.947    1000.134     211.478  
         4.5        0.04      0.1155      0.0790      0.0295      21.497    1026.687     208.061  
         8.9        0.09      0.2237      0.0776      0.0299      21.805    1040.848     204.419  
        13.4        0.13      0.3236      0.0761      0.0304      22.154    1057.664     200.327  
        17.9        0.17      0.4106      0.0742      0.0312      22.703    1084.216     195.359  
        22.4        0.22      0.4923      0.0722      0.0316      23.025    1099.263     189.986  
        26.8        0.26      0.5650      0.0699      0.0320      23.307    1112.539     183.961  
        31.3        0.30      0.6290      0.0673      0.0323      23.535    1123.160     177.217  
        35.8        0.34      0.6847      0.0645      0.0325      23.656    1129.355     169.686  
        40.3        0.39      0.7328      0.0613      0.0325      23.642    1128.470     161.345  
        44.7        0.43      0.7766      0.0578      0.0321      23.387    1116.964     152.263  
        49.2        0.47      0.8116      0.0540      0.0316      22.998    1098.378     142.237  
        53.7        0.52      0.8455      0.0498      0.0305      22.221    1060.319     131.199  
        58.2        0.56      0.8680      0.0451      0.0291      21.228    1013.410     118.789  
        62.6        0.60      0.8867      0.0403      0.0274      19.995     954.995     106.132  
        67.1        0.65      0.9017      0.0354      0.0254      18.506     883.658      93.251  
        71.6        0.69      0.9130      0.0304      0.0230      16.749     800.019      80.144  
        76.1        0.73      0.9202      0.0254      0.0202      14.724     703.192      66.813  
        80.5        0.78      0.9218      0.0202      0.0170      12.418     592.911      53.302  
        85.0        0.82      0.9146      0.0150      0.0135       9.814     468.558      39.589  
        89.5        0.86      0.8876      0.0098      0.0095       6.910     329.956      25.696  
        94.0        0.91      0.7884      0.0044      0.0051       3.699     176.572      11.638  



         PROP RPM =       1540

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.0812      0.0295      34.089    1394.878     290.903  
         4.5        0.04      0.0996      0.0802      0.0298      34.424    1409.039     287.306  
         8.9        0.07      0.1918      0.0790      0.0304      35.202    1440.901     283.035  
        13.4        0.11      0.2799      0.0777      0.0308      35.604    1456.833     278.314  
        17.9        0.15      0.3620      0.0763      0.0312      36.033    1474.534     273.368  
        22.4        0.18      0.4336      0.0746      0.0318      36.784    1505.512     267.298  
        26.8        0.22      0.5024      0.0728      0.0321      37.173    1521.443     261.003  
        31.3        0.26      0.5648      0.0708      0.0324      37.535    1536.490     253.809  
        35.8        0.30      0.6207      0.0686      0.0327      37.830    1547.995     245.941  
        40.3        0.33      0.6704      0.0662      0.0329      38.018    1555.961     237.398  
        44.7        0.37      0.7144      0.0636      0.0329      38.058    1557.731     227.956  
        49.2        0.41      0.7528      0.0607      0.0328      37.924    1552.421     217.570  
        53.7        0.44      0.7864      0.0576      0.0325      37.575    1537.375     206.375  
        58.2        0.48      0.8179      0.0543      0.0319      36.878    1509.052     194.482  
        62.6        0.52      0.8457      0.0506      0.0309      35.792    1464.798     181.241  
        67.1        0.55      0.8655      0.0465      0.0298      34.451    1409.924     166.583  
        71.6        0.59      0.8825      0.0423      0.0284      32.815    1342.658     151.679  
        76.1        0.63      0.8968      0.0381      0.0267      30.870    1263.887     136.527  
        80.5        0.67      0.9085      0.0338      0.0248      28.631    1171.839     121.127  
        85.0        0.70      0.9174      0.0294      0.0225      26.069    1066.515     105.503  
        89.5        0.74      0.9233      0.0250      0.0200      23.173     947.915      89.654  
        94.0        0.78      0.9251      0.0205      0.0172      19.941     815.950      73.625  
        98.4        0.81      0.9208      0.0160      0.0141      16.360     669.293      57.371  
       102.9        0.85      0.9048      0.0114      0.0107      12.414     508.033      40.938  
       107.4        0.89      0.8582      0.0068      0.0070       8.109     331.903      24.302  
       111.8        0.92      0.6509      0.0021      0.0030       3.432     140.461       7.491  



         PROP RPM =       1760

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.0823      0.0299      51.670    1849.806     385.323  
         4.5        0.03      0.0863      0.0814      0.0305      52.689    1886.979     381.051  
         8.9        0.06      0.1692      0.0805      0.0308      53.118    1902.025     376.555  
        13.4        0.10      0.2454      0.0794      0.0314      54.164    1940.084     371.384  
        17.9        0.13      0.3195      0.0782      0.0316      54.647    1956.900     365.764  
        22.4        0.16      0.3889      0.0769      0.0320      55.196    1976.372     359.919  
        26.8        0.19      0.4496      0.0753      0.0325      56.162    2010.889     352.725  
        31.3        0.23      0.5091      0.0738      0.0328      56.631    2027.706     345.307  
        35.8        0.26      0.5637      0.0720      0.0331      57.087    2043.637     337.214  
        40.3        0.29      0.6096      0.0701      0.0335      57.771    2068.419     327.996  
        44.7        0.32      0.6547      0.0680      0.0336      57.972    2076.385     318.105  
        49.2        0.36      0.6954      0.0657      0.0336      58.039    2078.155     307.539  
        53.7        0.39      0.7318      0.0633      0.0335      57.919    2073.730     296.073  
        58.2        0.42      0.7642      0.0606      0.0334      57.570    2061.339     283.709  
        62.6        0.45      0.7928      0.0578      0.0330      56.967    2040.097     270.445  
        67.1        0.49      0.8204      0.0548      0.0324      55.934    2002.924     256.507  
        71.6        0.52      0.8453      0.0515      0.0315      54.432    1948.934     240.995  
        76.1        0.55      0.8630      0.0479      0.0305      52.648    1885.209     224.022  
        80.5        0.58      0.8786      0.0442      0.0293      50.530    1809.092     206.734  
        85.0        0.61      0.8921      0.0404      0.0278      48.076    1721.470     189.177  
        89.5        0.65      0.9037      0.0366      0.0262      45.246    1620.572     171.394  
        94.0        0.68      0.9133      0.0328      0.0244      42.068    1506.397     153.342  
        98.4        0.71      0.9207      0.0289      0.0223      38.501    1378.946     135.065  
       102.9        0.74      0.9258      0.0249      0.0200      34.545    1237.334     116.563  
       107.4        0.78      0.9278      0.0209      0.0175      30.200    1081.561      97.859  
       111.8        0.81      0.9253      0.0169      0.0147      25.439     910.742      78.930  



         PROP RPM =       1980

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.0836      0.0309      75.929    2417.139     495.704  
         4.5        0.03      0.0767      0.0829      0.0311      76.371    2431.300     491.208  
         8.9        0.06      0.1493      0.0821      0.0316      77.712    2473.784     486.262  
        13.4        0.09      0.2199      0.0812      0.0318      78.275    2491.485     480.866  
        17.9        0.11      0.2846      0.0802      0.0324      79.630    2534.854     474.797  
        22.4        0.14      0.3482      0.0790      0.0326      80.220    2553.440     468.277  
        26.8        0.17      0.4047      0.0778      0.0332      81.534    2595.039     460.858  
        31.3        0.20      0.4609      0.0765      0.0334      82.097    2613.625     452.990  
        35.8        0.23      0.5133      0.0750      0.0336      82.674    2631.327     444.672  
        40.3        0.26      0.5580      0.0734      0.0340      83.706    2664.075     435.005  
        44.7        0.29      0.6029      0.0717      0.0342      84.082    2676.466     424.889  
        49.2        0.32      0.6441      0.0699      0.0343      84.350    2685.316     413.873  
        53.7        0.34      0.6817      0.0679      0.0344      84.471    2688.857     402.183  
        58.2        0.37      0.7158      0.0658      0.0343      84.417    2687.086     389.594  
        62.6        0.40      0.7437      0.0634      0.0343      84.364    2685.316     375.656  
        67.1        0.43      0.7717      0.0610      0.0341      83.733    2665.845     361.043  
        71.6        0.46      0.7968      0.0583      0.0337      82.795    2635.752     345.756  
        76.1        0.49      0.8216      0.0556      0.0331      81.319    2588.843     329.345  
        80.5        0.52      0.8443      0.0526      0.0323      79.308    2524.233     311.810  
        85.0        0.55      0.8604      0.0493      0.0313      77.001    2450.772     292.252  
        89.5        0.57      0.8748      0.0460      0.0302      74.319    2365.804     272.469  
        94.0        0.60      0.8876      0.0426      0.0290      71.235    2267.561     252.461  
        98.4        0.63      0.8989      0.0392      0.0276      67.748    2156.927     232.003  
       102.9        0.66      0.9086      0.0357      0.0260      63.846    2032.131     211.410  
