        83x48_5_400_51_390                                 (83x48_5_400_51_390.dat)

         PROP RPM =       200

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3573      1.1141       2.823     889.500      21.600  
         4.5        0.28      0.0968      0.3791      1.1144       2.824     889.500      22.908  
         8.9        0.57      0.2039      0.4128      1.1525       2.921     920.478      24.954  
        13.4        0.85      0.3142      0.4570      1.2407       3.145     991.284      27.607  
        17.9        1.14      0.4155      0.5066      1.3881       3.516    1108.113      30.619  
        22.4        1.42      0.5062      0.5554      1.5622       3.957    1247.070      33.586  
        26.8        1.71      0.5860      0.5914      1.7241       4.368    1376.291      35.767  
        31.3        1.99      0.6541      0.6042      1.8410       4.664    1470.109      36.531  
        35.8        2.28      0.7162      0.5899      1.8751       4.753    1497.546      35.655  
        40.3        2.56      0.7518      0.5445      1.8556       4.702    1481.615      32.912  
        44.7        2.85      0.7828      0.4977      1.8094       4.585    1444.442      30.079  
        49.2        3.13      0.8099      0.4488      1.7351       4.397    1385.142      27.134  
        53.7        3.42      0.8332      0.3980      1.6316       4.136    1302.830      24.077  
        58.2        3.70      0.8525      0.3453      1.4989       3.798    1196.621      20.874  
        62.6        3.98      0.8667      0.2903      1.3345       3.382    1065.630      17.546  
        67.1        4.27      0.8733      0.2329      1.1387       2.885     908.972      14.080  
        71.6        4.55      0.8663      0.1732      0.9105       2.307     727.000      10.469  
        76.1        4.84      0.8269      0.1110      0.6496       1.645     518.654       6.711  
        80.5        5.12      0.6671      0.0463      0.3554       0.900     283.755       2.797  



         PROP RPM =       240

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3575      1.1130       4.873    1279.818      31.114  
         4.5        0.24      0.0800      0.3748      1.1110       4.864    1277.163      32.620  
         8.9        0.47      0.1677      0.4008      1.1334       4.962    1302.830      34.868  
        13.4        0.71      0.2600      0.4341      1.1885       5.203    1366.555      37.790  
        17.9        0.95      0.3504      0.4736      1.2821       5.612    1473.649      41.207  
        22.4        1.19      0.4344      0.5166      1.4112       6.177    1622.342      44.984  
        26.8        1.42      0.5074      0.5562      1.5598       6.831    1794.046      48.424  
        31.3        1.66      0.5774      0.5895      1.6949       7.423    1948.934      51.324  
        35.8        1.90      0.6356      0.6054      1.8069       7.913    2078.155      52.695  
        40.3        2.13      0.6866      0.6015      1.8690       8.186    2149.846      52.336  
        44.7        2.37      0.7299      0.5763      1.8715       8.196    2152.501      50.155  
        49.2        2.61      0.7584      0.5380      1.8508       8.101    2127.719      46.828  
        53.7        2.85      0.7840      0.4984      1.8106       7.925    2080.810      43.388  
        58.2        3.08      0.8069      0.4581      1.7509       7.664    2012.660      39.881  
        62.6        3.32      0.8272      0.4163      1.6706       7.315    1920.612      36.217  
        67.1        3.56      0.8450      0.3729      1.5707       6.875    1805.552      32.462  
        71.6        3.79      0.8598      0.3282      1.4490       6.342    1665.710      28.573  
        76.1        4.03      0.8710      0.2819      1.3053       5.714    1500.201      24.527  
        80.5        4.27      0.8768      0.2340      1.1394       4.989    1309.910      20.370  
        85.0        4.51      0.8739      0.1845      0.9513       4.165    1093.952      16.058  
        89.5        4.74      0.8536      0.1332      0.7404       3.243     851.353      11.598  
        94.0        4.98      0.7891      0.0803      0.5065       2.218     582.379       6.985  
        98.4        5.22      0.5329      0.0255      0.2492       1.091     286.587       2.216  



         PROP RPM =       280

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3576      1.1122       7.732    1740.942      42.376  
         4.5        0.20      0.0682      0.3720      1.1091       7.711    1735.631      44.063  
         8.9        0.41      0.1422      0.3926      1.1229       7.807    1756.873      46.513  
        13.4        0.61      0.2206      0.4194      1.1593       8.060    1814.403      49.660  
        17.9        0.81      0.2999      0.4508      1.2225       8.499    1912.646      53.415  
        22.4        1.02      0.3756      0.4856      1.3150       9.140    2057.798      57.551  
        26.8        1.22      0.4459      0.5228      1.4307       9.946    2239.239      61.957  
        31.3        1.42      0.5084      0.5570      1.5585      10.838    2440.151      65.981  
        35.8        1.63      0.5667      0.5849      1.6791      11.671    2626.901      69.309  
        40.3        1.83      0.6208      0.6038      1.7789      12.371    2784.445      71.534  
        44.7        2.03      0.6662      0.6062      1.8496      12.863    2895.079      71.826  
        49.2        2.24      0.7090      0.5953      1.8776      13.051    2937.563      70.500  
        53.7        2.44      0.7393      0.5663      1.8678      12.990    2924.286      67.083  
        58.2        2.64      0.7631      0.5333      1.8471      12.839    2889.769      63.171  
        62.6        2.85      0.7848      0.4996      1.8106      12.592    2834.009      59.170  
        67.1        3.05      0.8046      0.4647      1.7619      12.246    2756.122      55.056  
        71.6        3.25      0.8226      0.4290      1.6974      11.798    2655.224      50.852  
        76.1        3.46      0.8387      0.3926      1.6170      11.244    2531.313      46.491  
        80.5        3.66      0.8530      0.3548      1.5220      10.583    2381.736      42.039  
