        90x17_4_1000_46_1780                                 (90x17_4_1000_46_1780.dat)

         PROP RPM =       500

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        35.8        0.70      0.6221      0.2730      0.3071      31.501    3308.409     205.296  
        40.3        0.79      0.6728      0.2637      0.3087      31.648    3324.340     198.326  
        44.7        0.87      0.7201      0.2523      0.3065      31.434    3301.328     189.716  
        49.2        0.96      0.7608      0.2383      0.3014      30.911    3247.339     179.195  
        53.7        1.05      0.7973      0.2222      0.2926      30.012    3152.636     167.123  
        58.2        1.14      0.8276      0.2039      0.2803      28.738    3018.989     153.342  
        62.6        1.22      0.8537      0.1838      0.2637      27.048    2841.089     138.258  
        67.1        1.31      0.8743      0.1627      0.2441      25.037    2630.442     122.341  
        71.6        1.40      0.8918      0.1411      0.2215      22.717    2386.161     106.110  
        76.1        1.49      0.9057      0.1190      0.1954      20.048    2105.592      89.519  
        80.5        1.57      0.9153      0.0965      0.1661      17.031    1788.736      72.591  
        85.0        1.66      0.9182      0.0736      0.1332      13.665    1434.706      55.325  
        89.5        1.75      0.9075      0.0502      0.0967       9.920    1041.733      37.723  
        94.0        1.84      0.8541      0.0263      0.0566       5.805     609.728      19.788  
        98.4        1.92      0.3026      0.0020      0.0127       1.306     137.187       1.506  



         PROP RPM =       700

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2797      0.2715      44.213    3981.066     286.407  
         4.5        0.07      0.0769      0.2822      0.2752      44.803    4034.170     288.880  
         8.9        0.15      0.1531      0.2844      0.2786      45.380    4085.504     291.128  
        13.4        0.22      0.2280      0.2863      0.2825      46.010    4142.149     293.151  
        17.9        0.30      0.3007      0.2875      0.2867      46.708    4204.989     294.275  
        22.4        0.37      0.3703      0.2877      0.2914      47.459    4272.255     294.500  
        26.8        0.45      0.4359      0.2868      0.2961      48.223    4341.291     293.601  
        31.3        0.52      0.4970      0.2846      0.3006      48.961    4408.557     291.352  
        35.8        0.60      0.5531      0.2809      0.3046      49.618    4466.972     287.531  
        40.3        0.67      0.6043      0.2756      0.3078      50.127    4512.995     282.135  
        44.7        0.75      0.6538      0.2690      0.3085      50.248    4524.501     275.391  
        49.2        0.82      0.6949      0.2600      0.3087      50.261    4525.386     266.174  
        53.7        0.90      0.7339      0.2496      0.3060      49.832    4486.443     255.383  
        58.2        0.97      0.7681      0.2372      0.3011      49.028    4414.752     242.794  
        62.6        1.05      0.7962      0.2228      0.2937      47.834    4306.773     227.956  
        67.1        1.12      0.8244      0.2075      0.2832      46.118    4151.885     212.445  
        71.6        1.20      0.8478      0.1905      0.2697      43.918    3954.513     195.044  
        76.1        1.27      0.8665      0.1725      0.2539      41.330    3721.739     176.587  
        80.5        1.35      0.8829      0.1541      0.2356      38.380    3455.331     157.793  
        85.0        1.42      0.8970      0.1354      0.2152      35.027    3154.406     138.640  
        89.5        1.50      0.9085      0.1164      0.1921      31.286    2817.192     119.126  
        94.0        1.57      0.9168      0.0970      0.1666      27.129    2442.806      99.276  
        98.4        1.65      0.9205      0.0773      0.1384      22.556    2030.361      79.088  
       102.9        1.72      0.9159      0.0572      0.1077      17.541    1579.858      58.563  
       107.4        1.80      0.8919      0.0368      0.0743      12.097    1089.527      37.678  
       111.8        1.87      0.7913      0.0161      0.0381       6.204     558.482      16.456  



         PROP RPM =       800

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2798      0.2710      65.898    5191.848     374.082  
         4.5        0.07      0.0675      0.2820      0.2741      66.635    5250.263     377.005  
         8.9        0.13      0.1347      0.2843      0.2770      67.333    5304.252     380.152  
        13.4        0.20      0.1991      0.2858      0.2826      68.687    5411.346     381.950  
        17.9        0.26      0.2636      0.2871      0.2859      69.505    5475.071     383.974  
        22.4        0.33      0.3263      0.2879      0.2895      70.390    5544.992     384.873  
        26.8        0.39      0.3865      0.2880      0.2934      71.329    5619.339     385.098  
        31.3        0.46      0.4436      0.2872      0.2973      72.294    5695.455     383.974  
        35.8        0.52      0.4973      0.2854      0.3012      73.233    5768.916     381.501  
        40.3        0.59      0.5472      0.2824      0.3048      74.078    5836.182     377.454  
        44.7        0.66      0.5932      0.2781      0.3076      74.775    5891.057     371.834  
        49.2        0.72      0.6353      0.2725      0.3095      75.245    5928.230     364.191  
        53.7        0.79      0.6736      0.2655      0.3102      75.432    5942.391     354.973  
        58.2        0.85      0.7110      0.2574      0.3088      75.070    5914.068     344.183  
        62.6        0.92      0.7420      0.2474      0.3064      74.453    5866.274     330.694  
        67.1        0.98      0.7717      0.2364      0.3015      73.287    5773.342     316.081  
        71.6        1.05      0.7965      0.2237      0.2949      71.691    5647.661     298.996  
        76.1        1.12      0.8203      0.2102      0.2859      69.492    5474.186     281.011  
        80.5        1.18      0.8430      0.1959      0.2745      66.716    5255.573     261.902  
        85.0        1.25      0.8601      0.1801      0.2612      63.484    5000.671     240.770  
        89.5        1.31      0.8754      0.1641      0.2461      59.823    4713.022     219.459  
        94.0        1.38      0.8890      0.1479      0.2292      55.719    4389.970     197.720  
        98.4        1.44      0.9008      0.1314      0.2105      51.173    4031.515     175.621  
       102.9        1.51      0.9107      0.1146      0.1898      46.158    3635.886     153.162  
       107.4        1.57      0.9180      0.0975      0.1673      40.660    3203.085     130.367  
       111.8        1.64      0.9219      0.0802      0.1427      34.679    2732.225     107.211  



         PROP RPM =       900

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2798      0.2708      93.710    6562.828     473.448  
         4.5        0.06      0.0602      0.2820      0.2734      94.622    6626.554     477.045  
         8.9        0.12      0.1191      0.2837      0.2780      96.205    6736.303     479.967  
        13.4        0.17      0.1781      0.2855      0.2805      97.103    6800.028     483.115  
        17.9        0.23      0.2364      0.2872      0.2835      98.096    6869.064     486.037  
        22.4        0.29      0.2906      0.2879      0.2889     100.000    7002.710     487.161  
        26.8        0.35      0.3457      0.2885      0.2920     101.073    7077.942     488.060  
        31.3        0.41      0.3988      0.2885      0.2953     102.213    7157.598     488.060  
        35.8        0.47      0.4495      0.2878      0.2987     103.393    7240.795     486.936  
        40.3        0.52      0.4974      0.2862      0.3021     104.559    7322.222     484.463  
        44.7        0.58      0.5424      0.2838      0.3051     105.632    7397.454     480.192  
        49.2        0.64      0.5842      0.2803      0.3078     106.544    7461.179     474.347  
        53.7        0.70      0.6229      0.2757      0.3098     107.228    7508.973     466.479  
        58.2        0.76      0.6585      0.2700      0.3109     107.617    7536.410     456.812  
        62.6        0.82      0.6911      0.2632      0.3110     107.617    7536.410     445.347  
        67.1        0.87      0.7208      0.2551      0.3096     107.188    7506.318     431.633  
        71.6        0.93      0.7479      0.2460      0.3070     106.262    7440.822     416.346  
        76.1        0.99      0.7744      0.2361      0.3022     104.613    7325.762     399.486  
        80.5        1.05      0.7965      0.2248      0.2962     102.548    7181.495     380.377  
        85.0        1.11      0.8181      0.2129      0.2883      99.785    6988.549     360.144  
        89.5        1.17      0.8390      0.2003      0.2786      96.406    6751.349     339.012  
        94.0        1.22      0.8547      0.1864      0.2671      92.450    6474.321     315.407  
        98.4        1.28      0.8690      0.1722      0.2542      88.011    6162.774     291.352  
       102.9        1.34      0.8819      0.1578      0.2400      83.076    5817.595     267.073  
       107.4        1.40      0.8935      0.1432      0.2243      77.645    5437.013     242.344  
       111.8        1.46      0.9037      0.1284      0.2071      71.691    5020.143     217.210  



         PROP RPM =       1000

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2798      0.2704     128.416    8093.122     584.503  
         4.5        0.05      0.0539      0.2815      0.2742     130.186    8205.527     588.100  
         8.9        0.10      0.1075      0.2834      0.2768     131.433    8283.413     592.147  
        13.4        0.16      0.1610      0.2855      0.2791     132.533    8352.449     596.193  
        17.9        0.21      0.2121      0.2866      0.2838     134.773    8493.176     598.891  
        22.4        0.26      0.2640      0.2880      0.2864     135.979    8568.407     601.589  
        26.8        0.31      0.3149      0.2891      0.2892     137.320    8653.374     604.062  
        31.3        0.37      0.3610      0.2891      0.2943     139.734    8805.607     603.837  
        35.8        0.42      0.4085      0.2890      0.2971     141.075    8895.000     603.837  
        40.3        0.47      0.4540      0.2884      0.3001     142.550    8983.507     602.488  
        44.7        0.52      0.4974      0.2872      0.3031     143.891    9072.015     600.015  
        49.2        0.58      0.5345      0.2846      0.3074     145.903    9195.925     594.395  
        53.7        0.63      0.5730      0.2816      0.3096     146.976    9266.731     588.325  
        58.2        0.68      0.6090      0.2779      0.3113     147.780    9319.836     580.457  
        62.6        0.73      0.6425      0.2732      0.3126     148.451    9355.239     570.790  
        67.1        0.79      0.6734      0.2677      0.3129     148.585    9364.089     559.100  
        71.6        0.84      0.7020      0.2611      0.3124     148.317    9346.388     545.611  
        76.1        0.89      0.7282      0.2536      0.3109     147.512    9302.134     529.875  
        80.5        0.94      0.7545      0.2456      0.3076     146.037    9204.776     513.014  
        85.0        1.00      0.7763      0.2362      0.3034     144.026    9080.865     493.231  
        89.5        1.05      0.7963      0.2260      0.2980     141.478    8912.701     472.099  
        94.0        1.10      0.8162      0.2153      0.2908     138.125    8702.053     449.843  
        98.4        1.15      0.8342      0.2039      0.2824     134.048    8448.037     426.013  
       102.9        1.21      0.8500      0.1917      0.2723     129.274    8147.112     400.385  
       107.4        1.26      0.8634      0.1789      0.2611     123.977    7813.439     373.857  
       111.8        1.31      0.8757      0.1660      0.2488     118.130    7445.248     346.880  



         PROP RPM =       1100

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2798      0.2702     170.712    9780.074     707.249  
         4.5        0.05      0.0491      0.2814      0.2736     172.857    9903.985     711.296  
         8.9        0.10      0.0980      0.2833      0.2759     174.333    9992.492     716.241  
        13.4        0.14      0.1456      0.2848      0.2801     177.015   10142.955     720.063  
        17.9        0.19      0.1938      0.2865      0.2822     178.356   10213.761     724.110  
        22.4        0.24      0.2393      0.2877      0.2867     181.172   10381.925     727.257  
        26.8        0.29      0.2861      0.2888      0.2891     182.647   10470.433     729.955  
        31.3        0.33      0.3319      0.2898      0.2916     184.256   10558.940     732.428  
        35.8        0.38      0.3732      0.2897      0.2964     187.340   10735.955     732.428  
        40.3        0.43      0.4162      0.2897      0.2989     188.950   10824.462     732.203  
        44.7        0.48      0.4576      0.2892      0.3016     190.559   10921.821     731.079  
        49.2        0.52      0.4934      0.2877      0.3060     193.375   11081.134     727.032  
        53.7        0.57      0.5310      0.2858      0.3083     194.850   11160.791     722.536  
        58.2        0.62      0.5666      0.2834      0.3104     196.057   11240.447     716.466  
        62.6        0.67      0.6001      0.2803      0.3121     197.264   11302.403     708.598  
        67.1        0.72      0.6315      0.2765      0.3134     198.069   11346.656     698.931  
        71.6        0.76      0.6608      0.2719      0.3141     198.605   11373.209     687.241  
        76.1        0.81      0.6850      0.2660      0.3151     199.141   11408.612     672.404  
        80.5        0.86      0.7131      0.2602      0.3134     198.069   11346.656     657.566  
        85.0        0.91      0.7364      0.2531      0.3116     196.862   11284.701     639.806  
        89.5        0.95      0.7578      0.2452      0.3088     195.118   11178.492     619.798  
        94.0        1.00      0.7777      0.2366      0.3049     192.705   11036.880     597.992  
        98.4        1.05      0.7959      0.2273      0.2998     189.486   10851.015     574.612  
       102.9        1.10      0.8144      0.2177      0.2933     185.463   10620.895     550.332  
       107.4        1.15      0.8302      0.2072      0.2859     180.635   10355.373     523.805  
       111.8        1.19      0.8459      0.1964      0.2770     175.003   10027.895     496.378  



         PROP RPM =       1200

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2798      0.2699     221.537   11629.880     841.910  
         4.5        0.04      0.0451      0.2813      0.2731     224.084   11762.641     846.181  
         8.9        0.09      0.0895      0.2829      0.2765     226.901   11913.104     850.902  
        13.4        0.13      0.1339      0.2846      0.2790     228.778   12019.313     856.073  
        17.9        0.17      0.1769      0.2861      0.2830     232.131   12196.328     860.569  
        22.4        0.22      0.2206      0.2875      0.2850     233.874   12284.835     865.065  
        26.8        0.26      0.2641      0.2891      0.2872     235.751   12382.194     869.561  
        31.3        0.31      0.3041      0.2896      0.2916     239.238   12568.059     871.360  
        35.8        0.35      0.3458      0.2905      0.2939     241.115   12665.418     873.833  
        40.3        0.39      0.3832      0.2905      0.2984     244.870   12860.134     873.833  
        44.7        0.44      0.4225      0.2905      0.3008     246.748   12957.492     873.833  
        49.2        0.48      0.4604      0.2902      0.3032     248.759   13063.701     872.933  
        53.7        0.52      0.4932      0.2887      0.3073     252.112   13240.716     868.437  
        58.2        0.57      0.5280      0.2872      0.3094     253.855   13329.223     864.166  
        62.6        0.61      0.5611      0.2853      0.3113     255.464   13417.731     858.096  
        67.1        0.66      0.5888      0.2822      0.3145     258.012   13550.492     848.879  
        71.6        0.70      0.6185      0.2789      0.3156     258.951   13603.597     838.987  
        76.1        0.74      0.6464      0.2750      0.3163     259.487   13630.149     827.297  
        80.5        0.79      0.6725      0.2704      0.3166     259.756   13639.000     813.584  
        85.0        0.83      0.6969      0.2652      0.3162     259.487   13630.149     797.622  
        89.5        0.87      0.7196      0.2592      0.3151     258.549   13577.044     779.862  
        94.0        0.92      0.7408      0.2526      0.3132     256.939   13497.388     759.854  
        98.4        0.96      0.7603      0.2453      0.3104     254.660   13373.477     737.823  
       102.9        1.01      0.7785      0.2373      0.3067     251.575   13214.164     713.769  
       107.4        1.05      0.7954      0.2288      0.3020     247.686   13010.597     688.140  
       111.8        1.09      0.8113      0.2198      0.2962     242.993   12762.776     661.163  



         PROP RPM =       1300

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2799      0.2698     281.480   13647.850     988.036  
         4.5        0.04      0.0416      0.2812      0.2726     284.430   13789.462     992.757  
         8.9        0.08      0.0828      0.2827      0.2758     287.649   13948.776     997.927  
        13.4        0.12      0.1232      0.2842      0.2793     291.404   14125.791    1003.323  
        17.9        0.16      0.1639      0.2858      0.2818     293.817   14249.701    1008.943  
        22.4        0.20      0.2046      0.2875      0.2838     295.963   14347.059    1015.013  
        26.8        0.24      0.2430      0.2886      0.2877     300.120   14550.626    1018.610  
        31.3        0.28      0.2827      0.2899      0.2899     302.400   14656.835    1023.555  
        35.8        0.32      0.3191      0.2905      0.2941     306.691   14869.253    1025.579  
        40.3        0.36      0.3574      0.2913      0.2962     308.971   14984.313    1028.501  
        44.7        0.40      0.3915      0.2913      0.3005     313.396   15196.731    1028.501  
        49.2        0.44      0.4276      0.2914      0.3027     315.676   15302.940    1028.726  
        53.7        0.48      0.4591      0.2907      0.3068     320.101   15515.358    1026.478  
        58.2        0.52      0.4928      0.2899      0.3088     322.113   15612.716    1023.331  
        62.6        0.57      0.5252      0.2887      0.3107     324.125   15718.925    1019.284  
        67.1        0.61      0.5525      0.2866      0.3141     327.745   15887.089    1011.865  
        71.6        0.65      0.5820      0.2843      0.3156     329.220   15957.895    1003.772  
        76.1        0.69      0.6100      0.2816      0.3168     330.561   16028.701     994.330  
        80.5        0.73      0.6365      0.2784      0.3179     331.634   16072.955     982.865  
        85.0        0.77      0.6584      0.2740      0.3194     333.109   16152.611     967.578  
        89.5        0.81      0.6820      0.2695      0.3191     332.975   16143.761     951.616  
        94.0        0.85      0.7041      0.2644      0.3185     332.171   16108.358     933.632  
        98.4        0.89      0.7248      0.2588      0.3172     330.830   16037.552     913.624  
       102.9        0.93      0.7442      0.2525      0.3151     328.818   15940.194     891.592  
       107.4        0.97      0.7622      0.2457      0.3124     325.868   15798.582     867.538  
       111.8        1.01      0.7790      0.2383      0.3088     322.113   15621.567     841.460  



         PROP RPM =       1400

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2799      0.2696     351.213   15816.283    1146.076  
         4.5        0.04      0.0387      0.2811      0.2723     354.700   15966.746    1151.022  
         8.9        0.07      0.0770      0.2825      0.2752     358.455   16134.910    1156.417  
        13.4        0.11      0.1147      0.2839      0.2783     362.612   16329.626    1162.487  
        17.9        0.15      0.1526      0.2856      0.2807     365.696   16462.388    1169.456  
        22.4        0.19      0.1892      0.2869      0.2843     370.390   16674.805    1174.627  
        26.8        0.22      0.2266      0.2885      0.2864     373.072   16798.716    1181.371  
        31.3        0.26      0.2618      0.2895      0.2903     378.168   17019.985    1185.418  
        35.8        0.30      0.2984      0.2908      0.2923     380.984   17152.746    1190.813  
        40.3        0.34      0.3318      0.2914      0.2964     386.080   17382.865    1193.061  
        44.7        0.37      0.3670      0.2922      0.2986     388.896   17506.776    1196.658  
        49.2        0.41      0.3984      0.2922      0.3026     394.126   17745.746    1196.433  
        53.7        0.45      0.4319      0.2924      0.3046     396.942   17869.656    1197.333  
        58.2        0.49      0.4610      0.2918      0.3085     402.038   18099.776    1194.860  
        62.6        0.52      0.4923      0.2912      0.3105     404.452   18205.985    1192.162  
        67.1        0.56      0.5226      0.2903      0.3124     407.134   18329.895    1188.790  
        71.6        0.60      0.5481      0.2884      0.3156     411.157   18506.910    1180.697  
        76.1        0.64      0.5759      0.2865      0.3171     413.168   18595.417    1173.278  
        80.5        0.67      0.5990      0.2838      0.3197     416.655   18754.731    1162.263  
        85.0        0.71      0.6243      0.2810      0.3206     417.594   18798.985    1150.348  
        89.5        0.75      0.6483      0.2776      0.3211     418.398   18834.387    1136.859  
        94.0        0.79      0.6710      0.2739      0.3213     418.666   18852.089    1121.347  
        98.4        0.82      0.6896      0.2691      0.3219     419.471   18878.641    1102.014  
       102.9        0.86      0.7098      0.2642      0.3210     418.264   18825.537    1081.781  
       107.4        0.90      0.7289      0.2588      0.3195     416.253   18737.029    1059.750  
       111.8        0.94      0.7468      0.2529      0.3174     413.571   18621.970    1035.470  



         PROP RPM =       1500

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2799      0.2695     431.808   18144.029    1315.582  
         4.5        0.03      0.0362      0.2810      0.2719     435.697   18303.343    1320.978  
         8.9        0.07      0.0720      0.2823      0.2746     439.989   18489.208    1326.823  
        13.4        0.10      0.1073      0.2836      0.2775     444.682   18683.925    1333.117  
        17.9        0.14      0.1421      0.2850      0.2808     449.912   18905.193    1339.637  
        22.4        0.17      0.1771      0.2867      0.2832     453.801   19064.507    1347.505  
        26.8        0.21      0.2108      0.2879      0.2867     459.568   19312.328    1353.350  
        31.3        0.24      0.2455      0.2895      0.2889     462.920   19453.940    1360.994  
        35.8        0.28      0.2778      0.2905      0.2927     468.955   19710.611    1365.265  
        40.3        0.31      0.3117      0.2918      0.2949     472.441   19852.223    1371.560  
        44.7        0.35      0.3425      0.2923      0.2987     478.610   20108.895    1374.033  
        49.2        0.38      0.3752      0.2932      0.3009     482.097   20259.358    1378.304  
        53.7        0.42      0.4042      0.2932      0.3046     488.131   20516.029    1378.304  
        58.2        0.45      0.4354      0.2936      0.3068     491.618   20657.641    1379.878  
        62.6        0.49      0.4624      0.2930      0.3105     497.384   20896.611    1377.180  
        67.1        0.52      0.4917      0.2926      0.3123     500.603   21029.372    1375.381  
        71.6        0.56      0.5167      0.2914      0.3157     505.967   21259.492    1369.761  
        76.1        0.59      0.5440      0.2902      0.3173     508.515   21365.701    1364.141  
        80.5        0.63      0.5669      0.2884      0.3204     513.342   21569.268    1355.373  
        85.0        0.66      0.5921      0.2863      0.3215     515.086   21640.074    1345.707  
        89.5        0.70      0.6162      0.2839      0.3225     516.695   21710.880    1334.466  
        94.0        0.73      0.6361      0.2807      0.3244     519.779   21834.790    1319.404  
        98.4        0.77      0.6580      0.2774      0.3246     520.048   21852.492    1303.892  
       102.9        0.80      0.6787      0.2736      0.3245     520.048   21852.492    1286.132  
       107.4        0.84      0.6983      0.2695      0.3241     519.377   21817.089    1266.574  
       111.8        0.87      0.7144      0.2644      0.3238     518.841   21799.387    1242.969  



