        41x9_6_2200_51_420                                 (41x9_6_2200_51_420.dat)

         PROP RPM =       1100

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        35.8        0.60      0.5082      0.3261      0.3842      13.071     534.939      69.601  
        40.3        0.67      0.5588      0.3227      0.3889      13.233     541.577      68.859  
        44.7        0.75      0.6089      0.3180      0.3907      13.294     544.055      67.847  
        49.2        0.82      0.6509      0.3106      0.3928      13.365     546.976      66.274  
        53.7        0.90      0.6887      0.3014      0.3929      13.369     547.065      64.318  
        58.2        0.97      0.7254      0.2905      0.3895      13.255     542.462      61.980  
        62.6        1.05      0.7576      0.2777      0.3839      13.062     534.497      59.237  
        67.1        1.12      0.7860      0.2629      0.3754      12.773     522.725      56.090  
        71.6        1.20      0.8099      0.2463      0.3641      12.388     506.971      52.560  
        76.1        1.27      0.8333      0.2289      0.3495      11.888     486.526      48.851  
        80.5        1.35      0.8526      0.2100      0.3317      11.286     461.920      44.804  
        85.0        1.42      0.8684      0.1903      0.3116      10.602     433.952      40.623  
        89.5        1.50      0.8819      0.1703      0.2891       9.834     402.443      36.352  
        94.0        1.57      0.8929      0.1499      0.2639       8.975     367.306      31.990  
        98.4        1.65      0.9010      0.1291      0.2360       8.027     328.540      27.562  
       102.9        1.72      0.9052      0.1080      0.2053       6.985     285.879      23.043  
       107.4        1.80      0.9034      0.0865      0.1719       5.848     239.324      18.455  
       111.8        1.87      0.8911      0.0646      0.1356       4.614     188.875      13.785  



         PROP RPM =       1760

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3124      0.3358      17.058     610.790      87.069  
         4.5        0.07      0.0605      0.3149      0.3408      17.313     619.818      87.765  
         8.9        0.13      0.1200      0.3177      0.3468      17.608     630.616      88.552  
        13.4        0.20      0.1793      0.3210      0.3516      17.862     639.555      89.452  
        17.9        0.26      0.2382      0.3241      0.3563      18.090     647.963      90.328  
        22.4        0.33      0.2932      0.3261      0.3642      18.493     662.301      90.913  
        26.8        0.39      0.3490      0.3279      0.3691      18.747     671.152      91.385  
        31.3        0.46      0.4029      0.3288      0.3741      18.989     680.180      91.655  
        35.8        0.52      0.4544      0.3287      0.3789      19.244     689.119      91.610  
        40.3        0.59      0.5029      0.3274      0.3837      19.485     697.704      91.250  
        44.7        0.65      0.5483      0.3248      0.3878      19.700     705.316      90.531  
        49.2        0.72      0.5905      0.3208      0.3913      19.874     711.600      89.429  
        53.7        0.79      0.6294      0.3154      0.3937      19.995     715.937      87.900  
        58.2        0.85      0.6651      0.3084      0.3948      20.048     717.884      85.967  
        62.6        0.92      0.7005      0.3003      0.3930      19.954     714.698      83.696  
        67.1        0.98      0.7297      0.2901      0.3905      19.834     710.095      80.864  
        71.6        1.05      0.7583      0.2789      0.3853      19.565     700.714      77.739  
        76.1        1.11      0.7821      0.2658      0.3783      19.217     687.880      74.075  
        80.5        1.18      0.8050      0.2518      0.3686      18.721     670.356      70.185  
        85.0        1.24      0.8256      0.2368      0.3568      18.117     648.760      65.981  
        89.5        1.31      0.8446      0.2208      0.3423      17.380     622.561      61.530  
        94.0        1.37      0.8596      0.2037      0.3258      16.548     592.646      56.787  
        98.4        1.44      0.8729      0.1864      0.3076      15.623     559.279      51.953  
       102.9        1.51      0.8845      0.1688      0.2872      14.590     522.460      47.030  
       107.4        1.57      0.8943      0.1508      0.2650      13.450     481.835      42.017  
       111.8        1.64      0.9018      0.1326      0.2406      12.218     437.581      36.936  



         PROP RPM =       1980

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3125      0.3352      24.232     771.520     110.224  
         4.5        0.06      0.0539      0.3147      0.3396      24.554     781.521     110.988  
         8.9        0.12      0.1071      0.3172      0.3447      24.930     793.381     111.865  
        13.4        0.17      0.1592      0.3199      0.3507      25.359     807.188     112.832  
        17.9        0.23      0.2114      0.3227      0.3553      25.694     817.720     113.821  
        22.4        0.29      0.2634      0.3254      0.3594      25.989     827.279     114.765  
        26.8        0.35      0.3146      0.3277      0.3637      26.297     837.192     115.597  
        31.3        0.41      0.3610      0.3287      0.3710      26.820     853.831     115.956  
        35.8        0.47      0.4089      0.3296      0.3751      27.129     863.567     116.249  
        40.3        0.52      0.4549      0.3296      0.3794      27.437     873.392     116.249  
        44.7        0.58      0.4986      0.3287      0.3837      27.746     882.950     115.934  
        49.2        0.64      0.5399      0.3268      0.3874      28.014     892.155     115.260  
        53.7        0.70      0.5786      0.3237      0.3907      28.255     899.236     114.203  
        58.2        0.76      0.6146      0.3196      0.3933      28.443     905.431     112.719  
        62.6        0.81      0.6480      0.3141      0.3950      28.564     908.972     110.786  
        67.1        0.87      0.6787      0.3074      0.3954      28.591     909.857     108.425  
        71.6        0.93      0.7070      0.2994      0.3944      28.510     908.087     105.615  
        76.1        0.99      0.7329      0.2903      0.3918      28.336     901.891     102.378  
        80.5        1.05      0.7587      0.2803      0.3870      27.987     890.385      98.871  
        85.0        1.11      0.7802      0.2687      0.3809      27.545     876.666      94.802  
        89.5        1.16      0.7998      0.2562      0.3730      26.968     858.345      90.373  
        94.0        1.22      0.8191      0.2431      0.3627      26.230     834.979      85.765  
        98.4        1.28      0.8366      0.2293      0.3509      25.372     807.631      80.864  
       102.9        1.34      0.8520      0.2145      0.3370      24.366     775.679      75.671  
       107.4        1.40      0.8648      0.1992      0.3217      23.267     740.365      70.253  
       111.8        1.45      0.8763      0.1836      0.3048      22.046     701.599      64.767  



         PROP RPM =       2200

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3125      0.3346      33.190     950.570     136.099  
         4.5        0.05      0.0487      0.3145      0.3385      33.579     962.076     136.954  
         8.9        0.10      0.0967      0.3167      0.3430      34.022     974.467     137.898  
        13.4        0.16      0.1440      0.3191      0.3482      34.545     989.513     138.954  
        17.9        0.21      0.1915      0.3219      0.3523      34.934    1001.019     140.191  
        22.4        0.26      0.2368      0.3242      0.3585      35.550    1018.721     141.180  
        26.8        0.31      0.2833      0.3265      0.3622      35.926    1029.342     142.192  
        31.3        0.37      0.3292      0.3286      0.3660      36.315    1039.963     143.113  
        35.8        0.42      0.3705      0.3296      0.3727      36.972    1059.434     143.518  
        40.3        0.47      0.4136      0.3303      0.3765      37.347    1070.055     143.855  
        44.7        0.52      0.4553      0.3305      0.3803      37.723    1080.676     143.945  
        49.2        0.58      0.4951      0.3300      0.3840      38.098    1091.297     143.720  
        53.7        0.63      0.5290      0.3280      0.3896      38.648    1107.228     142.821  
        58.2        0.68      0.5648      0.3256      0.3924      38.930    1115.194     141.765  
        62.6        0.73      0.5985      0.3223      0.3949      39.158    1122.275     140.348  
        67.1        0.79      0.6301      0.3180      0.3966      39.332    1126.700     138.482  
        71.6        0.84      0.6595      0.3127      0.3974      39.426    1129.355     136.189  
        76.1        0.89      0.6867      0.3064      0.3973      39.413    1129.355     133.447  
        80.5        0.94      0.7120      0.2991      0.3961      39.292    1125.815     130.254  
        85.0        1.00      0.7353      0.2908      0.3935      39.037    1117.849     126.612  
        89.5        1.05      0.7568      0.2815      0.3896      38.648    1107.228     122.566  
        94.0        1.10      0.7784      0.2715      0.3837      38.058    1090.412     118.227  
        98.4        1.15      0.7964      0.2604      0.3767      37.361    1070.055     113.371  
       102.9        1.20      0.8133      0.2486      0.3682      36.529    1046.158     108.246  
       107.4        1.26      0.8300      0.2364      0.3580      35.510    1016.951     102.940  
       111.8        1.31      0.8453      0.2235      0.3462      34.344     984.203      97.320  



         PROP RPM =       2420

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3125      0.3341      44.120    1148.827     164.695  
         4.5        0.05      0.0443      0.3144      0.3376      44.576    1161.218     165.639  
         8.9        0.10      0.0882      0.3163      0.3417      45.112    1174.494     166.673  
        13.4        0.14      0.1314      0.3185      0.3463      45.715    1190.425     167.820  
        17.9        0.19      0.1739      0.3208      0.3514      46.399    1208.127     169.034  
        22.4        0.24      0.2167      0.3234      0.3553      46.909    1221.403     170.383  
        26.8        0.29      0.2574      0.3255      0.3613      47.700    1242.645     171.529  
        31.3        0.33      0.2994      0.3276      0.3647      48.156    1254.151     172.608  
        35.8        0.38      0.3409      0.3295      0.3682      48.612    1266.542     173.642  
        40.3        0.43      0.3781      0.3304      0.3744      49.443    1287.784     174.092  
        44.7        0.48      0.4174      0.3312      0.3778      49.886    1299.290     174.519  
        49.2        0.52      0.4555      0.3316      0.3814      50.342    1310.795     174.722  
        53.7        0.57      0.4882      0.3307      0.3871      51.093    1331.152     174.249  
        58.2        0.62      0.5231      0.3295      0.3899      51.482    1340.888     173.642  
        62.6        0.67      0.5564      0.3278      0.3927      51.844    1350.624     172.698  
        67.1        0.71      0.5879      0.3253      0.3951      52.166    1358.590     171.394  
        71.6        0.76      0.6176      0.3220      0.3972      52.434    1365.670     169.641  
        76.1        0.81      0.6421      0.3171      0.3997      52.769    1374.521     167.078  
        80.5        0.86      0.6684      0.3120      0.4001      52.823    1375.406     164.403  
        85.0        0.90      0.6929      0.3061      0.3996      52.756    1373.636     161.278  
        89.5        0.95      0.7158      0.2993      0.3982      52.568    1369.210     157.704  
        94.0        1.00      0.7370      0.2916      0.3956      52.233    1360.360     153.657  
        98.4        1.05      0.7567      0.2832      0.3919      51.750    1347.969     149.206  
       102.9        1.10      0.7767      0.2743      0.3867      51.053    1329.382     144.507  
       107.4        1.14      0.7934      0.2642      0.3805      50.235    1308.140     139.202  
       111.8        1.19      0.8091      0.2536      0.3731      49.256    1282.473     133.626  



         PROP RPM =       2640

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3126      0.3337      57.208    1365.670     196.033  
         4.5        0.04      0.0407      0.3142      0.3369      57.744    1378.946     197.045  
         8.9        0.09      0.0810      0.3160      0.3406      58.375    1393.107     198.169  
        13.4        0.13      0.1208      0.3180      0.3446      59.072    1409.924     199.383  
        17.9        0.17      0.1600      0.3201      0.3492      59.850    1428.510     200.709  
        22.4        0.22      0.1985      0.3223      0.3543      60.735    1449.752     202.103  
        26.8        0.26      0.2374      0.3246      0.3581      61.365    1464.798     203.587  
        31.3        0.31      0.2766      0.3272      0.3614      61.942    1478.960     205.138  
        35.8        0.35      0.3126      0.3286      0.3670      62.907    1501.972     206.060  
        40.3        0.39      0.3505      0.3304      0.3703      63.470    1515.248     207.229  
        44.7        0.44      0.3844      0.3313      0.3761      64.476    1539.145     207.724  
        49.2        0.48      0.4204      0.3322      0.3793      65.013    1552.421     208.286  
        53.7        0.52      0.4555      0.3327      0.3826      65.589    1565.697     208.645  
        58.2        0.57      0.4856      0.3319      0.3878      66.474    1586.939     208.128  
        62.6        0.61      0.5180      0.3312      0.3907      66.957    1598.445     207.679  
        67.1        0.65      0.5491      0.3299      0.3934      67.440    1609.951     206.914  
        71.6        0.70      0.5750      0.3273      0.3976      68.137    1626.767     205.251  
        76.1        0.74      0.6032      0.3246      0.3993      68.446    1633.848     203.542  
        80.5        0.79      0.6298      0.3212      0.4007      68.687    1640.043     201.429  
        85.0        0.83      0.6549      0.3172      0.4017      68.848    1643.584     198.889  
        89.5        0.87      0.6755      0.3118      0.4030      69.076    1648.894     195.539  
        94.0        0.92      0.6978      0.3062      0.4022      68.942    1646.239     192.009  
        98.4        0.96      0.7187      0.2999      0.4007      68.674    1639.158     188.030  
       102.9        1.00      0.7381      0.2928      0.3982      68.258    1629.422     183.602  
       107.4        1.05      0.7563      0.2850      0.3948      67.668    1615.261     178.746  
       111.8        1.09      0.7733      0.2766      0.3904      66.903    1597.560     173.440  



         PROP RPM =       2860

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3126      0.3334      72.643    1601.100     229.980  
         4.5        0.04      0.0376      0.3141      0.3363      73.287    1615.261     231.104  
         8.9        0.08      0.0749      0.3158      0.3396      73.997    1631.192     232.453  
        13.4        0.12      0.1118      0.3175      0.3432      74.802    1648.009     233.801  
        17.9        0.16      0.1482      0.3194      0.3474      75.701    1668.366     235.150  
        22.4        0.20      0.1840      0.3215      0.3519      76.693    1690.492     236.499  
        26.8        0.24      0.2192      0.3236      0.3570      77.793    1714.390     238.073  
        31.3        0.28      0.2548      0.3258      0.3605      78.584    1731.206     239.871  
        35.8        0.32      0.2907      0.3282      0.3638      79.295    1747.137     241.445  
        40.3        0.36      0.3237      0.3296      0.3692      80.461    1772.804     242.569  
        44.7        0.40      0.3586      0.3314      0.3725      81.159    1788.736     243.918  
        49.2        0.44      0.3896      0.3322      0.3778      82.352    1814.403     244.367  
        53.7        0.48      0.4229      0.3332      0.3809      83.009    1829.449     245.267  
        58.2        0.52      0.4518      0.3332      0.3863      84.176    1855.116     245.267  
        62.6        0.56      0.4832      0.3332      0.3890      84.779    1868.392     245.267  
        67.1        0.60      0.5135      0.3329      0.3918      85.396    1881.669     245.042  
        71.6        0.64      0.5390      0.3313      0.3963      86.362    1902.910     243.918  
        76.1        0.68      0.5669      0.3298      0.3984      86.831    1913.531     242.794  
        80.5        0.73      0.5935      0.3277      0.4005      87.274    1923.267     241.220  
        85.0        0.77      0.6155      0.3244      0.4035      87.931    1937.428     238.747  
        89.5        0.81      0.6396      0.3210      0.4045      88.145    1942.739     236.274  
        94.0        0.85      0.6624      0.3171      0.4050      88.253    1944.509     233.352  
        98.4        0.89      0.6839      0.3125      0.4050      88.253    1944.509     229.980  
       102.9        0.93      0.7016      0.3067      0.4052      88.293    1945.394     225.708  
       107.4        0.97      0.7208      0.3008      0.4035      87.944    1938.313     221.392  
       111.8        1.01      0.7389      0.2943      0.4012      87.421    1926.807     216.581  



         PROP RPM =       3080

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3127      0.3330      90.653    1855.116     266.848  
         4.5        0.04      0.0350      0.3141      0.3357      91.377    1870.163     267.972  
         8.9        0.07      0.0697      0.3156      0.3387      92.209    1886.979     269.321  
        13.4        0.11      0.1041      0.3172      0.3421      93.120    1905.566     270.670  
        17.9        0.15      0.1380      0.3189      0.3458      94.126    1925.922     272.244  
        22.4        0.19      0.1715      0.3208      0.3499      95.239    1948.934     273.817  
        26.8        0.22      0.2044      0.3227      0.3544      96.460    1973.716     275.391  
        31.3        0.26      0.2367      0.3248      0.3593      97.801    2001.154     277.189  
        35.8        0.30      0.2696      0.3269      0.3630      98.780    2021.510     278.988  
        40.3        0.34      0.3006      0.3287      0.3683     100.241    2050.718     280.562  
        44.7        0.37      0.3331      0.3305      0.3713     101.059    2068.419     282.135  
        49.2        0.41      0.3625      0.3319      0.3769     102.561    2098.512     283.259  
        53.7        0.45      0.3940      0.3332      0.3797     103.339    2114.443     284.383  
        58.2        0.49      0.4249      0.3344      0.3827     104.170    2131.260     285.283  
        62.6        0.52      0.4517      0.3344      0.3877     105.525    2159.582     285.507  
        67.1        0.56      0.4810      0.3347      0.3905     106.289    2174.628     285.732  
        71.6        0.60      0.5058      0.3340      0.3952     107.563    2201.181     285.058  
        76.1        0.64      0.5332      0.3333      0.3976     108.193    2214.457     284.383  
        80.5        0.67      0.5595      0.3323      0.3999     108.851    2227.733     283.709  
        85.0        0.71      0.5814      0.3299      0.4034     109.803    2247.204     281.686  
        89.5        0.75      0.6056      0.3278      0.4050     110.232    2256.055     279.887  
        94.0        0.79      0.6255      0.3247      0.4078     110.996    2271.101     277.189  
        98.4        0.82      0.6476      0.3213      0.4084     111.144    2274.642     274.267  
       102.9        0.86      0.6685      0.3175      0.4086     111.224    2275.527     270.895  
       107.4        0.90      0.6883      0.3131      0.4084     111.171    2274.642     267.298  
       111.8        0.94      0.7045      0.3077      0.4085     111.184    2275.527     262.577  



         PROP RPM =       3300

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3127      0.3328     111.399    2127.719     306.415  
         4.5        0.03      0.0327      0.3140      0.3352     112.230    2143.651     307.764  
         8.9        0.07      0.0652      0.3154      0.3380     113.169    2161.352     309.112  
        13.4        0.10      0.0973      0.3169      0.3411     114.188    2180.824     310.461  
        17.9        0.14      0.1291      0.3185      0.3445     115.328    2202.951     312.035  
        22.4        0.17      0.1605      0.3202      0.3482     116.561    2225.963     313.609  
        26.8        0.21      0.1915      0.3220      0.3523     117.916    2252.515     315.407  
        31.3        0.24      0.2219      0.3239      0.3566     119.404    2280.837     317.205  
        35.8        0.28      0.2518      0.3258      0.3615     121.014    2310.930     319.229  
        40.3        0.31      0.2823      0.3279      0.3650     122.221    2333.942     321.252  
        44.7        0.35      0.3109      0.3297      0.3703     123.950    2367.575     323.051  
        49.2        0.38      0.3411      0.3315      0.3733     124.983    2387.046     324.849  
        53.7        0.42      0.3684      0.3328      0.3786     126.740    2420.679     326.198  
        58.2        0.45      0.3976      0.3342      0.3815     127.719    2439.266     327.547  
        62.6        0.49      0.4234      0.3349      0.3867     129.449    2472.013     328.221  
        67.1        0.52      0.4515      0.3356      0.3894     130.361    2489.715     328.896  
        71.6        0.56      0.4756      0.3357      0.3944     132.010    2521.578     328.896  
        76.1        0.59      0.5022      0.3356      0.3967     132.801    2536.624     328.896  
        80.5        0.63      0.5280      0.3354      0.3993     133.659    2552.555     328.671  
        85.0        0.66      0.5495      0.3339      0.4032     134.907    2577.337     327.097  
        89.5        0.70      0.5736      0.3327      0.4051     135.577    2590.613     325.973  
        94.0        0.73      0.5934      0.3305      0.4085     136.784    2611.855     323.950  
        98.4        0.77      0.6156      0.3283      0.4097     137.186    2618.936     321.702  
       102.9        0.80      0.6368      0.3257      0.4108     137.455    2626.016     319.004  
       107.4        0.84      0.6540      0.3220      0.4125     138.125    2637.522     315.407  
       111.8        0.87      0.6734      0.3183      0.4126     138.125    2638.407     311.810  



