        34x9_6_2200_51_230                                 (34x9_6_2200_51_230.dat)

         PROP RPM =       1100

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        26.8        0.63      0.4539      0.3668      0.5104       4.289     204.806      27.202  
        31.3        0.74      0.5175      0.3685      0.5248       4.409     210.559      27.314  
        35.8        0.84      0.5793      0.3680      0.5349       4.495     214.631      27.269  
        40.3        0.95      0.6306      0.3623      0.5443       4.573     218.348      26.865  
        44.7        1.05      0.6794      0.3534      0.5476       4.601     219.676      26.190  
        49.2        1.16      0.7217      0.3402      0.5459       4.586     218.967      25.224  
        53.7        1.26      0.7583      0.3230      0.5381       4.521     215.870      23.942  
        58.2        1.37      0.7914      0.3027      0.5235       4.399     210.028      22.443  
        62.6        1.47      0.8185      0.2793      0.5029       4.226     201.709      20.707  
        67.1        1.58      0.8436      0.2543      0.4760       4.000     190.999      18.855  
        71.6        1.68      0.8621      0.2273      0.4441       3.731     178.166      16.849  
        76.1        1.79      0.8772      0.1996      0.4072       3.421     163.296      14.797  
        80.5        1.89      0.8887      0.1712      0.3652       3.068     146.480      12.697  
        85.0        2.00      0.8952      0.1423      0.3179       2.671     127.539      10.550  
        89.5        2.11      0.8946      0.1127      0.2653       2.229     106.386       8.356  
        94.0        2.21      0.8806      0.0825      0.2071       1.741      83.091       6.117  
        98.4        2.32      0.8347      0.0517      0.1433       1.204      57.494       3.828  
       102.9        2.42      0.6617      0.0202      0.0738       0.620      29.597       1.495  



         PROP RPM =       1540

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3298      0.4382       5.847     239.236      33.272  
         4.5        0.09      0.0678      0.3338      0.4439       5.923     242.422      33.676  
         8.9        0.18      0.1352      0.3385      0.4517       6.028     246.670      34.171  
        13.4        0.27      0.2015      0.3440      0.4621       6.165     252.335      34.711  
        17.9        0.36      0.2660      0.3501      0.4751       6.339     259.415      35.340  
        22.4        0.45      0.3298      0.3565      0.4877       6.507     266.319      35.969  
        26.8        0.54      0.3919      0.3623      0.5006       6.678     273.311      36.554  
        31.3        0.63      0.4552      0.3675      0.5098       6.803     278.444      37.071  
        35.8        0.72      0.5108      0.3694      0.5220       6.964     284.994      37.273  
        40.3        0.81      0.5619      0.3688      0.5329       7.111     291.013      37.206  
        44.7        0.90      0.6085      0.3656      0.5421       7.233     296.057      36.891  
        49.2        0.99      0.6543      0.3601      0.5462       7.287     298.270      36.329  
        53.7        1.08      0.6949      0.3515      0.5477       7.307     299.067      35.475  
        58.2        1.17      0.7280      0.3389      0.5461       7.286     298.182      34.193  
        62.6        1.26      0.7597      0.3241      0.5388       7.189     294.199      32.710  
        67.1        1.35      0.7875      0.3067      0.5270       7.031     287.738      30.934  
        71.6        1.44      0.8121      0.2872      0.5105       6.811     278.798      28.978  
        76.1        1.53      0.8348      0.2663      0.4894       6.529     267.204      26.865  
        80.5        1.62      0.8533      0.2437      0.4639       6.190     253.308      24.594  
        85.0        1.71      0.8683      0.2203      0.4351       5.804     237.554      22.234  
        89.5        1.80      0.8808      0.1964      0.4024       5.369     219.764      19.819  
        94.0        1.89      0.8907      0.1720      0.3660       4.883     199.850      17.360  
        98.4        1.99      0.8972      0.1472      0.3257       4.346     177.811      14.853  
       102.9        2.08      0.8989      0.1219      0.2814       3.755     153.649      12.302  
       107.4        2.17      0.8932      0.0961      0.2331       3.110     127.274       9.701  
       111.8        2.26      0.8731      0.0699      0.1806       2.408      98.597       7.052  



         PROP RPM =       1760

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3299      0.4372       8.709     311.812      43.478  
         4.5        0.08      0.0595      0.3334      0.4421       8.806     315.352      43.950  
         8.9        0.16      0.1188      0.3374      0.4486       8.935     319.954      44.467  
        13.4        0.24      0.1773      0.3420      0.4568       9.100     325.884      45.074  
        17.9        0.32      0.2346      0.3471      0.4672       9.305     333.231      45.749  
        22.4        0.39      0.2921      0.3531      0.4772       9.504     340.311      46.535  
        26.8        0.47      0.3458      0.3583      0.4909       9.777     350.136      47.232  
        31.3        0.55      0.4000      0.3633      0.5020       9.999     358.013      47.884  
        35.8        0.63      0.4521      0.3670      0.5129      10.213     365.713      48.379  
        40.3        0.71      0.5056      0.3701      0.5202      10.361     371.023      48.784  
        44.7        0.79      0.5517      0.3703      0.5299      10.554     377.927      48.806  
        49.2        0.87      0.5942      0.3683      0.5383      10.721     383.945      48.536  
        53.7        0.95      0.6332      0.3641      0.5449      10.853     388.636      47.997  
        58.2        1.03      0.6686      0.3577      0.5491      10.937     391.646      47.142  
        62.6        1.11      0.7038      0.3494      0.5488      10.929     391.380      46.063  
        67.1        1.18      0.7351      0.3388      0.5459      10.872     389.344      44.670  
        71.6        1.26      0.7607      0.3252      0.5400      10.756     385.184      42.871  
        76.1        1.34      0.7856      0.3102      0.5299      10.554     377.927      40.893  
        80.5        1.42      0.8079      0.2935      0.5163      10.283     368.191      38.690  
        85.0        1.50      0.8275      0.2754      0.4992       9.942     356.066      36.307  
        89.5        1.58      0.8460      0.2564      0.4785       9.531     341.285      33.789  
        94.0        1.66      0.8602      0.2360      0.4549       9.060     324.468      31.114  
        98.4        1.74      0.8728      0.2153      0.4286       8.536     305.616      28.393  
       102.9        1.82      0.8836      0.1943      0.3993       7.952     284.817      25.606  
       107.4        1.89      0.8923      0.1729      0.3671       7.313     261.805      22.796  
       111.8        1.97      0.8985      0.1511      0.3319       6.611     236.757      19.918  



         PROP RPM =       1980

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3300      0.4365      12.378     393.947      55.056  
         4.5        0.07      0.0530      0.3330      0.4408      12.498     397.841      55.550  
         8.9        0.14      0.1059      0.3365      0.4463      12.654     402.797      56.135  
        13.4        0.21      0.1582      0.3405      0.4531      12.848     408.993      56.809  
        17.9        0.28      0.2098      0.3449      0.4615      13.087     416.605      57.529  
        22.4        0.35      0.2602      0.3497      0.4716      13.374     425.721      58.338  
        26.8        0.42      0.3109      0.3550      0.4808      13.638     434.041      59.215  
        31.3        0.49      0.3611      0.3604      0.4903      13.906     442.537      60.114  
        35.8        0.56      0.4063      0.3642      0.5032      14.268     454.220      60.743  
        40.3        0.63      0.4529      0.3675      0.5126      14.537     462.717      61.305  
        44.7        0.70      0.4973      0.3697      0.5217      14.791     470.948      61.688  
        49.2        0.77      0.5393      0.3704      0.5303      15.033     478.737      61.800  
        53.7        0.84      0.5785      0.3696      0.5381      15.261     485.640      61.643  
        58.2        0.91      0.6149      0.3669      0.5444      15.435     491.393      61.215  
        62.6        0.98      0.6521      0.3631      0.5472      15.516     493.872      60.586  
        67.1        1.05      0.6826      0.3566      0.5499      15.596     496.350      59.484  
        71.6        1.12      0.7105      0.3482      0.5502      15.596     496.615      58.068  
        76.1        1.19      0.7385      0.3385      0.5470      15.516     493.695      56.472  
        80.5        1.26      0.7614      0.3265      0.5416      15.355     488.915      54.449  
        85.0        1.33      0.7841      0.3133      0.5328      15.113     480.950      52.268  
        89.5        1.40      0.8029      0.2983      0.5215      14.791     470.771      49.773  
        94.0        1.47      0.8216      0.2827      0.5070      14.376     457.672      47.142  
        98.4        1.54      0.8384      0.2661      0.4900      13.893     442.272      44.377  
       102.9        1.61      0.8532      0.2485      0.4701      13.331     424.393      41.455  
       107.4        1.68      0.8654      0.2303      0.4481      12.709     404.479      38.420  
       111.8        1.75      0.8763      0.2117      0.4240      12.022     382.706      35.317  



         PROP RPM =       2200

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3301      0.4358      16.950     485.640      67.960  
         4.5        0.06      0.0478      0.3328      0.4396      17.098     489.889      68.544  
         8.9        0.13      0.0955      0.3359      0.4443      17.286     495.199      69.174  
        13.4        0.19      0.1428      0.3394      0.4502      17.514     501.660      69.893  
        17.9        0.25      0.1896      0.3432      0.4572      17.782     509.537      70.680  
        22.4        0.32      0.2356      0.3473      0.4656      18.117     518.919      71.534  
        26.8        0.38      0.2805      0.3519      0.4755      18.493     529.894      72.456  
        31.3        0.44      0.3258      0.3566      0.4839      18.828     539.276      73.445  
        35.8        0.51      0.3709      0.3615      0.4925      19.163     548.835      74.457  
        40.3        0.57      0.4113      0.3649      0.5043      19.619     562.022      75.154  
        44.7        0.63      0.4535      0.3681      0.5126      19.941     571.227      75.806  
        49.2        0.69      0.4940      0.3703      0.5208      20.263     580.343      76.255  
        53.7        0.76      0.5325      0.3714      0.5286      20.558     589.017      76.480  
        58.2        0.82      0.5688      0.3711      0.5356      20.839     596.983      76.435  
        62.6        0.88      0.6028      0.3694      0.5420      21.081     603.886      76.075  
        67.1        0.95      0.6344      0.3663      0.5470      21.282     609.551      75.423  
        71.6        1.01      0.6637      0.3615      0.5505      21.416     613.445      74.457  
        76.1        1.07      0.6908      0.3553      0.5522      21.483     615.392      73.153  
        80.5        1.14      0.7157      0.3475      0.5519      21.470     615.038      71.557  
        85.0        1.20      0.7411      0.3387      0.5484      21.336     611.144      69.736  
        89.5        1.26      0.7618      0.3278      0.5435      21.148     605.657      67.510  
        94.0        1.33      0.7827      0.3161      0.5358      20.839     597.071      65.105  
        98.4        1.39      0.8000      0.3028      0.5260      20.464     586.096      62.362  
       102.9        1.45      0.8174      0.2890      0.5137      19.981     572.466      59.529  
       107.4        1.52      0.8323      0.2741      0.4992      19.418     556.358      56.450  
       111.8        1.58      0.8471      0.2588      0.4824      18.761     537.594      53.302  



         PROP RPM =       2420

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3301      0.4353      22.529     586.893      82.258  
         4.5        0.06      0.0435      0.3326      0.4387      22.717     591.495      82.887  
         8.9        0.11      0.0870      0.3354      0.4428      22.931     597.160      83.562  
        13.4        0.17      0.1302      0.3384      0.4478      23.186     603.975      84.348  
        17.9        0.23      0.1730      0.3418      0.4539      23.508     612.118      85.180  
        22.4        0.29      0.2151      0.3455      0.4610      23.870     621.676      86.102  
        26.8        0.34      0.2565      0.3495      0.4693      24.299     632.828      87.091  
        31.3        0.40      0.2969      0.3537      0.4788      24.795     645.573      88.148  
        35.8        0.46      0.3380      0.3580      0.4866      25.198     656.106      89.204  
        40.3        0.52      0.3789      0.3625      0.4944      25.600     666.638      90.328  
        44.7        0.57      0.4154      0.3656      0.5054      26.163     681.507      91.115  
        49.2        0.63      0.4540      0.3686      0.5127      26.552     691.420      91.857  
        53.7        0.69      0.4913      0.3709      0.5202      26.941     701.510      92.419  
        58.2        0.75      0.5269      0.3723      0.5275      27.303     711.246      92.779  
        62.6        0.80      0.5607      0.3726      0.5343      27.665     720.362      92.846  
        67.1        0.86      0.5886      0.3709      0.5427      28.094     731.780      92.419  
        71.6        0.92      0.6186      0.3687      0.5476      28.349     738.241      91.879  
        76.1        0.98      0.6467      0.3653      0.5512      28.537     743.286      91.003  
        80.5        1.03      0.6729      0.3605      0.5538      28.671     746.649      89.834  
        85.0        1.09      0.6972      0.3545      0.5546      28.725     747.977      88.327  
        89.5        1.15      0.7225      0.3478      0.5528      28.617     745.498      86.664  
        94.0        1.21      0.7430      0.3391      0.5502      28.497     742.047      84.506  
        98.4        1.26      0.7620      0.3292      0.5457      28.255     735.940      82.033  
       102.9        1.32      0.7796      0.3183      0.5393      27.920     727.089      79.313  
       107.4        1.38      0.7974      0.3068      0.5303      27.451     715.052      76.458  
       111.8        1.44      0.8125      0.2942      0.5197      26.914     700.802      73.310  



         PROP RPM =       2640

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3301      0.4347      29.221     697.616      97.904  
         4.5        0.05      0.0400      0.3324      0.4379      29.435     702.572      98.579  
         8.9        0.11      0.0799      0.3349      0.4416      29.677     708.591      99.321  
        13.4        0.16      0.1196      0.3377      0.4460      29.985     715.760     100.152  
        17.9        0.21      0.1590      0.3407      0.4512      30.334     724.168     101.052  
        22.4        0.26      0.1979      0.3440      0.4575      30.750     733.992     102.018  
        26.8        0.32      0.2363      0.3475      0.4645      31.219     745.410     103.052  
        31.3        0.37      0.2739      0.3513      0.4726      31.769     758.332     104.176  
        35.8        0.42      0.3123      0.3556      0.4796      32.238     769.572     105.480  
        40.3        0.47      0.3480      0.3592      0.4889      32.868     784.619     106.537  
        44.7        0.53      0.3855      0.3634      0.4962      33.351     796.213     107.773  
        49.2        0.58      0.4189      0.3663      0.5064      34.035     812.587     108.628  
        53.7        0.63      0.4544      0.3692      0.5131      34.491     823.473     109.482  
        58.2        0.68      0.4889      0.3716      0.5200      34.960     834.537     110.201  
        62.6        0.74      0.5220      0.3733      0.5269      35.416     845.600     110.696  
        67.1        0.79      0.5496      0.3729      0.5356      36.006     859.584     110.584  
        71.6        0.84      0.5797      0.3725      0.5411      36.382     868.435     110.471  
        76.1        0.89      0.6082      0.3711      0.5461      36.704     876.312     110.066  
        80.5        0.95      0.6349      0.3687      0.5502      36.985     883.039     109.347  
        85.0        1.00      0.6600      0.3652      0.5534      37.200     887.730     108.313  
        89.5        1.05      0.6834      0.3606      0.5554      37.334     891.270     106.919  
        94.0        1.11      0.7053      0.3548      0.5560      37.374     892.155     105.211  
        98.4        1.16      0.7256      0.3478      0.5551      37.307     890.385     103.142  
       102.9        1.21      0.7445      0.3398      0.5526      37.146     886.845     100.782  
       107.4        1.26      0.7621      0.3308      0.5484      36.865     880.030      98.107  
       111.8        1.32      0.7784      0.3209      0.5424      36.462     870.559      95.162  



         PROP RPM =       2860

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3302      0.4343      37.119     817.986     114.922  
         4.5        0.05      0.0369      0.3323      0.4371      37.361     823.296     115.664  
         8.9        0.10      0.0738      0.3346      0.4405      37.642     829.580     116.451  
        13.4        0.15      0.1105      0.3371      0.4444      37.991     837.104     117.328  
        17.9        0.19      0.1471      0.3398      0.4492      38.380     845.866     118.272  
        22.4        0.24      0.1832      0.3428      0.4545      38.836     855.956     119.306  
        26.8        0.29      0.2189      0.3460      0.4606      39.372     867.550     120.408  
        31.3        0.34      0.2541      0.3493      0.4676      39.962     880.649     121.577  
        35.8        0.39      0.2885      0.3529      0.4755      40.633     895.695     122.813  
        40.3        0.44      0.3237      0.3570      0.4821      41.196     908.087     124.229  
        44.7        0.49      0.3565      0.3603      0.4911      41.961     924.903     125.398  
        49.2        0.53      0.3911      0.3642      0.4978      42.551     937.294     126.770  
        53.7        0.58      0.4217      0.3670      0.5074      43.355     955.881     127.714  
        58.2        0.63      0.4547      0.3698      0.5137      43.905     967.387     128.726  
        62.6        0.68      0.4868      0.3723      0.5203      44.468     979.778     129.602  
        67.1        0.73      0.5139      0.3731      0.5292      45.219     996.594     129.872  
        71.6        0.78      0.5436      0.3740      0.5349      45.715    1007.215     130.164  
        76.1        0.83      0.5719      0.3742      0.5404      46.185    1017.836     130.232  
        80.5        0.87      0.5951      0.3727      0.5477      46.802    1031.112     129.692  
        85.0        0.92      0.6208      0.3709      0.5515      47.137    1039.078     129.085  
        89.5        0.97      0.6451      0.3683      0.5547      47.405    1044.388     128.164  
        94.0        1.02      0.6679      0.3647      0.5572      47.620    1049.698     126.927  
        98.4        1.07      0.6893      0.3602      0.5585      47.727    1051.469     125.353  
       102.9        1.12      0.7093      0.3547      0.5588      47.754    1052.354     123.443  
       107.4        1.17      0.7281      0.3482      0.5577      47.660    1050.584     121.195  
       111.8        1.21      0.7456      0.3408      0.5552      47.459    1046.158     118.609  



         PROP RPM =       3080

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3303      0.4340      46.319     947.915     133.289  
         4.5        0.05      0.0343      0.3322      0.4365      46.600     953.225     134.076  
         8.9        0.09      0.0686      0.3343      0.4396      46.922     960.306     134.930  
        13.4        0.14      0.1028      0.3366      0.4432      47.311     968.272     135.875  
        17.9        0.18      0.1368      0.3391      0.4474      47.754     977.122     136.864  
        22.4        0.23      0.1705      0.3418      0.4521      48.250     987.743     137.943  
        26.8        0.27      0.2039      0.3446      0.4575      48.827     999.249     139.112  
        31.3        0.32      0.2368      0.3477      0.4635      49.484    1012.525     140.326  
        35.8        0.36      0.2692      0.3509      0.4705      50.221    1027.572     141.630  
        40.3        0.41      0.3009      0.3542      0.4780      51.026    1044.388     143.001  
        44.7        0.45      0.3335      0.3581      0.4844      51.710    1057.664     144.552  
        49.2        0.50      0.3637      0.3612      0.4929      52.608    1076.251     145.811  
        53.7        0.54      0.3958      0.3651      0.4993      53.306    1090.412     147.362  
        58.2        0.59      0.4242      0.3676      0.5084      54.258    1109.884     148.374  
        62.6        0.63      0.4549      0.3705      0.5144      54.901    1123.160     149.543  
        67.1        0.68      0.4813      0.3722      0.5233      55.867    1143.516     150.240  
        71.6        0.72      0.5102      0.3739      0.5289      56.457    1155.022     150.914  
        76.1        0.77      0.5382      0.3751      0.5345      57.060    1167.413     151.431  
        80.5        0.81      0.5612      0.3748      0.5423      57.892    1184.230     151.296  
        85.0        0.86      0.5870      0.3744      0.5468      58.375    1193.966     151.139  
        89.5        0.90      0.6115      0.3734      0.5511      58.817    1203.701     150.734  
        94.0        0.95      0.6347      0.3717      0.5547      59.219    1211.667     150.015  
        98.4        0.99      0.6534      0.3681      0.5592      59.689    1221.403     148.599  
       102.9        1.04      0.6743      0.3646      0.5610      59.877    1224.943     147.160  
       107.4        1.08      0.6941      0.3602      0.5619      59.984    1227.598     145.384  
       111.8        1.13      0.7126      0.3550      0.5618      59.970    1227.598     143.293  



         PROP RPM =       3300

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3303      0.4336      56.926    1086.872     153.027  
         4.5        0.04      0.0321      0.3321      0.4360      57.235    1093.067     153.882  
         8.9        0.08      0.0641      0.3341      0.4388      57.610    1100.148     154.781  
        13.4        0.13      0.0961      0.3362      0.4420      58.039    1108.113     155.770  
        17.9        0.17      0.1279      0.3384      0.4458      58.522    1117.849     156.827  
        22.4        0.21      0.1595      0.3409      0.4500      59.085    1128.470     157.951  
        26.8        0.25      0.1908      0.3435      0.4549      59.716    1140.861     159.165  
        31.3        0.29      0.2217      0.3463      0.4603      60.426    1154.137     160.446  
        35.8        0.34      0.2523      0.3492      0.4663      61.218    1169.184     161.795  
        40.3        0.38      0.2822      0.3523      0.4730      62.103    1186.000     163.234  
        44.7        0.42      0.3116      0.3555      0.4803      63.068    1204.587     164.718  
        49.2        0.46      0.3419      0.3592      0.4866      63.873    1219.633     166.426  
        53.7        0.51      0.3699      0.3621      0.4946      64.932    1239.990     167.797  
        58.2        0.55      0.3971      0.3652      0.5034      66.085    1262.116     169.214  
        62.6        0.59      0.4262      0.3682      0.5093      66.863    1277.163     170.630  
        67.1        0.63      0.4550      0.3712      0.5153      67.641    1292.209     172.001  
        71.6        0.67      0.4797      0.3728      0.5236      68.741    1312.566     172.743  
        76.1        0.72      0.5069      0.3747      0.5292      69.465    1326.727     173.642  
        80.5        0.76      0.5297      0.3754      0.5372      70.524    1347.084     173.957  
        85.0        0.80      0.5551      0.3761      0.5420      71.155    1358.590     174.249  
        89.5        0.84      0.5796      0.3763      0.5467      71.771    1370.981     174.339  
        94.0        0.88      0.5994      0.3749      0.5530      72.616    1386.912     173.732  
        98.4        0.93      0.6219      0.3736      0.5566      73.059    1395.763     173.125  
       102.9        0.97      0.6432      0.3717      0.5596      73.461    1402.843     172.226  
       107.4        1.01      0.6603      0.3683      0.5638      74.011    1413.464     170.675  
       111.8        1.05      0.6796      0.3648      0.5650      74.172    1417.004     169.034  



