        83x8_2_2200_46_2000                                 (83x8_2_2200_46_2000.dat)

         PROP RPM =       1100

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
       111.8        0.81      0.9270      0.0305      0.0266      45.903    1643.584     142.686  



         PROP RPM =       1980

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.0986      0.0410     100.778    3207.510     583.829  
         4.5        0.03      0.0684      0.0980      0.0412     101.287    3224.327     580.457  
         8.9        0.06      0.1335      0.0972      0.0418     102.856    3273.891     575.511  
        13.4        0.09      0.1975      0.0964      0.0421     103.487    3294.248     571.015  
        17.9        0.11      0.2567      0.0954      0.0427     105.069    3344.697     565.170  
        22.4        0.14      0.3155      0.0945      0.0430     105.766    3366.824     559.550  
        26.8        0.17      0.3684      0.0933      0.0437     107.322    3416.388     552.356  
        31.3        0.20      0.4215      0.0920      0.0439     108.019    3438.515     545.162  
        35.8        0.23      0.4680      0.0906      0.0445     109.467    3484.539     536.844  
        40.3        0.26      0.5151      0.0891      0.0448     110.058    3503.125     527.852  
        44.7        0.29      0.5592      0.0875      0.0450     110.621    3521.712     518.410  
        49.2        0.32      0.5965      0.0857      0.0454     111.667    3554.460     507.619  
        53.7        0.34      0.6346      0.0838      0.0455     111.922    3562.425     496.153  
        58.2        0.37      0.6698      0.0817      0.0456     112.042    3565.966     483.789  
        62.6        0.40      0.7021      0.0795      0.0455     111.962    3564.195     470.750  
        67.1        0.43      0.7287      0.0770      0.0456     111.989    3565.080     455.913  
        71.6        0.46      0.7559      0.0744      0.0453     111.291    3542.954     440.626  
        76.1        0.49      0.7806      0.0716      0.0449     110.272    3510.206     424.439  
        80.5        0.52      0.8029      0.0687      0.0443     108.877    3465.952     407.129  
        85.0        0.55      0.8252      0.0657      0.0435     106.866    3402.227     389.144  
        89.5        0.57      0.8459      0.0624      0.0424     104.278    3319.915     369.811  
        94.0        0.60      0.8607      0.0587      0.0412     101.274    3223.442     348.004  
        98.4        0.63      0.8741      0.0550      0.0398      97.841    3114.578     325.748  
       102.9        0.66      0.8862      0.0512      0.0382      93.965    2990.667     303.492  
       107.4        0.69      0.8971      0.0474      0.0365      89.634    2853.481     280.786  
       111.8        0.72      0.9067      0.0435      0.0345      84.833    2700.363     257.856  



         PROP RPM =       2200

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.1002      0.0423     142.550    4083.734     732.653  
         4.5        0.03      0.0607      0.0997      0.0425     143.221    4104.091     729.056  
         8.9        0.05      0.1190      0.0991      0.0431     145.232    4162.506     724.559  
        13.4        0.08      0.1764      0.0984      0.0433     146.037    4185.518     720.063  
        17.9        0.10      0.2301      0.0977      0.0439     148.183    4244.818     714.443  
        22.4        0.13      0.2836      0.0969      0.0442     148.987    4268.715     708.598  
        26.8        0.16      0.3324      0.0959      0.0448     150.999    4327.130     701.404  
        31.3        0.18      0.3816      0.0949      0.0450     151.938    4351.912     694.210  
        35.8        0.21      0.4255      0.0938      0.0456     153.815    4406.786     685.667  
        40.3        0.23      0.4701      0.0925      0.0458     154.620    4428.028     676.675  
        44.7        0.26      0.5124      0.0912      0.0461     155.424    4451.040     667.233  
        49.2        0.28      0.5489      0.0897      0.0465     156.899    4493.524     655.993  
        53.7        0.31      0.5864      0.0881      0.0467     157.436    4508.570     644.527  
        58.2        0.34      0.6182      0.0864      0.0470     158.509    4541.318     631.938  
        62.6        0.36      0.6511      0.0845      0.0470     158.643    4543.973     618.225  
        67.1        0.39      0.6818      0.0826      0.0470     158.509    4541.318     603.837  
        71.6        0.41      0.7101      0.0805      0.0469     158.240    4532.467     588.550  
        76.1        0.44      0.7336      0.0782      0.0469     158.106    4528.042     571.689  
        80.5        0.47      0.7579      0.0758      0.0465     157.033    4497.949     554.154  
        85.0        0.49      0.7802      0.0732      0.0461     155.558    4456.351     535.495  
        89.5        0.52      0.8005      0.0705      0.0456     153.681    4403.246     515.712  
        94.0        0.54      0.8196      0.0677      0.0449     151.267    4335.095     495.029  
        98.4        0.57      0.8386      0.0647      0.0439     148.183    4243.933     473.448  
       102.9        0.60      0.8546      0.0614      0.0428     144.294    4134.183     449.393  
       107.4        0.62      0.8674      0.0580      0.0415     140.137    4012.928     424.439  
       111.8        0.65      0.8791      0.0546      0.0401     135.443    3878.397     399.036  



         PROP RPM =       2420

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.1019      0.0436     195.923    5101.570     901.934  
         4.5        0.02      0.0540      0.1016      0.0442     198.605    5173.261     899.236  
         8.9        0.05      0.1069      0.1012      0.0445     199.946    5206.894     895.639  
        13.4        0.07      0.1586      0.1008      0.0448     201.287    5241.412     892.042  
        17.9        0.09      0.2075      0.1002      0.0454     203.969    5310.448     886.647  
        22.4        0.12      0.2562      0.0996      0.0457     205.176    5344.080     881.251  
        26.8        0.14      0.3012      0.0988      0.0463     207.858    5412.231     874.507  
        31.3        0.16      0.3466      0.0980      0.0466     209.065    5443.209     867.538  
        35.8        0.19      0.3877      0.0971      0.0471     211.479    5508.704     859.220  
        40.3        0.21      0.4296      0.0961      0.0474     212.552    5536.142     850.452  
        44.7        0.24      0.4667      0.0950      0.0479     214.831    5596.327     840.561  
        49.2        0.26      0.5048      0.0938      0.0481     215.770    5618.454     829.770  
        53.7        0.28      0.5412      0.0925      0.0482     216.575    5639.695     818.530  
        58.2        0.31      0.5724      0.0910      0.0486     218.184    5683.064     805.491  
        62.6        0.33      0.6050      0.0895      0.0487     218.586    5694.570     792.002  
        67.1        0.35      0.6357      0.0879      0.0488     218.989    5701.651     777.614  
        71.6        0.38      0.6615      0.0860      0.0489     219.659    5722.007     761.428  
        76.1        0.40      0.6886      0.0841      0.0489     219.391    5713.157     744.792  
        80.5        0.42      0.7138      0.0822      0.0487     218.720    5696.340     727.032  
        85.0        0.45      0.7348      0.0800      0.0486     218.318    5685.719     707.699  
        89.5        0.47      0.7568      0.0777      0.0483     216.843    5646.776     687.691  
        94.0        0.49      0.7771      0.0753      0.0479     214.831    5596.327     666.559  
        98.4        0.52      0.7958      0.0728      0.0473     212.418    5533.486     644.303  
       102.9        0.54      0.8135      0.0702      0.0467     209.467    5455.600     620.922  
       107.4        0.56      0.8299      0.0674      0.0458     205.712    5359.127     596.418  
       111.8        0.59      0.8463      0.0644      0.0448     201.019    5233.446     570.116  



         PROP RPM =       2640

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.1031      0.0454     264.717    6318.548    1085.378  
         4.5        0.02      0.0482      0.1032      0.0462     269.277    6428.297    1087.176  
         8.9        0.04      0.0952      0.1033      0.0468     272.629    6509.724    1087.401  
        13.4        0.06      0.1409      0.1031      0.0473     275.848    6584.955    1086.052  
        17.9        0.09      0.1856      0.1029      0.0478     278.664    6651.336    1083.355  
        22.4        0.11      0.2291      0.1025      0.0482     281.078    6709.751    1079.758  
        26.8        0.13      0.2702      0.1020      0.0489     284.833    6799.143    1074.812  
        31.3        0.15      0.3111      0.1015      0.0492     286.844    6847.822    1068.742  
        35.8        0.17      0.3509      0.1008      0.0495     288.722    6893.846    1061.773  
        40.3        0.19      0.3873      0.1000      0.0501     292.074    6971.733    1053.455  
        44.7        0.22      0.4243      0.0991      0.0504     293.549    7008.906    1044.238  
        49.2        0.24      0.4600      0.0982      0.0506     295.159    7045.194    1034.346  
        53.7        0.26      0.4917      0.0971      0.0511     297.706    7108.919    1022.656  
        58.2        0.28      0.5244      0.0959      0.0513     298.779    7133.701    1010.292  
        62.6        0.30      0.5529      0.0946      0.0517     301.059    7187.691     996.803  
        67.1        0.32      0.5827      0.0933      0.0518     301.595    7200.967     981.966  
        71.6        0.34      0.6109      0.0918      0.0518     301.998    7209.818     966.454  
        76.1        0.37      0.6350      0.0902      0.0520     303.205    7239.025     949.368  
        80.5        0.39      0.6603      0.0884      0.0520     302.802    7230.174     931.384  
        85.0        0.41      0.6842      0.0866      0.0519     302.266    7215.128     912.275  
        89.5        0.43      0.7065      0.0847      0.0517     301.193    7192.116     892.042  
        94.0        0.45      0.7251      0.0826      0.0516     300.523    7174.415     869.786  
        98.4        0.47      0.7447      0.0804      0.0512     298.511    7126.621     847.080  
       102.9        0.50      0.7629      0.0781      0.0508     295.963    7067.321     823.026  
       107.4        0.52      0.7798      0.0758      0.0503     293.013    6994.745     797.847  
       111.8        0.54      0.7958      0.0733      0.0496     289.258    6906.237     771.769  



         PROP RPM =       2860

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.1030      0.0470     348.263    7674.482    1273.093  
         4.5        0.02      0.0430      0.1031      0.0477     353.761    7794.852    1274.892  
         8.9        0.04      0.0848      0.1033      0.0485     359.527    7922.303    1276.915  
        13.4        0.06      0.1252      0.1035      0.0493     365.562    8055.949    1279.163  
        17.9        0.08      0.1644      0.1037      0.0502     371.999    8197.561    1281.411  
        22.4        0.10      0.2022      0.1039      0.0511     378.704    8346.253    1283.884  
        26.8        0.12      0.2386      0.1041      0.0521     385.946    8503.797    1286.357  
        31.3        0.14      0.2737      0.1043      0.0531     393.321    8668.421    1289.055  
        35.8        0.16      0.3073      0.1045      0.0542     401.233    8841.895    1291.977  
        40.3        0.18      0.3411      0.1044      0.0548     406.329    8956.955    1290.628  
        44.7        0.20      0.3748      0.1040      0.0552     409.145    9018.910    1285.233  
        49.2        0.22      0.4052      0.1033      0.0558     413.705    9116.268    1277.140  
        53.7        0.24      0.4358      0.1026      0.0562     416.253    9178.224    1267.473  
        58.2        0.26      0.4655      0.1016      0.0565     418.532    9222.477    1256.233  
        62.6        0.28      0.4941      0.1006      0.0567     420.410    9266.731    1243.868  
        67.1        0.30      0.5196      0.0995      0.0572     423.494    9328.686    1229.705  
        71.6        0.32      0.5459      0.0983      0.0573     424.567    9355.239    1214.193  
        76.1        0.34      0.5710      0.0969      0.0574     425.372    9372.940    1197.558  
        80.5        0.36      0.5950      0.0955      0.0575     425.908    9381.791    1180.022  
        85.0        0.38      0.6156      0.0938      0.0576     427.115    9408.343    1160.014  
        89.5        0.40      0.6371      0.0922      0.0576     426.713    9399.492    1139.332  
        94.0        0.42      0.6575      0.0904      0.0575     425.774    9381.791    1117.526  
        98.4        0.44      0.6746      0.0885      0.0574     425.506    9372.940    1093.696  
       102.9        0.46      0.6926      0.0865      0.0572     423.494    9328.686    1068.967  
       107.4        0.48      0.7094      0.0844      0.0568     420.946    9275.582    1042.889  
       111.8        0.50      0.7250      0.0822      0.0564     417.862    9204.776    1015.687  



         PROP RPM =       3080

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.1028      0.0505     467.345    9567.656    1474.297  
         4.5        0.02      0.0372      0.1030      0.0512     473.782    9691.567    1476.321  
         8.9        0.04      0.0734      0.1031      0.0519     480.487    9833.179    1478.344  
        13.4        0.06      0.1087      0.1033      0.0527     487.595    9974.791    1480.592  
        17.9        0.07      0.1429      0.1034      0.0535     495.105   10134.104    1483.065  
        22.4        0.09      0.1762      0.1036      0.0544     502.883   10293.418    1485.538  
        26.8        0.11      0.2084      0.1038      0.0552     511.197   10461.582    1488.011  
        31.3        0.13      0.2395      0.1040      0.0562     519.779   10638.597    1490.933  
        35.8        0.15      0.2696      0.1042      0.0571     528.898   10824.462    1493.631  
        40.3        0.17      0.2985      0.1044      0.0582     538.285   11019.179    1496.778  
        44.7        0.18      0.3264      0.1046      0.0592     548.209   11213.895    1499.926  
        49.2        0.20      0.3532      0.1048      0.0604     558.535   11426.313    1503.073  
        53.7        0.22      0.3788      0.1051      0.0615     569.263   11647.582    1506.445  
        58.2        0.24      0.4034      0.1053      0.0627     580.528   11877.701    1510.042  
        62.6        0.26      0.4269      0.1056      0.0640     592.194   12116.671    1513.414  
        67.1        0.28      0.4503      0.1058      0.0651     602.654   12329.089    1516.562  
        71.6        0.30      0.4731      0.1055      0.0659     610.164   12488.403    1512.290  
        76.1        0.31      0.4952      0.1048      0.0665     615.126   12585.761    1501.949  
        80.5        0.33      0.5167      0.1038      0.0668     618.210   12647.716    1487.561  
        85.0        0.35      0.5374      0.1026      0.0670     620.222   12691.970    1470.700  
        89.5        0.37      0.5576      0.1011      0.0670     620.356   12691.970    1449.793  
        94.0        0.39      0.5769      0.0996      0.0670     619.819   12683.119    1427.312  
        98.4        0.41      0.5937      0.0979      0.0670     620.088   12691.970    1402.808  
       102.9        0.43      0.6111      0.0960      0.0668     618.210   12647.716    1376.955  
       107.4        0.44      0.6275      0.0941      0.0665     615.796   12603.462    1349.528  
       111.8        0.46      0.6429      0.0921      0.0662     612.712   12541.507    1320.753  



         PROP RPM =       3300

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.1027      0.0540     614.321   11736.089    1689.889  
         4.5        0.02      0.0325      0.1028      0.0546     621.697   11868.850    1691.913  
         8.9        0.03      0.0642      0.1029      0.0553     629.341   12019.313    1693.936  
        13.4        0.05      0.0952      0.1031      0.0560     637.387   12169.776    1696.409  
        17.9        0.07      0.1255      0.1032      0.0568     645.835   12337.940    1698.657  
        22.4        0.09      0.1550      0.1034      0.0575     654.820   12506.104    1701.355  
        26.8        0.10      0.1837      0.1036      0.0583     664.073   12683.119    1704.052  
        31.3        0.12      0.2115      0.1037      0.0592     673.728   12868.985    1706.750  
        35.8        0.14      0.2386      0.1039      0.0601     683.920   13063.701    1709.672  
        40.3        0.16      0.2648      0.1041      0.0610     694.514   13267.268    1712.820  
        44.7        0.17      0.2901      0.1043      0.0620     705.645   13479.686    1715.967  
        49.2        0.19      0.3146      0.1045      0.0630     717.043   13692.104    1719.114  
        53.7        0.21      0.3382      0.1047      0.0641     729.113   13922.223    1722.711  
        58.2        0.22      0.3610      0.1049      0.0652     741.584   14161.194    1726.084  
        62.6        0.24      0.3829      0.1051      0.0663     754.592   14409.014    1729.680  
        67.1        0.26      0.4039      0.1053      0.0675     768.002   14665.686    1733.502  
        71.6        0.28      0.4241      0.1056      0.0687     781.949   14931.209    1737.324  
        76.1        0.29      0.4434      0.1058      0.0700     796.432   15205.582    1741.146  
        80.5        0.31      0.4620      0.1060      0.0712     810.647   15479.955    1744.068  
        85.0        0.33      0.4798      0.1061      0.0725     824.861   15754.328    1746.092  
        89.5        0.34      0.4968      0.1062      0.0738     839.613   16037.552    1748.115  
        94.0        0.36      0.5144      0.1062      0.0748     851.011   16249.970    1747.216  
        98.4        0.38      0.5322      0.1056      0.0753     857.314   16373.880    1738.223  
       102.9        0.40      0.5483      0.1047      0.0758     862.544   16471.238    1723.611  
       107.4        0.41      0.5641      0.1033      0.0758     863.215   16488.940    1700.455  
       111.8        0.43      0.5791      0.1018      0.0758     862.812   16480.089    1675.277  



