Battery,Motor,Propeller,Battery_Weight,Battery_Capacity,Motor_Weight,Propeller_Weight,MV_omega_rad,MV_omega_RPM,MV_Voltage,MV_Thrust,MV_Torque,MV_Power,MV_Current,MV_Efficiency,MP_omega_rad,MP_omega_RPM,MP_Voltage,MP_Thrust,MP_Torque,MP_Power,MP_Current,MP_Efficiency,MC_omega_rad,MC_omega_RPM,MC_Voltage,MC_Thrust,MC_Torque,MC_Power,MC_Current,MC_Efficiency,MaxPower,MaxCur,PeakCur,ContCur,Aircraft_Weight,Aircraft_Thrust,Aircraft_Thrust2Weight,Aircraft_FlightTime
Eagle 043 Ah Ag,KDE5215XF-435,62x9_2_2200_51_1150,1.7,0.43,0.36,0.876,56.06,535.34,28.00,92.45,18.97,25451.32,908.98,4.40,28.04,267.78,7.35,560.51,4.75,1678.95,228.54,8.34,16.05,153.28,2.58,559.82,1.55,195.87,75.79,13.40,1595.00,72.00,0.01,0.01,6.991232355870562,92.45,1.3479822447460397,9.46115426081982e-05
Eagle 043 Ah Ag,KDE5215XF-435,62x9_3_2200_51_1240,1.7,0.43,0.36,1.27,53.44,510.31,28.00,92.75,19.01,25506.03,910.93,4.19,26.73,255.25,7.33,618.30,4.76,1678.95,229.01,7.97,15.29,146.00,2.57,617.32,1.55,194.60,75.79,12.85,1595.00,72.00,0.01,0.01,8.567232355870562,92.75,1.1035813821349496,9.440901057161364e-05
Eagle 043 Ah Ag,KDE5215XF-435,62x9_4_2200_51_1290,1.7,0.43,0.36,1.663,52.03,496.85,28.00,92.89,19.03,25535.45,911.98,4.08,26.02,248.51,7.32,653.07,4.76,1678.95,229.27,7.77,14.88,142.10,2.56,651.96,1.55,193.92,75.79,12.55,1595.00,72.00,0.01,0.01,10.139232355870561,92.89,0.933888182448672,9.43003136033685e-05
Eagle 043 Ah Ag,KDE5215XF-435,69x10_2_2000_51_1450,1.7,0.43,0.36,1.15,43.49,415.28,28.00,84.73,19.16,25713.73,918.35,3.41,21.75,207.69,7.27,705.32,4.79,1678.95,230.80,6.54,12.41,118.47,2.50,704.40,1.55,189.80,75.79,10.69,1595.00,72.00,0.01,0.01,8.087232355870562,84.73,1.0679926846213887,9.364621331736267e-05
Eagle 043 Ah Ag,KDE5215XF-435,69x10_3_2000_51_1550,1.7,0.43,0.36,1.675,41.71,398.30,28.00,85.63,19.19,25750.84,919.67,3.27,20.87,199.27,7.26,775.14,4.80,1678.95,231.12,6.28,11.91,113.69,2.49,774.25,1.55,188.97,75.79,10.30,1595.00,72.00,0.01,0.01,10.187232355870563,85.63,0.8568419575841979,9.351180314678093e-05
Eagle 043 Ah Ag,KDE5215XF-435,69x11_2_1800_51_1340,1.7,0.43,0.36,1.161,38.65,369.04,28.00,75.17,19.24,25814.79,921.96,3.03,19.33,184.55,7.25,642.72,4.81,1678.95,231.67,5.83,11.01,105.09,2.47,642.28,1.55,187.47,75.79,9.60,1595.00,72.00,0.01,0.01,8.131232355870562,75.17,0.9423650511188594,9.327953490390039e-05
Eagle 043 Ah Ag,KDE5215XF-435,69x11_3_1800_51_1440,1.7,0.43,0.36,1.688,36.84,351.83,28.00,75.46,19.27,25852.41,923.30,2.89,18.42,175.89,7.24,709.73,4.82,1678.95,232.00,5.56,10.49,100.15,2.46,709.16,1.55,186.61,75.79,9.19,1595.00,72.00,0.01,0.01,10.239232355870563,75.46,0.7512429251644606,9.314415682876639e-05
Eagle 043 Ah Ag,KDE5215XF-435,69x11_4_1800_51_1520,1.7,0.43,0.36,2.214,35.50,339.04,28.00,75.31,19.29,25880.36,924.30,2.79,17.74,169.40,7.23,762.93,4.82,1678.95,232.25,5.36,10.10,96.46,2.45,762.39,1.55,185.97,75.79,8.88,1595.00,72.00,0.01,0.01,12.343232355870562,75.31,0.6219489454019657,9.30433841826247e-05
Eagle 043 Ah Ag,KDE5215XF-435,69x11_5_1200_36_730,1.7,0.43,0.36,2.742,32.68,312.06,28.00,69.22,19.33,25939.33,926.40,2.56,16.30,155.65,7.21,368.11,4.83,1678.95,232.77,4.94,9.23,88.16,2.43,367.95,1.55,184.52,75.79,8.18,1595.00,72.00,0.01,0.01,14.455232355870562,69.22,0.4881322600591658,9.283246977547497e-05
Eagle 043 Ah Ag,KDE5215XF-435,69x12_2_1600_51_1220,1.7,0.43,0.36,1.174,34.53,329.77,28.00,67.36,19.30,25900.63,925.02,2.71,17.34,165.60,7.22,571.18,4.83,1678.95,232.39,5.25,9.88,94.38,2.45,571.29,1.55,185.61,75.79,8.71,1595.00,72.00,0.01,0.01,8.183232355870562,67.36,0.8390893102457699,9.297096278999374e-05
Eagle 043 Ah Ag,KDE5215XF-435,69x12_3_1600_51_1320,1.7,0.43,0.36,1.702,32.81,313.36,28.00,67.92,19.33,25936.50,926.30,2.57,16.47,157.30,7.21,638.03,4.83,1678.95,232.71,4.99,9.39,89.67,2.44,638.26,1.55,184.79,75.79,8.31,1595.00,72.00,0.01,0.01,10.295232355870562,67.92,0.6725003536868855,9.284249163338013e-05
Eagle 043 Ah Ag,KDE5215XF-435,69x12_4_1600_51_1390,1.7,0.43,0.36,2.229,31.77,303.35,28.00,68.31,19.35,25958.37,927.08,2.49,15.95,152.29,7.21,684.65,4.84,1678.95,232.90,4.84,9.10,86.86,2.43,684.87,1.55,184.30,75.79,8.07,1595.00,72.00,0.01,0.01,12.403232355870562,68.31,0.5614103285743722,9.27643784786642e-05
Eagle 043 Ah Ag,KDE5215XF-435,69x12_5_1600_51_1440,1.7,0.43,0.36,2.754,31.01,296.10,28.00,68.38,19.36,25974.22,927.65,2.43,15.56,148.61,7.20,719.28,4.84,1678.95,233.04,4.72,8.88,84.78,2.43,719.49,1.55,183.93,75.79,7.89,1595.00,72.00,0.01,0.01,14.503232355870562,68.38,0.48061274598658865,9.270737886056165e-05
Eagle 043 Ah Ag,KDE5215XF-435,69x12_6_1400_46_1170,1.7,0.43,0.36,3.282,28.87,275.72,28.00,62.65,19.39,26018.75,929.24,2.27,14.41,137.64,7.19,581.04,4.85,1678.95,233.46,4.38,8.17,78.05,2.41,580.87,1.55,182.76,75.79,7.31,1595.00,72.00,0.01,0.01,16.61523235587056,62.65,0.3843666060229864,9.25487495157333e-05
Eagle 043 Ah Ag,KDE5215XF-435,69x13_2_1200_41_730,1.7,0.43,0.36,1.18,31.91,304.75,28.00,59.48,19.34,25955.30,926.98,2.50,15.93,152.17,7.21,331.82,4.84,1678.95,232.90,4.83,9.03,86.21,2.43,331.73,1.55,184.18,75.79,8.01,1595.00,72.00,0.01,0.01,8.207232355870563,59.48,0.738763148475678,9.277438563938813e-05
Eagle 043 Ah Ag,KDE5215XF-435,69x13_3_1200_41_790,1.7,0.43,0.36,1.708,30.30,289.34,28.00,59.88,19.37,25988.98,928.18,2.38,15.13,144.46,7.20,370.60,4.84,1678.95,233.20,4.59,8.57,81.81,2.42,370.52,1.55,183.42,75.79,7.64,1595.00,72.00,0.01,0.01,10.319232355870561,59.88,0.5915144968797678,9.265444202633112e-05
Eagle 043 Ah Ag,KDE5215XF-435,69x13_4_1200_41_830,1.7,0.43,0.36,2.234,29.58,282.44,28.00,61.32,19.38,26004.07,928.72,2.32,14.82,141.53,7.20,398.83,4.85,1678.95,233.31,4.50,8.41,80.28,2.42,398.98,1.55,183.15,75.79,7.50,1595.00,72.00,0.01,0.01,12.423232355870562,61.32,0.5031512207883726,9.260056852442071e-05
Eagle 043 Ah Ag,KDE5215XF-435,69x13_5_1200_41_870,1.7,0.43,0.36,2.762,28.66,273.69,28.00,61.22,19.39,26023.19,929.40,2.25,14.36,137.09,7.19,424.00,4.85,1678.95,233.48,4.36,8.14,77.74,2.41,424.15,1.55,182.71,75.79,7.28,1595.00,72.00,0.01,0.01,14.535232355870562,61.22,0.42934097600132,9.253281687109964e-05
Eagle 043 Ah Ag,KDE5215XF-435,69x13_6_1200_41_890,1.7,0.43,0.36,3.285,27.83,265.80,28.00,59.51,19.41,26040.45,930.02,2.18,13.89,132.62,7.19,436.49,4.85,1678.95,233.65,4.23,7.86,75.05,2.40,436.42,1.55,182.24,75.79,7.05,1595.00,72.00,0.01,0.01,16.62723235587056,59.51,0.3648387650833616,9.247112965312575e-05
Eagle 043 Ah Ag,KDE5215XF-435,69x14_2_1400_51_1080,1.7,0.43,0.36,1.188,29.93,285.80,28.00,55.49,19.37,25996.72,928.45,2.35,14.95,142.76,7.20,479.31,4.84,1678.95,233.26,4.54,8.48,80.98,2.42,479.31,1.55,183.27,75.79,7.56,1595.00,72.00,0.01,0.01,8.239232355870563,55.49,0.6865291258254057,9.262749744197318e-05
Eagle 043 Ah Ag,KDE5215XF-435,69x14_3_1400_51_1170,1.7,0.43,0.36,1.717,28.39,271.15,28.00,55.85,19.40,26028.75,929.60,2.23,14.18,135.44,7.19,535.99,4.85,1678.95,233.54,4.31,8.05,76.85,2.41,535.99,1.55,182.55,75.79,7.21,1595.00,72.00,0.01,0.01,10.355232355870562,55.85,0.5497868168286035,9.251290877796903e-05
Eagle 043 Ah Ag,KDE5215XF-435,69x14_4_1400_51_1230,1.7,0.43,0.36,2.244,27.49,262.50,28.00,56.06,19.41,26047.65,930.27,2.16,13.73,131.11,7.18,573.90,4.85,1678.95,233.71,4.18,7.79,74.41,2.40,573.82,1.55,182.13,75.79,7.00,1595.00,72.00,0.01,0.01,12.463232355870563,56.06,0.4585148378134541,9.244627903726876e-05
Eagle 043 Ah Ag,KDE5215XF-435,69x14_5_1400_51_1290,1.7,0.43,0.36,2.772,26.66,254.55,28.00,56.15,19.42,26065.04,930.89,2.09,13.31,127.13,7.18,611.42,4.86,1678.95,233.86,4.05,7.56,72.19,2.40,611.42,1.55,181.74,75.79,6.80,1595.00,72.00,0.01,0.01,14.575232355870561,56.15,0.39270394697375766,9.238470710825125e-05
Eagle 043 Ah Ag,KDE5215XF-435,69x14_6_1400_51_1330,1.7,0.43,0.36,3.297,26.10,249.27,28.00,56.08,19.43,26076.57,931.31,2.05,13.04,124.49,7.18,636.68,4.86,1678.95,233.96,3.97,7.40,70.71,2.39,636.60,1.55,181.48,75.79,6.67,1595.00,72.00,0.01,0.01,16.675232355870563,56.08,0.34282075213509833,9.234304366966961e-05
Eagle 043 Ah Ag,KDE5215XF-435,69x15_2_1000_41_620,1.7,0.43,0.36,1.2,27.08,258.57,28.00,48.25,19.42,26056.25,930.58,2.12,13.52,129.12,7.18,259.66,4.86,1678.95,233.78,4.12,7.65,73.02,2.40,259.60,1.55,181.88,75.79,6.87,1595.00,72.00,0.01,0.01,8.287232355870561,48.25,0.5934973643122523,9.241548281716779e-05
Eagle 043 Ah Ag,KDE5215XF-435,69x15_3_1000_41_660,1.7,0.43,0.36,1.727,25.93,247.59,28.00,48.74,19.44,26080.24,931.44,2.03,12.95,123.64,7.18,286.07,4.86,1678.95,233.99,3.94,7.32,69.89,2.39,286.02,1.55,181.34,75.79,6.60,1595.00,72.00,0.01,0.01,10.395232355870561,48.74,0.47794983528645896,9.233015545821524e-05
Eagle 043 Ah Ag,KDE5215XF-435,69x15_4_1000_41_700,1.7,0.43,0.36,2.256,24.98,238.55,28.00,49.03,19.45,26100.00,932.14,1.96,12.47,119.12,7.17,310.18,4.86,1678.95,234.16,3.80,7.05,67.32,2.39,310.18,1.55,180.89,75.79,6.37,1595.00,72.00,0.01,0.01,12.511232355870561,49.03,0.39947793485516636,9.22608191902504e-05
Eagle 043 Ah Ag,KDE5215XF-435,69x15_5_1000_41_730,1.7,0.43,0.36,2.783,24.30,232.09,28.00,49.08,19.46,26114.12,932.65,1.91,12.13,115.87,7.17,327.88,4.87,1678.95,234.29,3.70,6.86,65.47,2.38,327.83,1.55,180.57,75.79,6.21,1595.00,72.00,0.01,0.01,14.619232355870562,49.08,0.342224405645108,9.221036830536644e-05
Eagle 043 Ah Ag,KDE5215XF-435,69x15_6_1000_41_750,1.7,0.43,0.36,3.308,23.87,227.91,28.00,49.20,19.47,26123.26,932.97,1.87,11.91,113.77,7.16,340.88,4.87,1678.95,234.37,3.64,6.73,64.29,2.38,340.83,1.55,180.36,75.79,6.10,1595.00,72.00,0.01,0.01,16.71923235587056,49.2,0.29997133918153107,9.217874100989315e-05
Eagle 043 Ah Ag,KDE5215XF-435,69x16_2_1200_51_930,1.7,0.43,0.36,1.204,26.31,251.26,28.00,46.62,19.43,26072.23,931.15,2.06,13.15,125.53,7.18,382.71,4.86,1678.95,233.92,4.00,7.44,71.09,2.40,382.64,1.55,181.55,75.79,6.70,1595.00,72.00,0.01,0.01,8.303232355870563,46.62,0.5723425979548408,9.235891102400259e-05
Eagle 043 Ah Ag,KDE5215XF-435,69x16_3_1200_51_990,1.7,0.43,0.36,1.731,25.20,240.62,28.00,47.19,19.45,26095.48,931.98,1.98,12.59,120.21,7.17,422.55,4.86,1678.95,234.12,3.84,7.13,68.09,2.39,422.55,1.55,181.02,75.79,6.44,1595.00,72.00,0.01,0.01,10.411232355870563,47.19,0.46203920814469085,9.227665829738836e-05
Eagle 043 Ah Ag,KDE5215XF-435,69x16_4_1200_51_1050,1.7,0.43,0.36,2.26,24.27,231.72,28.00,47.33,19.46,26114.93,932.68,1.90,12.12,115.74,7.17,456.84,4.87,1678.95,234.29,3.70,6.87,65.57,2.38,456.78,1.55,180.59,75.79,6.22,1595.00,72.00,0.01,0.01,12.527232355870561,47.33,0.38513444696678706,9.22074023244843e-05
Eagle 043 Ah Ag,KDE5215XF-435,69x16_5_1200_51_1100,1.7,0.43,0.36,2.788,23.55,224.93,28.00,47.44,19.47,26129.76,933.21,1.85,11.76,112.34,7.16,485.90,4.87,1678.95,234.42,3.59,6.67,63.66,2.38,485.84,1.55,180.25,75.79,6.05,1595.00,72.00,0.01,0.01,14.639232355870561,47.44,0.33033711302312113,9.215503477245208e-05
Eagle 043 Ah Ag,KDE5215XF-435,69x16_6_1200_51_1140,1.7,0.43,0.36,3.315,23.03,219.96,28.00,47.57,19.48,26140.64,933.59,1.81,11.50,109.86,7.16,509.56,4.87,1678.95,234.52,3.51,6.52,62.28,2.38,509.50,1.55,180.01,75.79,5.92,1595.00,72.00,0.01,0.01,16.747232355870562,47.57,0.2895483524779018,9.211752482353068e-05
Eagle 043 Ah Ag,KDE5215XF-435,69x17_2_1000_46_690,1.7,0.43,0.36,1.21,24.85,237.27,28.00,42.54,19.45,26102.79,932.24,1.95,12.41,118.52,7.17,272.01,4.86,1678.95,234.19,3.78,7.02,67.00,2.39,272.01,1.55,180.84,75.79,6.34,1595.00,72.00,0.01,0.01,8.327232355870562,42.54,0.5207482212564638,9.22509225092251e-05
Eagle 043 Ah Ag,KDE5215XF-435,69x17_3_1000_46_730,1.7,0.43,0.36,1.736,23.85,227.79,28.00,42.97,19.47,26123.53,932.98,1.87,11.91,113.78,7.16,298.03,4.87,1678.95,234.37,3.64,6.73,64.31,2.38,297.98,1.55,180.37,75.79,6.10,1595.00,72.00,0.01,0.01,10.431232355870563,42.97,0.41991436021392736,9.217775300649533e-05
Eagle 043 Ah Ag,KDE5215XF-435,69x17_4_1000_46_780,1.7,0.43,0.36,2.267,22.87,218.39,28.00,43.12,19.48,26144.07,933.72,1.79,11.42,109.05,7.16,325.38,4.87,1678.95,234.55,3.49,6.45,61.63,2.37,325.33,1.55,179.90,75.79,5.87,1595.00,72.00,0.01,0.01,12.555232355870562,43.12,0.3500942600063177,9.210469948164333e-05
Eagle 043 Ah Ag,KDE5215XF-435,69x17_5_1000_46_810,1.7,0.43,0.36,2.794,22.34,213.32,28.00,43.39,19.49,26155.16,934.11,1.75,11.16,106.53,7.16,343.16,4.87,1678.95,234.65,3.41,6.30,60.21,2.37,343.12,1.55,179.65,75.79,5.74,1595.00,72.00,0.01,0.01,14.663232355870562,43.39,0.30164138501460036,9.206624487480062e-05
Eagle 043 Ah Ag,KDE5215XF-435,69x17_6_1000_46_840,1.7,0.43,0.36,3.321,21.82,208.40,28.00,43.47,19.50,26165.89,934.50,1.71,10.90,104.06,7.15,360.22,4.88,1678.95,234.74,3.33,6.16,58.81,2.37,360.17,1.55,179.41,75.79,5.61,1595.00,72.00,0.01,0.01,16.771232355870563,43.47,0.26421389713793897,9.202782236490102e-05
Eagle 043 Ah Ag,KDE5215XF-435,69x19_2_1000_51_750,1.7,0.43,0.36,1.216,23.22,221.74,28.00,37.84,19.48,26136.75,933.46,1.82,11.60,110.78,7.16,276.91,4.87,1678.95,234.48,3.54,6.56,62.62,2.38,276.86,1.55,180.07,75.79,5.95,1595.00,72.00,0.01,0.01,8.351232355870561,37.84,0.46188254820022856,9.213035373770703e-05
Eagle 043 Ah Ag,KDE5215XF-435,69x19_3_1000_51_800,1.7,0.43,0.36,1.745,22.16,211.60,28.00,38.19,19.49,26158.91,934.25,1.74,11.07,105.71,7.15,306.96,4.87,1678.95,234.68,3.38,6.26,59.76,2.37,306.92,1.55,179.57,75.79,5.70,1595.00,72.00,0.01,0.01,10.467232355870562,38.19,0.37191936019963223,9.205244848809206e-05
Eagle 043 Ah Ag,KDE5215XF-435,69x19_4_1000_51_840,1.7,0.43,0.36,2.273,21.47,204.98,28.00,38.55,19.51,26173.37,934.76,1.68,10.72,102.40,7.15,330.26,4.88,1678.95,234.80,3.28,6.06,57.90,2.37,330.26,1.55,179.25,75.79,5.53,1595.00,72.00,0.01,0.01,12.579232355870563,38.55,0.31239295828165287,9.200222517009714e-05
Eagle 043 Ah Ag,KDE5215XF-435,69x19_5_1000_51_880,1.7,0.43,0.36,2.802,20.86,199.21,28.00,38.71,19.52,26185.98,935.21,1.64,10.42,99.52,7.15,351.06,4.88,1678.95,234.92,3.19,5.89,56.28,2.36,351.02,1.55,178.97,75.79,5.38,1595.00,72.00,0.01,0.01,14.695232355870562,38.71,0.2685206603661387,9.1957955967109e-05
Eagle 043 Ah Ag,KDE5215XF-435,69x19_6_1000_51_920,1.7,0.43,0.36,3.331,20.30,193.85,28.00,38.75,19.52,26197.71,935.63,1.59,10.14,96.83,7.14,371.03,4.88,1678.95,235.02,3.10,5.74,54.77,2.36,370.94,1.55,178.70,75.79,5.25,1595.00,72.00,0.01,0.01,16.811232355870562,38.75,0.23496498559906082,9.191667646398684e-05
Eagle 043 Ah Ag,KDE5215XF-435,69x20_2_400_21_110,1.7,0.43,0.36,1.199,24.07,229.82,28.00,36.64,19.47,26119.08,932.82,1.89,11.99,114.52,7.16,39.91,4.87,1678.95,234.34,3.66,6.76,64.60,2.38,39.89,1.55,180.42,75.79,6.13,1595.00,72.00,0.01,0.01,8.283232355870563,36.64,0.45090662215616945,9.21935636028387e-05
Eagle 043 Ah Ag,KDE5215XF-435,69x20_3_400_21_120,1.7,0.43,0.36,1.731,22.65,216.32,28.00,36.80,19.49,26148.58,933.88,1.78,11.29,107.79,7.16,45.25,4.87,1678.95,234.60,3.45,6.36,60.77,2.37,45.23,1.55,179.75,75.79,5.79,1595.00,72.00,0.01,0.01,10.411232355870563,36.8,0.3603102958195512,9.208891934723948e-05
Eagle 043 Ah Ag,KDE5215XF-435,69x20_4_400_21_130,1.7,0.43,0.36,2.265,21.55,205.75,28.00,36.89,19.50,26171.68,934.70,1.69,10.74,102.51,7.15,50.15,4.88,1678.95,234.80,3.28,6.05,57.77,2.36,50.14,1.55,179.23,75.79,5.52,1595.00,72.00,0.01,0.01,12.547232355870563,36.89,0.2997034258441053,9.200813095110732e-05
Eagle 043 Ah Ag,KDE5215XF-435,69x20_5_400_21_130,1.7,0.43,0.36,2.785,21.46,204.97,28.00,37.26,19.51,26173.39,934.76,1.68,10.69,102.07,7.15,51.04,4.88,1678.95,234.82,3.27,6.02,57.50,2.36,51.02,1.55,179.18,75.79,5.49,1595.00,72.00,0.01,0.01,14.627232355870563,37.26,0.25966396411897463,9.200222517009714e-05
Eagle 043 Ah Ag,KDE5215XF-435,69x20_6_400_21_140,1.7,0.43,0.36,3.319,20.55,196.21,28.00,37.19,19.52,26192.55,935.45,1.61,10.23,97.73,7.14,55.57,4.88,1678.95,234.98,3.13,5.76,55.04,2.36,55.53,1.55,178.75,75.79,5.27,1595.00,72.00,0.01,0.01,16.763232355870564,37.19,0.22615146537321168,9.19343631407344e-05
Eagle 043 Ah Ag,KDE5215XF-435,69x22_2_800_46_530,1.7,0.43,0.36,1.247,20.43,195.07,28.00,34.41,19.52,26195.04,935.54,1.60,10.21,97.47,7.14,208.37,4.88,1678.95,234.99,3.12,5.76,55.00,2.36,208.37,1.55,178.74,75.79,5.27,1595.00,72.00,0.01,0.01,8.475232355870563,34.41,0.41387009968041605,9.192551895162153e-05
Eagle 043 Ah Ag,KDE5215XF-435,69x22_3_800_46_550,1.7,0.43,0.36,1.772,19.73,188.38,28.00,34.75,19.53,26209.65,936.06,1.55,9.86,94.12,7.14,225.44,4.88,1678.95,235.12,3.02,5.56,53.11,2.35,225.37,1.55,178.42,75.79,5.10,1595.00,72.00,0.01,0.01,10.575232355870561,34.75,0.3349622639445036,9.187445249236161e-05
Eagle 043 Ah Ag,KDE5215XF-435,69x22_4_800_46_580,1.7,0.43,0.36,2.302,19.03,181.70,28.00,35.00,19.54,26224.25,936.58,1.49,9.50,90.77,7.14,244.19,4.89,1678.95,235.25,2.91,5.36,51.21,2.35,244.16,1.55,178.08,75.79,4.92,1595.00,72.00,0.01,0.01,12.695232355870562,35.0,0.28103368819459773,9.182344273847402e-05
Eagle 043 Ah Ag,KDE5215XF-435,69x22_5_800_46_610,1.7,0.43,0.36,2.833,18.44,176.07,28.00,35.20,19.55,26236.56,937.02,1.45,9.21,87.95,7.13,261.63,4.89,1678.95,235.36,2.82,5.20,49.62,2.35,261.63,1.55,177.81,75.79,4.78,1595.00,72.00,0.01,0.01,14.819232355870563,35.2,0.24212963567395313,9.178032485966149e-05
Eagle 043 Ah Ag,KDE5215XF-435,69x22_6_800_46_630,1.7,0.43,0.36,3.361,18.06,172.47,28.00,35.24,19.56,26244.43,937.30,1.42,9.02,86.14,7.13,272.70,4.89,1678.95,235.43,2.77,5.09,48.60,2.34,272.57,1.55,177.63,75.79,4.68,1595.00,72.00,0.01,0.01,16.931232355870563,35.24,0.21216723790435943,9.175290728688788e-05
Eagle 043 Ah Ag,KDE5215XF-435,69x23_2_600_36_300,1.7,0.43,0.36,1.243,20.18,192.68,28.00,32.71,19.53,26200.26,935.72,1.58,10.08,96.22,7.14,114.12,4.88,1678.95,235.04,3.08,5.68,54.25,2.36,114.10,1.55,178.61,75.79,5.20,1595.00,72.00,0.01,0.01,8.459232355870562,32.71,0.3941672909612413,9.190783567733938e-05
Eagle 043 Ah Ag,KDE5215XF-435,69x23_3_600_36_310,1.7,0.43,0.36,1.768,19.51,186.27,28.00,33.05,19.54,26214.27,936.22,1.53,9.74,93.01,7.14,123.41,4.88,1678.95,235.17,2.98,5.49,52.42,2.35,123.38,1.55,178.30,75.79,5.03,1595.00,72.00,0.01,0.01,10.559232355870563,33.05,0.3190583462418893,9.185875114823439e-05
Eagle 043 Ah Ag,KDE5215XF-435,69x23_4_600_36_330,1.7,0.43,0.36,2.3,18.72,178.75,28.00,33.24,19.55,26230.71,936.81,1.47,9.35,89.26,7.14,134.79,4.89,1678.95,235.31,2.86,5.27,50.29,2.35,134.76,1.55,177.92,75.79,4.84,1595.00,72.00,0.01,0.01,12.687232355870561,33.24,0.26707000469847275,9.180089879484635e-05
Eagle 043 Ah Ag,KDE5215XF-435,69x23_5_600_36_340,1.7,0.43,0.36,2.827,18.34,175.11,28.00,33.48,19.55,26238.67,937.10,1.44,9.16,87.43,7.13,141.45,4.89,1678.95,235.38,2.81,5.16,49.25,2.35,141.43,1.55,177.74,75.79,4.74,1595.00,72.00,0.01,0.01,14.795232355870562,33.48,0.23067187825158242,9.177248959556078e-05
Eagle 043 Ah Ag,KDE5215XF-435,69x23_6_600_36_360,1.7,0.43,0.36,3.361,17.72,169.17,28.00,33.45,19.56,26251.64,937.56,1.39,8.84,84.45,7.13,151.27,4.89,1678.95,235.49,2.71,4.98,47.56,2.34,151.18,1.55,177.45,75.79,4.59,1595.00,72.00,0.01,0.01,16.931232355870563,33.45,0.20139029818106763,9.17274627757157e-05
Eagle 043 Ah Ag,KDE5215XF-435,69x24_2_800_51_570,1.7,0.43,0.36,1.251,19.34,184.72,28.00,30.61,19.54,26217.66,936.34,1.52,9.67,92.31,7.14,206.71,4.88,1678.95,235.19,2.96,5.45,52.09,2.35,206.71,1.55,178.24,75.79,5.00,1595.00,72.00,0.01,0.01,8.491232355870562,30.61,0.36747144492877437,9.184697866159729e-05
Eagle 043 Ah Ag,KDE5215XF-435,69x24_3_800_51_590,1.7,0.43,0.36,1.776,18.66,178.18,28.00,30.85,19.55,26231.95,936.86,1.46,9.32,89.03,7.13,223.82,4.89,1678.95,235.32,2.86,5.26,50.23,2.35,223.79,1.55,177.91,75.79,4.83,1595.00,72.00,0.01,0.01,10.591232355870563,30.85,0.29692014575611775,9.179599940225862e-05
Eagle 043 Ah Ag,KDE5215XF-435,69x24_4_800_51_620,1.7,0.43,0.36,2.306,18.02,172.11,28.00,31.08,19.56,26245.23,937.33,1.41,9.00,85.98,7.13,241.66,4.89,1678.95,235.44,2.76,5.08,48.52,2.34,241.63,1.55,177.62,75.79,4.68,1595.00,72.00,0.01,0.01,12.711232355870562,31.08,0.2492437892688849,9.17499706613466e-05
Eagle 043 Ah Ag,KDE5215XF-435,69x24_5_800_51_650,1.7,0.43,0.36,2.837,17.50,167.07,28.00,31.29,19.57,26256.24,937.72,1.37,8.74,83.47,7.13,258.30,4.89,1678.95,235.53,2.68,4.93,47.11,2.34,258.30,1.55,177.37,75.79,4.55,1595.00,72.00,0.01,0.01,14.835232355870563,31.29,0.2150018530192416,9.171181162820459e-05
Eagle 043 Ah Ag,KDE5215XF-435,69x24_6_800_51_670,1.7,0.43,0.36,3.365,17.16,163.84,28.00,31.35,19.57,26263.30,937.97,1.35,8.57,81.84,7.13,268.82,4.89,1678.95,235.59,2.63,4.84,46.20,2.34,268.70,1.55,177.21,75.79,4.46,1595.00,72.00,0.01,0.01,16.94723235587056,31.35,0.18856876375612128,9.168736739981023e-05
Eagle 043 Ah Ag,KDE5215XF-435,69x26_2_600_41_330,1.7,0.43,0.36,1.25,18.83,179.85,28.00,28.10,19.55,26228.31,936.73,1.48,9.41,89.83,7.14,112.55,4.89,1678.95,235.29,2.88,5.30,50.63,2.35,112.52,1.55,177.98,75.79,4.87,1595.00,72.00,0.01,0.01,8.487232355870562,28.1,0.337498013130665,9.180873891089215e-05
Eagle 043 Ah Ag,KDE5215XF-435,69x26_3_600_41_340,1.7,0.43,0.36,1.774,18.19,173.68,28.00,28.33,19.56,26241.79,937.21,1.43,9.09,86.76,7.13,121.68,4.89,1678.95,235.41,2.79,5.12,48.89,2.34,121.66,1.55,177.68,75.79,4.71,1595.00,72.00,0.01,0.01,10.583232355870562,28.33,0.2728721645514218,9.176171829152484e-05
Eagle 043 Ah Ag,KDE5215XF-435,69x26_4_600_41_350,1.7,0.43,0.36,2.3,17.74,169.45,28.00,28.58,19.56,26251.03,937.54,1.39,8.86,84.63,7.13,128.94,4.89,1678.95,235.49,2.72,4.99,47.68,2.34,128.92,1.55,177.47,75.79,4.60,1595.00,72.00,0.01,0.01,12.687232355870561,28.58,0.229628782619806,9.17294195447661e-05
Eagle 043 Ah Ag,KDE5215XF-435,69x26_5_600_41_370,1.7,0.43,0.36,2.832,17.14,163.70,28.00,28.70,19.57,26263.61,937.99,1.34,8.56,81.76,7.13,138.69,4.89,1678.95,235.60,2.63,4.82,46.05,2.34,138.65,1.55,177.19,75.79,4.45,1595.00,72.00,0.01,0.01,14.815232355870561,28.7,0.19747149867926586,9.16854124244395e-05
