        76x24_2_800_51_790                                 (76x24_2_800_51_790.dat)

         PROP RPM =       400

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3155      0.5264       6.869    1082.446      53.617  
         4.5        0.16      0.0938      0.3231      0.5356       6.989    1101.033      54.921  
         8.9        0.31      0.1875      0.3333      0.5526       7.209    1135.551      56.652  
        13.4        0.47      0.2823      0.3456      0.5707       7.447    1173.609      58.743  
        17.9        0.62      0.3721      0.3566      0.5958       7.774    1224.943      60.609  
        22.4        0.78      0.4586      0.3665      0.6210       8.102    1276.278      62.295  
        26.8        0.93      0.5332      0.3709      0.6486       8.463    1333.807      63.036  
        31.3        1.09      0.6020      0.3712      0.6708       8.753    1378.946      63.081  
        35.8        1.24      0.6612      0.3652      0.6867       8.959    1411.694      62.070  
        40.3        1.40      0.7147      0.3537      0.6921       9.030    1423.200      60.114  
        44.7        1.55      0.7576      0.3346      0.6864       8.955    1410.809      56.877  
        49.2        1.71      0.8015      0.3122      0.6658       8.687    1369.210      53.055  
        53.7        1.86      0.8299      0.2815      0.6326       8.253    1300.175      47.839  
        58.2        2.02      0.8546      0.2498      0.5904       7.703    1213.437      42.444  
        62.6        2.18      0.8756      0.2169      0.5389       7.031    1108.113      36.869  
        67.1        2.33      0.8923      0.1828      0.4777       6.232     981.548      31.069  
        71.6        2.49      0.9033      0.1476      0.4062       5.300     835.068      25.089  
        76.1        2.64      0.9049      0.1110      0.3243       4.231     666.550      18.875  
        80.5        2.80      0.8860      0.0733      0.2313       3.019     475.728      12.454  
        85.0        2.95      0.7932      0.0342      0.1274       1.662     261.894       5.816  



         PROP RPM =       480

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3155      0.5258      11.855    1556.846      77.222  
         4.5        0.13      0.0782      0.3218      0.5329      12.017    1578.088      78.751  
         8.9        0.26      0.1566      0.3298      0.5452      12.294    1614.376      80.706  
        13.4        0.39      0.2352      0.3394      0.5607      12.642    1659.515      83.067  
        17.9        0.52      0.3124      0.3493      0.5792      13.059    1714.390      85.495  
        22.4        0.65      0.3864      0.3584      0.6005      13.544    1778.115      87.720  
        26.8        0.78      0.4556      0.3658      0.6238      14.067    1847.151      89.519  
        31.3        0.91      0.5227      0.3710      0.6435      14.510    1905.566      90.823  
        35.8        1.04      0.5796      0.3720      0.6649      14.993    1968.406      91.025  
        40.3        1.17      0.6335      0.3696      0.6799      15.328    2012.660      90.441  
        44.7        1.30      0.6807      0.3626      0.6899      15.556    2042.752      88.755  
        49.2        1.42      0.7221      0.3511      0.6927      15.623    2050.718      85.944  
        53.7        1.55      0.7583      0.3353      0.6870      15.489    2033.901      82.055  
        58.2        1.68      0.7920      0.3158      0.6714      15.140    1987.878      77.289  
        62.6        1.81      0.8215      0.2925      0.6455      14.550    1910.876      71.579  
        67.1        1.94      0.8435      0.2663      0.6134      13.826    1816.173      65.195  
