        76x12_5_1400_46_1490                                 (76x12_5_1400_46_1490.dat)

         PROP RPM =       700

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2514      0.2005      14.027    1263.001     130.861  
         4.5        0.09      0.1099      0.2517      0.2033      14.215    1279.818     131.019  
         8.9        0.18      0.2159      0.2510      0.2065      14.443    1300.175     130.659  
        13.4        0.27      0.3197      0.2495      0.2080      14.537    1309.025     129.850  
        17.9        0.36      0.4130      0.2460      0.2116      14.791    1332.037     128.051  
        22.4        0.44      0.4975      0.2409      0.2150      15.033    1354.164     125.398  
        26.8        0.53      0.5765      0.2343      0.2165      15.140    1363.015     121.936  
        31.3        0.62      0.6422      0.2250      0.2178      15.234    1370.981     117.103  
        35.8        0.71      0.7019      0.2137      0.2162      15.127    1361.245     111.213  
        40.3        0.80      0.7524      0.1999      0.2124      14.845    1337.348     104.042  
        44.7        0.89      0.7962      0.1839      0.2052      14.349    1291.324      95.746  
        49.2        0.98      0.8327      0.1659      0.1946      13.611    1224.943      86.349  
        53.7        1.07      0.8613      0.1457      0.1803      12.606    1134.666      75.851  
        58.2        1.15      0.8836      0.1248      0.1630      11.397    1025.801      64.925  
        62.6        1.24      0.9006      0.1033      0.1426       9.968     897.466      53.752  
        67.1        1.33      0.9109      0.0812      0.1188       8.306     747.888      42.287  
        71.6        1.42      0.9107      0.0587      0.0916       6.403     576.626      30.552  
        76.1        1.51      0.8854      0.0357      0.0608       4.252     382.883      18.565  
        80.5        1.60      0.7356      0.0121      0.0264       1.845     166.129       6.322  



         PROP RPM =       840

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2517      0.2001      24.179    1813.518     188.637  
         4.5        0.07      0.0924      0.2521      0.2020      24.407    1831.219     188.974  
         8.9        0.15      0.1825      0.2519      0.2043      24.688    1852.461     188.817  
        13.4        0.22      0.2692      0.2509      0.2069      24.997    1876.358     188.075  
        17.9        0.30      0.3514      0.2490      0.2098      25.345    1902.025     186.614  
        22.4        0.37      0.4281      0.2460      0.2126      25.694    1927.692     184.343  
        26.8        0.44      0.4986      0.2417      0.2153      26.016    1951.589     181.174  
        31.3        0.52      0.5626      0.2361      0.2173      26.271    1971.061     176.970  
        35.8        0.59      0.6236      0.2293      0.2177      26.297    1973.716     171.866  
