        69x23_3_600_36_310                                 (69x23_3_600_36_310.dat)

         PROP RPM =       300

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3302      0.5669      11.227    1309.910      69.488  
         4.5        0.13      0.0744      0.3365      0.5733      11.352    1324.957      70.815  
         8.9        0.25      0.1495      0.3445      0.5845      11.573    1350.624      72.501  
        13.4        0.38      0.2240      0.3541      0.6014      11.910    1389.567      74.524  
        17.9        0.51      0.2980      0.3652      0.6217      12.311    1436.476      76.862  
        22.4        0.63      0.3698      0.3760      0.6446      12.764    1489.581      79.133  
        26.8        0.76      0.4378      0.3853      0.6696      13.259    1547.110      81.089  
        31.3        0.89      0.5047      0.3930      0.6914      13.692    1597.560      82.730  
        35.8        1.01      0.5617      0.3961      0.7151      14.161    1652.434      83.337  
        40.3        1.14      0.6163      0.3961      0.7335      14.523    1694.918      83.359  
        44.7        1.27      0.6610      0.3903      0.7483      14.818    1729.436      82.100  
        49.2        1.39      0.7033      0.3804      0.7544      14.939    1743.597      80.054  
        53.7        1.52      0.7403      0.3661      0.7524      14.899    1739.172      77.042  
        58.2        1.65      0.7745      0.3480      0.7408      14.671    1711.734      73.243  
        62.6        1.78      0.8049      0.3265      0.7200      14.255    1663.940      68.702  
        67.1        1.90      0.8291      0.3006      0.6897      13.652    1594.019      63.261  
        71.6        2.03      0.8488      0.2734      0.6534      12.938    1509.937      57.529  
        76.1        2.16      0.8662      0.2454      0.6108      12.095    1411.694      51.661  
        80.5        2.28      0.8811      0.2168      0.5617      11.122    1298.404      45.636  
        85.0        2.41      0.8931      0.1875      0.5058      10.016    1169.184      39.454  
        89.5        2.54      0.9014      0.1575      0.4431       8.774    1024.031      33.137  
        94.0        2.66      0.9040      0.1267      0.3733       7.393     862.859      26.685  
        98.4        2.79      0.8964      0.0952      0.2964       5.868     684.959      20.042  
       102.9        2.92      0.8658      0.0629      0.2120       4.199     489.977      13.248  
       107.4        3.04      0.7561      0.0299      0.1202       2.380     277.825       6.286  



         PROP RPM =       600

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3303      0.5666      15.395    1616.146      85.810  
         4.5        0.11      0.0670      0.3359      0.5720      15.542    1632.078      87.271  
         8.9        0.23      0.1346      0.3428      0.5813      15.784    1658.630      89.069  
        13.4        0.34      0.2020      0.3511      0.5952      16.173    1698.458      91.227  
        17.9        0.46      0.2695      0.3612      0.6117      16.615    1745.367      93.858  
        22.4        0.57      0.3360      0.3715      0.6308      17.138    1800.242      96.533  
        26.8        0.68      0.4000      0.3810      0.6520      17.715    1860.427      98.983  
        31.3        0.80      0.4604      0.3887      0.6744      18.318    1924.152     100.984  
        35.8        0.91      0.5162      0.3938      0.6967      18.922    1987.878     102.356  
        40.3        1.03      0.5671      0.3965      0.7178      19.498    2048.063     102.985  
        44.7        1.14      0.6167      0.3965      0.7337      19.928    2093.201     103.030  
        49.2        1.26      0.6576      0.3915      0.7472      20.303    2132.145     101.704  
        53.7        1.37      0.6969      0.3836      0.7537      20.477    2150.731      99.680  
        58.2        1.48      0.7317      0.3719      0.7541      20.477    2151.616      96.623  
        62.6        1.60      0.7620      0.3563      0.7470      20.290    2131.260      92.576  
        67.1        1.71      0.7891      0.3377      0.7325      19.901    2089.661      87.743  
        71.6        1.83      0.8166      0.3172      0.7093      19.270    2024.166      82.437  
        76.1        1.94      0.8357      0.2930      0.6803      18.479    1940.969      76.143  
        80.5        2.05      0.8529      0.2683      0.6462      17.554    1843.610      69.713  
        85.0        2.17      0.8683      0.2431      0.6070      16.481    1732.091      63.149  
        89.5        2.28      0.8817      0.2173      0.5624      15.274    1604.640      56.450  
        94.0        2.40      0.8928      0.1909      0.5125      13.920    1462.143      49.615  
        98.4        2.51      0.9010      0.1640      0.4568      12.410    1303.715      42.601  
       102.9        2.62      0.9052      0.1364      0.3956      10.746    1128.470      35.452  
       107.4        2.74      0.9028      0.1083      0.3285       8.922     937.294      28.124  
       111.8        2.85      0.8880      0.0795      0.2555       6.937     728.770      20.655  



         PROP RPM =       660

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3303      0.5662      20.464    1955.130     103.839  
         4.5        0.10      0.0609      0.3354      0.5711      20.638    1971.061     105.435  
         8.9        0.21      0.1224      0.3415      0.5789      20.933    1998.498     107.369  
        13.4        0.31      0.1838      0.3488      0.5905      21.349    2038.327     109.662  
        17.9        0.41      0.2444      0.3572      0.6064      21.926    2093.201     112.292  
        22.4        0.52      0.3050      0.3664      0.6232      22.529    2151.616     115.192  
        26.8        0.62      0.3644      0.3754      0.6414      23.186    2214.457     118.047  
        31.3        0.73      0.4214      0.3836      0.6610      23.897    2282.607     120.610  
        35.8        0.83      0.4753      0.3903      0.6814      24.635    2352.528     122.678  
        40.3        0.93      0.5254      0.3946      0.7013      25.359    2421.564     124.095  
        44.7        1.04      0.5715      0.3965      0.7201      26.029    2486.175     124.702  
        49.2        1.14      0.6171      0.3969      0.7341      26.539    2534.854     124.791  
        53.7        1.24      0.6547      0.3926      0.7465      26.995    2577.337     123.420  
        58.2        1.35      0.6885      0.3853      0.7547      27.290    2605.660     121.127  
        62.6        1.45      0.7216      0.3755      0.7558      27.317    2609.200     118.047  
        67.1        1.56      0.7512      0.3627      0.7514      27.169    2594.154     114.023  
        71.6        1.66      0.7776      0.3471      0.7409      26.794    2557.866     109.122  
        76.1        1.76      0.8027      0.3295      0.7240      26.177    2499.451     103.592  
        80.5        1.87      0.8241      0.3091      0.7002      25.318    2418.024      97.162  
        85.0        1.97      0.8409      0.2869      0.6725      24.313    2321.551      90.193  
        89.5        2.07      0.8562      0.2643      0.6405      23.159    2210.916      83.089  
        94.0        2.18      0.8700      0.2413      0.6042      21.845    2086.121      75.851  
        98.4        2.28      0.8822      0.2177      0.5634      20.370    1945.394      68.454  
       102.9        2.39      0.8925      0.1938      0.5181      18.734    1788.736      60.923  
       107.4        2.49      0.9005      0.1693      0.4682      16.924    1616.146      53.235  
       111.8        2.59      0.9055      0.1444      0.4136      14.952    1427.625      45.389  



         PROP RPM =       720

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3303      0.5658      26.566    2325.091     123.600  
         4.5        0.10      0.0559      0.3349      0.5702      26.767    2342.792     125.309  
         8.9        0.19      0.1122      0.3404      0.5770      27.089    2371.115     127.377  
        13.4        0.29      0.1686      0.3469      0.5869      27.545    2410.943     129.805  
        17.9        0.38      0.2246      0.3543      0.6002      28.175    2465.818     132.570  
        22.4        0.48      0.2808      0.3629      0.6145      28.845    2525.118     135.785  
        26.8        0.57      0.3365      0.3718      0.6304      29.583    2589.728     139.112  
        31.3        0.67      0.3874      0.3789      0.6512      30.562    2675.581     141.765  
        35.8        0.76      0.4388      0.3860      0.6691      31.407    2749.042     144.395  
        40.3        0.86      0.4875      0.3915      0.6875      32.265    2824.273     146.508  
        44.7        0.95      0.5330      0.3953      0.7054      33.110    2898.619     147.924  
        49.2        1.05      0.5751      0.3969      0.7222      33.901    2967.655     148.554  
        53.7        1.14      0.6173      0.3973      0.7346      34.478    3018.104     148.689  
        58.2        1.24      0.6523      0.3938      0.7460      35.014    3065.898     147.272  
        62.6        1.33      0.6839      0.3873      0.7539      35.390    3097.761     144.912  
        67.1        1.43      0.7153      0.3792      0.7563      35.497    3107.497     141.877  
        71.6        1.52      0.7412      0.3676      0.7547      35.416    3100.416     137.538  
        76.1        1.62      0.7666      0.3542      0.7471      35.068    3069.439     132.547  
        80.5        1.71      0.7897      0.3388      0.7345      34.478    3018.104     126.770  
        85.0        1.81      0.8138      0.3224      0.7158      33.593    2941.103     120.610  
        89.5        1.90      0.8301      0.3023      0.6926      32.506    2845.515     113.101  
        94.0        2.00      0.8451      0.2818      0.6660      31.259    2736.651     105.458  
        98.4        2.09      0.8589      0.2610      0.6358      29.838    2612.740      97.657  
       102.9        2.19      0.8714      0.2398      0.6020      28.255    2473.784      89.744  
       107.4        2.28      0.8825      0.2182      0.5645      26.499    2318.895      81.673  
       111.8        2.38      0.8922      0.1963      0.5231      24.554    2148.961      73.445  



         PROP RPM =       780

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3304      0.5656      33.753    2727.800     145.069  
         4.5        0.09      0.0516      0.3346      0.5695      33.981    2746.386     146.913  
         8.9        0.18      0.1036      0.3396      0.5754      34.344    2774.709     149.116  
        13.4        0.26      0.1557      0.3454      0.5840      34.853    2816.307     151.656  
        17.9        0.35      0.2076      0.3520      0.5954      35.537    2871.182     154.556  
        22.4        0.44      0.2586      0.3594      0.6100      36.409    2941.103     157.793  
        26.8        0.53      0.3098      0.3673      0.6244      37.254    3011.024     161.278  
        31.3        0.61      0.3606      0.3752      0.6394      38.152    3082.715     164.740  
        35.8        0.70      0.4098      0.3826      0.6556      39.131    3161.486     168.000  
        40.3        0.79      0.4570      0.3891      0.6726      40.137    3243.798     170.832  
        44.7        0.88      0.4976      0.3926      0.6928      41.344    3341.157     172.473  
        49.2        0.97      0.5393      0.3961      0.7090      42.309    3419.043     173.890  
        53.7        1.05      0.5781      0.3973      0.7241      43.208    3491.619     174.497  
        58.2        1.14      0.6138      0.3965      0.7374      44.012    3556.230     174.182  
        62.6        1.23      0.6501      0.3946      0.7459      44.522    3596.943     173.283  
        67.1        1.32      0.6799      0.3891      0.7536      44.978    3634.116     170.855  
        71.6        1.40      0.7070      0.3814      0.7576      45.206    3653.588     167.460  
        76.1        1.49      0.7345      0.3723      0.7564      45.139    3647.392     163.481  
        80.5        1.58      0.7568      0.3601      0.7519      44.871    3625.266     158.131  
        85.0        1.67      0.7795      0.3468      0.7421      44.280    3578.357     152.308  
        89.5        1.76      0.8002      0.3318      0.7280      43.449    3510.206     145.699  
        94.0        1.84      0.8203      0.3153      0.7085      42.282    3416.388     138.460  
        98.4        1.93      0.8350      0.2966      0.6861      40.941    3308.409     130.254  
       102.9        2.02      0.8486      0.2777      0.6607      39.426    3185.383     121.914  
       107.4        2.11      0.8611      0.2584      0.6321      37.723    3048.197     113.439  
       111.8        2.19      0.8725      0.2387      0.6005      35.832    2895.964     104.828  



         PROP RPM =       840

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3304      0.5653      42.135    3161.486     168.247  
         4.5        0.08      0.0479      0.3343      0.5689      42.403    3181.843     170.248  
         8.9        0.16      0.0962      0.3389      0.5742      42.805    3211.051     172.563  
        13.4        0.24      0.1447      0.3441      0.5817      43.355    3253.534     175.239  
        17.9        0.33      0.1929      0.3501      0.5915      44.093    3308.409     178.274  
        22.4        0.41      0.2406      0.3567      0.6042      45.031    3378.330     181.646  
        26.8        0.49      0.2889      0.3642      0.6167      45.970    3449.136     185.490  
        31.3        0.57      0.3369      0.3721      0.6302      46.976    3524.367     189.492  
        35.8        0.65      0.3807      0.3782      0.6478      48.277    3622.610     192.571  
        40.3        0.73      0.4258      0.3847      0.6627      49.403    3706.692     195.899  
        44.7        0.82      0.4691      0.3903      0.6783      50.556    3793.430     198.799  
        49.2        0.90      0.5100      0.3949      0.6942      51.737    3881.937     201.069  
        53.7        0.98      0.5446      0.3965      0.7123      53.091    3983.721     201.968  
        58.2        1.06      0.5806      0.3977      0.7259      54.110    4059.837     202.553  
        62.6        1.14      0.6140      0.3973      0.7380      55.009    4127.103     202.216  
        67.1        1.22      0.6483      0.3957      0.7460      55.612    4172.242     201.429  
        71.6        1.30      0.6764      0.3907      0.7535      56.162    4213.840     198.978  
        76.1        1.39      0.7021      0.3840      0.7577      56.484    4237.737     195.539  
        80.5        1.47      0.7260      0.3754      0.7587      56.551    4243.048     191.178  
        85.0        1.55      0.7500      0.3656      0.7549      56.269    4221.806     186.164  
        89.5        1.63      0.7701      0.3534      0.7481      55.760    4183.748     179.960  
        94.0        1.71      0.7899      0.3401      0.7369      54.928    4120.907     173.170  
        98.4        1.79      0.8115      0.3265      0.7214      53.775    4035.055     166.269  
       102.9        1.87      0.8257      0.3093      0.7023      52.340    3927.076     157.524  
       107.4        1.96      0.8390      0.2919      0.6805      50.717    3805.821     148.644  
       111.8        2.04      0.8514      0.2742      0.6562      48.907    3669.519     139.629  



         PROP RPM =       900

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3304      0.5651      51.804    3627.921     193.156  
         4.5        0.08      0.0447      0.3341      0.5684      52.112    3649.163     195.292  
         8.9        0.15      0.0898      0.3382      0.5731      52.541    3680.140     197.742  
        13.4        0.23      0.1350      0.3430      0.5798      53.158    3722.624     200.552  
        17.9        0.30      0.1802      0.3485      0.5885      53.949    3777.498     203.699  
        22.4        0.38      0.2250      0.3545      0.5994      54.955    3848.304     207.229  
        26.8        0.46      0.2689      0.3610      0.6128      56.175    3934.157     211.073  
        31.3        0.53      0.3134      0.3680      0.6252      57.315    4013.813     215.120  
        35.8        0.61      0.3577      0.3750      0.6380      58.495    4096.125     219.234  
        40.3        0.68      0.3978      0.3808      0.6556      60.091    4208.530     222.651  
        44.7        0.76      0.4394      0.3866      0.6693      61.352    4297.037     225.933  
        49.2        0.84      0.4793      0.3915      0.6836      62.666    4389.085     228.856  
        53.7        0.91      0.5173      0.3953      0.6981      63.993    4481.133     231.328  
        58.2        0.99      0.5531      0.3980      0.7121      65.281    4571.410     232.677  
        62.6        1.07      0.5827      0.3980      0.7276      66.702    4671.424     232.677  
        67.1        1.14      0.6141      0.3977      0.7387      67.722    4743.115     232.453  
        71.6        1.22      0.6431      0.3953      0.7481      68.580    4802.415     231.104  
        76.1        1.29      0.6732      0.3922      0.7536      69.089    4837.818     229.305  
        80.5        1.37      0.6978      0.3863      0.7581      69.505    4867.025     225.933  
        85.0        1.45      0.7204      0.3786      0.7597      69.639    4876.761     221.324  
        89.5        1.52      0.7415      0.3694      0.7581      69.492    4867.025     215.974  
        94.0        1.60      0.7628      0.3593      0.7525      68.995    4831.622     210.039  
        98.4        1.67      0.7808      0.3471      0.7441      68.204    4776.748     202.913  
       102.9        1.75      0.7992      0.3343      0.7318      67.091    4697.976     195.426  
       107.4        1.83      0.8173      0.3203      0.7156      65.603    4594.422     187.288  
       111.8        1.90      0.8303      0.3042      0.6968      63.886    4474.052     177.846  



