        76x13_5_1200_41_1140                                 (76x13_5_1200_41_1140.dat)

         PROP RPM =       600

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2593      0.2165       9.531    1001.019      99.186  
         4.5        0.10      0.1224      0.2603      0.2203       9.701    1018.721      99.545  
         8.9        0.21      0.2396      0.2600      0.2248       9.901    1039.963      99.433  
        13.4        0.31      0.3529      0.2585      0.2277      10.024    1053.239      98.849  
        17.9        0.41      0.4530      0.2542      0.2326      10.241    1076.251      97.230  
        22.4        0.52      0.5458      0.2480      0.2354      10.365    1088.642      94.824  
        26.8        0.62      0.6261      0.2387      0.2371      10.438    1096.607      91.295  
        31.3        0.73      0.6942      0.2262      0.2363      10.406    1093.067      86.507  
        35.8        0.83      0.7508      0.2103      0.2321      10.221    1073.595      80.414  
        40.3        0.93      0.7989      0.1913      0.2233       9.834    1032.882      73.175  
        44.7        1.04      0.8396      0.1697      0.2094       9.222     969.157      64.902  
        49.2        1.14      0.8686      0.1455      0.1908       8.404     882.773      55.618  
        53.7        1.24      0.8912      0.1205      0.1680       7.400     777.273      46.063  
        58.2        1.35      0.9063      0.0947      0.1408       6.200     651.149      36.217  
        62.6        1.45      0.9104      0.0683      0.1088       4.793     503.519      26.123  
        67.1        1.55      0.8893      0.0412      0.0721       3.174     333.408      15.773  
        71.6        1.66      0.7391      0.0135      0.0303       1.334     140.107       5.166  



         PROP RPM =       720

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2596      0.2159      16.427    1437.361     142.934  
         4.5        0.09      0.1029      0.2606      0.2187      16.642    1456.833     143.518  
         8.9        0.17      0.2028      0.2608      0.2221      16.897    1478.960     143.630  
        13.4        0.26      0.2981      0.2599      0.2257      17.178    1503.742     143.113  
        17.9        0.35      0.3873      0.2577      0.2298      17.487    1530.294     141.877  
        22.4        0.43      0.4692      0.2539      0.2337      17.782    1555.961     139.809  
        26.8        0.52      0.5471      0.2486      0.2355      17.916    1568.352     136.909  
        31.3        0.60      0.6126      0.2409      0.2377      18.090    1583.398     132.660  
        35.8        0.69      0.6732      0.2313      0.2373      18.064    1580.743     127.399  
        40.3        0.78      0.7252      0.2194      0.2350      17.889    1565.697     120.812  
        44.7        0.86      0.7694      0.2050      0.2300      17.500    1532.064     112.899  
        49.2        0.95      0.8069      0.1885      0.2218      16.883    1478.075     103.817  
        53.7        1.04      0.8410      0.1703      0.2099      15.972    1397.533      93.813  
        58.2        1.12      0.8657      0.1501      0.1947      14.805    1296.634      82.662  
        62.6        1.21      0.8860      0.1294      0.1764      13.424    1175.379      71.242  
        67.1        1.30      0.9018      0.1081      0.1552      11.814    1034.652      59.529  
        71.6        1.38      0.9119      0.0864      0.1309       9.957     871.621      47.570  
        76.1        1.47      0.9132      0.0641      0.1031       7.848     686.906      35.340  
        80.5        1.55      0.8955      0.0415      0.0720       5.478     479.445      22.841  
        85.0        1.64      0.8055      0.0183      0.0373       2.842     248.706      10.096  



         PROP RPM =       840

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2598      0.2154      26.029    1953.360     194.730  
         4.5        0.07      0.0876      0.2605      0.2200      26.592    1994.958     195.247  
         8.9        0.15      0.1735      0.2610      0.2226      26.887    2017.970     195.584  
        13.4        0.22      0.2568      0.2607      0.2254      27.236    2042.752     195.382  
        17.9        0.30      0.3363      0.2595      0.2284      27.598    2071.075     194.505  
        22.4        0.37      0.4111      0.2573      0.2316      27.974    2099.397     192.841  
        26.8        0.44      0.4805      0.2539      0.2346      28.349    2126.834     190.278  
        31.3        0.52      0.5479      0.2494      0.2357      28.483    2137.455     186.929  
        35.8        0.59      0.6051      0.2429      0.2377      28.725    2155.157     182.095  
        40.3        0.67      0.6562      0.2350      0.2385      28.819    2162.237     176.115  
        44.7        0.74      0.7044      0.2255      0.2369      28.631    2148.076     169.056  
        49.2        0.81      0.7462      0.2144      0.2338      28.255    2119.754     160.671  
        53.7        0.89      0.7823      0.2014      0.2287      27.625    2072.845     150.959  
        58.2        0.96      0.8135      0.1869      0.2210      26.700    2003.809     140.056  
        62.6        1.04      0.8419      0.1711      0.2105      25.439    1908.221     128.209  
        67.1        1.11      0.8634      0.1537      0.1976      23.884    1791.391     115.192  
        71.6        1.18      0.8817      0.1359      0.1825      22.060    1655.090     101.883  
        76.1        1.26      0.8970      0.1178      0.1652      19.968    1498.431      88.305  
        80.5        1.33      0.9086      0.0993      0.1456      17.594    1320.531      74.434  
