        90x48_4_400_51_530                                 (90x48_4_400_51_530.dat)

         PROP RPM =       200

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        67.1        2.46      0.7579      0.5174      1.6803      26.136    5149.364     110.718  
        71.6        2.62      0.7778      0.4891      1.6511      25.681    5057.316     104.626  
        76.1        2.79      0.7964      0.4601      1.6109      25.064    4936.061      98.399  
        80.5        2.95      0.8136      0.4302      1.5610      24.286    4783.828      92.014  
        85.0        3.12      0.8295      0.3996      1.5013      23.361    4599.733      85.472  
        89.5        3.28      0.8441      0.3681      1.4307      22.261    4383.774      78.751  
        94.0        3.44      0.8574      0.3358      1.3491      20.987    4134.183      71.826  
        98.4        3.61      0.8689      0.3026      1.2566      19.552    3850.960      64.745  
       102.9        3.77      0.8786      0.2686      1.1532      17.943    3534.103      57.439  
       107.4        3.94      0.8855      0.2335      1.0381      16.146    3180.958      49.953  
       111.8        4.10      0.8887      0.1975      0.9115      14.188    2793.295      42.264  



         PROP RPM =       360

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3783      1.0629      23.548    4121.792     102.423  
         4.5        0.15      0.0534      0.3887      1.0624      23.535    4120.022     105.233  
         8.9        0.29      0.1096      0.4023      1.0705      23.709    4151.885     108.942  
        13.4        0.44      0.1683      0.4194      1.0898      24.138    4226.231     113.506  
        17.9        0.58      0.2283      0.4391      1.1218      24.849    4350.142     118.857  
        22.4        0.73      0.2879      0.4612      1.1681      25.868    4529.812     124.881  
        26.8        0.87      0.3452      0.4852      1.2298      27.236    4768.782     131.378  
        31.3        1.02      0.4008      0.5104      1.3004      28.792    5041.385     138.213  
        35.8        1.17      0.4532      0.5349      1.3771      30.495    5339.655     144.844  
        40.3        1.31      0.5012      0.5566      1.4575      32.278    5651.201     150.689  
        44.7        1.46      0.5482      0.5759      1.5318      33.928    5939.736     155.905  
        49.2        1.60      0.5868      0.5868      1.6036      35.524    6218.534     158.828  
        53.7        1.75      0.6248      0.5926      1.6596      36.771    6437.148     160.469  
        58.2        1.90      0.6612      0.5922      1.6974      37.602    6582.300     160.311  
        62.6        2.04      0.6927      0.5821      1.7156      37.991    6652.221     157.591  
        67.1        2.19      0.7214      0.5643      1.7107      37.897    6634.519     152.780  
        71.6        2.33      0.7416      0.5399      1.6986      37.629    6587.610     146.193  
        76.1        2.48      0.7605      0.5151      1.6791      37.200    6512.379     139.472  
        80.5        2.62      0.7781      0.4899      1.6523      36.596    6407.940     132.637  
        85.0        2.77      0.7947      0.4639      1.6182      35.832    6273.409     125.623  
        89.5        2.92      0.8102      0.4376      1.5756      34.893    6108.785     118.474  
        94.0        3.06      0.8248      0.4104      1.5245      33.767    5912.298     111.168  
        98.4        3.21      0.8383      0.3829      1.4660      32.466    5683.064     103.682  
       102.9        3.35      0.8507      0.3546      1.3978      30.964    5421.967      96.016  
       107.4        3.50      0.8621      0.3256      1.3223      29.288    5126.352      88.170  
       111.8        3.65      0.8721      0.2959      1.2371      27.397    4797.104      80.122  



         PROP RPM =       400

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3784      1.0624      32.278    5086.524     126.478  
         4.5        0.13      0.0479      0.3876      1.0616      32.265    5082.983     129.557  
         8.9        0.26      0.0982      0.3996      1.0676      32.439    5111.306     133.514  
        13.4        0.39      0.1506      0.4139      1.0822      32.882    5181.227     138.347  
        17.9        0.52      0.2044      0.4310      1.1068      33.633    5298.942     144.035  
        22.4        0.66      0.2585      0.4500      1.1425      34.719    5469.761     150.420  
        26.8        0.79      0.3115      0.4709      1.1902      36.167    5698.110     157.366  
        31.3        0.92      0.3621      0.4930      1.2505      38.005    5987.530     164.740  
        35.8        1.05      0.4114      0.5155      1.3162      39.976    6299.076     172.316  
        40.3        1.18      0.4582      0.5372      1.3856      42.095    6631.864     179.622  
        44.7        1.31      0.5016      0.5570      1.4575      44.280    6976.158     186.164  
        49.2        1.44      0.5409      0.5728      1.5281      46.440    7316.912     191.425  
        53.7        1.57      0.5807      0.5860      1.5890      48.290    7608.986     195.876  
        58.2        1.71      0.6165      0.5938      1.6438      49.940    7869.198     198.506  
        62.6        1.84      0.6479      0.5942      1.6852      51.200    8068.340     198.619  
        67.1        1.97      0.6763      0.5880      1.7107      51.991    8192.250     196.506  
        71.6        2.10      0.7089      0.5794      1.7168      52.152    8217.918     193.695  
        76.1        2.23      0.7279      0.5577      1.7095      51.951    8186.055     186.434  
        80.5        2.36      0.7457      0.5356      1.6974      51.576    8125.870     179.083  
        85.0        2.49      0.7625      0.5135      1.6791      51.012    8038.248     171.597  
        89.5        2.62      0.7783      0.4907      1.6547      50.275    7921.418     163.998  
        94.0        2.76      0.7933      0.4674      1.6243      49.336    7774.495     156.220  
        98.4        2.89      0.8074      0.4438      1.5866      48.210    7596.595     148.306  
       102.9        3.02      0.8207      0.4194      1.5427      46.882    7386.833     140.236  
       107.4        3.15      0.8333      0.3949      1.4928      45.353    7146.092     131.985  
       111.8        3.28      0.8450      0.3697      1.4356      43.610    6871.719     123.555  



         PROP RPM =       440

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3784      1.0620      42.953    6153.039     153.050  
         4.5        0.12      0.0435      0.3867      1.0610      42.913    6146.843     156.400  
         8.9        0.24      0.0889      0.3973      1.0655      43.100    6173.395     160.626  
        13.4        0.36      0.1362      0.4097      1.0769      43.556    6238.891     165.752  
        17.9        0.48      0.1848      0.4244      1.0961      44.334    6350.410     171.709  
        22.4        0.60      0.2341      0.4411      1.1243      45.474    6513.264     178.431  
        26.8        0.72      0.2830      0.4593      1.1622      47.003    6732.762     185.805  
        31.3        0.84      0.3305      0.4790      1.2102      48.947    7010.676     193.673  
        35.8        0.95      0.3775      0.5004      1.2639      51.133    7324.877     202.283  
        40.3        1.07      0.4199      0.5197      1.3284      53.748    7699.264     210.174  
        44.7        1.19      0.4623      0.5395      1.3917      56.296    8063.915     218.155  
        49.2        1.31      0.5020      0.5573      1.4575      58.924    8440.071     225.483  
        53.7        1.43      0.5382      0.5721      1.5208      61.526    8812.688     231.328  
        58.2        1.55      0.5755      0.5856      1.5780      63.819    9142.821     236.724  
        62.6        1.67      0.6055      0.5914      1.6316      65.992    9452.597     239.197  
        67.1        1.79      0.6363      0.5949      1.6730      67.668    9691.567     240.546  
        71.6        1.91      0.6641      0.5922      1.7022      68.861    9859.731     239.646  
        76.1        2.03      0.6912      0.5852      1.7168      69.451    9948.239     236.724  
        80.5        2.15      0.7161      0.5725      1.7168      69.425    9948.239     231.553  
        85.0        2.27      0.7330      0.5527      1.7095      69.116    9903.985     223.483  
        89.5        2.39      0.7489      0.5325      1.6961      68.620    9824.328     215.367  
        94.0        2.51      0.7641      0.5120      1.6791      67.909    9726.970     207.117  
        98.4        2.62      0.7784      0.4914      1.6572      67.011    9594.209     198.754  
       102.9        2.74      0.7921      0.4701      1.6292      65.898    9434.895     190.211  
       107.4        2.86      0.8050      0.4488      1.5963      64.570    9249.030     181.533  
       111.8        2.98      0.8173      0.4271      1.5585      63.015    9027.761     172.698  



         PROP RPM =       480

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3785      1.0618      55.746    7319.567     182.163  
         4.5        0.11      0.0398      0.3860      1.0607      55.693    7312.486     185.782  
         8.9        0.22      0.0813      0.3953      1.0641      55.867    7335.498     190.278  
        13.4        0.33      0.1243      0.4066      1.0730      56.336    7397.454     195.651  
        17.9        0.44      0.1686      0.4194      1.0884      57.154    7503.662     201.923  
        22.4        0.55      0.2137      0.4341      1.1111      58.334    7660.321     208.960  
        26.8        0.66      0.2588      0.4504      1.1416      59.944    7870.968     216.716  
        31.3        0.77      0.3032      0.4674      1.1805      61.982    8139.146     225.034  
        35.8        0.87      0.3460      0.4856      1.2286      64.476    8466.624     233.801  
        40.3        0.98      0.3887      0.5050      1.2797      67.172    8819.768     243.243  
        44.7        1.09      0.4301      0.5252      1.3345      70.095    9204.776     252.685  
        49.2        1.20      0.4657      0.5411      1.3978      73.394    9638.462     260.329  
        53.7        1.31      0.5022      0.5577      1.4575      76.505   10045.597     268.422  
        58.2        1.42      0.5359      0.5713      1.5159      79.590   10452.731     274.941  
        62.6        1.53      0.5673      0.5825      1.5719      82.540   10833.313     280.337  
        67.1        1.64      0.5994      0.5914      1.6194      85.021   11160.791     284.833  
        71.6        1.75      0.6256      0.5942      1.6620      87.287   11461.716     285.957  
        76.1        1.86      0.6528      0.5945      1.6937      88.923   11674.134     286.182  
        80.5        1.97      0.6767      0.5891      1.7144      90.009   11815.746     283.709  
        85.0        2.08      0.7017      0.5814      1.7217      90.371   11868.850     279.662  
        89.5        2.19      0.7219      0.5666      1.7168      90.143   11833.447     272.693  
        94.0        2.30      0.7371      0.5484      1.7083      89.714   11780.343     263.926  
        98.4        2.41      0.7516      0.5298      1.6961      89.084   11700.686     255.158  
       102.9        2.52      0.7653      0.5112      1.6803      88.226   11585.627     246.166  
       107.4        2.62      0.7785      0.4922      1.6596      87.139   11444.015     236.949  
       111.8        2.73      0.7910      0.4728      1.6340      85.825   11267.000     227.732  



         PROP RPM =       520

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3785      1.0614      70.859    8588.764     213.793  
         4.5        0.10      0.0367      0.3854      1.0603      70.779    8579.028     217.705  
         8.9        0.20      0.0748      0.3938      1.0629      70.953    8600.270     222.471  
        13.4        0.30      0.1143      0.4039      1.0700      71.436    8657.800     228.181  
        17.9        0.40      0.1549      0.4155      1.0826      72.268    8759.583     234.701  
        22.4        0.50      0.1964      0.4283      1.1011      73.501    8912.701     241.894  
        26.8        0.61      0.2381      0.4426      1.1262      75.178    9116.268     249.988  
        31.3        0.71      0.2796      0.4581      1.1581      77.310    9372.940     258.755  
        35.8        0.81      0.3201      0.4744      1.1974      79.938    9691.567     267.972  
        40.3        0.91      0.3590      0.4914      1.2444      83.049   10063.298     277.639  
        44.7        1.01      0.3980      0.5097      1.2919      86.268   10452.731     287.756  
        49.2        1.11      0.4360      0.5279      1.3442      89.728   10877.567     298.097  
        53.7        1.21      0.4685      0.5426      1.4027      93.643   11346.656     306.415  
        58.2        1.31      0.5024      0.5577      1.4575      97.264   11789.194     315.182  
        62.6        1.41      0.5339      0.5709      1.5111     100.872   12222.880     322.376  
        67.1        1.51      0.5635      0.5818      1.5634     104.358   12647.716     328.671  
        71.6        1.62      0.5904      0.5891      1.6109     107.563   13037.149     332.717  
        76.1        1.72      0.6191      0.5953      1.6499     110.178   13355.776     336.314  
        80.5        1.82      0.6417      0.5949      1.6852     112.471   13630.149     336.089  
        85.0        1.92      0.6659      0.5930      1.7083     114.014   13816.015     334.965  
        89.5        2.02      0.6899      0.5880      1.7205     114.858   13922.223     332.043  
        94.0        2.12      0.7121      0.5787      1.7217     114.979   13931.074     326.872  
        98.4        2.22      0.7266      0.5620      1.7168     114.644   13895.671     317.430  
       102.9        2.32      0.7405      0.5449      1.7083     114.081   13824.865     307.764  
       107.4        2.42      0.7537      0.5279      1.6974     113.289   13727.507     298.322  
       111.8        2.52      0.7663      0.5104      1.6815     112.270   13603.597     288.430  



         PROP RPM =       560

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3785      1.0612      88.480    9957.089     247.964  
         4.5        0.09      0.0340      0.3849      1.0599      88.387    9948.239     252.236  
         8.9        0.19      0.0693      0.3926      1.0620      88.548    9965.940     257.181  
        13.4        0.28      0.1058      0.4015      1.0678      89.030   10019.044     263.027  
        17.9        0.37      0.1433      0.4120      1.0781      89.889   10116.403     269.996  
        22.4        0.47      0.1816      0.4236      1.0934      91.176   10258.015     277.639  
        26.8        0.56      0.2203      0.4364      1.1142      92.906   10452.731     285.957  
        31.3        0.66      0.2590      0.4504      1.1409      95.132   10709.403     295.174  
        35.8        0.75      0.2972      0.4651      1.1737      97.868   11010.328     304.841  
        40.3        0.84      0.3344      0.4806      1.2129     101.126   11382.059     314.957  
        44.7        0.94      0.3699      0.4965      1.2590     104.921   11806.895     325.299  
        49.2        1.03      0.4058      0.5132      1.3041     108.716   12231.731     336.089  
        53.7        1.12      0.4410      0.5302      1.3516     112.726   12683.119     347.330  
        58.2        1.22      0.4709      0.5438      1.4076     117.326   13205.313     356.322  
        62.6        1.31      0.5026      0.5581      1.4575     121.496   13674.403     365.539  
        67.1        1.41      0.5322      0.5705      1.5074     125.680   14143.492     373.857  
        71.6        1.50      0.5598      0.5806      1.5561     129.730   14603.731     380.377  
        76.1        1.59      0.5857      0.5887      1.6012     133.512   15028.567     385.547  
        80.5        1.69      0.6094      0.5930      1.6426     136.918   15409.149     388.695  
        85.0        1.78      0.6350      0.5969      1.6742     139.600   15710.074     391.168  
        89.5        1.87      0.6557      0.5949      1.7010     141.880   15966.746     389.819  
        94.0        1.97      0.6767      0.5907      1.7181     143.221   16126.059     386.896  
        98.4        2.06      0.6993      0.5852      1.7254     143.891   16188.014     383.299  
       102.9        2.16      0.7173      0.5736      1.7241     143.757   16170.313     375.656  
       107.4        2.25      0.7306      0.5581      1.7181     143.221   16126.059     365.539  
       111.8        2.34      0.7432      0.5422      1.7095     142.550   16046.402     355.198  



         PROP RPM =       600

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3785      1.0610     108.810   11426.313     284.608  
         4.5        0.09      0.0317      0.3845      1.0597     108.676   11417.462     289.104  
         8.9        0.17      0.0646      0.3915      1.0613     108.837   11435.164     294.500  
        13.4        0.26      0.0984      0.3996      1.0660     109.320   11488.268     300.570  
        17.9        0.35      0.1332      0.4093      1.0747     110.205   11576.776     307.764  
        22.4        0.44      0.1688      0.4197      1.0875     111.519   11718.388     315.632  
        26.8        0.52      0.2049      0.4314      1.1050     113.316   11904.253     324.399  
        31.3        0.61      0.2411      0.4438      1.1274     115.623   12143.224     333.841  
        35.8        0.70      0.2771      0.4573      1.1552     118.466   12444.149     343.958  
        40.3        0.79      0.3124      0.4713      1.1883     121.858   12798.179     354.524  
        44.7        0.87      0.3466      0.4860      1.2274     125.828   13214.164     365.539  
        49.2        0.96      0.3813      0.5019      1.2675     129.972   13656.701     377.679  
        53.7        1.05      0.4125      0.5163      1.3138     134.773   14161.194     388.470  
        58.2        1.14      0.4453      0.5321      1.3589     139.332   14639.134     400.160  
        62.6        1.22      0.4730      0.5449      1.4112     144.696   15196.731     409.827  
        67.1        1.31      0.5028      0.5585      1.4575     149.524   15701.223     419.943  
        71.6        1.40      0.5307      0.5701      1.5038     154.217   16205.716     428.936  
        76.1        1.49      0.5568      0.5802      1.5500     158.911   16692.507     436.354  
        80.5        1.57      0.5816      0.5883      1.5926     163.336   17161.596     442.424  
        85.0        1.66      0.6043      0.5934      1.6328     167.359   17586.432     446.246  
        89.5        1.75      0.6259      0.5961      1.6669     170.846   17949.313     448.269  
        94.0        1.84      0.6484      0.5973      1.6925     173.662   18232.537     449.168  
        98.4        1.92      0.6670      0.5938      1.7132     175.674   18453.805     446.471  
       102.9        2.01      0.6867      0.5887      1.7254     176.881   18586.567     442.874  
       107.4        2.10      0.7064      0.5818      1.7290     177.283   18621.970     437.478  
       111.8        2.19      0.7216      0.5694      1.7254     176.881   18586.567     428.036  



