weight,propeller_diameter,propeller_rpm_max,propeller_rpm_min,propeller_j_max,motor_max_current,motor_max_power,voltage,hover_omega_rpm,hover_thrust,hover_power,hover_current,hover_torque,flying_speed,flying_omega_rpm,flying_thrust,flying_power,flying_current,flying_torque,flying_j,hover_thrust_per_weight,hover_power_per_weight,hover_thrust_per_power,flying_thrust_per_weight,flying_power_per_weight,flying_thrust_per_power,motor_name,propeller_name
0.7170096,0.2794,22000.0,2000.0,0.67,142.10527,7363.1577,44.4,19716.8,87.79,4983.93,112.25,2.19,40.0,19873.19,42.76,3377.46,76.07,1.47,0.43223235,122.43908,6950.9946,0.017614614,59.636578,4710.4805,0.012660402,kde_direct_KDE700XF_455_G3,apc_propellers_11x4_5MR
0.7391448,0.2794,20000.0,1000.0,0.68,142.10527,7363.1577,44.4,19678.62,82.89,5376.06,121.08,2.37,40.0,19769.99,52.27,4437.49,99.94,1.95,0.4344886,112.14311,7273.3516,0.015418354,70.71686,6003.546,0.011779182,kde_direct_KDE700XF_455_G3,apc_propellers_11x5
0.7170096,0.2794,21000.0,2000.0,0.76,142.10527,7363.1577,44.4,19613.06,88.12,6049.47,136.25,2.67,40.0,19745.28,59.39,4691.32,105.66,2.06,0.43503234,122.89933,8437.083,0.014566565,82.83013,6542.897,0.01265955,kde_direct_KDE700XF_455_G3,apc_propellers_11x5_5MR
0.73996127,0.2794,22000.0,1000.0,0.77,142.10527,7363.1577,44.4,19828.31,83.71,3838.51,86.45,1.68,40.0,19600.29,69.32,6180.7,139.2,2.73,0.43825042,113.12754,5187.4473,0.02180794,93.68058,8352.734,0.011215558,kde_direct_KDE700XF_455_G3,apc_propellers_11x6
0.7259907,0.3048,16000.0,1000.0,1.25,142.10527,7363.1577,22.2,9619.77,28.02,2471.58,111.33,2.17,40.0,9828.86,21.4,1397.68,62.96,1.21,0.8011118,38.595535,3404.4238,0.011336878,29.476961,1925.2037,0.015311087,kde_direct_KDE700XF_455_G3,apc_propellers_12x12E
0.7259907,0.3048,16000.0,1000.0,1.25,142.10527,7363.1577,22.8,9844.22,29.53,2794.42,122.56,2.4,40.0,10080.81,23.4,1546.5,67.83,1.31,0.7810896,40.675453,3849.1125,0.010567488,32.23182,2130.1926,0.015130941,kde_direct_KDE700XF_455_G3,apc_propellers_12x12E
0.76599735,0.3302,13000.0,1000.0,1.33,142.10527,7363.1577,22.2,9737.81,46.23,1865.34,84.02,1.63,40.0,9571.05,38.35,2721.76,122.6,2.4,0.759407,60.352688,2435.1782,0.024783686,50.06545,3553.2239,0.014090148,kde_direct_KDE700XF_455_G3,apc_propellers_13x14
0.76599735,0.3302,13000.0,1000.0,1.33,142.10527,7363.1577,22.8,9990.81,48.69,2021.24,88.65,1.72,40.0,9808.82,41.44,2981.15,130.75,2.56,0.7409986,63.56419,2638.7036,0.024089172,54.099403,3891.8542,0.013900676,kde_direct_KDE700XF_455_G3,apc_propellers_13x14
0.80092376,0.4064,13999.0,1000.0,0.71,142.10527,7363.1577,22.2,9501.46,81.41,3079.2,138.7,2.72,40.0,9841.47,20.15,1332.93,60.04,1.15,0.600064,101.64513,3844.5605,0.026438685,25.15845,1664.2407,0.0151170725,kde_direct_KDE700XF_455_G3,apc_propellers_16x8
0.71401596,0.2032,29000.0,1000.0,0.98,142.10527,7363.1577,51.8,22965.2,42.08,7235.78,139.69,2.74,40.0,23350.19,32.69,2622.17,50.62,0.96,0.5058213,58.934258,10133.92,0.0058155446,45.78329,3672.425,0.012466773,kde_direct_KDE700XF_455_G3,apc_propellers_8x6E
0.7110676,0.2286,26000.0,3000.0,0.76,142.10527,7363.1577,51.8,23041.16,59.21,6325.52,122.11,2.39,40.0,23344.8,35.16,2686.74,51.87,0.99,0.44972274,83.26916,8895.807,0.009360495,49.446777,3778.4592,0.013086491,kde_direct_KDE700XF_455_G3,apc_propellers_9x4_5MR
0.70993364,0.2286,21000.0,2000.0,1.21,142.10527,7363.1577,44.4,19708.22,53.17,5072.01,114.23,2.23,40.0,19771.59,51.23,4421.13,99.58,1.94,0.53099865,74.894325,7144.3438,0.010483024,72.161674,6227.526,0.011587535,kde_direct_KDE700XF_455_G3,apc_propellers_9x7_5SF
0.582997,0.2794,21000.0,1000.0,1.15,132.63158,5889.4736,22.2,11324.94,28.91,2679.29,120.69,2.0,40.0,11598.75,20.31,1350.4,60.83,0.99,0.7405828,49.58859,4595.7183,0.010790172,34.837227,2316.307,0.015039988,kde_direct_KDE700XF_535_G3,apc_propellers_11x10E
0.582997,0.2794,21000.0,1000.0,1.15,132.63158,5889.4736,22.8,11591.99,30.47,3020.61,132.48,2.2,40.0,11897.32,22.33,1498.71,65.73,1.07,0.7219975,52.26442,5181.176,0.010087366,38.302082,2570.6992,0.01489948,kde_direct_KDE700XF_535_G3,apc_propellers_11x10E
0.5790054,0.3048,15000.0,1000.0,1.07,132.63158,5889.4736,22.2,11319.69,53.91,2704.76,121.84,2.02,40.0,11492.37,27.26,1866.7,84.09,1.38,0.6851516,93.10793,4671.3896,0.019931529,47.080734,3223.9768,0.01460331,kde_direct_KDE700XF_535_G3,apc_propellers_12x8SF
0.5790054,0.3048,15000.0,1000.0,1.07,132.63158,5889.4736,22.8,11660.37,56.81,2679.8,117.53,1.94,40.0,11780.83,30.02,2079.36,91.2,1.5,0.6683753,98.11652,4628.2812,0.021199344,51.847527,3591.2617,0.014437134,kde_direct_KDE700XF_535_G3,apc_propellers_12x8SF
0.5679832,0.1778,35000.0,1000.0,0.95,132.63158,5889.4736,51.8,27239.92,33.86,5357.23,103.42,1.71,40.0,27526.37,26.18,2113.48,40.8,0.65,0.49037752,59.61444,9432.022,0.0063204304,46.092915,3721.0256,0.012387153,kde_direct_KDE700XF_535_G3,apc_propellers_7x5E
0.58694327,0.2413,25000.0,1000.0,0.84,132.63158,5889.4736,44.4,23219.16,66.48,5191.43,116.92,1.93,40.0,23150.28,62.42,5859.98,131.98,2.19,0.42963305,113.264786,8844.858,0.01280572,106.34759,9983.8955,0.0106519135,kde_direct_KDE700XF_535_G3,apc_propellers_9_5x6
0.57796216,0.2286,26000.0,1000.0,0.7,132.63158,5889.4736,44.4,23180.82,60.99,5563.57,125.31,2.08,40.0,23494.78,31.94,2516.13,56.67,0.92,0.44685194,105.52594,9626.184,0.010962386,55.263134,4353.451,0.012694098,kde_direct_KDE700XF_535_G3,apc_propellers_9x4_5E
0.74405354,0.4064,13000.0,1000.0,1.24,89.47369,4636.8423,51.8,6154.62,39.41,4575.97,88.34,5.9,40.0,6698.49,25.56,1607.47,31.03,2.05,0.8816184,52.966618,6150.0547,0.008612381,34.352367,2160.4224,0.015900763,kde_direct_KDE7215XF_135,apc_propellers_16x16
0.79109085,0.4572,12000.0,1000.0,1.06,89.47369,4636.8423,51.8,6194.61,45.13,4357.71,84.13,5.61,40.0,6684.1,27.28,1686.01,32.55,2.15,0.7853479,57.04781,5508.4824,0.010356357,34.48403,2131.247,0.016180212,kde_direct_KDE7215XF_135,apc_propellers_18x14
0.7709968,0.5207,11000.0,1000.0,0.78,89.47369,4636.8423,51.8,6346.95,100.96,3526.21,68.07,4.54,40.0,6737.0,21.6,1397.25,26.97,1.78,0.6841591,130.94737,4573.5728,0.028631307,28.01568,1812.2644,0.015458937,kde_direct_KDE7215XF_135,apc_propellers_20_5x12WE
0.7871446,0.5334,11000.0,1000.0,0.77,89.47369,4636.8423,51.8,6270.23,99.83,3944.97,76.16,5.08,40.0,6709.63,24.29,1546.66,29.86,1.97,0.670594,126.82549,5011.7476,0.025305642,30.858372,1964.8994,0.015704809,kde_direct_KDE7215XF_135,apc_propellers_21x12WE
0.7680031,0.5334,11000.0,1000.0,0.82,89.47369,4636.8423,51.8,6182.17,97.99,4425.58,85.44,5.7,40.0,6625.63,31.67,2005.11,38.71,2.56,0.6790958,127.59063,5762.4507,0.02214173,41.236813,2610.8098,0.015794644,kde_direct_KDE7215XF_135,apc_propellers_21x13WE
0.77598625,0.5588,10000.0,1000.0,0.75,89.47369,4636.8423,51.8,6194.74,107.93,4356.97,84.11,5.61,40.0,6682.69,26.23,1693.72,32.7,2.16,0.6426929,139.08751,5614.7515,0.024771802,33.802143,2182.6675,0.015486621,kde_direct_KDE7215XF_135,apc_propellers_22x12E
0.7979854,0.5588,8000.0,1000.0,0.75,89.47369,4636.8423,51.8,6214.67,128.27,4248.22,82.01,5.47,40.0,6628.02,30.39,1992.12,38.46,2.55,0.6479941,160.7423,5323.681,0.030193822,38.083405,2496.4368,0.015255105,kde_direct_KDE7215XF_135,apc_propellers_22x12WE
0.96805894,0.5207,11000.0,1000.0,0.89,115.789474,5994.737,51.8,5709.56,71.85,5479.05,105.77,7.93,40.0,6095.05,21.49,1308.49,25.26,1.85,0.75621694,74.22069,5659.831,0.013113587,22.19906,1351.6636,0.01642351,kde_direct_KDE8218XF_120,apc_propellers_20_5x14E
1.0449878,0.508,11000.0,1000.0,0.97,115.789474,5994.737,51.8,5681.39,58.11,5783.76,111.66,8.38,40.0,6075.24,25.15,1522.87,29.4,2.16,0.7776498,55.608303,5534.763,0.010047098,24.067266,1457.3088,0.01651487,kde_direct_KDE8218XF_120,apc_propellers_20x14
0.9629334,0.508,11000.0,1000.0,0.96,115.789474,5994.737,51.8,5676.53,67.17,5836.37,112.67,8.46,40.0,6071.63,25.75,1561.85,30.15,2.22,0.77811223,69.7556,6061.0317,0.011508866,26.741205,1621.971,0.016486859,kde_direct_KDE8218XF_120,apc_propellers_20x15E
1.0540143,0.6604,8000.0,1000.0,0.69,115.789474,5994.737,51.8,5707.74,175.93,5498.71,106.15,7.96,40.0,5996.95,36.13,2369.83,45.75,3.4,0.60600156,166.91425,5216.922,0.03199478,34.278473,2248.385,0.015245819,kde_direct_KDE8218XF_120,apc_propellers_26x13E
1.0590037,0.6604,7000.0,1000.0,0.78,115.789474,5994.737,44.4,4902.75,131.34,3943.44,88.82,6.65,40.0,5165.08,23.31,1510.81,34.03,2.51,0.7036021,124.022224,3723.726,0.033305947,22.011253,1426.6333,0.015428809,kde_direct_KDE8218XF_120,apc_propellers_26x15E
1.0590037,0.6604,7000.0,1000.0,0.78,115.789474,5994.737,51.8,5674.36,175.93,5859.81,113.12,8.49,40.0,5849.69,62.01,3962.95,76.5,5.72,0.62125707,166.12784,5533.323,0.030023158,58.555035,3742.1492,0.015647434,kde_direct_KDE8218XF_120,apc_propellers_26x15E
0.44099733,0.3302,13000.0,1000.0,1.33,40.0,1894.7368,51.8,8496.11,35.07,1242.44,23.99,1.22,40.0,8396.49,24.22,1641.86,31.7,1.64,0.8656382,79.52429,2817.3413,0.028226715,54.920967,3723.061,0.014751562,t_motor_P60KV170,apc_propellers_13x14
1.1410909,0.4572,12000.0,1000.0,1.06,124.210526,5956.8423,51.8,6513.13,50.43,5146.58,99.35,6.82,40.0,6662.96,26.81,1655.4,31.96,2.12,0.7878396,44.194553,4510.228,0.00979874,23.495062,1450.7172,0.016195482,t_motor_U13IIKV130,apc_propellers_18x14
1.1371446,0.5334,11000.0,1000.0,0.77,124.210526,5956.8423,51.8,6569.58,109.14,3831.37,73.96,5.05,40.0,6670.89,22.84,1470.65,28.39,1.87,0.67448837,95.97724,3369.29,0.028485894,20.085396,1293.2832,0.015530548,t_motor_U13IIKV130,apc_propellers_21x12WE
1.120135,0.5334,11000.0,1000.0,0.82,124.210526,5956.8423,51.8,6518.01,100.96,5032.88,97.16,6.67,40.0,6652.18,30.59,1906.44,36.8,2.46,0.6763854,90.131996,4493.1016,0.020060085,27.30921,1701.9735,0.016045613,t_motor_U13IIKV130,apc_propellers_21x13E
1.1180031,0.5334,11000.0,1000.0,0.82,124.210526,5956.8423,51.8,6554.99,109.33,4171.21,80.53,5.51,40.0,6647.35,32.34,2019.21,38.98,2.61,0.6768769,97.79043,3730.9468,0.02621062,28.926575,1806.0862,0.016016165,t_motor_U13IIKV130,apc_propellers_21x13WE
1.1540182,0.6096,9000.0,1000.0,0.7,124.210526,5956.8423,51.8,6505.01,167.51,5335.91,103.01,7.08,40.0,6628.32,38.27,2462.61,47.54,3.21,0.5939677,145.1537,4623.766,0.031392958,33.16239,2133.9438,0.015540423,t_motor_U13IIKV130,apc_propellers_24x12E
1.2040038,0.6604,7000.0,1000.0,0.78,124.210526,5956.8423,44.4,5514.01,166.05,5152.8,116.05,7.99,40.0,5619.82,49.06,3039.51,68.46,4.67,0.6466686,137.91486,4279.7207,0.0322252,40.74738,2524.5022,0.016140759,t_motor_U13IIKV130,apc_propellers_26x15E
0.430997,0.2794,21000.0,1000.0,1.15,63.157894,2631.5789,51.8,11248.75,28.47,2628.54,50.74,1.94,40.0,11569.61,20.12,1360.75,26.27,0.98,0.74244815,66.056145,6098.743,0.010831107,46.682457,3157.2144,0.014785964,t_motor_AT4130KV230,apc_propellers_11x10E
0.43399072,0.3048,16000.0,1000.0,1.25,63.157894,2631.5789,44.4,9505.89,27.27,2391.41,53.86,2.07,40.0,9794.8,21.13,1412.93,31.82,1.2,0.80389756,62.835445,5510.2793,0.011403315,48.68768,3255.6687,0.014954739,t_motor_AT4130KV230,apc_propellers_12x12E
0.42500332,0.254,22000.0,1000.0,1.25,78.947365,3368.4211,44.4,12747.19,26.62,2788.66,62.81,1.84,40.0,12994.68,22.42,1583.78,35.67,1.02,0.72712976,62.634804,6561.5015,0.009545803,52.75253,3726.512,0.014156006,t_motor_AT4130KV300,apc_propellers_10x10E
0.42400542,0.3048,16000.0,1000.0,0.91,78.947365,3368.4211,44.4,12749.55,66.41,2777.21,62.55,1.83,40.0,12968.56,24.17,1710.94,38.53,1.11,0.60716194,156.62535,6549.94,0.023912488,57.003986,4035.1843,0.014126738,t_motor_AT4130KV300,apc_propellers_12x6SF
0.42400542,0.3048,15000.0,1000.0,1.07,78.947365,3368.4211,44.4,12688.45,66.75,3074.64,69.25,2.04,40.0,12718.18,40.29,2929.89,65.99,1.94,0.619115,157.42723,7251.4165,0.02170986,95.02237,6910.03,0.01375137,t_motor_AT4130KV300,apc_propellers_12x8SF
0.43507302,0.3556,17000.0,3000.0,0.63,78.947365,3368.4211,44.4,12639.02,83.58,3315.28,74.67,2.2,40.0,13008.25,21.29,1517.74,34.18,0.98,0.5188366,192.10568,7620.054,0.02521054,48.934315,3488.472,0.014027435,t_motor_AT4130KV300,apc_propellers_14x5_5MR
0.42300752,0.2286,21000.0,1000.0,1.25,78.947365,3368.4211,51.8,14947.09,27.59,3367.6,65.01,1.91,40.0,15232.46,23.61,1746.8,33.72,0.96,0.6892313,65.22343,7961.088,0.008192779,55.81461,4129.4775,0.013516144,t_motor_AT4130KV300,apc_propellers_9x9E
