        69x19_5_1000_51_880                                 (69x19_5_1000_51_880.dat)

         PROP RPM =       500

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        49.2        0.63      0.4187      0.3835      0.5751     124.956    6562.828     398.586  
        53.7        0.68      0.4545      0.3880      0.5846     127.035    6672.577     403.307  
        58.2        0.74      0.4852      0.3907      0.5975     129.838    6819.500     406.230  
        62.6        0.80      0.5184      0.3934      0.6065     131.782    6921.283     408.928  
        67.1        0.86      0.5500      0.3953      0.6151     133.686    7021.297     410.951  
        71.6        0.91      0.5801      0.3961      0.6235     135.443    7116.000     411.850  
        76.1        0.97      0.6084      0.3957      0.6311     137.186    7202.737     411.400  
        80.5        1.03      0.6313      0.3934      0.6397     139.064    7301.865     408.703  
        85.0        1.08      0.6564      0.3903      0.6447     140.137    7357.625     405.780  
        89.5        1.14      0.6799      0.3862      0.6481     140.807    7397.454     401.284  
        94.0        1.20      0.7017      0.3807      0.6501     141.209    7419.580     395.664  
        98.4        1.26      0.7220      0.3740      0.6502     141.344    7420.465     388.695  
       102.9        1.31      0.7433      0.3667      0.6474     140.673    7388.603     381.051  
       107.4        1.37      0.7606      0.3574      0.6435     139.868    7345.234     371.384  
       111.8        1.43      0.7766      0.3472      0.6377     138.527    7277.968     360.818  



         PROP RPM =       1300

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3384      0.4922     135.979    6592.921     412.749  
         4.5        0.05      0.0363      0.3408      0.4948     136.784    6628.324     415.672  
         8.9        0.11      0.0726      0.3435      0.4981     137.589    6672.577     419.044  
        13.4        0.16      0.1090      0.3465      0.5023     138.796    6727.452     422.641  
        17.9        0.21      0.1453      0.3498      0.5071     140.137    6793.833     426.687  
        22.4        0.26      0.1814      0.3534      0.5130     141.746    6871.719     430.959  
        26.8        0.32      0.2171      0.3572      0.5198     143.623    6962.882     435.680  
        31.3        0.37      0.2524      0.3613      0.5277     145.769    7068.206     440.626  
        35.8        0.42      0.2871      0.3656      0.5367     148.317    7189.461     446.021  
        40.3        0.47      0.3209      0.3703      0.5468     151.133    7324.877     451.641  
        44.7        0.53      0.3556      0.3753      0.5560     153.547    7446.133     457.711  
        49.2        0.58      0.3876      0.3797      0.5677     156.765    7602.791     463.107  
        53.7        0.63      0.4214      0.3842      0.5763     159.179    7718.736     468.727  
        58.2        0.68      0.4546      0.3884      0.5852     161.727    7839.106     473.897  
        62.6        0.74      0.4830      0.3911      0.5971     164.945    7997.534     477.045  
        67.1        0.79      0.5140      0.3938      0.6055     167.225    8109.939     480.417  
        71.6        0.84      0.5438      0.3961      0.6139     169.639    8222.343     483.115  
        76.1        0.90      0.5682      0.3965      0.6245     172.589    8364.840     483.339  
        80.5        0.95      0.5953      0.3965      0.6313     174.467    8456.888     483.564  
        85.0        1.00      0.6208      0.3957      0.6377     176.210    8540.970     482.440  
        89.5        1.05      0.6449      0.3938      0.6430     177.685    8613.546     480.192  
        94.0        1.11      0.6675      0.3907      0.6474     178.892    8671.076     476.595  
        98.4        1.16      0.6887      0.3866      0.6504     179.697    8711.789     471.424  
       102.9        1.21      0.7085      0.3813      0.6519     180.099    8733.031     465.130  
       107.4        1.26      0.7270      0.3749      0.6519     180.099    8732.146     457.262  
       111.8        1.32      0.7442      0.3674      0.6501     179.563    8708.249     448.269  



         PROP RPM =       1400

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3384      0.4919     169.773    7642.619     478.618  
         4.5        0.05      0.0337      0.3407      0.4944     170.578    7679.792     481.990  
         8.9        0.10      0.0675      0.3432      0.4974     171.651    7726.701     485.363  
        13.4        0.15      0.1013      0.3459      0.5010     172.857    7783.346     489.409  
        17.9        0.20      0.1350      0.3489      0.5054     174.467    7851.497     493.456  
        22.4        0.24      0.1686      0.3521      0.5105     176.210    7931.153     498.177  
        26.8        0.29      0.2020      0.3556      0.5165     178.222    8024.086     502.898  
        31.3        0.34      0.2350      0.3592      0.5233     180.635    8130.295     508.293  
        35.8        0.39      0.2675      0.3632      0.5311     183.317    8251.550     513.689  
        40.3        0.44      0.2995      0.3673      0.5399     186.268    8386.967     519.534  
        44.7        0.49      0.3307      0.3716      0.5498     189.754    8539.200     525.828  
        49.2        0.54      0.3627      0.3764      0.5583     192.705    8672.846     532.573  
        53.7        0.59      0.3923      0.3805      0.5694     196.459    8844.550     538.193  
        58.2        0.64      0.4237      0.3848      0.5775     199.276    8974.656     544.263  
        62.6        0.68      0.4547      0.3891      0.5859     202.226    9098.567     550.332  
        67.1        0.73      0.4811      0.3915      0.5969     205.981    9275.582     553.705  
        71.6        0.78      0.5102      0.3946      0.6050     208.797    9399.492     557.976  
        76.1        0.83      0.5344      0.3957      0.6159     212.552    9567.656     559.999  
        80.5        0.88      0.5613      0.3973      0.6229     214.966    9673.865     561.798  
        85.0        0.93      0.5870      0.3977      0.6297     217.379    9780.074     562.697  
        89.5        0.98      0.6114      0.3977      0.6363     219.525    9886.283     562.697  
        94.0        1.03      0.6310      0.3957      0.6438     222.207   10001.343     559.550  
        98.4        1.08      0.6530      0.3934      0.6481     223.682   10072.149     556.402  
       102.9        1.12      0.6738      0.3903      0.6517     224.889   10125.253     552.131  
       107.4        1.17      0.6933      0.3863      0.6541     225.694   10160.656     546.511  
       111.8        1.22      0.7116      0.3813      0.6552     226.096   10178.358     539.317  



         PROP RPM =       1500

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3384      0.4917     208.663    8769.319     549.433  
         4.5        0.05      0.0315      0.3405      0.4940     209.601    8809.147     553.030  
         8.9        0.09      0.0630      0.3429      0.4968     210.808    8859.597     556.852  
        13.4        0.14      0.0946      0.3454      0.5001     212.283    8912.701     560.898  
        17.9        0.18      0.1261      0.3481      0.5040     213.893    8983.507     565.395  
        22.4        0.23      0.1576      0.3510      0.5085     215.770    9072.015     570.116  
        26.8        0.27      0.1888      0.3542      0.5138     218.050    9160.522     575.286  
        31.3        0.32      0.2198      0.3575      0.5198     220.598    9266.731     580.682  
        35.8        0.37      0.2504      0.3611      0.5266     223.548    9390.642     586.302  
        40.3        0.41      0.2805      0.3649      0.5343     226.766    9523.403     592.597  
        44.7        0.46      0.3101      0.3688      0.5428     230.387    9682.716     598.891  
        49.2        0.50      0.3390      0.3729      0.5522     234.410    9850.880     605.635  
        53.7        0.55      0.3689      0.3774      0.5605     237.897    9992.492     612.829  
        58.2        0.59      0.3963      0.3813      0.5709     242.322   10178.358     619.124  
        62.6        0.64      0.4257      0.3854      0.5786     245.541   10319.970     625.868  
        67.1        0.68      0.4513      0.3887      0.5896     250.234   10514.686     631.039  
        71.6        0.73      0.4794      0.3918      0.5970     253.453   10647.447     636.434  
        76.1        0.78      0.5068      0.3949      0.6049     256.671   10789.059     641.605  
        80.5        0.82      0.5296      0.3965      0.6149     260.962   10966.074     643.628  
        85.0        0.87      0.5551      0.3980      0.6220     263.913   11089.985     646.551  
        89.5        0.91      0.5758      0.3984      0.6313     267.936   11258.149     646.775  
        94.0        0.96      0.5993      0.3984      0.6372     270.484   11364.358     647.000  
        98.4        1.00      0.6217      0.3980      0.6427     272.763   11461.716     646.101  
       102.9        1.05      0.6429      0.3965      0.6476     274.909   11550.224     644.078  
       107.4        1.10      0.6598      0.3934      0.6532     277.323   11647.582     638.907  
       111.8        1.14      0.6789      0.3903      0.6561     278.396   11700.686     633.961  



