        69x13_4_1200_41_830                                 (69x13_4_1200_41_830.dat)

         PROP RPM =       600

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
         4.5        0.08      0.0862      0.2677      0.2531      18.868    1416.119     136.324  
         8.9        0.16      0.1711      0.2696      0.2569      19.150    1436.476     137.313  
        13.4        0.24      0.2539      0.2710      0.2609      19.445    1459.488     137.988  
        17.9        0.33      0.3333      0.2713      0.2654      19.780    1484.270     138.190  
        22.4        0.41      0.4083      0.2706      0.2701      20.129    1510.822     137.808  
        26.8        0.49      0.4822      0.2689      0.2727      20.330    1524.984     136.909  
        31.3        0.57      0.5459      0.2649      0.2769      20.638    1547.995     134.908  
        35.8        0.65      0.6034      0.2592      0.2802      20.880    1566.582     132.008  
        40.3        0.73      0.6581      0.2518      0.2808      20.920    1570.122     128.254  
        44.7        0.82      0.7031      0.2420      0.2805      20.920    1569.237     123.240  
        49.2        0.90      0.7451      0.2303      0.2771      20.652    1549.766     117.260  
        53.7        0.98      0.7813      0.2164      0.2709      20.196    1515.248     110.224  
        58.2        1.06      0.8140      0.2010      0.2615      19.498    1463.028     102.333  
        62.6        1.14      0.8424      0.1838      0.2490      18.560    1392.222      93.610  
        67.1        1.22      0.8637      0.1649      0.2334      17.406    1305.485      83.966  
        71.6        1.30      0.8819      0.1456      0.2153      16.052    1203.701      74.142  
        76.1        1.39      0.8971      0.1259      0.1945      14.496    1086.872      64.093  
        80.5        1.47      0.9087      0.1058      0.1707      12.728     954.995      53.864  
        85.0        1.55      0.9156      0.0853      0.1443      10.750     806.568      43.433  
        89.5        1.63      0.9150      0.0644      0.1147       8.552     641.591      32.800  
        94.0        1.71      0.8982      0.0431      0.0822       6.126     459.619      21.962  
        98.4        1.79      0.8273      0.0215      0.0465       3.469     260.300      10.935  



         PROP RPM =       960

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2654      0.2488      27.679    1817.058     176.543  
         4.5        0.07      0.0757      0.2675      0.2520      28.041    1840.955     177.959  
         8.9        0.14      0.1507      0.2694      0.2550      28.376    1862.197     179.240  
        13.4        0.21      0.2245      0.2710      0.2583      28.738    1886.094     180.252  
        17.9        0.29      0.2962      0.2719      0.2619      29.140    1912.646     180.859  
        22.4        0.36      0.3649      0.2720      0.2658      29.569    1941.854     180.926  
        26.8        0.43      0.4299      0.2711      0.2698      30.025    1971.061     180.297  
        31.3        0.50      0.4905      0.2690      0.2737      30.455    1999.384     178.925  
        35.8        0.57      0.5465      0.2656      0.2773      30.857    2025.051     176.655  
        40.3        0.64      0.5976      0.2608      0.2801      31.165    2046.292     173.440  
        44.7        0.71      0.6439      0.2544      0.2819      31.366    2058.684     169.259  
        49.2        0.78      0.6886      0.2468      0.2813      31.286    2054.258     164.200  
        53.7        0.86      0.7254      0.2372      0.2798      31.138    2044.522     157.771  
        58.2        0.93      0.7604      0.2262      0.2758      30.683    2014.430     150.442  
        62.6        1.00      0.7909      0.2136      0.2696      29.999    1969.291     142.034  
        67.1        1.07      0.8178      0.1996      0.2611      29.046    1907.336     132.750  
        71.6        1.14      0.8429      0.1845      0.2499      27.799    1825.024     122.746  
        76.1        1.21      0.8618      0.1679      0.2363      26.297    1725.895     111.708  
        80.5        1.28      0.8783      0.1511      0.2208      24.567    1612.606     100.490  
        85.0        1.36      0.8926      0.1339      0.2032      22.610    1484.270      89.047  
        89.5        1.43      0.9044      0.1164      0.1835      20.424    1340.888      77.402  
        94.0        1.50      0.9133      0.0986      0.1617      17.983    1180.690      65.554  
        98.4        1.57      0.9182      0.0805      0.1375      15.301    1004.560      53.527  
       102.9        1.64      0.9166      0.0621      0.1111      12.359     811.348      41.275  
       107.4        1.71      0.9020      0.0434      0.0823       9.155     601.054      28.843  
       111.8        1.78      0.8499      0.0244      0.0511       5.685     373.236      16.200  



         PROP RPM =       1080

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2655      0.2484      39.359    2296.769     223.460  
         4.5        0.06      0.0675      0.2675      0.2512      39.788    2321.551     225.259  
         8.9        0.13      0.1347      0.2694      0.2536      40.177    2344.563     226.832  
        13.4        0.19      0.1990      0.2706      0.2587      40.982    2391.472     227.732  
        17.9        0.25      0.2634      0.2717      0.2615      41.438    2418.024     228.631  
        22.4        0.32      0.3260      0.2722      0.2647      41.934    2447.231     229.080  
        26.8        0.38      0.3861      0.2721      0.2681      42.470    2478.209     229.080  
        31.3        0.44      0.4432      0.2712      0.2715      43.020    2510.072     228.181  
        35.8        0.51      0.4969      0.2693      0.2748      43.543    2541.049     226.607  
        40.3        0.57      0.5469      0.2663      0.2779      44.026    2569.372     224.224  
        44.7        0.63      0.5929      0.2622      0.2804      44.415    2592.384     220.762  
        49.2        0.70      0.6351      0.2569      0.2821      44.683    2607.430     216.266  
        53.7        0.76      0.6735      0.2503      0.2827      44.790    2613.625     210.713  
        58.2        0.82      0.7111      0.2428      0.2814      44.576    2601.234     204.374  
        62.6        0.89      0.7421      0.2334      0.2792      44.227    2580.878     196.483  
        67.1        0.95      0.7720      0.2231      0.2748      43.543    2541.049     187.850  
        71.6        1.01      0.7967      0.2113      0.2691      42.618    2487.060     177.891  
        76.1        1.08      0.8206      0.1987      0.2611      41.344    2412.713     167.280  
        80.5        1.14      0.8432      0.1853      0.2508      39.734    2318.895     156.017  
        85.0        1.20      0.8602      0.1706      0.2389      37.844    2208.261     143.586  
        89.5        1.27      0.8753      0.1556      0.2254      35.698    2083.466     130.951  
        94.0        1.33      0.8887      0.1403      0.2102      33.298    1942.739     118.092  
        98.4        1.39      0.9002      0.1248      0.1934      30.629    1786.966     105.053  
       102.9        1.46      0.9097      0.1090      0.1747      27.692    1616.146      91.790  
       107.4        1.52      0.9167      0.0931      0.1544      24.460    1427.625      78.323  
       111.8        1.58      0.9201      0.0768      0.1324      20.960    1223.173      64.655  



         PROP RPM =       1200

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2655      0.2480      53.909    2831.354     275.841  
         4.5        0.06      0.0609      0.2674      0.2505      54.432    2858.791     277.864  
         8.9        0.11      0.1205      0.2689      0.2547      55.344    2907.470     279.438  
        13.4        0.17      0.1801      0.2705      0.2570      55.853    2934.022     281.011  
        17.9        0.23      0.2391      0.2718      0.2595      56.403    2962.345     282.585  
        22.4        0.29      0.2968      0.2729      0.2623      57.007    2993.322     283.484  
        26.8        0.34      0.3492      0.2727      0.2673      58.093    3050.852     283.484  
        31.3        0.40      0.4027      0.2724      0.2702      58.710    3083.600     283.035  
        35.8        0.46      0.4537      0.2715      0.2731      59.354    3117.233     282.135  
        40.3        0.51      0.5019      0.2698      0.2760      59.984    3149.981     280.337  
        44.7        0.57      0.5470      0.2672      0.2787      60.560    3180.958     277.639  
        49.2        0.63      0.5890      0.2637      0.2809      61.043    3206.625     274.042  
        53.7        0.68      0.6278      0.2591      0.2826      61.405    3225.212     269.321  
        58.2        0.74      0.6635      0.2535      0.2833      61.580    3234.063     263.476  
        62.6        0.80      0.6961      0.2468      0.2832      61.553    3232.292     256.507  
        67.1        0.86      0.7258      0.2391      0.2819      61.258    3217.246     248.414  
        71.6        0.91      0.7550      0.2305      0.2787      60.574    3180.958     239.646  
        76.1        0.97      0.7792      0.2206      0.2746      59.662    3134.049     229.305  
        80.5        1.03      0.8026      0.2100      0.2687      58.388    3066.783     218.222  
        85.0        1.08      0.8226      0.1983      0.2613      56.779    2982.701     206.082  
        89.5        1.14      0.8434      0.1862      0.2520      54.767    2876.492     193.561  
        94.0        1.20      0.8587      0.1729      0.2412      52.434    2753.467     179.712  
        98.4        1.26      0.8727      0.1594      0.2293      49.819    2616.281     165.639  
       102.9        1.31      0.8852      0.1457      0.2159      46.922    2464.048     151.364  
       107.4        1.37      0.8963      0.1317      0.2013      43.731    2296.769     136.886  
       111.8        1.43      0.9059      0.1176      0.1852      40.231    2112.673     122.184  



         PROP RPM =       1320

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2655      0.2478      71.664    3421.698     333.841  
         4.5        0.05      0.0551      0.2671      0.2513      72.683    3470.378     335.865  
         8.9        0.10      0.1099      0.2688      0.2538      73.381    3504.010     338.113  
        13.4        0.16      0.1645      0.2705      0.2558      73.984    3532.333     340.136  
        17.9        0.21      0.2165      0.2715      0.2602      75.258    3593.403     341.485  
        22.4        0.26      0.2694      0.2725      0.2624      75.902    3624.380     342.834  
        26.8        0.31      0.3211      0.2733      0.2650      76.612    3658.013     343.733  
        31.3        0.36      0.3678      0.2732      0.2697      77.994    3724.394     343.508  
        35.8        0.41      0.4160      0.2728      0.2721      78.718    3758.027     343.059  
        40.3        0.47      0.4620      0.2719      0.2747      79.455    3794.315     341.934  
        44.7        0.52      0.5058      0.2704      0.2773      80.193    3828.833     339.911  
        49.2        0.57      0.5470      0.2681      0.2797      80.890    3862.466     337.214  
        53.7        0.62      0.5819      0.2646      0.2831      81.869    3909.375     332.717  
        58.2        0.67      0.6180      0.2607      0.2844      82.272    3927.961     327.772  
        62.6        0.73      0.6515      0.2559      0.2852      82.500    3938.582     321.702  
        67.1        0.78      0.6825      0.2502      0.2853      82.513    3939.467     314.733  
        71.6        0.83      0.7137      0.2440      0.2837      82.057    3918.225     306.864  
        76.1        0.88      0.7396      0.2364      0.2819      81.534    3892.558     297.422  
        80.5        0.93      0.7632      0.2280      0.2790      80.662    3851.845     286.631  
        85.0        0.99      0.7848      0.2187      0.2747      79.442    3793.430     274.941  
        89.5        1.04      0.8063      0.2090      0.2688      77.766    3712.888     262.802  
        94.0        1.09      0.8241      0.1982      0.2619      75.768    3617.300     249.313  
        98.4        1.14      0.8433      0.1872      0.2534      73.287    3498.700     235.375  
       102.9        1.19      0.8574      0.1751      0.2436      70.457    3364.169     220.178  
       107.4        1.24      0.8703      0.1627      0.2328      67.333    3215.476     204.666  
       111.8        1.30      0.8821      0.1503      0.2209      63.886    3050.852     188.952  



         PROP RPM =       1440

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2655      0.2475      92.946    4067.803     397.462  
         4.5        0.05      0.0506      0.2670      0.2507      94.153    4120.907     399.486  
         8.9        0.10      0.1010      0.2687      0.2529      94.984    4157.195     402.183  
        13.4        0.14      0.1500      0.2701      0.2568      96.433    4220.921     404.207  
        17.9        0.19      0.1995      0.2715      0.2587      97.170    4252.783     406.230  
        22.4        0.24      0.2486      0.2728      0.2608      97.948    4287.301     408.253  
        26.8        0.29      0.2941      0.2733      0.2651      99.557    4357.222     408.928  
        31.3        0.33      0.3409      0.2739      0.2674     100.389    4393.510     409.827  
        35.8        0.38      0.3865      0.2742      0.2698     101.314    4434.224     410.276  
        40.3        0.43      0.4268      0.2733      0.2741     102.910    4504.145     408.928  
        44.7        0.48      0.4688      0.2725      0.2763     103.768    4541.318     407.804  
        49.2        0.52      0.5089      0.2711      0.2786     104.626    4579.376     405.780  
        53.7        0.57      0.5431      0.2687      0.2824     106.008    4639.561     402.183  
        58.2        0.62      0.5789      0.2659      0.2839     106.611    4666.113     397.912  
        62.6        0.67      0.6126      0.2625      0.2853     107.107    4688.240     392.966  
        67.1        0.71      0.6441      0.2584      0.2861     107.429    4702.401     386.671  
        71.6        0.76      0.6733      0.2535      0.2864     107.536    4706.827     379.253  
        76.1        0.81      0.7004      0.2478      0.2860     107.389    4699.746     370.935  
        80.5        0.86      0.7254      0.2413      0.2847     106.920    4679.389     361.043  
        85.0        0.90      0.7485      0.2341      0.2825     106.102    4643.986     350.252  
        89.5        0.95      0.7697      0.2261      0.2793     104.908    4591.767     338.338  
        94.0        1.00      0.7909      0.2177      0.2748     103.178    4515.651     325.748  
        98.4        1.05      0.8089      0.2083      0.2695     101.167    4428.028     311.810  
       102.9        1.09      0.8253      0.1984      0.2629      98.712    4320.934     296.973  
       107.4        1.14      0.8431      0.1883      0.2550      95.722    4189.943     281.910  
       111.8        1.19      0.8561      0.1772      0.2460      92.369    4043.021     265.050  



         PROP RPM =       1560

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2656      0.2473     118.077    4770.552     466.479  
         4.5        0.04      0.0468      0.2669      0.2502     119.471    4827.197     468.727  
         8.9        0.09      0.0929      0.2684      0.2536     121.067    4890.922     471.424  
        13.4        0.13      0.1389      0.2699      0.2558     122.127    4934.291     474.122  
        17.9        0.18      0.1850      0.2715      0.2576     123.025    4970.579     476.820  
        22.4        0.22      0.2286      0.2724      0.2615     124.862    5044.925     478.394  
        26.8        0.26      0.2734      0.2736      0.2635     125.801    5082.098     480.417  
        31.3        0.31      0.3146      0.2740      0.2676     127.786    5162.640     481.316  
        35.8        0.35      0.3574      0.2745      0.2697     128.751    5201.583     481.990  
        40.3        0.40      0.3991      0.2747      0.2719     129.824    5244.952     482.440  
        44.7        0.44      0.4357      0.2739      0.2759     131.728    5321.954     481.091  
        49.2        0.48      0.4744      0.2732      0.2780     132.721    5361.782     479.742  
        53.7        0.53      0.5114      0.2720      0.2801     133.727    5402.495     477.719  
        58.2        0.57      0.5429      0.2697      0.2835     135.309    5467.991     473.673  
        62.6        0.61      0.5763      0.2673      0.2850     136.114    5497.198     469.401  
        67.1        0.66      0.6078      0.2643      0.2863     136.650    5522.866     464.231  
        71.6        0.70      0.6374      0.2607      0.2872     137.186    5540.567     457.936  
        76.1        0.75      0.6651      0.2565      0.2877     137.320    5550.303     450.517  
        80.5        0.79      0.6909      0.2516      0.2877     137.320    5548.533     441.974  
        85.0        0.83      0.7122      0.2456      0.2876     137.320    5546.763     431.408  
        89.5        0.88      0.7371      0.2396      0.2854     136.248    5504.279     420.842  
        94.0        0.92      0.7577      0.2326      0.2830     135.041    5458.255     408.703  
        98.4        0.97      0.7768      0.2250      0.2797     133.539    5394.530     395.214  
       102.9        1.01      0.7944      0.2168      0.2754     131.527    5313.988     380.826  
       107.4        1.05      0.8109      0.2081      0.2703     129.046    5213.089     365.539  
       111.8        1.10      0.8260      0.1988      0.2641     126.096    5094.489     349.128  



         PROP RPM =       1680

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2656      0.2471     147.378    5528.176     540.890  
         4.5        0.04      0.0435      0.2668      0.2499     148.987    5588.361     543.588  
         8.9        0.08      0.0864      0.2682      0.2529     150.731    5656.512     546.286  
        13.4        0.12      0.1293      0.2698      0.2550     152.072    5704.306     549.433  
        17.9        0.16      0.1709      0.2710      0.2585     154.217    5783.077     552.131  
        22.4        0.20      0.2132      0.2724      0.2603     155.290    5823.791     554.829  
        26.8        0.24      0.2530      0.2734      0.2642     157.570    5909.643     556.852  
        31.3        0.29      0.2942      0.2743      0.2660     158.643    5951.242     558.875  
        35.8        0.33      0.3318      0.2748      0.2701     161.057    6041.519     559.774  
        40.3        0.37      0.3712      0.2752      0.2719     162.129    6083.118     560.449  
        44.7        0.41      0.4096      0.2754      0.2741     163.336    6130.027     560.898  
        49.2        0.45      0.4432      0.2746      0.2779     165.616    6214.994     559.550  
        53.7        0.49      0.4790      0.2740      0.2797     166.823    6257.477     558.201  
        58.2        0.53      0.5134      0.2730      0.2818     168.030    6301.731     555.953  
        62.6        0.57      0.5425      0.2709      0.2849     169.907    6372.537     551.681  
        67.1        0.61      0.5738      0.2687      0.2864     170.712    6405.285     547.410  
        71.6        0.65      0.6035      0.2662      0.2876     171.516    6434.492     542.239  
        76.1        0.69      0.6281      0.2626      0.2897     172.723    6481.401     535.045  
        80.5        0.73      0.6546      0.2589      0.2902     172.992    6489.367     527.177  
        85.0        0.77      0.6794      0.2545      0.2900     172.992    6489.367     518.410  
        89.5        0.82      0.7027      0.2496      0.2895     172.589    6476.976     508.518  
        94.0        0.86      0.7244      0.2441      0.2885     171.919    6451.309     497.278  
        98.4        0.90      0.7446      0.2380      0.2866     170.846    6410.595     484.688  
       102.9        0.94      0.7634      0.2313      0.2841     169.371    6353.951     471.200  
       107.4        0.98      0.7809      0.2241      0.2807     167.359    6278.719     456.362  
       111.8        1.02      0.7971      0.2163      0.2765     164.945    6185.786     440.626  



         PROP RPM =       1800

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2656      0.2469     181.038    6340.674     621.147  
         4.5        0.04      0.0407      0.2668      0.2495     182.915    6406.170     623.845  
         8.9        0.08      0.0808      0.2680      0.2523     185.061    6477.861     626.767  
        13.4        0.11      0.1204      0.2694      0.2555     187.340    6558.403     629.915  
        17.9        0.15      0.1600      0.2708      0.2575     188.950    6614.162     633.287  
        22.4        0.19      0.1982      0.2721      0.2611     191.498    6704.440     636.209  
        26.8        0.23      0.2373      0.2734      0.2629     192.839    6751.349     639.132  
        31.3        0.27      0.2738      0.2743      0.2667     195.655    6848.707     641.380  
        35.8        0.30      0.3119      0.2751      0.2685     196.862    6894.731     643.403  
        40.3        0.34      0.3464      0.2756      0.2724     199.812    6994.745     644.527  
        44.7        0.38      0.3829      0.2760      0.2742     201.019    7039.883     645.202  
        49.2        0.42      0.4185      0.2762      0.2762     202.494    7092.103     645.876  
        53.7        0.46      0.4495      0.2755      0.2797     205.176    7184.151     644.303  
        58.2        0.49      0.4828      0.2749      0.2815     206.517    7231.059     642.954  
        62.6        0.53      0.5113      0.2736      0.2849     208.931    7317.797     639.806  
        67.1        0.57      0.5421      0.2721      0.2864     210.138    7355.855     636.434  
        71.6        0.61      0.5715      0.2703      0.2878     211.077    7393.028     632.163  
        76.1        0.65      0.5960      0.2676      0.2904     212.954    7456.754     625.868  
        80.5        0.68      0.6227      0.2648      0.2911     213.490    7477.110     619.124  
        85.0        0.72      0.6479      0.2615      0.2917     213.893    7491.271     611.480  
        89.5        0.76      0.6716      0.2577      0.2920     214.161    7496.582     602.713  
        94.0        0.80      0.6911      0.2530      0.2925     214.563    7510.743     591.697  
        98.4        0.84      0.7123      0.2482      0.2915     213.893    7486.846     580.232  
       102.9        0.87      0.7321      0.2428      0.2902     212.820    7449.673     567.643  
       107.4        0.91      0.7507      0.2368      0.2881     211.211    7397.454     553.929  
       111.8        0.95      0.7680      0.2305      0.2854     209.333    7328.418     538.867  



