        83x16_3_1200_51_1750                                 (83x16_3_1200_51_1750.dat)

         PROP RPM =       600

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        40.3        0.53      0.5033      0.2653      0.2813      78.839    5175.031     369.586  
        44.7        0.59      0.5485      0.2631      0.2844      79.697    5231.676     366.439  
        49.2        0.65      0.5905      0.2599      0.2870      80.434    5280.355     361.942  
        53.7        0.71      0.6293      0.2556      0.2891      80.998    5317.528     356.097  
        58.2        0.77      0.6649      0.2503      0.2902      81.306    5337.885     348.679  
        62.6        0.83      0.6973      0.2438      0.2903      81.333    5339.655     339.462  
        67.1        0.89      0.7269      0.2363      0.2891      80.998    5317.528     329.120  
        71.6        0.95      0.7561      0.2278      0.2859      80.113    5259.113     317.205  
        76.1        1.01      0.7801      0.2180      0.2816      78.932    5182.112     303.492  
        80.5        1.07      0.8039      0.2075      0.2755      77.203    5068.822     289.104  
        85.0        1.13      0.8253      0.1962      0.2678      75.030    4926.325     273.143  
        89.5        1.19      0.8446      0.1838      0.2581      72.321    4747.540     256.057  
        94.0        1.25      0.8599      0.1705      0.2469      69.197    4543.088     237.398  
        98.4        1.30      0.8739      0.1571      0.2344      65.697    4312.969     218.739  
       102.9        1.36      0.8865      0.1434      0.2206      61.808    4058.067     199.698  
       107.4        1.42      0.8978      0.1295      0.2053      57.530    3776.613     180.387  
       111.8        1.48      0.9075      0.1155      0.1886      52.850    3469.492     160.806  



         PROP RPM =       1080

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2589      0.2511     100.174    5845.918     456.362  
         4.5        0.05      0.0540      0.2606      0.2545     101.529    5924.689     459.285  
         8.9        0.11      0.1077      0.2623      0.2568     102.467    5979.564     462.432  
        13.4        0.16      0.1613      0.2641      0.2590     103.312    6028.243     465.579  
        17.9        0.21      0.2125      0.2653      0.2632     105.029    6129.142     467.603  
        22.4        0.26      0.2645      0.2666      0.2657     105.981    6184.901     469.851  
        26.8        0.32      0.3155      0.2677      0.2684     107.054    6247.742     471.874  
        31.3        0.37      0.3618      0.2678      0.2731     108.971    6359.261     472.099  
        35.8        0.42      0.4094      0.2679      0.2759     110.098    6424.757     472.324  
        40.3        0.47      0.4551      0.2675      0.2788     111.264    6492.907     471.649  
        44.7        0.53      0.4985      0.2666      0.2819     112.445    6561.943     469.851  
        49.2        0.58      0.5357      0.2643      0.2860     114.134    6660.186     465.804  
        53.7        0.63      0.5743      0.2618      0.2883     115.033    6712.406     461.308  
        58.2        0.69      0.6103      0.2585      0.2902     115.770    6756.659     455.688  
        62.6        0.74      0.6438      0.2543      0.2915     116.293    6786.752     448.269  
        67.1        0.79      0.6748      0.2493      0.2921     116.535    6800.913     439.502  
        71.6        0.84      0.7033      0.2434      0.2919     116.427    6793.833     428.936  
        76.1        0.90      0.7295      0.2365      0.2905     115.904    6763.740     416.796  
        80.5        0.95      0.7558      0.2291      0.2875     114.711    6693.819     403.757  
        85.0        1.00      0.7776      0.2204      0.2838     113.236    6607.967     388.470  
        89.5        1.05      0.7975      0.2110      0.2788     111.251    6492.022     371.834  
        94.0        1.11      0.8175      0.2010      0.2723     108.609    6338.019     354.299  
        98.4        1.16      0.8356      0.1905      0.2643     105.458    6153.924     335.640  
       102.9        1.21      0.8515      0.1790      0.2548     101.690    5934.425     315.632  
       107.4        1.26      0.8647      0.1671      0.2445      97.532    5691.915     294.500  
       111.8        1.32      0.8769      0.1550      0.2329      92.946    5424.622     273.368  



         PROP RPM =       1200

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2590      0.2508     137.320    7210.703     563.596  
         4.5        0.05      0.0487      0.2605      0.2539     138.930    7296.555     566.743  
         8.9        0.09      0.0972      0.2622      0.2559     140.137    7357.625     570.340  
        13.4        0.14      0.1445      0.2636      0.2596     142.148    7462.949     573.488  
        17.9        0.19      0.1923      0.2651      0.2617     143.221    7519.594     576.860  
        22.4        0.24      0.2376      0.2663      0.2658     145.501    7639.964     579.558  
        26.8        0.28      0.2840      0.2674      0.2680     146.708    7701.919     581.806  
        31.3        0.33      0.3296      0.2684      0.2703     147.915    7771.840     584.054  
        35.8        0.38      0.3708      0.2685      0.2748     150.462    7899.291     584.279  
        40.3        0.43      0.4136      0.2687      0.2773     151.803    7970.982     584.728  
        44.7        0.47      0.4549      0.2685      0.2799     153.144    8047.098     584.279  
        49.2        0.52      0.4907      0.2672      0.2842     155.558    8167.468     581.356  
        53.7        0.57      0.5282      0.2658      0.2864     156.765    8232.964     578.434  
        58.2        0.62      0.5638      0.2639      0.2886     157.972    8295.804     574.162  
        62.6        0.66      0.5973      0.2613      0.2905     159.045    8350.679     568.542  
        67.1        0.71      0.6287      0.2580      0.2920     159.850    8394.933     561.573  
        71.6        0.76      0.6548      0.2536      0.2939     160.922    8449.807     551.906  
        76.1        0.81      0.6822      0.2489      0.2942     160.922    8455.118     541.565  
        80.5        0.85      0.7077      0.2434      0.2936     160.654    8440.071     529.650  
        85.0        0.90      0.7313      0.2371      0.2922     159.984    8400.243     515.937  
        89.5        0.95      0.7553      0.2305      0.2894     158.374    8319.701     501.549  
        94.0        1.00      0.7752      0.2227      0.2861     156.631    8224.998     484.463  
        98.4        1.04      0.7935      0.2143      0.2818     154.217    8100.203     466.254  
       102.9        1.09      0.8108      0.2054      0.2763     151.267    7942.659     446.920  
       107.4        1.14      0.8282      0.1961      0.2696     147.512    7748.828     426.687  
       111.8        1.19      0.8441      0.1862      0.2617     143.221    7519.594     405.106  



         PROP RPM =       1320

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2590      0.2506     182.513    8717.100     681.846  
         4.5        0.04      0.0443      0.2603      0.2534     184.524    8811.803     685.443  
         8.9        0.09      0.0880      0.2618      0.2564     186.804    8921.552     689.264  
        13.4        0.13      0.1317      0.2633      0.2586     188.413    8992.358     693.311  
        17.9        0.17      0.1741      0.2647      0.2622     190.961    9116.268     696.908  
        22.4        0.22      0.2173      0.2661      0.2641     192.436    9187.074     700.730  
        26.8        0.26      0.2601      0.2676      0.2662     193.911    9257.880     704.551  
        31.3        0.30      0.2997      0.2682      0.2701     196.728    9390.642     706.125  
        35.8        0.34      0.3410      0.2692      0.2724     198.337    9470.298     708.823  
        40.3        0.39      0.3780      0.2693      0.2765     201.421    9611.910     709.048  
        44.7        0.43      0.4170      0.2695      0.2787     203.030    9691.567     709.722  
        49.2        0.47      0.4511      0.2691      0.2830     206.115    9842.030     708.373  
        53.7        0.52      0.4872      0.2684      0.2850     207.590    9912.836     706.575  
        58.2        0.56      0.5219      0.2674      0.2872     209.199    9992.492     704.102  
        62.6        0.60      0.5512      0.2655      0.2908     211.747   10116.403     699.156  
        67.1        0.65      0.5826      0.2634      0.2923     212.954   10169.507     693.311  
        71.6        0.69      0.6123      0.2607      0.2938     214.027   10213.761     686.342  
        76.1        0.73      0.6402      0.2575      0.2948     214.831   10258.015     678.024  
        80.5        0.78      0.6664      0.2537      0.2955     215.234   10275.716     667.908  
        85.0        0.82      0.6909      0.2493      0.2955     215.368   10284.567     656.217  
        89.5        0.86      0.7110      0.2438      0.2956     215.368   10284.567     641.830  
        94.0        0.91      0.7325      0.2381      0.2943     214.429   10231.462     626.767  
        98.4        0.95      0.7547      0.2320      0.2916     212.418   10142.955     610.806  
       102.9        0.99      0.7730      0.2250      0.2887     210.272   10045.597     592.372  
       107.4        1.03      0.7900      0.2174      0.2849     207.456    9903.985     572.589  
       111.8        1.08      0.8061      0.2094      0.2801     203.969    9744.671     551.456  



         PROP RPM =       1440

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2590      0.2505     236.824   10364.224     811.560  
         4.5        0.04      0.0407      0.2602      0.2529     239.238   10470.433     815.382  
         8.9        0.08      0.0809      0.2615      0.2557     241.786   10585.492     819.429  
        13.4        0.12      0.1205      0.2630      0.2589     244.736   10718.253     823.925  
        17.9        0.16      0.1602      0.2644      0.2609     246.748   10797.910     828.646  
        22.4        0.20      0.2000      0.2661      0.2629     248.625   10877.567     833.592  
        26.8        0.24      0.2377      0.2670      0.2664     251.978   11028.030     836.739  
        31.3        0.28      0.2767      0.2685      0.2684     253.855   11107.686     841.235  
        35.8        0.32      0.3126      0.2691      0.2721     257.342   11267.000     843.034  
        40.3        0.36      0.3502      0.2700      0.2743     259.487   11355.507     846.181  
        44.7        0.40      0.3839      0.2701      0.2781     263.108   11514.821     846.406  
        49.2        0.43      0.4196      0.2705      0.2803     265.120   11603.328     847.755  
        53.7        0.47      0.4508      0.2701      0.2842     268.740   11762.641     846.181  
        58.2        0.51      0.4842      0.2697      0.2863     270.618   11851.149     845.057  
        62.6        0.55      0.5127      0.2686      0.2899     274.104   12001.612     841.685  
        67.1        0.59      0.5435      0.2673      0.2916     275.714   12072.418     837.638  
        71.6        0.63      0.5729      0.2656      0.2932     277.323   12134.373     832.468  
        76.1        0.67      0.6009      0.2636      0.2948     278.798   12205.179     826.173  
        80.5        0.71      0.6241      0.2605      0.2970     280.944   12293.686     816.281  
        85.0        0.75      0.6492      0.2574      0.2977     281.614   12320.238     806.615  
        89.5        0.79      0.6729      0.2537      0.2981     281.882   12337.940     795.149  
        94.0        0.83      0.6952      0.2496      0.2981     281.882   12337.940     782.111  
        98.4        0.87      0.7161      0.2449      0.2973     281.212   12311.388     767.273  
       102.9        0.91      0.7332      0.2392      0.2966     280.541   12275.985     749.513  
       107.4        0.95      0.7516      0.2334      0.2945     278.664   12196.328     731.304  
       111.8        0.99      0.7689      0.2271      0.2919     275.982   12081.268     711.520  



         PROP RPM =       1560

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2590      0.2503     300.925   12160.925     952.516  
         4.5        0.04      0.0376      0.2601      0.2525     303.741   12267.134     956.562  
         8.9        0.07      0.0748      0.2613      0.2551     306.691   12391.044     961.058  
        13.4        0.11      0.1115      0.2627      0.2579     310.178   12532.656     965.779  
        17.9        0.15      0.1476      0.2641      0.2611     313.933   12683.119     970.950  
        22.4        0.18      0.1840      0.2654      0.2632     316.481   12789.328     976.121  
        26.8        0.22      0.2189      0.2667      0.2668     320.772   12957.492     980.842  
        31.3        0.26      0.2548      0.2680      0.2686     322.918   13046.000     985.338  
        35.8        0.29      0.2883      0.2690      0.2723     327.477   13231.865     989.160  
        40.3        0.33      0.3233      0.2699      0.2742     329.623   13320.373     992.757  
        44.7        0.36      0.3551      0.2706      0.2780     334.316   13506.238     995.005  
        49.2        0.40      0.3887      0.2711      0.2799     336.596   13594.746     997.028  
        53.7        0.44      0.4185      0.2712      0.2838     341.290   13789.462     997.478  
        58.2        0.47      0.4504      0.2712      0.2857     343.435   13877.970     997.253  
        62.6        0.51      0.4814      0.2711      0.2877     345.983   13975.328     997.028  
        67.1        0.55      0.5079      0.2701      0.2910     350.006   14134.641     993.206  
        71.6        0.58      0.5367      0.2692      0.2928     352.152   14223.149     989.834  
        76.1        0.62      0.5609      0.2675      0.2959     355.773   14373.612     983.989  
        80.5        0.66      0.5874      0.2658      0.2972     357.382   14435.567     977.470  
        85.0        0.69      0.6126      0.2637      0.2984     358.857   14497.522     969.601  
        89.5        0.73      0.6335      0.2608      0.3004     361.271   14594.880     959.035  
        94.0        0.77      0.6564      0.2577      0.3009     361.807   14612.582     947.795  
        98.4        0.80      0.6780      0.2543      0.3010     361.941   14621.432     934.981  
       102.9        0.84      0.6985      0.2503      0.3008     361.673   14612.582     920.593  
       107.4        0.88      0.7177      0.2460      0.3001     360.868   14577.179     904.407  
       111.8        0.91      0.7334      0.2407      0.2994     359.930   14541.776     885.073  



         PROP RPM =       1680

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2591      0.2501     375.620   14090.388    1104.711  
         4.5        0.03      0.0349      0.2601      0.2523     378.838   14214.298    1109.208  
         8.9        0.07      0.0695      0.2612      0.2546     382.325   14347.059    1113.929  
        13.4        0.10      0.1037      0.2624      0.2572     386.214   14488.671    1119.099  
        17.9        0.14      0.1374      0.2637      0.2600     390.505   14647.985    1124.495  
        22.4        0.17      0.1706      0.2650      0.2631     395.064   14825.000    1130.340  
        26.8        0.20      0.2041      0.2664      0.2653     398.417   14948.910    1136.185  
        31.3        0.24      0.2362      0.2676      0.2687     403.513   15143.626    1141.355  
        35.8        0.27      0.2693      0.2689      0.2707     406.463   15249.835    1146.751  
        40.3        0.30      0.3000      0.2698      0.2742     411.827   15453.403    1150.797  
        44.7        0.34      0.3323      0.2709      0.2762     414.777   15559.611    1155.293  
        49.2        0.37      0.3616      0.2715      0.2798     420.276   15763.179    1157.766  
        53.7        0.41      0.3927      0.2722      0.2818     423.226   15878.238    1160.689  
        58.2        0.44      0.4202      0.2723      0.2854     428.590   16081.805    1161.363  
        62.6        0.47      0.4498      0.2725      0.2874     431.540   16188.014    1162.263  
        67.1        0.51      0.4755      0.2721      0.2908     436.770   16382.731    1160.464  
        71.6        0.54      0.5034      0.2717      0.2926     439.452   16480.089    1158.890  
        76.1        0.58      0.5272      0.2708      0.2959     444.280   16665.955    1154.844  
        80.5        0.61      0.5532      0.2697      0.2972     446.426   16745.611    1150.123  
        85.0        0.64      0.5783      0.2684      0.2988     448.705   16834.119    1144.727  
        89.5        0.68      0.5991      0.2663      0.3011     452.326   16966.880    1135.510  
        94.0        0.71      0.6221      0.2642      0.3021     453.667   17019.985    1126.518  
        98.4        0.75      0.6440      0.2618      0.3029     455.008   17064.238    1116.401  
       102.9        0.78      0.6620      0.2584      0.3042     456.886   17135.044    1102.239  
       107.4        0.81      0.6820      0.2551      0.3042     456.886   17135.044    1088.076  
       111.8        0.85      0.7008      0.2515      0.3039     456.349   17126.194    1072.339  



         PROP RPM =       1800

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2591      0.2500     461.847   16170.313    1268.372  
         4.5        0.03      0.0326      0.2600      0.2520     465.468   16294.223    1273.093  
         8.9        0.06      0.0650      0.2610      0.2541     469.357   16435.835    1278.039  
        13.4        0.09      0.0970      0.2622      0.2566     473.782   16586.298    1283.435  
        17.9        0.13      0.1286      0.2633      0.2591     478.610   16754.462    1289.280  
        22.4        0.16      0.1597      0.2646      0.2619     483.706   16940.328    1295.349  
        26.8        0.19      0.1904      0.2659      0.2650     489.472   17135.044    1301.869  
        31.3        0.22      0.2213      0.2673      0.2673     493.764   17285.507    1308.613  
        35.8        0.25      0.2510      0.2685      0.2707     499.932   17506.776    1314.458  
        40.3        0.28      0.2816      0.2698      0.2727     503.687   17639.537    1320.978  
        44.7        0.32      0.3100      0.2707      0.2762     510.124   17860.805    1325.474  
        49.2        0.35      0.3399      0.2719      0.2782     514.013   17993.567    1331.319  
        53.7        0.38      0.3670      0.2725      0.2818     520.316   18223.686    1334.017  
        58.2        0.41      0.3959      0.2734      0.2838     524.339   18356.447    1338.288  
        62.6        0.44      0.4215      0.2734      0.2872     530.508   18577.716    1338.738  
        67.1        0.47      0.4491      0.2739      0.2893     534.396   18710.477    1341.210  
        71.6        0.51      0.4731      0.2736      0.2926     540.297   18922.895    1339.187  
        76.1        0.54      0.4993      0.2735      0.2945     543.918   19046.805    1339.187  
        80.5        0.57      0.5216      0.2726      0.2975     549.416   19241.522    1334.691  
        85.0        0.60      0.5462      0.2720      0.2992     552.634   19347.731    1331.544  
        89.5        0.63      0.5668      0.2705      0.3018     557.462   19515.895    1324.350  
        94.0        0.66      0.5897      0.2691      0.3031     559.876   19604.402    1317.606  
        98.4        0.70      0.6086      0.2671      0.3054     564.033   19746.014    1307.714  
       102.9        0.73      0.6297      0.2650      0.3061     565.374   19799.119    1297.598  
       107.4        0.76      0.6499      0.2627      0.3067     566.581   19834.522    1286.132  
       111.8        0.79      0.6665      0.2596      0.3079     568.727   19914.178    1270.845  



