        69x12_6_1400_46_1170                                 (69x12_6_1400_46_1170.dat)

         PROP RPM =       700

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2858      0.2562      11.051     994.824     101.074  
         4.5        0.10      0.1080      0.2877      0.2604      11.236    1011.640     101.749  
         8.9        0.20      0.2154      0.2890      0.2624      11.321    1019.606     102.221  
        13.4        0.29      0.3159      0.2881      0.2676      11.544    1039.078     101.883  
        17.9        0.39      0.4090      0.2853      0.2730      11.773    1060.319     100.894  
        22.4        0.49      0.4976      0.2809      0.2762      11.910    1072.710      99.343  
        26.8        0.59      0.5729      0.2732      0.2799      12.075    1086.872      96.623  
        31.3        0.68      0.6422      0.2632      0.2807      12.107    1090.412      93.093  
        35.8        0.78      0.7015      0.2501      0.2790      12.032    1083.331      88.440  
        40.3        0.88      0.7517      0.2337      0.2737      11.805    1062.975      82.640  
        44.7        0.98      0.7952      0.2146      0.2640      11.385    1024.916      75.896  
        49.2        1.08      0.8314      0.1929      0.2496      10.766     969.157      68.207  
        53.7        1.17      0.8600      0.1688      0.2304       9.936     894.810      59.687  
        58.2        1.27      0.8821      0.1437      0.2071       8.935     804.533      50.829  
        62.6        1.37      0.8985      0.1180      0.1798       7.755     698.235      41.725  
        67.1        1.47      0.9074      0.0915      0.1481       6.386     574.944      32.372  
        71.6        1.57      0.9033      0.0645      0.1117       4.820     433.864      22.796  
        76.1        1.66      0.8648      0.0368      0.0707       3.049     274.639      13.005  
        80.5        1.76      0.5973      0.0084      0.0249       1.073      96.562       2.983  



         PROP RPM =       840

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2860      0.2553      19.029    1428.510     145.631  
         4.5        0.08      0.0907      0.2878      0.2586      19.270    1446.212     146.553  
         8.9        0.16      0.1797      0.2889      0.2620      19.525    1465.684     147.093  
        13.4        0.24      0.2658      0.2889      0.2658      19.820    1486.925     147.137  
        17.9        0.33      0.3476      0.2878      0.2699      20.115    1509.937     146.575  
        22.4        0.41      0.4242      0.2853      0.2741      20.424    1532.949     145.294  
        26.8        0.49      0.4949      0.2812      0.2780      20.719    1554.191     143.226  
        31.3        0.57      0.5630      0.2756      0.2793      20.826    1562.157     140.371  
        35.8        0.65      0.6204      0.2676      0.2813      20.974    1573.663     136.302  
        40.3        0.73      0.6744      0.2579      0.2807      20.920    1569.237     131.356  
        44.7        0.82      0.7213      0.2460      0.2780      20.719    1555.076     125.286  
        49.2        0.90      0.7599      0.2315      0.2731      20.357    1527.639     117.890  
        53.7        0.98      0.7965      0.2155      0.2646      19.726    1479.845     109.729  
        58.2        1.06      0.8268      0.1974      0.2530      18.855    1415.234     100.535  
        62.6        1.14      0.8529      0.1777      0.2378      17.728    1330.267      90.508  
        67.1        1.22      0.8733      0.1570      0.2198      16.387    1229.369      79.965  
        71.6        1.30      0.8901      0.1358      0.1991      14.832    1113.424      69.174  
        76.1        1.39      0.9028      0.1141      0.1752      13.060     979.778      58.136  
        80.5        1.47      0.9103      0.0920      0.1483      11.055     829.492      46.873  
        85.0        1.55      0.9095      0.0694      0.1182       8.812     661.151      35.362  
        89.5        1.63      0.8912      0.0464      0.0848       6.324     474.488      23.627  
        94.0        1.71      0.8145      0.0229      0.0481       3.586     269.063      11.659  



         PROP RPM =       980

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2861      0.2547      30.160    1939.198     198.326  
         4.5        0.07      0.0782      0.2879      0.2573      30.455    1958.670     199.585  
         8.9        0.14      0.1555      0.2892      0.2600      30.776    1979.027     200.507  
        13.4        0.21      0.2310      0.2899      0.2630      31.125    2002.039     200.957  
        17.9        0.28      0.3007      0.2891      0.2687      31.809    2045.407     200.395  
        22.4        0.35      0.3698      0.2879      0.2720      32.184    2070.189     199.540  
        26.8        0.42      0.4350      0.2856      0.2752      32.573    2094.972     197.944  
        31.3        0.49      0.4957      0.2820      0.2782      32.935    2117.984     195.516  
        35.8        0.56      0.5556      0.2777      0.2793      33.070    2125.949     192.459  
        40.3        0.63      0.6065      0.2712      0.2813      33.284    2140.995     188.008  
        44.7        0.70      0.6525      0.2633      0.2819      33.365    2146.306     182.500  
        49.2        0.77      0.6938      0.2538      0.2811      33.284    2140.110     175.936  
        53.7        0.84      0.7331      0.2429      0.2779      32.895    2115.328     168.404  
        58.2        0.91      0.7674      0.2305      0.2727      32.292    2076.385     159.749  
        62.6        0.98      0.7973      0.2164      0.2654      31.420    2020.625     150.015  
        67.1        1.05      0.8236      0.2010      0.2558      30.280    1947.164     139.337  
        71.6        1.12      0.8473      0.1844      0.2433      28.805    1852.461     127.826  
        76.1        1.19      0.8660      0.1668      0.2288      27.075    1740.942     115.597  
        80.5        1.26      0.8821      0.1488      0.2121      25.104    1614.376     103.097  
        85.0        1.33      0.8955      0.1303      0.1932      22.878    1470.994      90.351  
        89.5        1.40      0.9060      0.1116      0.1722      20.384    1310.795      77.379  
        94.0        1.47      0.9125      0.0926      0.1488      17.608    1132.895      64.138  
        98.4        1.54      0.9134      0.0731      0.1230      14.563     936.409      50.672  
       102.9        1.61      0.9038      0.0534      0.0949      11.228     722.132      36.981  
       107.4        1.68      0.8684      0.0333      0.0642       7.601     488.827      23.043  
       111.8        1.75      0.7218      0.0128      0.0310       3.674     236.315       8.891  



         PROP RPM =       1120

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2863      0.2544      44.938    2528.658     259.205  
         4.5        0.06      0.0679      0.2877      0.2589      45.742    2573.797     260.554  
         8.9        0.12      0.1353      0.2890      0.2611      46.131    2595.924     261.678  
        13.4        0.18      0.2018      0.2898      0.2634      46.533    2618.936     262.352  
