        62x5_2_3200_46_1150                                 (62x5_2_3200_46_1150.dat)

         PROP RPM =       1600

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        22.4        0.13      0.3147      0.0822      0.0346      60.802    1330.267     320.802  
        26.8        0.16      0.3705      0.0812      0.0348      61.177    1339.118     316.531  
        31.3        0.19      0.4201      0.0800      0.0352      62.022    1357.704     312.035  
        35.8        0.21      0.4699      0.0787      0.0354      62.371    1364.785     307.089  
        40.3        0.24      0.5132      0.0773      0.0359      63.122    1381.601     301.694  
        44.7        0.26      0.5570      0.0758      0.0360      63.377    1386.912     295.849  
        49.2        0.29      0.5978      0.0742      0.0361      63.591    1391.337     289.779  
        53.7        0.32      0.6322      0.0725      0.0364      64.061    1401.958     282.810  
        58.2        0.34      0.6673      0.0707      0.0364      64.061    1401.958     275.616  
        62.6        0.37      0.6996      0.0687      0.0364      63.980    1400.188     267.972  
        67.1        0.40      0.7291      0.0666      0.0362      63.766    1395.763     259.879  
        71.6        0.42      0.7560      0.0643      0.0360      63.390    1386.912     251.112  
        76.1        0.45      0.7804      0.0620      0.0357      62.840    1375.406     241.894  
        80.5        0.48      0.8025      0.0595      0.0353      62.076    1358.590     232.003  
        85.0        0.50      0.8229      0.0568      0.0347      61.043    1335.578     221.617  
        89.5        0.53      0.8437      0.0540      0.0339      59.595    1303.715     210.713  
        94.0        0.56      0.8584      0.0509      0.0329      57.932    1267.427     198.461  
        98.4        0.58      0.8716      0.0477      0.0318      56.028    1225.828     186.052  
       102.9        0.61      0.8835      0.0445      0.0306      53.882    1178.919     173.485  
       107.4        0.64      0.8941      0.0412      0.0293      51.482    1126.700     160.761  
       111.8        0.66      0.9034      0.0379      0.0277      48.813    1068.285     147.857  



         PROP RPM =       3200

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.0883      0.0340      82.044    1616.146     425.563  
         4.5        0.02      0.0606      0.0878      0.0345      83.210    1639.158     422.866  
         8.9        0.05      0.1198      0.0872      0.0347      83.693    1648.009     420.168  
        13.4        0.07      0.1758      0.0865      0.0352      84.860    1671.906     416.796  
        17.9        0.10      0.2312      0.0858      0.0354      85.369    1681.642     413.424  
        22.4        0.12      0.2823      0.0850      0.0358      86.523    1703.769     409.602  
        26.8        0.14      0.3334      0.0841      0.0361      87.019    1714.390     405.331  
        31.3        0.17      0.3796      0.0831      0.0365      88.132    1735.631     400.610  
        35.8        0.19      0.4262      0.0821      0.0367      88.588    1744.482     395.439  
        40.3        0.21      0.4673      0.0809      0.0371      89.594    1764.839     390.044  
        44.7        0.24      0.5093      0.0797      0.0373      89.956    1771.919     383.974  
        49.2        0.26      0.5489      0.0784      0.0374      90.304    1779.000     377.679  
        53.7        0.29      0.5829      0.0769      0.0377      91.015    1792.276     370.485  
        58.2        0.31      0.6178      0.0754      0.0378      91.163    1795.816     363.067  
        62.6        0.33      0.6505      0.0738      0.0378      91.243    1796.701     355.423  
        67.1        0.36      0.6779      0.0719      0.0379      91.511    1802.012     346.655  
        71.6        0.38      0.7062      0.0701      0.0378      91.256    1797.587     337.663  
        76.1        0.40      0.7323      0.0681      0.0376      90.868    1789.621     328.221  
        80.5        0.43      0.7564      0.0660      0.0374      90.291    1778.115     318.105  
        85.0        0.45      0.7762      0.0638      0.0372      89.687    1766.609     307.089  
        89.5        0.48      0.7966      0.0614      0.0367      88.615    1745.367     295.849  
        94.0        0.50      0.8157      0.0590      0.0362      87.260    1718.815     284.159  
        98.4        0.52      0.8348      0.0564      0.0354      85.450    1683.412     271.794  
       102.9        0.55      0.8507      0.0536      0.0345      83.277    1640.043     258.081  
       107.4        0.57      0.8634      0.0507      0.0335      80.917    1594.019     243.918  
       111.8        0.60      0.8749      0.0477      0.0324      78.289    1541.800     229.755  



         PROP RPM =       3520

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.0906      0.0361     115.998    2077.270     528.076  
         4.5        0.02      0.0534      0.0903      0.0366     117.648    2106.478     526.278  
         8.9        0.04      0.1054      0.0899      0.0369     118.627    2124.179     524.255  
        13.4        0.06      0.1562      0.0895      0.0372     119.552    2140.110     521.782  
        17.9        0.09      0.2043      0.0889      0.0377     121.121    2168.433     518.410  
        22.4        0.11      0.2519      0.0883      0.0380     121.939    2183.479     514.813  
        26.8        0.13      0.2962      0.0876      0.0384     123.454    2210.916     510.766  
        31.3        0.15      0.3405      0.0869      0.0386     124.178    2223.307     506.270  
        35.8        0.17      0.3832      0.0860      0.0389     124.903    2236.584     501.324  
        40.3        0.19      0.4217      0.0850      0.0393     126.203    2259.595     495.704  
        44.7        0.22      0.4608      0.0840      0.0395     126.793    2270.216     489.634  
        49.2        0.24      0.4954      0.0829      0.0398     127.960    2291.458     483.115  
        53.7        0.26      0.5309      0.0817      0.0399     128.362    2298.539     475.921  
        58.2        0.28      0.5646      0.0804      0.0401     128.711    2304.734     468.502  
        62.6        0.30      0.5936      0.0789      0.0403     129.462    2318.010     460.184  
        67.1        0.32      0.6236      0.0774      0.0403     129.543    2319.781     451.416  
        71.6        0.35      0.6491      0.0758      0.0405     129.985    2327.746     441.974  
        76.1        0.37      0.6756      0.0741      0.0404     129.703    2322.436     432.083  
        80.5        0.39      0.7004      0.0723      0.0402     129.274    2314.470     421.517  
        85.0        0.41      0.7235      0.0704      0.0400     128.657    2303.849     410.726  
        89.5        0.43      0.7426      0.0684      0.0399     128.121    2294.113     398.811  
        94.0        0.45      0.7624      0.0663      0.0395     126.981    2273.757     386.447  
        98.4        0.48      0.7807      0.0641      0.0391     125.587    2248.975     373.633  
       102.9        0.50      0.7979      0.0618      0.0385     123.870    2217.997     360.144  
       107.4        0.52      0.8138      0.0594      0.0379     121.751    2179.939     345.981  
       111.8        0.54      0.8295      0.0568      0.0370     119.016    2131.260     330.919  



         PROP RPM =       3840

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.0910      0.0384     159.984    2626.901     631.713  
         4.5        0.02      0.0463      0.0912      0.0390     162.800    2672.925     632.613  
         8.9        0.04      0.0912      0.0913      0.0398     165.884    2721.604     633.512  
        13.4        0.06      0.1344      0.0915      0.0405     168.969    2772.939     634.411  
        17.9        0.08      0.1760      0.0916      0.0413     172.321    2827.813     635.535  
        22.4        0.10      0.2160      0.0918      0.0421     175.808    2885.343     636.659  
        26.8        0.12      0.2556      0.0917      0.0427     178.222    2925.172     636.434  
        31.3        0.14      0.2947      0.0914      0.0431     179.697    2949.069     633.961  
        35.8        0.16      0.3307      0.0908      0.0436     181.708    2982.701     629.690  
        40.3        0.18      0.3666      0.0901      0.0439     183.049    3003.943     624.744  
        44.7        0.20      0.4013      0.0893      0.0441     184.122    3021.645     619.124  
        49.2        0.22      0.4347      0.0884      0.0444     185.061    3037.576     613.054  
        53.7        0.24      0.4648      0.0873      0.0447     186.670    3063.243     605.860  
        58.2        0.26      0.4955      0.0862      0.0449     187.206    3073.864     598.217  
        62.6        0.28      0.5249      0.0851      0.0450     187.743    3082.715     590.124  
        67.1        0.30      0.5506      0.0838      0.0453     188.816    3099.531     581.131  
        71.6        0.32      0.5772      0.0824      0.0453     188.950    3102.186     571.464  
        76.1        0.34      0.6023      0.0809      0.0453     189.084    3103.072     561.348  
        80.5        0.36      0.6238      0.0793      0.0454     189.486    3109.267     550.332  
        85.0        0.38      0.6461      0.0776      0.0453     188.950    3102.186     538.642  
        89.5        0.40      0.6669      0.0759      0.0452     188.413    3091.566     526.503  
        94.0        0.42      0.6844      0.0740      0.0451     188.011    3085.370     513.464  
        98.4        0.44      0.7026      0.0721      0.0448     186.804    3065.013     499.975  
       102.9        0.46      0.7193      0.0700      0.0444     185.329    3041.116     485.587  
       107.4        0.48      0.7346      0.0679      0.0440     183.586    3011.909     470.750  
       111.8        0.50      0.7489      0.0657      0.0435     181.440    2977.391     455.463  



         PROP RPM =       4160

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.0909      0.0418     221.805    3359.743     740.296  
         4.5        0.02      0.0393      0.0910      0.0424     225.023    3410.192     741.195  
         8.9        0.04      0.0775      0.0912      0.0431     228.510    3462.412     742.095  
        13.4        0.05      0.1145      0.0913      0.0438     232.265    3518.172     743.219  
        17.9        0.07      0.1504      0.0914      0.0445     236.154    3577.472     744.343  
        22.4        0.09      0.1851      0.0915      0.0453     240.177    3638.542     745.467  
        26.8        0.11      0.2186      0.0917      0.0461     244.468    3703.152     746.591  
        31.3        0.13      0.2509      0.0919      0.0469     248.893    3771.303     747.940  
        35.8        0.15      0.2820      0.0920      0.0478     253.587    3842.109     749.288  
        40.3        0.16      0.3118      0.0922      0.0487     258.549    3916.455     750.637  
        44.7        0.18      0.3404      0.0924      0.0497     263.645    3994.342     752.211  
        49.2        0.20      0.3677      0.0926      0.0507     269.009    4074.883     753.560  
        53.7        0.22      0.3938      0.0927      0.0518     274.507    4159.851     755.133  
        58.2        0.24      0.4205      0.0928      0.0525     278.530    4220.036     755.358  
        62.6        0.26      0.4458      0.0923      0.0531     281.480    4264.289     751.312  
        67.1        0.27      0.4702      0.0915      0.0535     283.626    4297.037     745.242  
        71.6        0.29      0.4938      0.0905      0.0537     284.967    4316.509     737.149  
        76.1        0.31      0.5167      0.0893      0.0538     285.235    4320.934     726.583  
        80.5        0.33      0.5371      0.0878      0.0539     285.905    4331.555     715.117  
        85.0        0.35      0.5579      0.0863      0.0539     285.637    4327.130     702.978  
        89.5        0.37      0.5776      0.0847      0.0537     284.967    4318.279     689.939  
        94.0        0.38      0.5962      0.0831      0.0536     284.162    4305.003     676.225  
        98.4        0.40      0.6122      0.0812      0.0535     283.626    4297.037     661.613  
       102.9        0.42      0.6286      0.0794      0.0532     282.017    4273.140     646.101  
       107.4        0.44      0.6438      0.0774      0.0528     280.273    4245.703     630.140  
       111.8        0.46      0.6579      0.0753      0.0524     278.128    4212.955     613.504  



         PROP RPM =       4480

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.0908      0.0450     298.243    4195.254     857.197  
         4.5        0.02      0.0339      0.0909      0.0456     301.998    4249.243     858.096  
         8.9        0.03      0.0670      0.0910      0.0462     306.021    4305.888     859.220  
        13.4        0.05      0.0992      0.0911      0.0469     310.312    4365.188     860.344  
        17.9        0.07      0.1306      0.0912      0.0475     314.737    4428.028     861.468  
        22.4        0.09      0.1611      0.0914      0.0482     319.431    4492.639     862.592  
        26.8        0.10      0.1907      0.0915      0.0489     324.259    4561.674     863.716  
        31.3        0.12      0.2194      0.0916      0.0497     329.355    4632.480     865.065  
        35.8        0.14      0.2471      0.0917      0.0505     334.584    4707.712     866.414  
        40.3        0.15      0.2739      0.0919      0.0514     340.083    4785.598     867.763  
        44.7        0.17      0.2998      0.0920      0.0522     345.849    4866.140     869.336  
        49.2        0.19      0.3247      0.0922      0.0531     351.884    4951.107     870.910  
        53.7        0.20      0.3487      0.0924      0.0541     358.186    5038.730     872.484  
        58.2        0.22      0.3717      0.0926      0.0551     364.623    5129.892     874.057  
        62.6        0.24      0.3938      0.0927      0.0561     371.463    5224.595     875.631  
        67.1        0.26      0.4151      0.0929      0.0571     378.168    5319.298     876.980  
        71.6        0.27      0.4355      0.0929      0.0581     384.739    5413.116     877.879  
        76.1        0.29      0.4550      0.0931      0.0591     391.578    5509.589     878.554  
        80.5        0.31      0.4738      0.0930      0.0601     397.881    5598.097     878.104  
        85.0        0.32      0.4935      0.0929      0.0608     402.842    5666.248     876.755  
        89.5        0.34      0.5115      0.0923      0.0614     406.463    5717.582     871.360  
        94.0        0.36      0.5290      0.0912      0.0616     408.072    5739.709     861.468  
        98.4        0.37      0.5455      0.0900      0.0617     409.011    5753.870     850.003  
       102.9        0.39      0.5616      0.0885      0.0616     408.206    5743.249     835.390  
       107.4        0.41      0.5768      0.0867      0.0613     406.329    5716.697     818.530  
       111.8        0.43      0.5912      0.0848      0.0610     404.049    5683.949     800.994  



         PROP RPM =       4800

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.0907      0.0474     386.482    5074.133     982.865  
         4.5        0.02      0.0300      0.0908      0.0480     390.907    5132.548     983.764  
         8.9        0.03      0.0594      0.0908      0.0485     395.467    5193.618     984.888  
        13.4        0.05      0.0881      0.0910      0.0491     400.429    5257.343     986.012  
        17.9        0.06      0.1162      0.0910      0.0498     405.390    5323.724     987.136  
        22.4        0.08      0.1435      0.0912      0.0504     410.754    5392.760     988.260  
        26.8        0.10      0.1702      0.0913      0.0511     416.253    5466.221     989.609  
        31.3        0.11      0.1961      0.0914      0.0518     422.019    5541.452     990.733  
        35.8        0.13      0.2212      0.0915      0.0525     428.054    5620.224     992.307  
        40.3        0.14      0.2457      0.0917      0.0533     434.356    5702.536     993.656  
        44.7        0.16      0.2693      0.0918      0.0541     440.793    5787.503     995.229  
        49.2        0.17      0.2922      0.0919      0.0549     447.632    5876.895     996.578  
        53.7        0.19      0.3144      0.0921      0.0558     454.606    5968.943     998.152  
        58.2        0.21      0.3358      0.0922      0.0567     461.847    6064.531     999.950  
        62.6        0.22      0.3564      0.0924      0.0576     469.491    6163.660    1001.524  
        67.1        0.24      0.3763      0.0926      0.0586     477.135    6265.443    1003.323  
        71.6        0.25      0.3955      0.0927      0.0595     484.913    6366.342    1004.671  
        76.1        0.27      0.4141      0.0927      0.0605     492.423    6466.355    1005.571  
        80.5        0.29      0.4319      0.0928      0.0614     500.335    6569.024    1006.245  
        85.0        0.30      0.4492      0.0928      0.0623     507.710    6665.497    1006.020  
        89.5        0.32      0.4658      0.0927      0.0632     514.952    6760.200    1005.121  
        94.0        0.33      0.4817      0.0926      0.0641     522.327    6858.443    1004.222  
        98.4        0.35      0.4971      0.0924      0.0649     529.166    6947.836    1001.974  
       102.9        0.37      0.5118      0.0922      0.0658     535.603    7033.688     999.051  
       107.4        0.38      0.5258      0.0919      0.0666     542.308    7121.310     996.129  
       111.8        0.40      0.5408      0.0913      0.0670     545.795    7165.564     989.609  



