        90x22_3_800_46_1330                                 (90x22_3_800_46_1330.dat)

         PROP RPM =       400

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2887      0.3632      11.037    1739.172      96.511  
         4.5        0.13      0.1039      0.2941      0.3714      11.283    1778.115      98.309  
         8.9        0.26      0.2070      0.3012      0.3820      11.605    1828.564     100.669  
        13.4        0.39      0.3072      0.3082      0.3950      12.002    1891.404     103.007  
        17.9        0.52      0.4053      0.3144      0.4072      12.374    1949.819     105.098  
        22.4        0.66      0.4918      0.3167      0.4226      12.842    2023.281     105.863  
        26.8        0.79      0.5724      0.3158      0.4344      13.201    2079.925     105.548  
        31.3        0.92      0.6421      0.3099      0.4433      13.477    2122.409     103.570  
        35.8        1.05      0.7042      0.2990      0.4458      13.544    2133.915      99.950  
        40.3        1.18      0.7531      0.2817      0.4418      13.424    2115.328      94.150  
        44.7        1.31      0.7960      0.2598      0.4284      13.016    2050.718      86.844  
        49.2        1.44      0.8336      0.2345      0.4061      12.339    1944.509      78.368  
        53.7        1.57      0.8611      0.2054      0.3756      11.415    1798.472      68.657  
        58.2        1.71      0.8832      0.1753      0.3386      10.288    1621.457      58.585  
        62.6        1.84      0.9005      0.1443      0.2945       8.950    1409.924      48.244  
        67.1        1.97      0.9114      0.1126      0.2432       7.389    1163.873      37.633  
        71.6        2.10      0.9112      0.0800      0.1843       5.600     882.419      26.730  
        76.1        2.23      0.8817      0.0465      0.1177       3.577     563.527      15.550  
        80.5        2.36      0.6662      0.0122      0.0432       1.312     206.665       4.069  



         PROP RPM =       480

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2888      0.3626      19.042    2499.451     139.022  
         4.5        0.11      0.0869      0.2932      0.3691      19.378    2544.589     141.113  
         8.9        0.22      0.1726      0.2986      0.3786      19.874    2609.200     143.720  
        13.4        0.33      0.2571      0.3048      0.3889      20.424    2681.776     146.688  
        17.9        0.44      0.3423      0.3111      0.3976      20.880    2741.076     149.723  
        22.4        0.55      0.4205      0.3151      0.4098      21.523    2825.158     151.679  
        26.8        0.66      0.4926      0.3171      0.4224      22.180    2912.781     152.645  
        31.3        0.77      0.5619      0.3170      0.4320      22.677    2978.276     152.600  
        35.8        0.87      0.6197      0.3129      0.4418      23.186    3045.542     150.577  
        40.3        0.98      0.6738      0.3055      0.4461      23.428    3076.519     147.025  
        44.7        1.09      0.7205      0.2941      0.4464      23.441    3077.404     141.562  
        49.2        1.20      0.7627      0.2792      0.4404      23.119    3035.806     134.391  
        53.7        1.31      0.7968      0.2605      0.4290      22.529    2957.034     125.376  
        58.2        1.42      0.8277      0.2393      0.4111      21.590    2834.009     115.192  
        62.6        1.53      0.8535      0.2158      0.3872      20.330    2669.385     103.884  
        67.1        1.64      0.8736      0.1910      0.3586      18.828    2472.013      91.924  
        71.6        1.75      0.8906      0.1656      0.3252      17.085    2242.779      79.695  
        76.1        1.86      0.9042      0.1396      0.2870      15.073    1978.142      67.173  
        80.5        1.97      0.9132      0.1130      0.2435      12.788    1678.987      54.381  
        85.0        2.08      0.9151      0.0858      0.1949      10.233    1343.543      41.320  
        89.5        2.19      0.9018      0.0581      0.1409       7.394     970.927      27.944  
        94.0        2.30      0.8388      0.0297      0.0813       4.267     560.341      14.287  
        98.4        2.41      0.1012      0.0007      0.0161       0.846     111.077       0.326  



         PROP RPM =       560

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2889      0.3621      30.186    3397.801     189.244  
         4.5        0.09      0.0746      0.2925      0.3675      30.642    3448.251     191.672  
         8.9        0.19      0.1485      0.2970      0.3749      31.259    3518.172     194.572  
        13.4        0.28      0.2221      0.3024      0.3829      31.930    3593.403     198.102  
        17.9        0.37      0.2945      0.3077      0.3917      32.667    3675.715     201.609  
        22.4        0.47      0.3646      0.3123      0.4014      33.472    3767.763     204.644  
        26.8        0.56      0.4312      0.3158      0.4119      34.344    3865.121     206.869  
        31.3        0.66      0.4932      0.3175      0.4225      35.229    3964.249     208.038  
        35.8        0.75      0.5501      0.3173      0.4326      36.073    4058.952     207.881  
        40.3        0.84      0.6056      0.3151      0.4389      36.596    4119.137     206.442  
        44.7        0.94      0.6516      0.3096      0.4454      37.146    4180.207     202.868  
        49.2        1.03      0.6957      0.3018      0.4472      37.294    4197.024     197.720  
        53.7        1.12      0.7343      0.2910      0.4458      37.173    4182.863     190.616  
        58.2        1.22      0.7678      0.2773      0.4400      36.690    4129.758     181.646  
