        90x24_6_800_51_1680                                 (90x24_6_800_51_1680.dat)

         PROP RPM =       400

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3615      0.5040      15.314    2412.713     120.835  
         4.5        0.13      0.0941      0.3684      0.5140      15.609    2460.507     123.150  
         8.9        0.26      0.1870      0.3771      0.5292      16.079    2533.969     126.028  
        13.4        0.39      0.2786      0.3880      0.5482      16.655    2624.246     129.647  
        17.9        0.52      0.3666      0.3977      0.5696      17.313    2727.800     132.975  
        22.4        0.66      0.4528      0.4062      0.5885      17.876    2817.192     135.717  
        26.8        0.79      0.5273      0.4085      0.6099      18.533    2919.861     136.527  
        31.3        0.92      0.5973      0.4062      0.6246      18.975    2990.667     135.762  
        35.8        1.05      0.6580      0.3973      0.6341      19.270    3035.806     132.840  
        40.3        1.18      0.7126      0.3828      0.6345      19.284    3037.576     127.939  
        44.7        1.31      0.7559      0.3607      0.6262      19.029    2998.633     120.565  
        49.2        1.44      0.7943      0.3338      0.6066      18.439    2904.815     111.573  
        53.7        1.57      0.8266      0.3029      0.5770      17.527    2762.318     101.231  
        58.2        1.71      0.8534      0.2689      0.5377      16.334    2573.797      89.901  
        62.6        1.84      0.8742      0.2333      0.4903      14.899    2347.218      77.986  
        67.1        1.97      0.8909      0.1967      0.4347      13.208    2080.810      65.757  
        71.6        2.10      0.9023      0.1592      0.3704      11.257    1773.689      53.212  
        76.1        2.23      0.9054      0.1207      0.2973       9.036    1424.085      40.331  
        80.5        2.36      0.8915      0.0812      0.2153       6.540    1030.227      27.157  
        85.0        2.49      0.8211      0.0408      0.1240       3.764     593.177      13.639  



         PROP RPM =       480

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3616      0.5030      26.405    3467.722     174.047  
